'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'33:17:43.808',-,-0.100,-,-,-0.040,-,-
'33:17:43.816',-,-0.100,-,-,-0.020,-,-
'33:17:43.824',-,-0.100,-,-,-0.040,-,-
'33:17:43.832',-,-0.080,-,-,-0.040,-,-
'33:17:43.840',-,-0.100,-,-,-0.040,-,-
'33:17:43.848',-,-0.100,-,-,-0.040,-,-
'33:17:43.856',-,-0.100,-,-,-0.040,-,-
'33:17:43.864',-,-0.080,-,-,-0.040,-,-
'33:17:43.872',-,-0.100,-,-,-0.020,-,-
'33:17:43.880',-,-0.100,-,-,-0.040,-,-
'33:17:43.888',-,-0.080,-,-,-0.040,-,-
'33:17:43.896',-,-0.100,-,-,-0.040,-,-
'33:17:43.904',-,-0.100,-,-,-0.040,-,-
'33:17:43.912',-,-0.080,-,-,-0.040,-,-
'33:17:43.920',-,-0.100,-,-,-0.040,-,-
'33:17:43.928',-,-0.100,-,-,-0.040,-,-
'33:17:43.936',-,-0.100,-,-,-0.040,-,-
'33:17:43.944',-,-0.100,-,-,-0.040,-,-
'33:17:43.952',-,-0.100,-,-,-0.040,-,-
'33:17:43.960',-,-0.100,-,-,-0.040,-,-
'33:17:43.968',-,-0.060,-,-,-0.020,-,-
'33:17:43.976',-,-0.080,-,-,-0.020,-,-
'33:17:43.984',-,-0.060,-,-,-0.040,-,-
'33:17:43.992',-,-0.080,-,-,-0.020,-,-
'33:17:44.000',-,-0.020,-,-,-0.020,-,-
'33:17:44.008',-,-0.020,-,-,0.000,-,-
'33:17:44.016',-,0.000,-,-,0.000,-,-
'33:17:44.024',-,0.020,-,-,0.000,-,-
'33:17:44.032',-,0.000,-,-,0.000,-,-
'33:17:44.040',-,-0.040,-,-,0.000,-,-
'33:17:44.048',-,-0.100,-,-,-0.020,-,-
'33:17:44.056',-,-0.100,-,-,-0.020,-,-
'33:17:44.064',-,-0.100,-,-,-0.020,-,-
'33:17:44.072',-,-0.120,-,-,-0.040,-,-
'33:17:44.080',-,-0.140,-,-,-0.040,-,-
'33:17:44.088',-,-0.120,-,-,-0.040,-,-
'33:17:44.096',-,-0.100,-,-,-0.040,-,-
'33:17:44.104',-,-0.100,-,-,-0.040,-,-
'33:17:44.112',-,-0.180,-,-,-0.060,-,-
'33:17:44.120',-,-0.020,-,-,0.060,-,-
'33:17:44.128',-,0.540,-,-,0.600,-,-
'33:17:44.136',-,0.720,-,-,0.680,-,-
'33:17:44.144',-,0.420,-,-,0.260,-,-
'33:17:44.152',-,0.160,-,-,0.160,-,-
'33:17:44.160',-,0.080,-,-,0.100,-,-
'33:17:44.168',-,0.040,-,-,0.020,-,-
'33:17:44.176',-,-0.040,-,-,-0.020,-,-
'33:17:44.184',-,-0.040,-,-,-0.040,-,-
'33:17:44.192',-,-0.080,-,-,-0.040,-,-
'33:17:44.200',-,-0.060,-,-,-0.040,-,-
'33:17:44.208',-,-0.080,-,-,-0.040,-,-
'33:17:44.216',-,-0.060,-,-,-0.040,-,-
'33:17:44.224',-,-0.100,-,-,-0.040,-,-
'33:17:44.232',-,-0.040,-,-,-0.060,-,-
'33:17:44.240',-,-0.040,-,-,-0.040,-,-
'33:17:44.248',-,-0.080,-,-,-0.040,-,-
'33:17:44.256',-,-0.040,-,-,-0.040,-,-
'33:17:44.264',-,-0.020,-,-,-0.040,-,-
'33:17:44.272',-,-0.020,-,-,-0.040,-,-
'33:17:44.280',-,-0.040,-,-,-0.040,-,-
'33:17:44.288',-,-0.020,-,-,-0.020,-,-
'33:17:44.296',-,0.020,-,-,-0.040,-,-
'33:17:44.304',-,0.020,-,-,0.000,-,-
'33:17:44.312',-,0.040,-,-,0.000,-,-
'33:17:44.320',-,0.040,-,-,0.000,-,-
'33:17:44.328',-,0.060,-,-,0.000,-,-
'33:17:44.336',-,0.080,-,-,0.000,-,-
'33:17:44.344',-,0.060,-,-,0.000,-,-
'33:17:44.352',-,0.080,-,-,0.000,-,-
'33:17:44.360',-,0.080,-,-,0.000,-,-
'33:17:44.368',-,0.080,-,-,0.000,-,-
'33:17:44.376',-,0.100,-,-,0.020,-,-
'33:17:44.384',-,0.120,-,-,0.000,-,-
'33:17:44.392',-,0.100,-,-,0.040,-,-
'33:17:44.400',-,0.080,-,-,0.040,-,-
'33:17:44.408',-,0.080,-,-,0.040,-,-
'33:17:44.416',-,0.060,-,-,0.040,-,-
'33:17:44.424',-,0.060,-,-,0.020,-,-
'33:17:44.432',-,0.040,-,-,0.020,-,-
'33:17:44.440',-,0.000,-,-,0.020,-,-
'33:17:44.448',-,-0.020,-,-,0.000,-,-
'33:17:44.456',-,-0.040,-,-,0.000,-,-
'33:17:44.464',-,-0.020,-,-,0.000,-,-
'33:17:44.472',-,-0.040,-,-,0.000,-,-
'33:17:44.480',-,-0.020,-,-,0.000,-,-
'33:17:44.488',-,0.000,-,-,0.000,-,-
'33:17:44.496',-,-0.040,-,-,0.000,-,-
'33:17:44.504',-,-0.060,-,-,-0.020,-,-
'33:17:44.512',-,-0.040,-,-,0.000,-,-
'33:17:44.520',-,-0.060,-,-,-0.020,-,-
'33:17:44.528',-,-0.080,-,-,0.000,-,-
'33:17:44.536',-,-0.040,-,-,-0.020,-,-
'33:17:44.544',-,-0.080,-,-,-0.020,-,-
'33:17:44.552',-,-0.060,-,-,-0.040,-,-
'33:17:44.560',-,-0.080,-,-,-0.040,-,-
'33:17:44.568',-,-0.100,-,-,-0.040,-,-
'33:17:44.576',-,-0.060,-,-,-0.040,-,-
'33:17:44.584',-,-0.100,-,-,-0.040,-,-
'33:17:44.592',-,-0.100,-,-,-0.040,-,-
'33:17:44.600',-,-0.080,-,-,-0.040,-,-
'33:17:44.608',-,-0.100,-,-,-0.040,-,-
'33:17:44.616',-,-0.080,-,-,-0.040,-,-
'33:17:44.624',-,-0.100,-,-,-0.060,-,-
'33:17:44.632',-,-0.100,-,-,-0.040,-,-
'33:17:44.640',-,-0.100,-,-,-0.040,-,-
'33:17:44.648',-,-0.100,-,-,-0.040,-,-
'33:17:44.656',-,-0.100,-,-,-0.040,-,-
'33:17:44.664',-,-0.080,-,-,-0.040,-,-
'33:17:44.672',-,-0.100,-,-,-0.040,-,-
'33:17:44.680',-,-0.120,-,-,-0.040,-,-
'33:17:44.688',-,-0.100,-,-,-0.040,-,-
'33:17:44.696',-,-0.060,-,-,-0.040,-,-
'33:17:44.704',-,-0.100,-,-,-0.040,-,-
'33:17:44.712',-,-0.060,-,-,-0.040,-,-
'33:17:44.720',-,-0.060,-,-,-0.020,-,-
'33:17:44.728',-,-0.080,-,-,-0.040,-,-
'33:17:44.736',-,-0.040,-,-,-0.040,-,-
'33:17:44.744',-,-0.020,-,-,-0.020,-,-
'33:17:44.752',-,0.000,-,-,-0.040,-,-
'33:17:44.760',-,0.000,-,-,0.000,-,-
'33:17:44.768',-,0.000,-,-,-0.020,-,-
'33:17:44.776',-,-0.040,-,-,0.000,-,-
'33:17:44.784',-,-0.040,-,-,-0.020,-,-
'33:17:44.792',-,-0.020,-,-,-0.040,-,-
'33:17:44.800',-,-0.100,-,-,-0.040,-,-
'33:17:44.808',-,-0.100,-,-,-0.040,-,-
'33:17:44.816',-,-0.120,-,-,-0.060,-,-
'33:17:44.824',-,-0.100,-,-,-0.040,-,-
'33:17:44.832',-,-0.140,-,-,-0.060,-,-
'33:17:44.840',-,-0.120,-,-,-0.040,-,-
'33:17:44.848',-,-0.100,-,-,-0.060,-,-
'33:17:44.856',-,-0.140,-,-,-0.060,-,-
'33:17:44.864',-,0.100,-,-,0.160,-,-
'33:17:44.872',-,0.680,-,-,0.720,-,-
'33:17:44.880',-,0.720,-,-,0.360,-,-
'33:17:44.888',-,0.280,-,-,0.200,-,-
'33:17:44.896',-,0.120,-,-,0.120,-,-
'33:17:44.904',-,0.120,-,-,0.080,-,-
'33:17:44.912',-,0.000,-,-,0.000,-,-
'33:17:44.920',-,-0.080,-,-,-0.040,-,-
'33:17:44.928',-,-0.100,-,-,-0.060,-,-
'33:17:44.936',-,-0.060,-,-,-0.060,-,-
'33:17:44.944',-,-0.080,-,-,-0.060,-,-
'33:17:44.952',-,-0.080,-,-,-0.080,-,-
'33:17:44.960',-,-0.080,-,-,-0.060,-,-
'33:17:44.968',-,-0.100,-,-,-0.080,-,-
'33:17:44.976',-,-0.100,-,-,-0.060,-,-
'33:17:44.984',-,-0.100,-,-,-0.060,-,-
'33:17:44.992',-,-0.080,-,-,-0.060,-,-
'33:17:45.000',-,-0.060,-,-,-0.060,-,-
'33:17:45.008',-,-0.080,-,-,-0.060,-,-
'33:17:45.016',-,-0.060,-,-,-0.060,-,-
'33:17:45.024',-,-0.040,-,-,-0.040,-,-
'33:17:45.032',-,0.000,-,-,-0.040,-,-
'33:17:45.040',-,0.000,-,-,-0.040,-,-
'33:17:45.048',-,0.000,-,-,-0.060,-,-
'33:17:45.056',-,0.000,-,-,-0.040,-,-
'33:17:45.064',-,0.000,-,-,-0.040,-,-
'33:17:45.072',-,0.000,-,-,-0.040,-,-
'33:17:45.080',-,0.020,-,-,-0.040,-,-
'33:17:45.088',-,0.040,-,-,-0.040,-,-
'33:17:45.096',-,0.060,-,-,-0.040,-,-
'33:17:45.104',-,0.060,-,-,-0.020,-,-
'33:17:45.112',-,0.060,-,-,0.000,-,-
'33:17:45.120',-,0.060,-,-,0.000,-,-
'33:17:45.128',-,0.080,-,-,0.000,-,-
'33:17:45.136',-,0.060,-,-,0.000,-,-
'33:17:45.144',-,0.080,-,-,0.000,-,-
'33:17:45.152',-,0.040,-,-,0.020,-,-
'33:17:45.160',-,0.020,-,-,0.000,-,-
'33:17:45.168',-,-0.020,-,-,0.000,-,-
'33:17:45.176',-,-0.020,-,-,0.000,-,-
'33:17:45.184',-,-0.040,-,-,-0.020,-,-
'33:17:45.192',-,-0.040,-,-,0.000,-,-
'33:17:45.200',-,-0.060,-,-,-0.020,-,-
'33:17:45.208',-,-0.040,-,-,-0.020,-,-
'33:17:45.216',-,-0.060,-,-,-0.020,-,-
'33:17:45.224',-,-0.080,-,-,-0.040,-,-
'33:17:45.232',-,-0.060,-,-,-0.040,-,-
'33:17:45.240',-,-0.100,-,-,-0.020,-,-
'33:17:45.248',-,-0.060,-,-,-0.040,-,-
'33:17:45.256',-,-0.040,-,-,-0.040,-,-
'33:17:45.264',-,-0.100,-,-,-0.040,-,-
'33:17:45.272',-,-0.100,-,-,-0.040,-,-
'33:17:45.280',-,-0.100,-,-,-0.040,-,-
'33:17:45.288',-,-0.080,-,-,-0.040,-,-
'33:17:45.296',-,-0.100,-,-,-0.040,-,-
'33:17:45.304',-,-0.100,-,-,-0.040,-,-
'33:17:45.312',-,-0.120,-,-,-0.040,-,-
'33:17:45.320',-,-0.100,-,-,-0.040,-,-
'33:17:45.328',-,-0.100,-,-,-0.040,-,-
'33:17:45.336',-,-0.100,-,-,-0.060,-,-
'33:17:45.344',-,-0.100,-,-,-0.060,-,-
'33:17:45.352',-,-0.100,-,-,-0.040,-,-
'33:17:45.360',-,-0.100,-,-,-0.040,-,-
'33:17:45.368',-,-0.100,-,-,-0.040,-,-
'33:17:45.376',-,-0.120,-,-,-0.040,-,-
'33:17:45.384',-,-0.100,-,-,-0.040,-,-
'33:17:45.392',-,-0.100,-,-,-0.040,-,-
'33:17:45.400',-,-0.080,-,-,-0.040,-,-
'33:17:45.408',-,-0.100,-,-,-0.040,-,-
'33:17:45.416',-,-0.100,-,-,-0.040,-,-
'33:17:45.424',-,-0.100,-,-,-0.040,-,-
'33:17:45.432',-,-0.100,-,-,-0.040,-,-
'33:17:45.440',-,-0.100,-,-,-0.040,-,-
'33:17:45.448',-,-0.060,-,-,-0.040,-,-
'33:17:45.456',-,-0.040,-,-,-0.040,-,-
'33:17:45.464',-,-0.060,-,-,-0.040,-,-
'33:17:45.472',-,-0.040,-,-,-0.020,-,-
'33:17:45.480',-,0.000,-,-,-0.020,-,-
'33:17:45.488',-,-0.020,-,-,0.000,-,-
'33:17:45.496',-,0.000,-,-,-0.020,-,-
'33:17:45.504',-,-0.020,-,-,0.000,-,-
'33:17:45.512',-,-0.040,-,-,-0.020,-,-
'33:17:45.520',-,-0.060,-,-,-0.040,-,-
'33:17:45.528',-,-0.100,-,-,-0.040,-,-
'33:17:45.536',-,-0.120,-,-,-0.040,-,-
'33:17:45.544',-,-0.140,-,-,-0.060,-,-
'33:17:45.552',-,-0.100,-,-,-0.060,-,-
'33:17:45.560',-,-0.120,-,-,-0.060,-,-
'33:17:45.568',-,-0.100,-,-,-0.040,-,-
'33:17:45.576',-,-0.100,-,-,-0.060,-,-
'33:17:45.584',-,-0.140,-,-,-0.060,-,-
'33:17:45.592',-,-0.060,-,-,0.000,-,-
'33:17:45.600',-,0.460,-,-,0.520,-,-
'33:17:45.608',-,0.700,-,-,0.660,-,-
'33:17:45.616',-,0.400,-,-,0.200,-,-
'33:17:45.624',-,0.080,-,-,0.080,-,-
'33:17:45.632',-,0.120,-,-,0.100,-,-
'33:17:45.640',-,0.040,-,-,0.020,-,-
'33:17:45.648',-,-0.020,-,-,-0.040,-,-
'33:17:45.656',-,-0.080,-,-,-0.060,-,-
'33:17:45.664',-,-0.100,-,-,-0.080,-,-
'33:17:45.672',-,-0.060,-,-,-0.080,-,-
'33:17:45.680',-,-0.100,-,-,-0.080,-,-
'33:17:45.688',-,-0.100,-,-,-0.060,-,-
'33:17:45.696',-,-0.120,-,-,-0.080,-,-
'33:17:45.704',-,-0.100,-,-,-0.060,-,-
'33:17:45.712',-,-0.060,-,-,-0.080,-,-
'33:17:45.720',-,-0.060,-,-,-0.080,-,-
'33:17:45.728',-,-0.060,-,-,-0.080,-,-
'33:17:45.736',-,-0.040,-,-,-0.060,-,-
'33:17:45.744',-,-0.080,-,-,-0.080,-,-
'33:17:45.752',-,-0.040,-,-,-0.080,-,-
'33:17:45.760',-,-0.040,-,-,-0.060,-,-
'33:17:45.768',-,-0.020,-,-,-0.060,-,-
'33:17:45.776',-,-0.040,-,-,-0.060,-,-
'33:17:45.784',-,0.000,-,-,-0.040,-,-
'33:17:45.792',-,0.020,-,-,-0.060,-,-
'33:17:45.800',-,0.000,-,-,-0.040,-,-
'33:17:45.808',-,0.040,-,-,-0.040,-,-
'33:17:45.816',-,0.040,-,-,-0.060,-,-
'33:17:45.824',-,0.040,-,-,-0.040,-,-
'33:17:45.832',-,0.060,-,-,-0.040,-,-
'33:17:45.840',-,0.060,-,-,-0.040,-,-
'33:17:45.848',-,0.060,-,-,-0.040,-,-
'33:17:45.856',-,0.060,-,-,-0.020,-,-
'33:17:45.864',-,0.060,-,-,0.000,-,-
'33:17:45.872',-,0.040,-,-,0.000,-,-
'33:17:45.880',-,0.040,-,-,0.000,-,-
'33:17:45.888',-,0.060,-,-,0.020,-,-
'33:17:45.896',-,0.020,-,-,0.000,-,-
'33:17:45.904',-,0.000,-,-,0.000,-,-
'33:17:45.912',-,-0.040,-,-,0.000,-,-
'33:17:45.920',-,-0.020,-,-,-0.020,-,-
'33:17:45.928',-,-0.020,-,-,0.000,-,-
'33:17:45.936',-,-0.040,-,-,-0.020,-,-
'33:17:45.944',-,-0.060,-,-,-0.020,-,-
'33:17:45.952',-,-0.080,-,-,-0.020,-,-
'33:17:45.960',-,-0.080,-,-,-0.020,-,-
'33:17:45.968',-,-0.060,-,-,-0.020,-,-
'33:17:45.976',-,-0.080,-,-,-0.040,-,-
'33:17:45.984',-,-0.080,-,-,-0.040,-,-
'33:17:45.992',-,-0.100,-,-,-0.020,-,-
'33:17:46.000',-,-0.080,-,-,-0.040,-,-
'33:17:46.008',-,-0.100,-,-,-0.040,-,-
'33:17:46.016',-,-0.080,-,-,-0.040,-,-
'33:17:46.024',-,-0.100,-,-,-0.040,-,-
'33:17:46.032',-,-0.080,-,-,-0.040,-,-
'33:17:46.040',-,-0.100,-,-,-0.040,-,-
'33:17:46.048',-,-0.080,-,-,-0.040,-,-
'33:17:46.056',-,-0.080,-,-,-0.040,-,-
'33:17:46.064',-,-0.080,-,-,-0.040,-,-
'33:17:46.072',-,-0.120,-,-,-0.040,-,-
'33:17:46.080',-,-0.120,-,-,-0.040,-,-
'33:17:46.088',-,-0.100,-,-,-0.040,-,-
'33:17:46.096',-,-0.100,-,-,-0.040,-,-
'33:17:46.104',-,-0.100,-,-,-0.040,-,-
'33:17:46.112',-,-0.100,-,-,-0.040,-,-
'33:17:46.120',-,-0.100,-,-,-0.040,-,-
'33:17:46.128',-,-0.100,-,-,-0.040,-,-
'33:17:46.136',-,-0.080,-,-,-0.040,-,-
'33:17:46.144',-,-0.100,-,-,-0.040,-,-
'33:17:46.152',-,-0.100,-,-,-0.040,-,-
'33:17:46.160',-,-0.140,-,-,-0.040,-,-
'33:17:46.168',-,-0.100,-,-,-0.040,-,-
'33:17:46.176',-,-0.060,-,-,-0.040,-,-
'33:17:46.184',-,-0.040,-,-,-0.040,-,-
'33:17:46.192',-,-0.060,-,-,-0.020,-,-
'33:17:46.200',-,-0.080,-,-,-0.040,-,-
'33:17:46.208',-,-0.040,-,-,-0.040,-,-
'33:17:46.216',-,-0.020,-,-,-0.020,-,-
'33:17:46.224',-,-0.040,-,-,-0.020,-,-
'33:17:46.232',-,0.000,-,-,0.000,-,-
'33:17:46.240',-,-0.020,-,-,0.000,-,-
'33:17:46.248',-,-0.040,-,-,-0.020,-,-
'33:17:46.256',-,-0.040,-,-,-0.020,-,-
'33:17:46.264',-,-0.080,-,-,-0.060,-,-
'33:17:46.272',-,-0.100,-,-,-0.040,-,-
'33:17:46.280',-,-0.100,-,-,-0.040,-,-
'33:17:46.288',-,-0.140,-,-,-0.040,-,-
'33:17:46.296',-,-0.120,-,-,-0.040,-,-
'33:17:46.304',-,-0.120,-,-,-0.040,-,-
'33:17:46.312',-,-0.100,-,-,-0.060,-,-
'33:17:46.320',-,-0.140,-,-,-0.040,-,-
'33:17:46.328',-,-0.140,-,-,-0.040,-,-
'33:17:46.336',-,0.160,-,-,0.220,-,-
'33:17:46.344',-,0.620,-,-,0.600,-,-
'33:17:46.352',-,0.480,-,-,0.160,-,-
'33:17:46.360',-,0.220,-,-,0.160,-,-
'33:17:46.368',-,0.120,-,-,0.120,-,-
'33:17:46.376',-,0.080,-,-,0.080,-,-
'33:17:46.384',-,0.000,-,-,-0.020,-,-
'33:17:46.392',-,-0.080,-,-,-0.040,-,-
'33:17:46.400',-,-0.100,-,-,-0.040,-,-
'33:17:46.408',-,-0.080,-,-,-0.060,-,-
'33:17:46.416',-,-0.060,-,-,-0.060,-,-
'33:17:46.424',-,-0.100,-,-,-0.060,-,-
'33:17:46.432',-,-0.100,-,-,-0.060,-,-
'33:17:46.440',-,-0.100,-,-,-0.060,-,-
'33:17:46.448',-,-0.080,-,-,-0.040,-,-
'33:17:46.456',-,-0.100,-,-,-0.060,-,-
'33:17:46.464',-,-0.060,-,-,-0.060,-,-
'33:17:46.472',-,-0.040,-,-,-0.080,-,-
'33:17:46.480',-,-0.060,-,-,-0.060,-,-
'33:17:46.488',-,-0.040,-,-,-0.040,-,-
'33:17:46.496',-,-0.040,-,-,-0.060,-,-
'33:17:46.504',-,-0.060,-,-,-0.040,-,-
'33:17:46.512',-,-0.040,-,-,-0.060,-,-
'33:17:46.520',-,0.000,-,-,-0.040,-,-
'33:17:46.528',-,-0.020,-,-,-0.060,-,-
'33:17:46.536',-,0.000,-,-,-0.040,-,-
'33:17:46.544',-,0.020,-,-,-0.040,-,-
'33:17:46.552',-,0.040,-,-,-0.040,-,-
'33:17:46.560',-,0.040,-,-,-0.040,-,-
'33:17:46.568',-,0.060,-,-,-0.020,-,-
'33:17:46.576',-,0.060,-,-,-0.040,-,-
'33:17:46.584',-,0.080,-,-,-0.020,-,-
'33:17:46.592',-,0.040,-,-,-0.020,-,-
'33:17:46.600',-,0.080,-,-,0.000,-,-
'33:17:46.608',-,0.080,-,-,0.000,-,-
'33:17:46.616',-,0.040,-,-,0.000,-,-
'33:17:46.624',-,0.020,-,-,0.000,-,-
'33:17:46.632',-,0.040,-,-,0.020,-,-
'33:17:46.640',-,0.000,-,-,0.020,-,-
'33:17:46.648',-,0.000,-,-,0.000,-,-
'33:17:46.656',-,-0.020,-,-,0.000,-,-
'33:17:46.664',-,-0.040,-,-,0.000,-,-
'33:17:46.672',-,-0.040,-,-,0.000,-,-
'33:17:46.680',-,-0.060,-,-,-0.020,-,-
'33:17:46.688',-,-0.080,-,-,-0.020,-,-
'33:17:46.696',-,-0.060,-,-,-0.020,-,-
'33:17:46.704',-,-0.060,-,-,-0.040,-,-
'33:17:46.712',-,-0.100,-,-,-0.020,-,-
'33:17:46.720',-,-0.080,-,-,-0.020,-,-
'33:17:46.728',-,-0.100,-,-,-0.020,-,-
'33:17:46.736',-,-0.100,-,-,-0.040,-,-
'33:17:46.744',-,-0.100,-,-,-0.040,-,-
'33:17:46.752',-,-0.120,-,-,-0.040,-,-
'33:17:46.760',-,-0.100,-,-,-0.040,-,-
'33:17:46.768',-,-0.100,-,-,-0.040,-,-
'33:17:46.776',-,-0.120,-,-,-0.040,-,-
'33:17:46.784',-,-0.120,-,-,-0.040,-,-
'33:17:46.792',-,-0.100,-,-,-0.040,-,-
'33:17:46.800',-,-0.100,-,-,-0.040,-,-
'33:17:46.808',-,-0.120,-,-,-0.040,-,-
'33:17:46.816',-,-0.100,-,-,-0.040,-,-
'33:17:46.824',-,-0.100,-,-,-0.040,-,-
'33:17:46.832',-,-0.120,-,-,-0.040,-,-
'33:17:46.840',-,-0.100,-,-,-0.040,-,-
'33:17:46.848',-,-0.140,-,-,-0.040,-,-
'33:17:46.856',-,-0.120,-,-,-0.040,-,-
'33:17:46.864',-,-0.100,-,-,-0.040,-,-
'33:17:46.872',-,-0.100,-,-,-0.040,-,-
'33:17:46.880',-,-0.100,-,-,-0.040,-,-
'33:17:46.888',-,-0.120,-,-,-0.040,-,-
'33:17:46.896',-,-0.140,-,-,-0.040,-,-
'33:17:46.904',-,-0.140,-,-,-0.040,-,-
'33:17:46.912',-,-0.100,-,-,-0.040,-,-
'33:17:46.920',-,-0.120,-,-,-0.040,-,-
'33:17:46.928',-,-0.100,-,-,-0.040,-,-
'33:17:46.936',-,-0.080,-,-,-0.040,-,-
'33:17:46.944',-,-0.120,-,-,-0.020,-,-
'33:17:46.952',-,-0.080,-,-,-0.040,-,-
'33:17:46.960',-,-0.040,-,-,-0.020,-,-
'33:17:46.968',-,-0.040,-,-,-0.020,-,-
'33:17:46.976',-,-0.020,-,-,0.000,-,-
'33:17:46.984',-,0.000,-,-,0.000,-,-
'33:17:46.992',-,-0.020,-,-,0.000,-,-
'33:17:47.000',-,-0.060,-,-,-0.020,-,-
'33:17:47.008',-,-0.080,-,-,-0.020,-,-
'33:17:47.016',-,-0.100,-,-,-0.040,-,-
'33:17:47.024',-,-0.120,-,-,-0.040,-,-
'33:17:47.032',-,-0.120,-,-,-0.040,-,-
'33:17:47.040',-,-0.140,-,-,-0.040,-,-
'33:17:47.048',-,-0.120,-,-,-0.040,-,-
'33:17:47.056',-,-0.120,-,-,-0.040,-,-
'33:17:47.064',-,-0.120,-,-,-0.040,-,-
'33:17:47.072',-,-0.180,-,-,-0.060,-,-
'33:17:47.080',-,-0.120,-,-,-0.080,-,-
'33:17:47.088',-,0.320,-,-,0.420,-,-
'33:17:47.096',-,0.700,-,-,0.700,-,-
'33:17:47.104',-,0.520,-,-,0.320,-,-
'33:17:47.112',-,0.220,-,-,0.160,-,-
'33:17:47.120',-,0.100,-,-,0.120,-,-
'33:17:47.128',-,0.060,-,-,0.040,-,-
'33:17:47.136',-,-0.040,-,-,-0.020,-,-
'33:17:47.144',-,-0.060,-,-,-0.040,-,-
'33:17:47.152',-,-0.080,-,-,-0.040,-,-
'33:17:47.160',-,-0.100,-,-,-0.060,-,-
'33:17:47.168',-,-0.080,-,-,-0.060,-,-
'33:17:47.176',-,-0.100,-,-,-0.040,-,-
'33:17:47.184',-,-0.060,-,-,-0.040,-,-
'33:17:47.192',-,-0.080,-,-,-0.060,-,-
'33:17:47.200',-,-0.080,-,-,-0.040,-,-
'33:17:47.208',-,-0.060,-,-,-0.060,-,-
'33:17:47.216',-,-0.040,-,-,-0.040,-,-
'33:17:47.224',-,-0.060,-,-,-0.040,-,-
'33:17:47.232',-,-0.040,-,-,-0.040,-,-
'33:17:47.240',-,-0.040,-,-,-0.040,-,-
'33:17:47.248',-,-0.040,-,-,-0.040,-,-
'33:17:47.256',-,-0.040,-,-,-0.040,-,-
'33:17:47.264',-,0.000,-,-,-0.040,-,-
'33:17:47.272',-,0.000,-,-,-0.040,-,-
'33:17:47.280',-,0.000,-,-,-0.040,-,-
'33:17:47.288',-,0.020,-,-,-0.020,-,-
'33:17:47.296',-,0.040,-,-,-0.020,-,-
'33:17:47.304',-,0.060,-,-,0.000,-,-
'33:17:47.312',-,0.040,-,-,-0.020,-,-
'33:17:47.320',-,0.060,-,-,0.000,-,-
'33:17:47.328',-,0.080,-,-,0.000,-,-
'33:17:47.336',-,0.080,-,-,0.000,-,-
'33:17:47.344',-,0.060,-,-,0.000,-,-
'33:17:47.352',-,0.080,-,-,0.020,-,-
'33:17:47.360',-,0.060,-,-,0.040,-,-
'33:17:47.368',-,0.080,-,-,0.040,-,-
'33:17:47.376',-,0.040,-,-,0.040,-,-
'33:17:47.384',-,0.040,-,-,0.020,-,-
'33:17:47.392',-,0.000,-,-,0.020,-,-
'33:17:47.400',-,0.000,-,-,0.000,-,-
'33:17:47.408',-,-0.020,-,-,0.000,-,-
'33:17:47.416',-,-0.040,-,-,0.000,-,-
'33:17:47.424',-,-0.060,-,-,0.000,-,-
'33:17:47.432',-,-0.060,-,-,-0.020,-,-
'33:17:47.440',-,-0.080,-,-,-0.040,-,-
