'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'33:05:39.664',-,-0.040,-,-,0.040,-,90.000
'33:05:39.672',-,-0.080,-,-,0.040,-,90.000
'33:05:39.680',-,-0.040,-,-,0.040,-,90.000
'33:05:39.688',-,-0.040,-,-,0.000,-,90.000
'33:05:39.696',-,-0.060,-,-,0.020,-,90.000
'33:05:39.704',-,-0.060,-,-,0.040,-,90.000
'33:05:39.712',-,-0.060,-,-,0.040,-,90.000
'33:05:39.720',-,-0.060,-,-,0.040,-,90.000
'33:05:39.728',-,-0.040,-,-,0.020,-,90.000
'33:05:39.736',-,-0.040,-,-,0.040,-,90.000
'33:05:39.744',-,-0.040,-,-,0.040,-,90.000
'33:05:39.752',-,-0.040,-,-,0.040,-,90.000
'33:05:39.760',-,-0.020,-,-,0.020,-,90.000
'33:05:39.768',-,-0.020,-,-,0.040,-,90.000
'33:05:39.776',-,0.000,-,-,0.020,-,90.000
'33:05:39.784',-,-0.020,-,-,0.040,-,90.000
'33:05:39.792',-,-0.040,-,-,0.020,-,90.000
'33:05:39.800',-,-0.060,-,-,0.040,-,90.000
'33:05:39.808',-,-0.080,-,-,0.020,-,90.000
'33:05:39.816',-,-0.040,-,-,0.020,-,90.000
'33:05:39.824',-,-0.040,-,-,0.040,-,90.000
'33:05:39.832',-,-0.040,-,-,0.020,-,90.000
'33:05:39.840',-,-0.060,-,-,0.020,-,90.000
'33:05:39.848',-,-0.040,-,-,0.020,-,90.000
'33:05:39.856',-,-0.060,-,-,0.040,-,90.000
'33:05:39.864',-,-0.020,-,-,0.040,-,90.000
'33:05:39.872',-,-0.040,-,-,0.040,-,90.000
'33:05:39.880',-,0.000,-,-,0.020,-,90.000
'33:05:39.888',-,0.000,-,-,0.040,-,90.000
'33:05:39.896',-,0.040,-,-,0.040,-,90.000
'33:05:39.904',-,0.040,-,-,0.040,-,90.000
'33:05:39.912',-,-0.020,-,-,0.040,-,90.000
'33:05:39.920',-,-0.040,-,-,0.020,-,90.000
'33:05:39.928',-,-0.040,-,-,0.040,-,90.000
'33:05:39.936',-,-0.100,-,-,0.000,-,90.000
'33:05:39.944',-,-0.100,-,-,0.000,-,90.000
'33:05:39.952',-,-0.120,-,-,0.000,-,90.000
'33:05:39.960',-,-0.100,-,-,0.000,-,90.000
'33:05:39.968',-,-0.120,-,-,0.000,-,90.000
'33:05:39.976',-,-0.100,-,-,0.000,-,90.000
'33:05:39.984',-,-0.120,-,-,0.000,-,90.000
'33:05:39.992',-,-0.060,-,-,0.000,-,90.000
'33:05:40.000',-,0.380,-,-,0.340,-,90.000
'33:05:40.008',-,0.640,-,-,0.540,-,90.000
'33:05:40.016',-,0.380,-,-,0.240,-,90.000
'33:05:40.024',-,0.000,-,-,0.200,-,90.000
'33:05:40.032',-,0.000,-,-,0.180,-,90.000
'33:05:40.040',-,0.080,-,-,0.060,-,90.000
'33:05:40.048',-,-0.040,-,-,0.000,-,90.000
'33:05:40.056',-,-0.100,-,-,-0.020,-,90.000
'33:05:40.064',-,-0.080,-,-,-0.020,-,90.000
'33:05:40.072',-,-0.100,-,-,-0.040,-,90.000
'33:05:40.080',-,-0.080,-,-,-0.040,-,90.000
'33:05:40.088',-,-0.100,-,-,-0.040,-,90.000
'33:05:40.096',-,-0.080,-,-,-0.040,-,90.000
'33:05:40.104',-,-0.100,-,-,-0.040,-,90.000
'33:05:40.112',-,-0.100,-,-,-0.040,-,90.000
'33:05:40.120',-,-0.080,-,-,-0.020,-,90.000
'33:05:40.128',-,-0.040,-,-,-0.040,-,90.000
'33:05:40.136',-,-0.040,-,-,-0.020,-,90.000
'33:05:40.144',-,-0.040,-,-,-0.040,-,90.000
'33:05:40.152',-,-0.020,-,-,-0.040,-,90.000
'33:05:40.160',-,-0.020,-,-,-0.040,-,90.000
'33:05:40.168',-,0.000,-,-,-0.040,-,90.000
'33:05:40.176',-,-0.020,-,-,-0.040,-,90.000
'33:05:40.184',-,0.000,-,-,-0.040,-,90.000
'33:05:40.192',-,0.000,-,-,-0.040,-,90.000
'33:05:40.200',-,0.020,-,-,-0.060,-,90.000
'33:05:40.208',-,0.040,-,-,-0.040,-,90.000
'33:05:40.216',-,0.040,-,-,-0.040,-,90.000
'33:05:40.224',-,0.040,-,-,-0.020,-,90.000
'33:05:40.232',-,0.060,-,-,-0.020,-,90.000
'33:05:40.240',-,0.040,-,-,0.000,-,90.000
'33:05:40.248',-,0.080,-,-,0.000,-,90.000
'33:05:40.256',-,0.060,-,-,0.000,-,90.000
'33:05:40.264',-,0.080,-,-,0.020,-,90.000
'33:05:40.272',-,0.040,-,-,0.040,-,90.000
'33:05:40.280',-,0.060,-,-,0.020,-,90.000
'33:05:40.288',-,0.000,-,-,0.000,-,90.000
'33:05:40.296',-,-0.020,-,-,0.000,-,90.000
'33:05:40.304',-,-0.040,-,-,0.020,-,90.000
'33:05:40.312',-,-0.080,-,-,0.000,-,90.000
'33:05:40.320',-,-0.100,-,-,0.020,-,90.000
'33:05:40.328',-,-0.080,-,-,0.000,-,90.000
'33:05:40.336',-,-0.100,-,-,0.000,-,90.000
'33:05:40.344',-,-0.100,-,-,0.000,-,90.000
'33:05:40.352',-,-0.120,-,-,0.000,-,90.000
'33:05:40.360',-,-0.120,-,-,0.000,-,90.000
'33:05:40.368',-,-0.140,-,-,0.000,-,90.000
'33:05:40.376',-,-0.140,-,-,0.000,-,90.000
'33:05:40.384',-,-0.140,-,-,-0.020,-,90.000
'33:05:40.392',-,-0.160,-,-,0.000,-,90.000
'33:05:40.400',-,-0.140,-,-,-0.020,-,90.000
'33:05:40.408',-,-0.180,-,-,0.000,-,90.000
'33:05:40.416',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.424',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.432',-,-0.180,-,-,0.000,-,90.000
'33:05:40.440',-,-0.180,-,-,-0.040,-,90.000
'33:05:40.448',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.456',-,-0.180,-,-,-0.040,-,90.000
'33:05:40.464',-,-0.200,-,-,-0.040,-,90.000
'33:05:40.472',-,-0.220,-,-,-0.020,-,90.000
'33:05:40.480',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.488',-,-0.180,-,-,0.000,-,90.000
'33:05:40.496',-,-0.180,-,-,0.000,-,90.000
'33:05:40.504',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.512',-,-0.140,-,-,-0.020,-,90.000
'33:05:40.520',-,-0.120,-,-,0.000,-,90.000
'33:05:40.528',-,-0.100,-,-,-0.020,-,90.000
'33:05:40.536',-,-0.100,-,-,0.000,-,90.000
'33:05:40.544',-,-0.120,-,-,0.000,-,90.000
'33:05:40.552',-,-0.140,-,-,0.000,-,90.000
'33:05:40.560',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.568',-,-0.180,-,-,-0.020,-,90.000
'33:05:40.576',-,-0.220,-,-,-0.040,-,90.000
'33:05:40.584',-,-0.220,-,-,-0.040,-,90.000
'33:05:40.592',-,-0.240,-,-,-0.040,-,90.000
'33:05:40.600',-,-0.220,-,-,-0.040,-,90.000
'33:05:40.608',-,-0.200,-,-,-0.040,-,90.000
'33:05:40.616',-,-0.220,-,-,-0.040,-,90.000
'33:05:40.624',-,-0.260,-,-,-0.060,-,90.000
'33:05:40.632',-,-0.020,-,-,0.040,-,90.000
'33:05:40.640',-,0.540,-,-,0.500,-,90.000
'33:05:40.648',-,0.600,-,-,0.360,-,90.000
'33:05:40.656',-,0.200,-,-,0.380,-,90.000
'33:05:40.664',-,0.000,-,-,0.220,-,90.000
'33:05:40.672',-,-0.040,-,-,0.120,-,90.000
'33:05:40.680',-,-0.100,-,-,0.000,-,90.000
'33:05:40.688',-,-0.140,-,-,-0.040,-,90.000
'33:05:40.696',-,-0.180,-,-,-0.040,-,90.000
'33:05:40.704',-,-0.180,-,-,-0.040,-,90.000
'33:05:40.712',-,-0.160,-,-,-0.060,-,90.000
'33:05:40.720',-,-0.140,-,-,-0.060,-,90.000
'33:05:40.728',-,-0.160,-,-,-0.060,-,90.000
'33:05:40.736',-,-0.140,-,-,-0.040,-,90.000
'33:05:40.744',-,-0.140,-,-,-0.060,-,90.000
'33:05:40.752',-,-0.160,-,-,-0.060,-,90.000
'33:05:40.760',-,-0.140,-,-,-0.040,-,90.000
'33:05:40.768',-,-0.100,-,-,-0.040,-,90.000
'33:05:40.776',-,-0.080,-,-,-0.040,-,90.000
'33:05:40.784',-,-0.080,-,-,-0.040,-,90.000
'33:05:40.792',-,-0.080,-,-,-0.040,-,90.000
'33:05:40.800',-,-0.060,-,-,-0.040,-,90.000
'33:05:40.808',-,-0.040,-,-,-0.040,-,90.000
'33:05:40.816',-,-0.040,-,-,-0.040,-,90.000
'33:05:40.824',-,-0.040,-,-,-0.040,-,90.000
'33:05:40.832',-,0.000,-,-,-0.040,-,90.000
'33:05:40.840',-,0.000,-,-,-0.040,-,90.000
'33:05:40.848',-,0.000,-,-,-0.040,-,90.000
'33:05:40.856',-,0.000,-,-,-0.040,-,90.000
'33:05:40.864',-,0.000,-,-,-0.040,-,90.000
'33:05:40.872',-,0.020,-,-,-0.020,-,90.000
'33:05:40.880',-,0.000,-,-,-0.040,-,90.000
'33:05:40.888',-,0.040,-,-,0.000,-,90.000
'33:05:40.896',-,0.000,-,-,0.000,-,90.000
'33:05:40.904',-,0.000,-,-,0.000,-,90.000
'33:05:40.912',-,0.000,-,-,0.020,-,90.000
'33:05:40.920',-,-0.040,-,-,0.000,-,90.000
'33:05:40.928',-,-0.060,-,-,0.000,-,90.000
'33:05:40.936',-,-0.040,-,-,0.000,-,90.000
'33:05:40.944',-,-0.080,-,-,0.000,-,90.000
'33:05:40.952',-,-0.080,-,-,0.000,-,90.000
'33:05:40.960',-,-0.060,-,-,0.000,-,90.000
'33:05:40.968',-,-0.100,-,-,-0.020,-,90.000
'33:05:40.976',-,-0.100,-,-,0.000,-,90.000
'33:05:40.984',-,-0.060,-,-,0.000,-,90.000
'33:05:40.992',-,-0.100,-,-,0.000,-,90.000
'33:05:41.000',-,-0.100,-,-,0.000,-,90.000
'33:05:41.008',-,-0.100,-,-,-0.020,-,90.000
'33:05:41.016',-,-0.100,-,-,-0.040,-,90.000
'33:05:41.024',-,-0.100,-,-,-0.020,-,90.000
'33:05:41.032',-,-0.120,-,-,-0.040,-,90.000
'33:05:41.040',-,-0.100,-,-,-0.040,-,90.000
'33:05:41.048',-,-0.120,-,-,-0.040,-,90.000
'33:05:41.056',-,-0.140,-,-,-0.040,-,90.000
'33:05:41.064',-,-0.120,-,-,-0.040,-,90.000
'33:05:41.072',-,-0.140,-,-,-0.040,-,90.000
'33:05:41.080',-,-0.120,-,-,-0.040,-,90.000
'33:05:41.088',-,-0.120,-,-,-0.020,-,90.000
'33:05:41.096',-,-0.120,-,-,-0.020,-,90.000
'33:05:41.104',-,-0.100,-,-,-0.020,-,90.000
'33:05:41.112',-,0.000,-,-,0.040,-,90.000
'33:05:41.120',-,0.160,-,-,0.120,-,90.000
'33:05:41.128',-,0.320,-,-,0.180,-,90.000
'33:05:41.136',-,0.520,-,-,0.300,-,90.000
'33:05:41.144',-,0.720,-,-,0.380,-,90.000
'33:05:41.152',-,0.880,-,-,0.480,-,90.000
'33:05:41.160',-,1.080,-,-,0.700,-,90.000
'33:05:41.168',-,1.340,-,-,1.120,-,90.000
'33:05:41.176',-,1.720,-,-,1.660,-,90.000
'33:05:41.184',-,1.900,-,-,1.980,-,90.000
'33:05:41.192',-,1.160,-,-,1.300,-,90.000
'33:05:41.200',-,0.200,-,-,0.340,-,90.000
'33:05:41.208',-,-0.320,-,-,-0.180,-,90.000
'33:05:41.216',-,-0.440,-,-,-0.300,-,90.000
'33:05:41.224',-,-0.500,-,-,-0.340,-,90.000
'33:05:41.232',-,-0.480,-,-,-0.360,-,90.000
'33:05:41.240',-,-0.480,-,-,-0.360,-,90.000
'33:05:41.248',-,-0.480,-,-,-0.360,-,90.000
'33:05:41.256',-,-0.500,-,-,-0.360,-,90.000
'33:05:41.264',-,-0.520,-,-,-0.360,-,90.000
'33:05:41.272',-,-0.500,-,-,-0.360,-,90.000
'33:05:41.280',-,-0.520,-,-,-0.380,-,90.000
'33:05:41.288',-,-0.520,-,-,-0.420,-,90.000
'33:05:41.296',-,-0.540,-,-,-0.440,-,90.000
'33:05:41.304',-,-0.580,-,-,-0.440,-,90.000
'33:05:41.312',-,-0.620,-,-,-0.480,-,90.000
'33:05:41.320',-,-0.660,-,-,-0.520,-,90.000
'33:05:41.328',-,-0.720,-,-,-0.580,-,90.000
'33:05:41.336',-,-0.740,-,-,-0.620,-,90.000
'33:05:41.344',-,-0.780,-,-,-0.660,-,90.000
'33:05:41.352',-,-0.780,-,-,-0.660,-,90.000
'33:05:41.360',-,-0.800,-,-,-0.700,-,90.000
'33:05:41.368',-,-0.820,-,-,-0.700,-,90.000
'33:05:41.376',-,-0.780,-,-,-0.700,-,90.000
'33:05:41.384',-,-0.720,-,-,-0.640,-,90.000
'33:05:41.392',-,-0.620,-,-,-0.580,-,90.000
'33:05:41.400',-,-0.520,-,-,-0.500,-,90.000
'33:05:41.408',-,-0.420,-,-,-0.420,-,90.000
'33:05:41.416',-,-0.320,-,-,-0.320,-,90.000
'33:05:41.424',-,-0.240,-,-,-0.220,-,90.000
'33:05:41.432',-,-0.160,-,-,-0.140,-,90.000
'33:05:41.440',-,-0.100,-,-,-0.060,-,90.000
'33:05:41.448',-,-0.040,-,-,0.000,-,90.000
'33:05:41.456',-,-0.040,-,-,0.020,-,90.000
'33:05:41.464',-,-0.020,-,-,0.040,-,90.000
'33:05:41.472',-,-0.040,-,-,0.040,-,90.000
'33:05:41.480',-,-0.020,-,-,0.040,-,90.000
'33:05:41.488',-,-0.020,-,-,0.040,-,90.000
'33:05:41.496',-,-0.040,-,-,0.040,-,90.000
'33:05:41.504',-,0.000,-,-,0.040,-,90.000
'33:05:41.512',-,-0.020,-,-,0.040,-,90.000
'33:05:41.520',-,-0.040,-,-,0.040,-,90.000
'33:05:41.528',-,-0.020,-,-,0.020,-,90.000
'33:05:41.536',-,-0.040,-,-,0.040,-,90.000
'33:05:41.544',-,-0.040,-,-,0.040,-,90.000
'33:05:41.552',-,-0.020,-,-,0.040,-,90.000
'33:05:41.560',-,-0.020,-,-,0.020,-,90.000
'33:05:41.568',-,-0.040,-,-,0.040,-,90.000
'33:05:41.576',-,-0.040,-,-,0.040,-,90.000
'33:05:41.584',-,-0.020,-,-,0.040,-,90.000
'33:05:41.592',-,0.000,-,-,0.040,-,90.000
'33:05:41.600',-,-0.040,-,-,0.040,-,90.000
'33:05:41.608',-,-0.020,-,-,0.040,-,90.000
'33:05:41.616',-,-0.020,-,-,0.040,-,90.000
'33:05:41.624',-,-0.040,-,-,0.040,-,90.000
'33:05:41.632',-,-0.020,-,-,0.040,-,90.000
'33:05:41.640',-,-0.040,-,-,0.020,-,90.000
'33:05:41.648',-,-0.020,-,-,0.020,-,90.000
'33:05:41.656',-,-0.040,-,-,0.040,-,90.000
'33:05:41.664',-,-0.040,-,-,0.020,-,90.000
'33:05:41.672',-,-0.040,-,-,0.040,-,90.000
'33:05:41.680',-,-0.020,-,-,0.020,-,90.000
'33:05:41.688',-,-0.040,-,-,0.020,-,90.000
'33:05:41.696',-,-0.020,-,-,0.020,-,90.000
'33:05:41.704',-,0.000,-,-,0.040,-,90.000
'33:05:41.712',-,0.000,-,-,0.040,-,90.000
'33:05:41.720',-,-0.020,-,-,0.020,-,90.000
'33:05:41.728',-,0.000,-,-,0.040,-,90.000
'33:05:41.736',-,-0.020,-,-,0.000,-,90.000
'33:05:41.744',-,0.000,-,-,0.020,-,90.000
'33:05:41.752',-,-0.020,-,-,0.040,-,90.000
'33:05:41.760',-,-0.040,-,-,0.040,-,90.000
'33:05:41.768',-,0.000,-,-,0.020,-,90.000
'33:05:41.776',-,0.040,-,-,0.040,-,90.000
'33:05:41.784',-,0.040,-,-,0.040,-,90.000
'33:05:41.792',-,0.080,-,-,0.040,-,90.000
'33:05:41.800',-,0.080,-,-,0.040,-,90.000
'33:05:41.808',-,0.080,-,-,0.040,-,90.000
'33:05:41.816',-,0.040,-,-,0.040,-,90.000
'33:05:41.824',-,0.000,-,-,0.020,-,90.000
'33:05:41.832',-,-0.020,-,-,0.000,-,90.000
'33:05:41.840',-,-0.040,-,-,0.020,-,90.000
'33:05:41.848',-,-0.040,-,-,0.000,-,90.000
'33:05:41.856',-,-0.060,-,-,0.000,-,90.000
'33:05:41.864',-,-0.060,-,-,0.000,-,90.000
'33:05:41.872',-,-0.040,-,-,0.000,-,90.000
'33:05:41.880',-,-0.080,-,-,0.000,-,90.000
'33:05:41.888',-,-0.100,-,-,-0.040,-,90.000
'33:05:41.896',-,0.260,-,-,0.220,-,90.000
'33:05:41.904',-,0.760,-,-,0.580,-,90.000
'33:05:41.912',-,0.640,-,-,0.400,-,90.000
'33:05:41.920',-,0.180,-,-,0.260,-,90.000
'33:05:41.928',-,0.100,-,-,0.200,-,90.000
'33:05:41.936',-,0.120,-,-,0.100,-,90.000
'33:05:41.944',-,0.040,-,-,0.020,-,90.000
'33:05:41.952',-,-0.020,-,-,0.000,-,90.000
'33:05:41.960',-,-0.040,-,-,-0.040,-,90.000
'33:05:41.968',-,-0.080,-,-,-0.040,-,90.000
'33:05:41.976',-,-0.060,-,-,-0.020,-,90.000
'33:05:41.984',-,-0.040,-,-,-0.040,-,90.000
'33:05:41.992',-,-0.060,-,-,-0.040,-,90.000
'33:05:42.000',-,-0.040,-,-,-0.040,-,90.000
'33:05:42.008',-,-0.040,-,-,-0.040,-,90.000
'33:05:42.016',-,0.000,-,-,-0.020,-,90.000
'33:05:42.024',-,-0.020,-,-,-0.040,-,90.000
'33:05:42.032',-,-0.040,-,-,-0.020,-,90.000
'33:05:42.040',-,-0.040,-,-,-0.040,-,90.000
'33:05:42.048',-,0.000,-,-,-0.040,-,90.000
'33:05:42.056',-,0.040,-,-,-0.040,-,90.000
'33:05:42.064',-,0.020,-,-,-0.040,-,90.000
'33:05:42.072',-,0.040,-,-,-0.040,-,90.000
'33:05:42.080',-,0.020,-,-,-0.040,-,90.000
'33:05:42.088',-,0.000,-,-,-0.040,-,90.000
'33:05:42.096',-,0.040,-,-,-0.040,-,90.000
'33:05:42.104',-,0.060,-,-,-0.040,-,90.000
'33:05:42.112',-,0.040,-,-,-0.040,-,90.000
'33:05:42.120',-,0.040,-,-,-0.040,-,90.000
'33:05:42.128',-,0.060,-,-,-0.040,-,90.000
'33:05:42.136',-,0.060,-,-,-0.020,-,90.000
'33:05:42.144',-,0.080,-,-,0.000,-,90.000
'33:05:42.152',-,0.080,-,-,0.040,-,90.000
'33:05:42.160',-,0.080,-,-,0.000,-,90.000
'33:05:42.168',-,0.080,-,-,0.020,-,90.000
'33:05:42.176',-,0.060,-,-,0.020,-,90.000
'33:05:42.184',-,0.040,-,-,0.000,-,90.000
'33:05:42.192',-,0.000,-,-,0.040,-,90.000
'33:05:42.200',-,0.000,-,-,0.020,-,90.000
'33:05:42.208',-,0.000,-,-,0.020,-,90.000
