'Elapsed time','II','III','AVF','V','ABP'
'14:04:47.000',0.069,-,-,0.085,75.200
'14:04:47.008',0.069,-,-,0.085,74.400
'14:04:47.016',0.069,-,-,0.085,73.600
'14:04:47.024',0.056,-,-,0.085,72.800
'14:04:47.032',0.042,-,-,0.085,72.800
'14:04:47.040',0.042,-,-,0.085,72.000
'14:04:47.048',0.042,-,-,0.056,71.200
'14:04:47.056',0.042,-,-,0.070,70.400
'14:04:47.064',0.028,-,-,0.056,70.400
'14:04:47.072',0.028,-,-,0.070,69.600
'14:04:47.080',0.028,-,-,0.056,68.800
'14:04:47.088',0.028,-,-,0.056,68.000
'14:04:47.096',0.028,-,-,0.070,68.000
'14:04:47.104',0.028,-,-,0.085,67.200
'14:04:47.112',0.042,-,-,0.085,66.400
'14:04:47.120',0.042,-,-,0.113,66.400
'14:04:47.128',0.042,-,-,0.085,65.600
'14:04:47.136',0.069,-,-,0.113,64.800
'14:04:47.144',0.208,-,-,0.085,64.800
'14:04:47.152',0.458,-,-,0.380,64.000
'14:04:47.160',0.569,-,-,0.479,64.000
'14:04:47.168',0.403,-,-,0.155,64.000
'14:04:47.176',0.153,-,-,-0.239,63.200
'14:04:47.184',-0.014,-,-,-0.282,63.200
'14:04:47.192',-0.125,-,-,-0.225,63.200
'14:04:47.200',-0.139,-,-,-0.127,63.200
'14:04:47.208',-0.125,-,-,-0.014,62.400
'14:04:47.216',-0.097,-,-,0.000,62.400
'14:04:47.224',-0.097,-,-,-0.014,62.400
'14:04:47.232',-0.125,-,-,0.000,61.600
'14:04:47.240',-0.125,-,-,-0.028,61.600
'14:04:47.248',-0.125,-,-,-0.014,60.800
'14:04:47.256',-0.125,-,-,-0.014,60.800
'14:04:47.264',-0.125,-,-,-0.028,61.600
'14:04:47.272',-0.125,-,-,-0.028,64.000
'14:04:47.280',-0.125,-,-,-0.028,69.600
'14:04:47.288',-0.125,-,-,-0.014,79.200
'14:04:47.296',-0.125,-,-,-0.028,90.400
'14:04:47.304',-0.139,-,-,-0.056,103.200
'14:04:47.312',-0.139,-,-,-0.070,113.600
'14:04:47.320',-0.153,-,-,-0.113,120.000
'14:04:47.328',-0.167,-,-,-0.127,123.200
'14:04:47.336',-0.167,-,-,-0.141,122.400
'14:04:47.344',-0.167,-,-,-0.141,120.800
'14:04:47.352',-0.167,-,-,-0.141,118.400
'14:04:47.360',-0.167,-,-,-0.169,116.000
'14:04:47.368',-0.181,-,-,-0.169,113.600
'14:04:47.376',-0.181,-,-,-0.183,112.000
'14:04:47.384',-0.167,-,-,-0.183,110.400
'14:04:47.392',-0.153,-,-,-0.169,109.600
'14:04:47.400',-0.139,-,-,-0.169,108.000
'14:04:47.408',-0.125,-,-,-0.141,107.200
'14:04:47.416',-0.083,-,-,-0.155,105.600
'14:04:47.424',-0.069,-,-,-0.127,104.000
'14:04:47.432',-0.069,-,-,-0.085,102.400
'14:04:47.440',-0.056,-,-,-0.113,100.000
'14:04:47.448',-0.042,-,-,-0.056,98.400
'14:04:47.456',-0.028,-,-,-0.028,96.000
'14:04:47.464',-0.042,-,-,0.000,93.600
'14:04:47.472',-0.028,-,-,0.000,91.200
'14:04:47.480',-0.028,-,-,0.028,88.800
'14:04:47.488',-0.028,-,-,0.028,85.600
'14:04:47.496',-0.042,-,-,0.042,84.000
'14:04:47.504',-0.028,-,-,0.028,82.400
'14:04:47.512',-0.014,-,-,0.042,81.600
'14:04:47.520',-0.014,-,-,0.056,81.600
'14:04:47.528',-0.014,-,-,0.056,81.600
'14:04:47.536',0.000,-,-,0.056,82.400
'14:04:47.544',0.014,-,-,0.056,82.400
'14:04:47.552',0.014,-,-,0.056,82.400
'14:04:47.560',0.028,-,-,0.085,81.600
'14:04:47.568',0.028,-,-,0.085,80.800
'14:04:47.576',0.028,-,-,0.085,80.000
'14:04:47.584',0.042,-,-,0.085,79.200
'14:04:47.592',0.056,-,-,0.113,78.400
'14:04:47.600',0.056,-,-,0.085,77.600
'14:04:47.608',0.056,-,-,0.113,76.800
'14:04:47.616',0.028,-,-,0.085,76.000
'14:04:47.624',0.028,-,-,0.085,75.200
'14:04:47.632',0.028,-,-,0.085,74.400
'14:04:47.640',0.028,-,-,0.085,74.400
'14:04:47.648',0.014,-,-,0.085,73.600
'14:04:47.656',0.014,-,-,0.056,72.800
'14:04:47.664',0.000,-,-,0.056,72.800
'14:04:47.672',0.000,-,-,0.042,72.000
'14:04:47.680',0.000,-,-,0.042,72.000
'14:04:47.688',0.000,-,-,0.028,71.200
'14:04:47.696',0.000,-,-,0.028,71.200
'14:04:47.704',-0.014,-,-,0.042,70.400
'14:04:47.712',0.000,-,-,0.028,70.400
'14:04:47.720',0.000,-,-,0.028,70.400
'14:04:47.728',-0.014,-,-,0.028,69.600
'14:04:47.736',0.000,-,-,0.028,69.600
'14:04:47.744',0.000,-,-,0.028,69.600
'14:04:47.752',0.014,-,-,0.028,68.800
'14:04:47.760',0.028,-,-,0.042,68.800
'14:04:47.768',0.042,-,-,0.042,68.000
'14:04:47.776',0.042,-,-,0.056,68.000
'14:04:47.784',0.042,-,-,0.056,67.200
'14:04:47.792',0.042,-,-,0.056,67.200
'14:04:47.800',0.042,-,-,0.056,67.200
'14:04:47.808',0.028,-,-,0.070,66.400
'14:04:47.816',0.014,-,-,0.056,66.400
'14:04:47.824',0.014,-,-,0.056,65.600
'14:04:47.832',0.014,-,-,0.042,65.600
'14:04:47.840',0.000,-,-,0.028,64.800
'14:04:47.848',0.000,-,-,0.028,64.800
'14:04:47.856',0.000,-,-,0.028,64.800
'14:04:47.864',0.000,-,-,0.014,64.000
'14:04:47.872',0.000,-,-,0.028,64.000
'14:04:47.880',0.000,-,-,0.014,64.000
'14:04:47.888',0.000,-,-,0.014,63.200
'14:04:47.896',0.000,-,-,0.028,63.200
'14:04:47.904',0.000,-,-,0.014,63.200
'14:04:47.912',0.000,-,-,0.000,62.400
'14:04:47.920',0.014,-,-,0.014,62.400
'14:04:47.928',0.014,-,-,0.028,62.400
'14:04:47.936',0.083,-,-,0.000,61.600
'14:04:47.944',0.264,-,-,0.239,61.600
'14:04:47.952',0.458,-,-,0.451,60.800
'14:04:47.960',0.472,-,-,0.521,60.800
'14:04:47.968',0.069,-,-,-0.113,60.000
'14:04:47.976',-0.139,-,-,-0.408,60.000
'14:04:47.984',-0.153,-,-,-0.310,60.000
'14:04:47.992',-0.125,-,-,-0.254,59.200
'14:04:48.000',-0.069,-,-,-0.113,59.200
'14:04:48.008',-0.042,-,-,-0.028,59.200
'14:04:48.016',-0.028,-,-,0.000,59.200
'14:04:48.024',-0.028,-,-,-0.014,58.400
'14:04:48.032',-0.028,-,-,-0.028,58.400
'14:04:48.040',-0.028,-,-,-0.028,58.400
'14:04:48.048',-0.042,-,-,-0.028,58.400
'14:04:48.056',-0.042,-,-,-0.042,59.200
'14:04:48.064',-0.042,-,-,-0.056,60.000
'14:04:48.072',-0.042,-,-,-0.056,63.200
'14:04:48.080',-0.056,-,-,-0.070,69.600
'14:04:48.088',-0.056,-,-,-0.070,80.000
'14:04:48.096',-0.042,-,-,-0.070,92.000
'14:04:48.104',-0.042,-,-,-0.085,104.000
'14:04:48.112',-0.056,-,-,-0.113,114.400
'14:04:48.120',-0.069,-,-,-0.141,120.000
'14:04:48.128',-0.069,-,-,-0.141,122.400
'14:04:48.136',-0.069,-,-,-0.169,122.400
'14:04:48.144',-0.069,-,-,-0.183,120.800
'14:04:48.152',-0.083,-,-,-0.169,118.400
'14:04:48.160',-0.083,-,-,-0.197,116.000
'14:04:48.168',-0.083,-,-,-0.197,113.600
'14:04:48.176',-0.069,-,-,-0.197,112.800
'14:04:48.184',-0.069,-,-,-0.239,111.200
'14:04:48.192',-0.069,-,-,-0.239,110.400
'14:04:48.200',-0.056,-,-,-0.239,108.800
'14:04:48.208',-0.042,-,-,-0.197,107.200
'14:04:48.216',-0.028,-,-,-0.197,105.600
'14:04:48.224',-0.014,-,-,-0.197,104.000
'14:04:48.232',0.000,-,-,-0.169,102.400
'14:04:48.240',0.000,-,-,-0.141,100.800
'14:04:48.248',0.014,-,-,-0.113,98.400
'14:04:48.256',0.028,-,-,-0.056,96.800
'14:04:48.264',0.042,-,-,-0.014,94.400
'14:04:48.272',0.056,-,-,0.000,92.000
'14:04:48.280',0.056,-,-,0.000,89.600
'14:04:48.288',0.056,-,-,0.042,86.400
'14:04:48.296',0.056,-,-,0.056,84.000
'14:04:48.304',0.056,-,-,0.056,81.600
'14:04:48.312',0.056,-,-,0.056,80.000
'14:04:48.320',0.056,-,-,0.085,80.000
'14:04:48.328',0.056,-,-,0.070,80.000
'14:04:48.336',0.056,-,-,0.085,80.800
'14:04:48.344',0.056,-,-,0.070,80.800
'14:04:48.352',0.056,-,-,0.085,81.600
'14:04:48.360',0.056,-,-,0.070,81.600
'14:04:48.368',0.056,-,-,0.085,81.600
'14:04:48.376',0.056,-,-,0.085,80.800
'14:04:48.384',0.056,-,-,0.085,80.000
'14:04:48.392',0.042,-,-,0.085,79.200
'14:04:48.400',0.042,-,-,0.070,78.400
'14:04:48.408',0.042,-,-,0.070,77.600
'14:04:48.416',0.056,-,-,0.085,76.800
'14:04:48.424',0.056,-,-,0.085,76.000
'14:04:48.432',0.069,-,-,0.085,75.200
'14:04:48.440',0.139,-,-,0.127,75.200
'14:04:48.448',0.319,-,-,0.338,74.400
'14:04:48.456',0.528,-,-,0.493,73.600
'14:04:48.464',0.569,-,-,0.169,72.800
'14:04:48.472',0.194,-,-,-0.380,72.000
'14:04:48.480',-0.028,-,-,-0.493,72.000
'14:04:48.488',-0.097,-,-,-0.352,71.200
'14:04:48.496',-0.125,-,-,-0.141,70.400
'14:04:48.504',-0.069,-,-,0.000,70.400
'14:04:48.512',-0.056,-,-,0.028,69.600
'14:04:48.520',-0.056,-,-,0.042,69.600
'14:04:48.528',-0.056,-,-,0.028,68.800
'14:04:48.536',-0.069,-,-,0.014,68.800
'14:04:48.544',-0.097,-,-,0.000,68.000
'14:04:48.552',-0.097,-,-,0.000,68.000
'14:04:48.560',-0.125,-,-,-0.014,67.200
'14:04:48.568',-0.125,-,-,-0.014,67.200
'14:04:48.576',-0.125,-,-,-0.028,68.000
'14:04:48.584',-0.125,-,-,-0.028,70.400
'14:04:48.592',-0.125,-,-,-0.028,74.400
'14:04:48.600',-0.097,-,-,-0.028,81.600
'14:04:48.608',-0.097,-,-,-0.028,90.400
'14:04:48.616',-0.097,-,-,-0.042,100.000
'14:04:48.624',-0.125,-,-,-0.070,108.800
'14:04:48.632',-0.139,-,-,-0.085,116.000
'14:04:48.640',-0.153,-,-,-0.113,119.200
'14:04:48.648',-0.153,-,-,-0.127,120.000
'14:04:48.656',-0.153,-,-,-0.141,118.400
'14:04:48.664',-0.153,-,-,-0.169,116.800
'14:04:48.672',-0.153,-,-,-0.169,114.400
'14:04:48.680',-0.139,-,-,-0.155,112.000
'14:04:48.688',-0.125,-,-,-0.155,110.400
'14:04:48.696',-0.083,-,-,-0.141,108.800
'14:04:48.704',-0.056,-,-,-0.127,108.000
'14:04:48.712',-0.028,-,-,-0.113,106.400
'14:04:48.720',-0.014,-,-,-0.070,104.800
'14:04:48.728',0.000,-,-,-0.056,103.200
'14:04:48.736',0.014,-,-,-0.014,101.600
'14:04:48.744',0.042,-,-,0.000,99.200
'14:04:48.752',0.056,-,-,0.028,96.800
'14:04:48.760',0.069,-,-,0.056,94.400
'14:04:48.768',0.083,-,-,0.070,91.200
'14:04:48.776',0.083,-,-,0.113,88.000
'14:04:48.784',0.083,-,-,0.127,85.600
'14:04:48.792',0.083,-,-,0.127,83.200
'14:04:48.800',0.069,-,-,0.113,81.600
'14:04:48.808',0.056,-,-,0.113,81.600
'14:04:48.816',0.056,-,-,0.085,81.600
'14:04:48.824',0.056,-,-,0.085,81.600
'14:04:48.832',0.056,-,-,0.085,82.400
'14:04:48.840',0.056,-,-,0.085,82.400
'14:04:48.848',0.069,-,-,0.085,82.400
'14:04:48.856',0.069,-,-,0.085,81.600
'14:04:48.864',0.069,-,-,0.085,81.600
'14:04:48.872',0.069,-,-,0.085,80.800
'14:04:48.880',0.069,-,-,0.085,80.000
'14:04:48.888',0.069,-,-,0.085,79.200
'14:04:48.896',0.083,-,-,0.085,79.200
'14:04:48.904',0.083,-,-,0.085,78.400
'14:04:48.912',0.069,-,-,0.085,77.600
'14:04:48.920',0.069,-,-,0.085,76.800
'14:04:48.928',0.069,-,-,0.085,76.800
'14:04:48.936',0.069,-,-,0.085,76.000
'14:04:48.944',0.069,-,-,0.085,75.200
'14:04:48.952',0.069,-,-,0.085,74.400
'14:04:48.960',0.069,-,-,0.085,73.600
'14:04:48.968',0.069,-,-,0.113,72.800
'14:04:48.976',0.069,-,-,0.085,72.000
'14:04:48.984',0.083,-,-,0.113,71.200
'14:04:48.992',0.083,-,-,0.085,71.200
'14:04:49.000',0.056,-,-,0.085,70.400
'14:04:49.008',0.042,-,-,0.113,69.600
'14:04:49.016',0.042,-,-,0.070,69.600
'14:04:49.024',0.042,-,-,0.056,68.800
'14:04:49.032',0.028,-,-,0.042,68.000
'14:04:49.040',0.014,-,-,0.042,67.200
'14:04:49.048',0.014,-,-,0.028,67.200
'14:04:49.056',0.028,-,-,0.042,66.400
'14:04:49.064',0.028,-,-,0.028,66.400
'14:04:49.072',0.056,-,-,0.042,65.600
'14:04:49.080',0.194,-,-,0.169,65.600
'14:04:49.088',0.431,-,-,0.394,65.600
'14:04:49.096',0.542,-,-,0.479,65.600
'14:04:49.104',0.375,-,-,0.113,64.800
'14:04:49.112',0.139,-,-,-0.268,64.800
'14:04:49.120',-0.014,-,-,-0.310,64.800
'14:04:49.128',-0.083,-,-,-0.197,64.000
'14:04:49.136',-0.097,-,-,-0.113,64.000
'14:04:49.144',-0.056,-,-,0.000,63.200
'14:04:49.152',-0.042,-,-,0.028,62.400
'14:04:49.160',-0.028,-,-,0.028,62.400
'14:04:49.168',-0.028,-,-,0.014,61.600
'14:04:49.176',-0.042,-,-,0.028,61.600
'14:04:49.184',-0.056,-,-,0.000,60.800
'14:04:49.192',-0.083,-,-,0.000,60.800
'14:04:49.200',-0.083,-,-,-0.014,61.600
'14:04:49.208',-0.097,-,-,-0.028,64.000
'14:04:49.216',-0.097,-,-,-0.014,69.600
'14:04:49.224',-0.125,-,-,-0.028,78.400
'14:04:49.232',-0.125,-,-,-0.070,90.400
'14:04:49.240',-0.139,-,-,-0.070,103.200
'14:04:49.248',-0.153,-,-,-0.113,114.400
'14:04:49.256',-0.153,-,-,-0.127,121.600
'14:04:49.264',-0.153,-,-,-0.141,124.800
'14:04:49.272',-0.167,-,-,-0.127,124.000
'14:04:49.280',-0.167,-,-,-0.155,121.600
'14:04:49.288',-0.167,-,-,-0.169,119.200
'14:04:49.296',-0.167,-,-,-0.169,116.800
'14:04:49.304',-0.167,-,-,-0.169,114.400
'14:04:49.312',-0.167,-,-,-0.169,113.600
'14:04:49.320',-0.153,-,-,-0.183,112.000
'14:04:49.328',-0.125,-,-,-0.169,110.400
'14:04:49.336',-0.083,-,-,-0.141,109.600
'14:04:49.344',-0.069,-,-,-0.141,108.000
'14:04:49.352',-0.042,-,-,-0.141,105.600
'14:04:49.360',-0.042,-,-,-0.113,104.000
'14:04:49.368',-0.028,-,-,-0.085,102.400
'14:04:49.376',-0.028,-,-,-0.070,100.000
'14:04:49.384',0.000,-,-,-0.042,98.400
'14:04:49.392',0.000,-,-,-0.028,96.000
'14:04:49.400',0.014,-,-,0.000,93.600
'14:04:49.408',0.014,-,-,0.028,91.200
'14:04:49.416',0.014,-,-,0.028,88.800
'14:04:49.424',0.014,-,-,0.042,85.600
'14:04:49.432',0.014,-,-,0.028,83.200
'14:04:49.440',0.014,-,-,0.056,81.600
'14:04:49.448',0.014,-,-,0.042,81.600
'14:04:49.456',0.014,-,-,0.070,81.600
'14:04:49.464',0.014,-,-,0.056,81.600
'14:04:49.472',0.014,-,-,0.070,82.400
'14:04:49.480',0.014,-,-,0.056,82.400
'14:04:49.488',0.000,-,-,0.085,82.400
'14:04:49.496',0.014,-,-,0.085,81.600
'14:04:49.504',0.028,-,-,0.085,80.800
'14:04:49.512',0.028,-,-,0.056,80.000
'14:04:49.520',0.042,-,-,0.070,79.200
'14:04:49.528',0.028,-,-,0.085,78.400
'14:04:49.536',0.014,-,-,0.056,77.600
'14:04:49.544',0.000,-,-,0.056,76.800
'14:04:49.552',0.000,-,-,0.042,76.000
'14:04:49.560',-0.014,-,-,0.042,75.200
'14:04:49.568',-0.028,-,-,0.056,74.400
'14:04:49.576',-0.014,-,-,0.042,73.600
'14:04:49.584',-0.014,-,-,0.028,72.800
'14:04:49.592',-0.014,-,-,0.056,72.800
'14:04:49.600',-0.042,-,-,0.028,72.000
'14:04:49.608',-0.056,-,-,0.028,71.200
'14:04:49.616',-0.042,-,-,0.028,71.200
'14:04:49.624',0.000,-,-,0.028,70.400
'14:04:49.632',0.139,-,-,0.155,70.400
'14:04:49.640',0.375,-,-,0.352,69.600
'14:04:49.648',0.500,-,-,0.479,69.600
'14:04:49.656',0.306,-,-,0.000,69.600
'14:04:49.664',0.056,-,-,-0.352,68.800
'14:04:49.672',-0.097,-,-,-0.380,68.800
'14:04:49.680',-0.181,-,-,-0.254,68.000
'14:04:49.688',-0.181,-,-,-0.113,68.000
'14:04:49.696',-0.139,-,-,-0.028,67.200
'14:04:49.704',-0.139,-,-,0.000,67.200
'14:04:49.712',-0.125,-,-,0.000,66.400
'14:04:49.720',-0.125,-,-,0.000,66.400
'14:04:49.728',-0.139,-,-,-0.014,65.600
'14:04:49.736',-0.139,-,-,-0.028,65.600
