'Elapsed time','II','MCL1','ABP','PAP'
'34:32:17.048',-,0.000,70.800,-
'34:32:17.056',-,0.000,69.600,-
'34:32:17.064',-,0.000,69.600,-
'34:32:17.072',-,0.015,69.600,-
'34:32:17.080',-,0.015,69.600,-
'34:32:17.088',-,0.015,69.600,-
'34:32:17.096',-,0.015,69.600,-
'34:32:17.104',-,0.015,69.600,-
'34:32:17.112',-,0.015,69.600,-
'34:32:17.120',-,0.000,68.400,-
'34:32:17.128',-,0.000,68.400,-
'34:32:17.136',-,0.000,67.200,-
'34:32:17.144',-,0.000,67.200,-
'34:32:17.152',-,0.000,66.000,-
'34:32:17.160',-,0.000,64.800,-
'34:32:17.168',-,0.000,64.800,-
'34:32:17.176',-,0.000,63.600,-
'34:32:17.184',-,0.000,62.400,-
'34:32:17.192',-,0.000,62.400,-
'34:32:17.200',-,0.000,61.200,-
'34:32:17.208',-,0.000,61.200,-
'34:32:17.216',-,0.000,60.000,-
'34:32:17.224',-,0.000,60.000,-
'34:32:17.232',-,-0.015,58.800,-
'34:32:17.240',-,-0.015,58.800,-
'34:32:17.248',-,-0.015,57.600,-
'34:32:17.256',-,-0.045,57.600,-
'34:32:17.264',-,0.000,57.600,-
'34:32:17.272',-,0.090,56.400,-
'34:32:17.280',-,0.149,56.400,-
'34:32:17.288',-,0.239,56.400,-
'34:32:17.296',-,0.358,55.200,-
'34:32:17.304',-,0.418,55.200,-
'34:32:17.312',-,0.448,55.200,-
'34:32:17.320',-,0.448,54.000,-
'34:32:17.328',-,0.373,54.000,-
'34:32:17.336',-,0.284,54.000,-
'34:32:17.344',-,0.239,54.000,-
'34:32:17.352',-,0.269,52.800,-
'34:32:17.360',-,0.373,52.800,-
'34:32:17.368',-,0.612,52.800,-
'34:32:17.376',-,0.851,52.800,-
'34:32:17.384',-,0.896,51.600,-
'34:32:17.392',-,0.493,51.600,-
'34:32:17.400',-,0.045,51.600,-
'34:32:17.408',-,-0.194,51.600,-
'34:32:17.416',-,-0.239,51.600,-
'34:32:17.424',-,-0.269,51.600,-
'34:32:17.432',-,-0.269,51.600,-
'34:32:17.440',-,-0.284,52.800,-
'34:32:17.448',-,-0.284,55.200,-
'34:32:17.456',-,-0.284,60.000,-
'34:32:17.464',-,-0.284,66.000,-
'34:32:17.472',-,-0.284,73.200,-
'34:32:17.480',-,-0.284,80.400,-
'34:32:17.488',-,-0.313,88.800,-
'34:32:17.496',-,-0.313,94.800,-
'34:32:17.504',-,-0.313,99.600,-
'34:32:17.512',-,-0.313,104.400,-
'34:32:17.520',-,-0.328,106.800,-
'34:32:17.528',-,-0.328,109.200,-
'34:32:17.536',-,-0.358,109.200,-
'34:32:17.544',-,-0.373,109.200,-
'34:32:17.552',-,-0.403,109.200,-
'34:32:17.560',-,-0.418,106.800,-
'34:32:17.568',-,-0.448,105.600,-
'34:32:17.576',-,-0.448,103.200,-
'34:32:17.584',-,-0.463,102.000,-
'34:32:17.592',-,-0.463,99.600,-
'34:32:17.600',-,-0.463,96.000,-
'34:32:17.608',-,-0.448,93.600,-
'34:32:17.616',-,-0.448,90.000,-
'34:32:17.624',-,-0.418,87.600,-
'34:32:17.632',-,-0.373,84.000,-
'34:32:17.640',-,-0.328,80.400,-
'34:32:17.648',-,-0.313,76.800,-
'34:32:17.656',-,-0.269,73.200,-
'34:32:17.664',-,-0.224,69.600,-
'34:32:17.672',-,-0.179,67.200,-
'34:32:17.680',-,-0.134,64.800,-
'34:32:17.688',-,-0.090,63.600,-
'34:32:17.696',-,-0.060,62.400,-
'34:32:17.704',-,-0.015,62.400,-
'34:32:17.712',-,0.000,62.400,-
'34:32:17.720',-,0.015,62.400,-
'34:32:17.728',-,0.045,62.400,-
'34:32:17.736',-,0.060,63.600,-
'34:32:17.744',-,0.060,63.600,-
'34:32:17.752',-,0.060,63.600,-
'34:32:17.760',-,0.090,63.600,-
'34:32:17.768',-,0.090,63.600,-
'34:32:17.776',-,0.090,63.600,-
'34:32:17.784',-,0.090,63.600,-
'34:32:17.792',-,0.090,63.600,-
'34:32:17.800',-,0.060,62.400,-
'34:32:17.808',-,0.060,62.400,-
'34:32:17.816',-,0.060,61.200,-
'34:32:17.824',-,0.060,61.200,-
'34:32:17.832',-,0.060,60.000,-
'34:32:17.840',-,0.060,60.000,-
'34:32:17.848',-,0.060,58.800,-
'34:32:17.856',-,0.060,57.600,-
'34:32:17.864',-,0.060,57.600,-
'34:32:17.872',-,0.060,56.400,-
'34:32:17.880',-,0.060,56.400,-
'34:32:17.888',-,0.060,55.200,-
'34:32:17.896',-,0.060,55.200,-
'34:32:17.904',-,0.060,55.200,-
'34:32:17.912',-,0.060,54.000,-
'34:32:17.920',-,0.060,54.000,-
'34:32:17.928',-,0.060,54.000,-
'34:32:17.936',-,0.060,52.800,-
'34:32:17.944',-,0.060,52.800,-
'34:32:17.952',-,0.060,52.800,-
'34:32:17.960',-,0.045,51.600,-
'34:32:17.968',-,0.045,51.600,-
'34:32:17.976',-,0.045,51.600,-
'34:32:17.984',-,0.045,51.600,-
'34:32:17.992',-,0.045,50.400,-
'34:32:18.000',-,0.045,50.400,-
'34:32:18.008',-,0.045,50.400,-
'34:32:18.016',-,0.045,50.400,-
'34:32:18.024',-,0.045,50.400,-
'34:32:18.032',-,0.045,49.200,-
'34:32:18.040',-,0.045,49.200,-
'34:32:18.048',-,0.045,49.200,-
'34:32:18.056',-,0.045,49.200,-
'34:32:18.064',-,0.045,49.200,-
'34:32:18.072',-,0.045,49.200,-
'34:32:18.080',-,0.045,48.000,-
'34:32:18.088',-,0.045,48.000,-
'34:32:18.096',-,0.045,48.000,-
'34:32:18.104',-,0.045,48.000,-
'34:32:18.112',-,0.045,48.000,-
'34:32:18.120',-,0.015,48.000,-
'34:32:18.128',-,0.015,48.000,-
'34:32:18.136',-,0.015,46.800,-
'34:32:18.144',-,0.045,46.800,-
'34:32:18.152',-,0.015,46.800,-
'34:32:18.160',-,0.015,46.800,-
'34:32:18.168',-,0.015,46.800,-
'34:32:18.176',-,0.015,46.800,-
'34:32:18.184',-,0.015,45.600,-
'34:32:18.192',-,0.015,45.600,-
'34:32:18.200',-,0.015,45.600,-
'34:32:18.208',-,0.015,45.600,-
'34:32:18.216',-,0.015,45.600,-
'34:32:18.224',-,0.015,45.600,-
'34:32:18.232',-,0.015,45.600,-
'34:32:18.240',-,0.015,44.400,-
'34:32:18.248',-,0.015,44.400,-
'34:32:18.256',-,0.015,44.400,-
'34:32:18.264',-,0.015,44.400,-
'34:32:18.272',-,0.015,44.400,-
'34:32:18.280',-,0.015,44.400,-
'34:32:18.288',-,0.015,44.400,-
'34:32:18.296',-,0.015,44.400,-
'34:32:18.304',-,0.015,43.200,-
'34:32:18.312',-,0.015,43.200,-
'34:32:18.320',-,0.045,43.200,-
'34:32:18.328',-,0.060,43.200,-
'34:32:18.336',-,0.060,43.200,-
'34:32:18.344',-,0.060,43.200,-
'34:32:18.352',-,0.000,43.200,-
'34:32:18.360',-,-0.045,43.200,-
'34:32:18.368',-,-0.090,43.200,-
'34:32:18.376',-,-0.090,42.000,-
'34:32:18.384',-,-0.045,42.000,-
'34:32:18.392',-,-0.015,42.000,-
'34:32:18.400',-,0.000,42.000,-
'34:32:18.408',-,0.015,42.000,-
'34:32:18.416',-,0.015,42.000,-
'34:32:18.424',-,0.015,42.000,-
'34:32:18.432',-,0.015,42.000,-
'34:32:18.440',-,0.015,42.000,-
'34:32:18.448',-,0.015,42.000,-
'34:32:18.456',-,0.015,42.000,-
'34:32:18.464',-,0.015,42.000,-
'34:32:18.472',-,0.015,42.000,-
'34:32:18.480',-,0.104,42.000,-
'34:32:18.488',-,0.224,42.000,-
'34:32:18.496',-,0.284,42.000,-
'34:32:18.504',-,0.239,42.000,-
'34:32:18.512',-,-0.015,42.000,-
'34:32:18.520',-,-0.373,42.000,-
'34:32:18.528',-,-0.672,42.000,-
'34:32:18.536',-,-0.791,42.000,-
'34:32:18.544',-,-0.761,42.000,-
'34:32:18.552',-,-0.627,42.000,-
'34:32:18.560',-,-0.403,40.800,-
'34:32:18.568',-,-0.179,40.800,-
'34:32:18.576',-,-0.015,40.800,-
'34:32:18.584',-,0.045,40.800,-
'34:32:18.592',-,0.060,40.800,-
'34:32:18.600',-,0.060,40.800,-
'34:32:18.608',-,0.060,40.800,-
'34:32:18.616',-,0.090,40.800,-
'34:32:18.624',-,0.090,42.000,-
'34:32:18.632',-,0.090,44.400,-
'34:32:18.640',-,0.090,48.000,-
'34:32:18.648',-,0.090,54.000,-
'34:32:18.656',-,0.060,61.200,-
'34:32:18.664',-,0.090,70.800,-
'34:32:18.672',-,0.090,79.200,-
'34:32:18.680',-,0.090,88.800,-
'34:32:18.688',-,0.090,97.200,-
'34:32:18.696',-,0.090,104.400,-
'34:32:18.704',-,0.090,111.600,-
'34:32:18.712',-,0.090,116.400,-
'34:32:18.720',-,0.090,120.000,-
'34:32:18.728',-,0.104,123.600,-
'34:32:18.736',-,0.104,126.000,-
'34:32:18.744',-,0.134,127.200,-
'34:32:18.752',-,0.134,127.200,-
'34:32:18.760',-,0.149,128.400,-
'34:32:18.768',-,0.149,128.400,-
'34:32:18.776',-,0.179,127.200,-
'34:32:18.784',-,0.194,127.200,-
'34:32:18.792',-,0.194,126.000,-
'34:32:18.800',-,0.224,124.800,-
'34:32:18.808',-,0.224,124.800,-
'34:32:18.816',-,0.224,123.600,-
'34:32:18.824',-,0.224,122.400,-
'34:32:18.832',-,0.194,121.200,-
'34:32:18.840',-,0.179,120.000,-
'34:32:18.848',-,0.149,118.800,-
'34:32:18.856',-,0.134,117.600,-
'34:32:18.864',-,0.104,116.400,-
'34:32:18.872',-,0.090,114.000,-
'34:32:18.880',-,0.060,111.600,-
'34:32:18.888',-,0.015,109.200,-
'34:32:18.896',-,0.000,105.600,-
'34:32:18.904',-,-0.015,102.000,-
'34:32:18.912',-,-0.015,98.400,-
'34:32:18.920',-,-0.045,94.800,-
'34:32:18.928',-,-0.045,90.000,-
'34:32:18.936',-,-0.045,86.400,-
'34:32:18.944',-,-0.045,81.600,-
'34:32:18.952',-,-0.045,78.000,-
'34:32:18.960',-,-0.045,74.400,-
'34:32:18.968',-,-0.015,72.000,-
'34:32:18.976',-,-0.015,70.800,-
'34:32:18.984',-,0.000,69.600,-
'34:32:18.992',-,0.000,69.600,-
'34:32:19.000',-,0.015,68.400,-
'34:32:19.008',-,0.015,68.400,-
'34:32:19.016',-,0.015,69.600,-
'34:32:19.024',-,0.015,69.600,-
'34:32:19.032',-,0.015,69.600,-
'34:32:19.040',-,0.045,68.400,-
'34:32:19.048',-,0.045,68.400,-
'34:32:19.056',-,0.015,68.400,-
'34:32:19.064',-,0.015,67.200,-
'34:32:19.072',-,0.015,67.200,-
'34:32:19.080',-,0.015,67.200,-
'34:32:19.088',-,0.015,66.000,-
'34:32:19.096',-,0.000,64.800,-
'34:32:19.104',-,0.000,64.800,-
'34:32:19.112',-,0.000,63.600,-
'34:32:19.120',-,0.000,62.400,-
'34:32:19.128',-,0.000,62.400,-
'34:32:19.136',-,0.000,61.200,-
'34:32:19.144',-,0.000,61.200,-
'34:32:19.152',-,-0.015,60.000,-
'34:32:19.160',-,-0.015,60.000,-
'34:32:19.168',-,-0.015,58.800,-
'34:32:19.176',-,-0.015,58.800,-
'34:32:19.184',-,-0.015,58.800,-
'34:32:19.192',-,-0.015,57.600,-
'34:32:19.200',-,-0.015,57.600,-
'34:32:19.208',-,-0.015,56.400,-
'34:32:19.216',-,-0.015,56.400,-
'34:32:19.224',-,-0.015,56.400,-
'34:32:19.232',-,-0.015,55.200,-
'34:32:19.240',-,-0.015,55.200,-
'34:32:19.248',-,-0.015,55.200,-
'34:32:19.256',-,-0.015,55.200,-
'34:32:19.264',-,-0.015,54.000,-
'34:32:19.272',-,-0.015,54.000,-
'34:32:19.280',-,-0.015,54.000,-
'34:32:19.288',-,0.000,54.000,-
'34:32:19.296',-,0.015,52.800,-
'34:32:19.304',-,0.015,52.800,-
'34:32:19.312',-,0.015,52.800,-
'34:32:19.320',-,-0.015,52.800,-
'34:32:19.328',-,-0.060,51.600,-
'34:32:19.336',-,-0.104,51.600,-
'34:32:19.344',-,-0.134,51.600,-
'34:32:19.352',-,-0.090,51.600,-
'34:32:19.360',-,-0.045,51.600,-
'34:32:19.368',-,-0.015,50.400,-
'34:32:19.376',-,-0.015,50.400,-
'34:32:19.384',-,-0.015,50.400,-
'34:32:19.392',-,0.000,50.400,-
'34:32:19.400',-,0.000,50.400,-
'34:32:19.408',-,0.000,50.400,-
'34:32:19.416',-,0.000,50.400,-
'34:32:19.424',-,0.000,49.200,-
'34:32:19.432',-,0.000,49.200,-
'34:32:19.440',-,-0.015,49.200,-
'34:32:19.448',-,0.045,49.200,-
'34:32:19.456',-,0.149,49.200,-
'34:32:19.464',-,0.269,49.200,-
'34:32:19.472',-,0.313,49.200,-
'34:32:19.480',-,0.179,49.200,-
'34:32:19.488',-,-0.149,49.200,-
'34:32:19.496',-,-0.537,49.200,-
'34:32:19.504',-,-0.746,49.200,-
'34:32:19.512',-,-0.761,48.000,-
'34:32:19.520',-,-0.701,48.000,-
'34:32:19.528',-,-0.537,48.000,-
'34:32:19.536',-,-0.313,48.000,-
'34:32:19.544',-,-0.104,48.000,-
'34:32:19.552',-,0.000,48.000,-
'34:32:19.560',-,0.045,46.800,-
'34:32:19.568',-,0.045,46.800,-
'34:32:19.576',-,0.045,46.800,-
'34:32:19.584',-,0.045,46.800,-
'34:32:19.592',-,0.045,46.800,-
'34:32:19.600',-,0.045,46.800,-
'34:32:19.608',-,0.045,48.000,-
'34:32:19.616',-,0.045,50.400,-
'34:32:19.624',-,0.045,55.200,-
'34:32:19.632',-,0.045,61.200,-
'34:32:19.640',-,0.045,67.200,-
'34:32:19.648',-,0.045,75.600,-
'34:32:19.656',-,0.045,84.000,-
'34:32:19.664',-,0.045,91.200,-
'34:32:19.672',-,0.045,98.400,-
'34:32:19.680',-,0.060,105.600,-
'34:32:19.688',-,0.060,110.400,-
'34:32:19.696',-,0.060,114.000,-
'34:32:19.704',-,0.060,117.600,-
'34:32:19.712',-,0.090,120.000,-
'34:32:19.720',-,0.090,121.200,-
'34:32:19.728',-,0.104,122.400,-
'34:32:19.736',-,0.134,122.400,-
'34:32:19.744',-,0.134,122.400,-
'34:32:19.752',-,0.149,121.200,-
'34:32:19.760',-,0.179,121.200,-
'34:32:19.768',-,0.179,121.200,-
'34:32:19.776',-,0.179,120.000,-
'34:32:19.784',-,0.194,120.000,-
'34:32:19.792',-,0.179,118.800,-
'34:32:19.800',-,0.179,117.600,-
'34:32:19.808',-,0.149,117.600,-
'34:32:19.816',-,0.134,116.400,-
'34:32:19.824',-,0.104,115.200,-
'34:32:19.832',-,0.090,114.000,-
'34:32:19.840',-,0.060,111.600,-
'34:32:19.848',-,0.015,109.200,-
'34:32:19.856',-,0.000,106.800,-
'34:32:19.864',-,-0.015,104.400,-
'34:32:19.872',-,-0.015,102.000,-
'34:32:19.880',-,-0.045,98.400,-
'34:32:19.888',-,-0.045,94.800,-
'34:32:19.896',-,-0.045,91.200,-
'34:32:19.904',-,-0.060,87.600,-
'34:32:19.912',-,-0.045,82.800,-
'34:32:19.920',-,-0.045,79.200,-
'34:32:19.928',-,-0.045,75.600,-
'34:32:19.936',-,-0.015,73.200,-
'34:32:19.944',-,-0.015,70.800,-
'34:32:19.952',-,-0.015,69.600,-
'34:32:19.960',-,0.000,68.400,-
'34:32:19.968',-,0.000,68.400,-
'34:32:19.976',-,0.000,68.400,-
'34:32:19.984',-,0.000,68.400,-
'34:32:19.992',-,0.000,68.400,-
'34:32:20.000',-,0.015,68.400,-
'34:32:20.008',-,0.015,67.200,-
'34:32:20.016',-,0.015,67.200,-
'34:32:20.024',-,0.000,67.200,-
'34:32:20.032',-,0.000,67.200,-
'34:32:20.040',-,0.000,67.200,-
'34:32:20.048',-,0.000,66.000,-
'34:32:20.056',-,0.000,66.000,-
'34:32:20.064',-,0.000,64.800,-
'34:32:20.072',-,0.000,63.600,-
'34:32:20.080',-,0.000,63.600,-
'34:32:20.088',-,0.000,62.400,-
'34:32:20.096',-,0.000,62.400,-
'34:32:20.104',-,0.000,61.200,-
'34:32:20.112',-,0.000,61.200,-
'34:32:20.120',-,0.000,60.000,-
'34:32:20.128',-,0.000,60.000,-
'34:32:20.136',-,0.000,58.800,-
'34:32:20.144',-,0.000,58.800,-
'34:32:20.152',-,-0.015,57.600,-
'34:32:20.160',-,0.000,57.600,-
'34:32:20.168',-,-0.015,56.400,-
'34:32:20.176',-,-0.015,56.400,-
'34:32:20.184',-,-0.015,56.400,-
'34:32:20.192',-,-0.015,55.200,-
'34:32:20.200',-,-0.015,55.200,-
'34:32:20.208',-,-0.015,55.200,-
'34:32:20.216',-,-0.015,54.000,-
'34:32:20.224',-,-0.015,54.000,-
'34:32:20.232',-,-0.015,54.000,-
'34:32:20.240',-,-0.015,52.800,-
'34:32:20.248',-,-0.015,52.800,-
'34:32:20.256',-,0.000,52.800,-
'34:32:20.264',-,0.015,51.600,-
'34:32:20.272',-,0.045,51.600,-
'34:32:20.280',-,0.015,51.600,-
'34:32:20.288',-,-0.015,51.600,-
'34:32:20.296',-,-0.060,50.400,-
'34:32:20.304',-,-0.104,50.400,-
'34:32:20.312',-,-0.134,50.400,-
'34:32:20.320',-,-0.090,50.400,-
'34:32:20.328',-,-0.045,50.400,-
'34:32:20.336',-,-0.015,49.200,-
'34:32:20.344',-,-0.015,49.200,-
'34:32:20.352',-,-0.015,49.200,-
'34:32:20.360',-,0.000,49.200,-
'34:32:20.368',-,0.000,49.200,-
'34:32:20.376',-,0.000,49.200,-
'34:32:20.384',-,0.000,48.000,-
'34:32:20.392',-,0.000,48.000,-
'34:32:20.400',-,-0.015,48.000,-
'34:32:20.408',-,0.000,48.000,-
'34:32:20.416',-,0.045,48.000,-
'34:32:20.424',-,0.179,48.000,-
'34:32:20.432',-,0.269,48.000,-
'34:32:20.440',-,0.284,48.000,-
'34:32:20.448',-,0.134,48.000,-
'34:32:20.456',-,-0.224,46.800,-
'34:32:20.464',-,-0.582,46.800,-
'34:32:20.472',-,-0.761,46.800,-
'34:32:20.480',-,-0.806,46.800,-
'34:32:20.488',-,-0.716,46.800,-
'34:32:20.496',-,-0.537,46.800,-
'34:32:20.504',-,-0.284,46.800,-
'34:32:20.512',-,-0.104,45.600,-
