'Elapsed time','I','AVF','MCL1','ABP'
'34:30:13.504',0.056,-,-,104.000
'34:30:13.512',0.048,-,-,104.000
'34:30:13.520',0.040,-,-,104.000
'34:30:13.528',0.040,-,-,103.200
'34:30:13.536',0.024,-,-,102.400
'34:30:13.544',0.000,-,-,100.800
'34:30:13.552',-0.016,-,-,99.200
'34:30:13.560',-0.032,-,-,96.800
'34:30:13.568',-0.040,-,-,94.400
'34:30:13.576',-0.048,-,-,92.000
'34:30:13.584',-0.048,-,-,89.600
'34:30:13.592',-0.048,-,-,86.400
'34:30:13.600',-0.048,-,-,83.200
'34:30:13.608',-0.048,-,-,80.000
'34:30:13.616',-0.048,-,-,76.800
'34:30:13.624',-0.040,-,-,73.600
'34:30:13.632',-0.040,-,-,70.400
'34:30:13.640',-0.032,-,-,68.000
'34:30:13.648',-0.032,-,-,65.600
'34:30:13.656',-0.032,-,-,63.200
'34:30:13.664',-0.032,-,-,61.600
'34:30:13.672',-0.040,-,-,60.000
'34:30:13.680',-0.040,-,-,59.200
'34:30:13.688',-0.048,-,-,58.400
'34:30:13.696',-0.056,-,-,58.400
'34:30:13.704',-0.072,-,-,58.400
'34:30:13.712',-0.072,-,-,58.400
'34:30:13.720',-0.072,-,-,58.400
'34:30:13.728',-0.072,-,-,59.200
'34:30:13.736',-0.072,-,-,59.200
'34:30:13.744',-0.072,-,-,60.000
'34:30:13.752',-0.064,-,-,60.000
'34:30:13.760',-0.064,-,-,60.800
'34:30:13.768',-0.064,-,-,60.800
'34:30:13.776',-0.064,-,-,61.600
'34:30:13.784',-0.064,-,-,61.600
'34:30:13.792',-0.064,-,-,61.600
'34:30:13.800',-0.056,-,-,61.600
'34:30:13.808',-0.056,-,-,61.600
'34:30:13.816',-0.056,-,-,61.600
'34:30:13.824',-0.056,-,-,61.600
'34:30:13.832',-0.056,-,-,60.800
'34:30:13.840',-0.064,-,-,60.000
'34:30:13.848',-0.064,-,-,60.000
'34:30:13.856',-0.072,-,-,59.200
'34:30:13.864',-0.072,-,-,58.400
'34:30:13.872',-0.072,-,-,58.400
'34:30:13.880',-0.080,-,-,57.600
'34:30:13.888',-0.080,-,-,56.800
'34:30:13.896',-0.080,-,-,56.000
'34:30:13.904',-0.080,-,-,56.000
'34:30:13.912',-0.072,-,-,55.200
'34:30:13.920',-0.072,-,-,54.400
'34:30:13.928',-0.064,-,-,54.400
'34:30:13.936',-0.056,-,-,53.600
'34:30:13.944',-0.048,-,-,52.800
'34:30:13.952',-0.048,-,-,52.800
'34:30:13.960',-0.040,-,-,52.000
'34:30:13.968',-0.040,-,-,52.000
'34:30:13.976',-0.040,-,-,52.000
'34:30:13.984',-0.040,-,-,52.000
'34:30:13.992',-0.040,-,-,51.200
'34:30:14.000',-0.040,-,-,51.200
'34:30:14.008',-0.048,-,-,51.200
'34:30:14.016',-0.056,-,-,51.200
'34:30:14.024',-0.024,-,-,51.200
'34:30:14.032',0.072,-,-,51.200
'34:30:14.040',0.224,-,-,51.200
'34:30:14.048',0.360,-,-,51.200
'34:30:14.056',0.424,-,-,51.200
'34:30:14.064',0.424,-,-,51.200
'34:30:14.072',0.344,-,-,51.200
'34:30:14.080',0.224,-,-,51.200
'34:30:14.088',0.088,-,-,51.200
'34:30:14.096',-0.008,-,-,51.200
'34:30:14.104',-0.048,-,-,51.200
'34:30:14.112',-0.056,-,-,51.200
'34:30:14.120',-0.040,-,-,50.400
'34:30:14.128',-0.032,-,-,50.400
'34:30:14.136',-0.024,-,-,50.400
'34:30:14.144',-0.024,-,-,50.400
'34:30:14.152',-0.032,-,-,49.600
'34:30:14.160',-0.032,-,-,49.600
'34:30:14.168',-0.024,-,-,49.600
'34:30:14.176',-0.024,-,-,49.600
'34:30:14.184',-0.024,-,-,49.600
'34:30:14.192',-0.024,-,-,49.600
'34:30:14.200',-0.016,-,-,50.400
'34:30:14.208',-0.016,-,-,50.400
'34:30:14.216',-0.008,-,-,52.000
'34:30:14.224',-0.008,-,-,53.600
'34:30:14.232',0.000,-,-,56.800
'34:30:14.240',0.008,-,-,60.000
'34:30:14.248',0.008,-,-,64.000
'34:30:14.256',0.008,-,-,68.800
'34:30:14.264',0.016,-,-,73.600
'34:30:14.272',0.032,-,-,78.400
'34:30:14.280',0.040,-,-,83.200
'34:30:14.288',0.048,-,-,88.000
'34:30:14.296',0.056,-,-,92.800
'34:30:14.304',0.056,-,-,96.000
'34:30:14.312',0.056,-,-,99.200
'34:30:14.320',0.064,-,-,101.600
'34:30:14.328',0.064,-,-,104.000
'34:30:14.336',0.064,-,-,104.800
'34:30:14.344',0.064,-,-,104.800
'34:30:14.352',0.064,-,-,104.800
'34:30:14.360',0.056,-,-,104.000
'34:30:14.368',0.040,-,-,103.200
'34:30:14.376',0.032,-,-,102.400
'34:30:14.384',0.016,-,-,100.800
'34:30:14.392',0.008,-,-,98.400
'34:30:14.400',-0.008,-,-,96.800
'34:30:14.408',-0.008,-,-,94.400
'34:30:14.416',-0.016,-,-,92.000
'34:30:14.424',-0.024,-,-,88.800
'34:30:14.432',-0.032,-,-,85.600
'34:30:14.440',-0.040,-,-,82.400
'34:30:14.448',-0.040,-,-,79.200
'34:30:14.456',-0.040,-,-,76.800
'34:30:14.464',-0.040,-,-,73.600
'34:30:14.472',-0.032,-,-,71.200
'34:30:14.480',-0.032,-,-,68.800
'34:30:14.488',-0.040,-,-,66.400
'34:30:14.496',-0.032,-,-,64.800
'34:30:14.504',-0.032,-,-,63.200
'34:30:14.512',-0.024,-,-,62.400
'34:30:14.520',-0.024,-,-,61.600
'34:30:14.528',-0.024,-,-,61.600
'34:30:14.536',-0.024,-,-,61.600
'34:30:14.544',-0.032,-,-,61.600
'34:30:14.552',-0.032,-,-,61.600
'34:30:14.560',-0.032,-,-,62.400
'34:30:14.568',-0.040,-,-,62.400
'34:30:14.576',-0.048,-,-,63.200
'34:30:14.584',-0.056,-,-,63.200
'34:30:14.592',-0.056,-,-,63.200
'34:30:14.600',-0.064,-,-,64.000
'34:30:14.608',-0.064,-,-,64.000
'34:30:14.616',-0.064,-,-,64.000
'34:30:14.624',-0.056,-,-,63.200
'34:30:14.632',-0.056,-,-,63.200
'34:30:14.640',-0.064,-,-,63.200
'34:30:14.648',-0.072,-,-,62.400
'34:30:14.656',-0.072,-,-,62.400
'34:30:14.664',-0.072,-,-,61.600
'34:30:14.672',-0.064,-,-,60.800
'34:30:14.680',-0.056,-,-,60.800
'34:30:14.688',-0.048,-,-,60.000
'34:30:14.696',-0.048,-,-,59.200
'34:30:14.704',-0.040,-,-,59.200
'34:30:14.712',-0.040,-,-,58.400
'34:30:14.720',-0.032,-,-,58.400
'34:30:14.728',-0.032,-,-,57.600
'34:30:14.736',-0.040,-,-,56.800
'34:30:14.744',-0.040,-,-,56.800
'34:30:14.752',-0.048,-,-,56.000
'34:30:14.760',-0.048,-,-,56.000
'34:30:14.768',-0.048,-,-,55.200
'34:30:14.776',-0.048,-,-,55.200
'34:30:14.784',-0.048,-,-,55.200
'34:30:14.792',-0.048,-,-,54.400
'34:30:14.800',-0.048,-,-,54.400
'34:30:14.808',-0.048,-,-,53.600
'34:30:14.816',-0.056,-,-,53.600
'34:30:14.824',-0.056,-,-,53.600
'34:30:14.832',-0.008,-,-,52.800
'34:30:14.840',0.104,-,-,52.800
'34:30:14.848',0.264,-,-,52.000
'34:30:14.856',0.384,-,-,52.000
'34:30:14.864',0.424,-,-,52.000
'34:30:14.872',0.408,-,-,52.000
'34:30:14.880',0.344,-,-,51.200
'34:30:14.888',0.216,-,-,51.200
'34:30:14.896',0.080,-,-,51.200
'34:30:14.904',-0.008,-,-,51.200
'34:30:14.912',-0.040,-,-,50.400
'34:30:14.920',-0.048,-,-,50.400
'34:30:14.928',-0.032,-,-,50.400
'34:30:14.936',-0.024,-,-,50.400
'34:30:14.944',-0.032,-,-,50.400
'34:30:14.952',-0.032,-,-,50.400
'34:30:14.960',-0.032,-,-,49.600
'34:30:14.968',-0.032,-,-,49.600
'34:30:14.976',-0.032,-,-,49.600
'34:30:14.984',-0.032,-,-,49.600
'34:30:14.992',-0.040,-,-,49.600
'34:30:15.000',-0.040,-,-,49.600
'34:30:15.008',-0.040,-,-,50.400
'34:30:15.016',-0.032,-,-,50.400
'34:30:15.024',-0.024,-,-,52.000
'34:30:15.032',-0.016,-,-,53.600
'34:30:15.040',-0.008,-,-,56.800
'34:30:15.048',0.008,-,-,60.000
'34:30:15.056',0.024,-,-,64.000
'34:30:15.064',0.032,-,-,68.800
'34:30:15.072',0.040,-,-,73.600
'34:30:15.080',0.048,-,-,79.200
'34:30:15.088',0.064,-,-,84.000
'34:30:15.096',0.072,-,-,88.800
'34:30:15.104',0.080,-,-,92.800
'34:30:15.112',0.080,-,-,96.800
'34:30:15.120',0.080,-,-,100.000
'34:30:15.128',0.080,-,-,102.400
'34:30:15.136',0.072,-,-,104.000
'34:30:15.144',0.072,-,-,104.800
'34:30:15.152',0.064,-,-,105.600
'34:30:15.160',0.048,-,-,105.600
'34:30:15.168',0.032,-,-,104.800
'34:30:15.176',0.016,-,-,104.000
'34:30:15.184',0.000,-,-,102.400
'34:30:15.192',-0.016,-,-,100.800
'34:30:15.200',-0.024,-,-,99.200
'34:30:15.208',-0.032,-,-,97.600
'34:30:15.216',-0.032,-,-,95.200
'34:30:15.224',-0.032,-,-,92.800
'34:30:15.232',-0.040,-,-,90.400
'34:30:15.240',-0.032,-,-,87.200
'34:30:15.248',-0.032,-,-,84.000
'34:30:15.256',-0.032,-,-,80.800
'34:30:15.264',-0.032,-,-,77.600
'34:30:15.272',-0.024,-,-,74.400
'34:30:15.280',-0.024,-,-,72.000
'34:30:15.288',-0.024,-,-,69.600
'34:30:15.296',-0.024,-,-,67.200
'34:30:15.304',-0.032,-,-,65.600
'34:30:15.312',-0.040,-,-,64.000
'34:30:15.320',-0.040,-,-,62.400
'34:30:15.328',-0.048,-,-,61.600
'34:30:15.336',-0.048,-,-,60.800
'34:30:15.344',-0.048,-,-,60.800
'34:30:15.352',-0.048,-,-,60.800
'34:30:15.360',-0.048,-,-,60.800
'34:30:15.368',-0.056,-,-,61.600
'34:30:15.376',-0.048,-,-,61.600
'34:30:15.384',-0.048,-,-,62.400
'34:30:15.392',-0.048,-,-,62.400
'34:30:15.400',-0.056,-,-,62.400
'34:30:15.408',-0.056,-,-,63.200
'34:30:15.416',-0.056,-,-,63.200
'34:30:15.424',-0.064,-,-,63.200
'34:30:15.432',-0.064,-,-,63.200
'34:30:15.440',-0.072,-,-,63.200
'34:30:15.448',-0.072,-,-,62.400
'34:30:15.456',-0.072,-,-,62.400
'34:30:15.464',-0.072,-,-,61.600
'34:30:15.472',-0.072,-,-,61.600
'34:30:15.480',-0.072,-,-,60.800
'34:30:15.488',-0.064,-,-,60.800
'34:30:15.496',-0.064,-,-,60.000
'34:30:15.504',-0.056,-,-,59.200
'34:30:15.512',-0.056,-,-,58.400
'34:30:15.520',-0.056,-,-,58.400
'34:30:15.528',-0.056,-,-,57.600
'34:30:15.536',-0.056,-,-,56.800
'34:30:15.544',-0.048,-,-,56.000
'34:30:15.552',-0.048,-,-,55.200
'34:30:15.560',-0.048,-,-,55.200
'34:30:15.568',-0.008,-,-,54.400
'34:30:15.576',0.096,-,-,53.600
'34:30:15.584',0.264,-,-,53.600
'34:30:15.592',0.400,-,-,52.800
'34:30:15.600',0.440,-,-,52.800
'34:30:15.608',0.400,-,-,52.000
'34:30:15.616',0.312,-,-,52.000
'34:30:15.624',0.184,-,-,51.200
'34:30:15.632',0.048,-,-,51.200
'34:30:15.640',-0.056,-,-,51.200
'34:30:15.648',-0.104,-,-,50.400
'34:30:15.656',-0.112,-,-,50.400
'34:30:15.664',-0.088,-,-,50.400
'34:30:15.672',-0.072,-,-,49.600
'34:30:15.680',-0.064,-,-,49.600
'34:30:15.688',-0.056,-,-,49.600
'34:30:15.696',-0.056,-,-,49.600
'34:30:15.704',-0.056,-,-,49.600
'34:30:15.712',-0.048,-,-,49.600
'34:30:15.720',-0.040,-,-,49.600
'34:30:15.728',-0.032,-,-,49.600
'34:30:15.736',-0.032,-,-,49.600
'34:30:15.744',-0.024,-,-,49.600
'34:30:15.752',-0.016,-,-,49.600
'34:30:15.760',-0.016,-,-,50.400
'34:30:15.768',-0.016,-,-,50.400
'34:30:15.776',-0.008,-,-,52.000
'34:30:15.784',-0.008,-,-,53.600
'34:30:15.792',0.000,-,-,56.000
'34:30:15.800',0.008,-,-,59.200
'34:30:15.808',0.008,-,-,63.200
'34:30:15.816',0.024,-,-,67.200
'34:30:15.824',0.032,-,-,72.000
'34:30:15.832',0.040,-,-,76.000
'34:30:15.840',0.048,-,-,80.800
'34:30:15.848',0.064,-,-,85.600
'34:30:15.856',0.064,-,-,88.800
'34:30:15.864',0.064,-,-,92.800
'34:30:15.872',0.064,-,-,95.200
'34:30:15.880',0.064,-,-,97.600
'34:30:15.888',0.056,-,-,99.200
'34:30:15.896',0.048,-,-,100.000
'34:30:15.904',0.032,-,-,100.000
'34:30:15.912',0.016,-,-,100.000
'34:30:15.920',0.000,-,-,99.200
'34:30:15.928',-0.016,-,-,98.400
'34:30:15.936',-0.032,-,-,96.800
'34:30:15.944',-0.048,-,-,95.200
'34:30:15.952',-0.064,-,-,92.800
'34:30:15.960',-0.080,-,-,91.200
'34:30:15.968',-0.088,-,-,88.800
'34:30:15.976',-0.096,-,-,85.600
'34:30:15.984',-0.088,-,-,83.200
'34:30:15.992',-0.088,-,-,80.000
'34:30:16.000',-0.080,-,-,76.800
'34:30:16.008',-0.064,-,-,73.600
'34:30:16.016',-0.056,-,-,71.200
'34:30:16.024',-0.048,-,-,68.000
'34:30:16.032',-0.048,-,-,65.600
'34:30:16.040',-0.040,-,-,64.000
'34:30:16.048',-0.040,-,-,62.400
'34:30:16.056',-0.040,-,-,60.800
'34:30:16.064',-0.032,-,-,60.000
'34:30:16.072',-0.024,-,-,59.200
'34:30:16.080',-0.016,-,-,58.400
'34:30:16.088',0.000,-,-,58.400
'34:30:16.096',0.024,-,-,58.400
'34:30:16.104',0.064,-,-,59.200
'34:30:16.112',0.096,-,-,60.000
'34:30:16.120',0.136,-,-,60.000
'34:30:16.128',0.168,-,-,60.800
'34:30:16.136',0.192,-,-,61.600
'34:30:16.144',0.216,-,-,61.600
'34:30:16.152',0.256,-,-,62.400
'34:30:16.160',0.312,-,-,62.400
'34:30:16.168',0.360,-,-,62.400
'34:30:16.176',0.376,-,-,62.400
'34:30:16.184',0.384,-,-,62.400
'34:30:16.192',0.392,-,-,62.400
'34:30:16.200',0.304,-,-,62.400
'34:30:16.208',0.112,-,-,62.400
'34:30:16.216',-0.064,-,-,61.600
'34:30:16.224',-0.160,-,-,61.600
'34:30:16.232',-0.200,-,-,60.800
'34:30:16.240',-0.208,-,-,60.800
'34:30:16.248',-0.200,-,-,60.000
'34:30:16.256',-0.192,-,-,59.200
'34:30:16.264',-0.184,-,-,59.200
'34:30:16.272',-0.176,-,-,58.400
'34:30:16.280',-0.168,-,-,58.400
'34:30:16.288',-0.160,-,-,57.600
'34:30:16.296',-0.160,-,-,56.800
'34:30:16.304',-0.152,-,-,56.800
'34:30:16.312',-0.144,-,-,56.000
'34:30:16.320',-0.128,-,-,56.000
'34:30:16.328',-0.112,-,-,55.200
'34:30:16.336',-0.104,-,-,55.200
'34:30:16.344',-0.088,-,-,54.400
'34:30:16.352',-0.080,-,-,54.400
'34:30:16.360',-0.072,-,-,54.400
'34:30:16.368',-0.064,-,-,54.400
'34:30:16.376',-0.048,-,-,55.200
'34:30:16.384',-0.040,-,-,56.000
'34:30:16.392',-0.024,-,-,57.600
'34:30:16.400',-0.016,-,-,59.200
'34:30:16.408',-0.008,-,-,61.600
'34:30:16.416',0.000,-,-,64.000
'34:30:16.424',0.008,-,-,67.200
'34:30:16.432',0.016,-,-,69.600
'34:30:16.440',0.024,-,-,72.000
'34:30:16.448',0.032,-,-,74.400
'34:30:16.456',0.032,-,-,76.800
'34:30:16.464',0.032,-,-,78.400
'34:30:16.472',0.032,-,-,80.000
'34:30:16.480',0.032,-,-,80.800
'34:30:16.488',0.024,-,-,80.800
'34:30:16.496',0.016,-,-,80.800
'34:30:16.504',0.008,-,-,80.000
'34:30:16.512',0.000,-,-,78.400
'34:30:16.520',-0.008,-,-,76.800
'34:30:16.528',-0.016,-,-,74.400
'34:30:16.536',-0.024,-,-,72.000
'34:30:16.544',-0.032,-,-,69.600
'34:30:16.552',-0.040,-,-,66.400
'34:30:16.560',-0.048,-,-,64.000
'34:30:16.568',-0.056,-,-,61.600
'34:30:16.576',-0.056,-,-,59.200
'34:30:16.584',-0.048,-,-,56.800
'34:30:16.592',-0.048,-,-,55.200
'34:30:16.600',-0.048,-,-,53.600
'34:30:16.608',-0.048,-,-,52.000
'34:30:16.616',-0.048,-,-,51.200
'34:30:16.624',-0.048,-,-,51.200
'34:30:16.632',-0.048,-,-,50.400
'34:30:16.640',-0.040,-,-,50.400
'34:30:16.648',-0.040,-,-,50.400
'34:30:16.656',-0.040,-,-,50.400
'34:30:16.664',-0.048,-,-,51.200
'34:30:16.672',-0.056,-,-,51.200
'34:30:16.680',-0.056,-,-,52.000
'34:30:16.688',-0.056,-,-,52.000
'34:30:16.696',-0.064,-,-,52.800
'34:30:16.704',-0.064,-,-,52.800
'34:30:16.712',-0.072,-,-,52.800
'34:30:16.720',-0.072,-,-,53.600
'34:30:16.728',-0.072,-,-,53.600
'34:30:16.736',-0.072,-,-,53.600
'34:30:16.744',-0.064,-,-,53.600
'34:30:16.752',-0.064,-,-,53.600
'34:30:16.760',-0.056,-,-,53.600
'34:30:16.768',-0.048,-,-,53.600
'34:30:16.776',-0.048,-,-,53.600
'34:30:16.784',-0.040,-,-,53.600
'34:30:16.792',-0.040,-,-,52.800
'34:30:16.800',-0.032,-,-,52.800
'34:30:16.808',-0.032,-,-,52.800
'34:30:16.816',-0.032,-,-,52.000
'34:30:16.824',-0.032,-,-,52.000
'34:30:16.832',-0.040,-,-,51.200
'34:30:16.840',-0.040,-,-,51.200
'34:30:16.848',-0.016,-,-,50.400
'34:30:16.856',0.056,-,-,50.400
'34:30:16.864',0.184,-,-,50.400
'34:30:16.872',0.328,-,-,49.600
'34:30:16.880',0.416,-,-,49.600
'34:30:16.888',0.432,-,-,48.800
'34:30:16.896',0.392,-,-,48.800
'34:30:16.904',0.296,-,-,48.800
'34:30:16.912',0.144,-,-,48.000
'34:30:16.920',0.016,-,-,48.000
'34:30:16.928',-0.048,-,-,47.200
'34:30:16.936',-0.072,-,-,47.200
'34:30:16.944',-0.072,-,-,47.200
'34:30:16.952',-0.048,-,-,47.200
'34:30:16.960',-0.040,-,-,46.400
'34:30:16.968',-0.040,-,-,46.400
'34:30:16.976',-0.032,-,-,46.400
'34:30:16.984',-0.032,-,-,46.400
'34:30:16.992',-0.024,-,-,45.600
'34:30:17.000',-0.024,-,-,45.600
'34:30:17.008',-0.024,-,-,45.600
'34:30:17.016',-0.024,-,-,46.400
'34:30:17.024',-0.024,-,-,46.400
'34:30:17.032',-0.024,-,-,47.200
'34:30:17.040',-0.016,-,-,49.600
'34:30:17.048',-0.016,-,-,52.000
'34:30:17.056',-0.016,-,-,55.200
'34:30:17.064',-0.008,-,-,59.200
'34:30:17.072',0.000,-,-,64.000
'34:30:17.080',0.016,-,-,69.600
'34:30:17.088',0.024,-,-,75.200
'34:30:17.096',0.032,-,-,80.800
'34:30:17.104',0.048,-,-,85.600
'34:30:17.112',0.056,-,-,91.200
'34:30:17.120',0.064,-,-,95.200
'34:30:17.128',0.064,-,-,99.200
'34:30:17.136',0.072,-,-,102.400
'34:30:17.144',0.072,-,-,104.800
'34:30:17.152',0.080,-,-,106.400
'34:30:17.160',0.080,-,-,107.200
'34:30:17.168',0.072,-,-,108.000
'34:30:17.176',0.064,-,-,107.200
'34:30:17.184',0.056,-,-,106.400
'34:30:17.192',0.040,-,-,105.600
'34:30:17.200',0.024,-,-,104.000
'34:30:17.208',0.008,-,-,102.400
'34:30:17.216',0.008,-,-,100.800
'34:30:17.224',0.008,-,-,98.400
'34:30:17.232',0.000,-,-,96.000
'34:30:17.240',-0.008,-,-,93.600
'34:30:17.248',-0.008,-,-,90.400
'34:30:17.256',-0.008,-,-,87.200
'34:30:17.264',-0.008,-,-,84.000
'34:30:17.272',-0.008,-,-,80.800
'34:30:17.280',-0.008,-,-,77.600
'34:30:17.288',-0.008,-,-,74.400
'34:30:17.296',-0.016,-,-,72.000
'34:30:17.304',-0.016,-,-,69.600
'34:30:17.312',-0.016,-,-,67.200
'34:30:17.320',-0.024,-,-,65.600
'34:30:17.328',-0.032,-,-,64.000
'34:30:17.336',-0.032,-,-,63.200
'34:30:17.344',-0.040,-,-,62.400
'34:30:17.352',-0.040,-,-,61.600
'34:30:17.360',-0.040,-,-,61.600
'34:30:17.368',-0.048,-,-,61.600
'34:30:17.376',-0.048,-,-,61.600
'34:30:17.384',-0.040,-,-,62.400
'34:30:17.392',-0.032,-,-,62.400
'34:30:17.400',-0.032,-,-,62.400
'34:30:17.408',-0.024,-,-,63.200
'34:30:17.416',-0.024,-,-,63.200
'34:30:17.424',-0.024,-,-,63.200
'34:30:17.432',-0.032,-,-,63.200
'34:30:17.440',-0.032,-,-,63.200
'34:30:17.448',-0.032,-,-,63.200
'34:30:17.456',-0.032,-,-,62.400
'34:30:17.464',-0.040,-,-,62.400
'34:30:17.472',-0.040,-,-,62.400
'34:30:17.480',-0.048,-,-,61.600
'34:30:17.488',-0.048,-,-,61.600
'34:30:17.496',-0.056,-,-,60.800
'34:30:17.504',-0.056,-,-,60.000
'34:30:17.512',-0.056,-,-,60.000
'34:30:17.520',-0.064,-,-,59.200
'34:30:17.528',-0.064,-,-,58.400
'34:30:17.536',-0.048,-,-,58.400
'34:30:17.544',0.016,-,-,57.600
'34:30:17.552',0.144,-,-,56.800
'34:30:17.560',0.304,-,-,56.000
'34:30:17.568',0.424,-,-,56.000
'34:30:17.576',0.448,-,-,55.200
'34:30:17.584',0.400,-,-,55.200
'34:30:17.592',0.312,-,-,54.400
'34:30:17.600',0.192,-,-,53.600
'34:30:17.608',0.056,-,-,53.600
'34:30:17.616',-0.032,-,-,52.800
'34:30:17.624',-0.064,-,-,52.800
'34:30:17.632',-0.072,-,-,52.800
'34:30:17.640',-0.064,-,-,52.000
'34:30:17.648',-0.056,-,-,52.000
'34:30:17.656',-0.056,-,-,52.000
'34:30:17.664',-0.056,-,-,51.200
'34:30:17.672',-0.056,-,-,51.200
'34:30:17.680',-0.056,-,-,51.200
'34:30:17.688',-0.056,-,-,51.200
'34:30:17.696',-0.040,-,-,51.200
'34:30:17.704',-0.032,-,-,51.200
'34:30:17.712',-0.024,-,-,51.200
'34:30:17.720',-0.016,-,-,51.200
'34:30:17.728',-0.008,-,-,51.200
'34:30:17.736',0.000,-,-,52.000
'34:30:17.744',0.008,-,-,52.800
'34:30:17.752',0.016,-,-,55.200
'34:30:17.760',0.024,-,-,57.600
'34:30:17.768',0.040,-,-,60.800
'34:30:17.776',0.048,-,-,64.800
'34:30:17.784',0.048,-,-,69.600
'34:30:17.792',0.048,-,-,73.600
'34:30:17.800',0.048,-,-,78.400
'34:30:17.808',0.048,-,-,83.200
'34:30:17.816',0.056,-,-,88.000
'34:30:17.824',0.056,-,-,92.000
'34:30:17.832',0.048,-,-,95.200
'34:30:17.840',0.048,-,-,98.400
'34:30:17.848',0.048,-,-,100.800
'34:30:17.856',0.048,-,-,101.600
'34:30:17.864',0.040,-,-,102.400
'34:30:17.872',0.032,-,-,103.200
'34:30:17.880',0.024,-,-,102.400
'34:30:17.888',0.008,-,-,101.600
'34:30:17.896',0.000,-,-,100.800
'34:30:17.904',-0.008,-,-,99.200
'34:30:17.912',-0.016,-,-,96.800
'34:30:17.920',-0.024,-,-,95.200
'34:30:17.928',-0.032,-,-,92.800
'34:30:17.936',-0.040,-,-,90.400
'34:30:17.944',-0.048,-,-,87.200
'34:30:17.952',-0.040,-,-,84.000
'34:30:17.960',-0.040,-,-,80.800
'34:30:17.968',-0.032,-,-,77.600
'34:30:17.976',-0.032,-,-,74.400
'34:30:17.984',-0.032,-,-,71.200
'34:30:17.992',-0.032,-,-,68.800
'34:30:18.000',-0.032,-,-,66.400
'34:30:18.008',-0.032,-,-,64.000
'34:30:18.016',-0.032,-,-,62.400
'34:30:18.024',-0.032,-,-,60.800
'34:30:18.032',-0.032,-,-,60.000
'34:30:18.040',-0.032,-,-,60.000
'34:30:18.048',-0.024,-,-,59.200
'34:30:18.056',-0.016,-,-,59.200
'34:30:18.064',0.000,-,-,59.200
'34:30:18.072',0.024,-,-,60.000
'34:30:18.080',0.056,-,-,60.000
'34:30:18.088',0.096,-,-,60.800
'34:30:18.096',0.144,-,-,61.600
'34:30:18.104',0.176,-,-,61.600
'34:30:18.112',0.208,-,-,62.400
'34:30:18.120',0.224,-,-,63.200
'34:30:18.128',0.256,-,-,63.200
'34:30:18.136',0.304,-,-,63.200
'34:30:18.144',0.368,-,-,63.200
'34:30:18.152',0.384,-,-,63.200
'34:30:18.160',0.384,-,-,63.200
'34:30:18.168',0.384,-,-,63.200
'34:30:18.176',0.344,-,-,63.200
'34:30:18.184',0.192,-,-,62.400
'34:30:18.192',0.000,-,-,62.400
'34:30:18.200',-0.136,-,-,61.600
'34:30:18.208',-0.200,-,-,61.600
'34:30:18.216',-0.224,-,-,60.800
'34:30:18.224',-0.208,-,-,60.000
'34:30:18.232',-0.192,-,-,59.200
'34:30:18.240',-0.176,-,-,59.200
'34:30:18.248',-0.160,-,-,58.400
'34:30:18.256',-0.136,-,-,58.400
'34:30:18.264',-0.128,-,-,57.600
'34:30:18.272',-0.120,-,-,56.800
'34:30:18.280',-0.112,-,-,56.800
