'Elapsed time','I','AVF','MCL1','ABP'
'34:24:43.920',-0.048,-,-,45.600
'34:24:43.928',-0.048,-,-,45.600
'34:24:43.936',-0.056,-,-,45.600
'34:24:43.944',-0.056,-,-,45.600
'34:24:43.952',-0.048,-,-,44.800
'34:24:43.960',-0.040,-,-,44.800
'34:24:43.968',-0.040,-,-,44.800
'34:24:43.976',-0.032,-,-,44.800
'34:24:43.984',-0.024,-,-,44.800
'34:24:43.992',-0.024,-,-,45.600
'34:24:44.000',-0.016,-,-,46.400
'34:24:44.008',-0.008,-,-,48.000
'34:24:44.016',0.000,-,-,51.200
'34:24:44.024',0.000,-,-,55.200
'34:24:44.032',0.000,-,-,60.000
'34:24:44.040',0.008,-,-,64.800
'34:24:44.048',0.008,-,-,70.400
'34:24:44.056',0.016,-,-,76.000
'34:24:44.064',0.024,-,-,82.400
'34:24:44.072',0.032,-,-,88.000
'34:24:44.080',0.032,-,-,93.600
'34:24:44.088',0.032,-,-,98.400
'34:24:44.096',0.040,-,-,102.400
'34:24:44.104',0.040,-,-,106.400
'34:24:44.112',0.040,-,-,108.800
'34:24:44.120',0.040,-,-,111.200
'34:24:44.128',0.040,-,-,112.000
'34:24:44.136',0.048,-,-,112.800
'34:24:44.144',0.048,-,-,112.800
'34:24:44.152',0.048,-,-,112.000
'34:24:44.160',0.048,-,-,111.200
'34:24:44.168',0.040,-,-,110.400
'34:24:44.176',0.024,-,-,108.800
'34:24:44.184',0.016,-,-,107.200
'34:24:44.192',0.008,-,-,105.600
'34:24:44.200',0.008,-,-,103.200
'34:24:44.208',0.000,-,-,100.800
'34:24:44.216',0.000,-,-,97.600
'34:24:44.224',-0.008,-,-,94.400
'34:24:44.232',-0.008,-,-,91.200
'34:24:44.240',-0.016,-,-,88.000
'34:24:44.248',-0.024,-,-,84.800
'34:24:44.256',-0.032,-,-,81.600
'34:24:44.264',-0.032,-,-,78.400
'34:24:44.272',-0.040,-,-,75.200
'34:24:44.280',-0.040,-,-,72.800
'34:24:44.288',-0.032,-,-,70.400
'34:24:44.296',-0.032,-,-,68.800
'34:24:44.304',-0.024,-,-,67.200
'34:24:44.312',-0.024,-,-,66.400
'34:24:44.320',-0.024,-,-,65.600
'34:24:44.328',-0.024,-,-,65.600
'34:24:44.336',-0.024,-,-,65.600
'34:24:44.344',-0.024,-,-,65.600
'34:24:44.352',-0.032,-,-,65.600
'34:24:44.360',-0.032,-,-,65.600
'34:24:44.368',-0.032,-,-,66.400
'34:24:44.376',-0.024,-,-,66.400
'34:24:44.384',-0.024,-,-,67.200
'34:24:44.392',-0.024,-,-,67.200
'34:24:44.400',-0.032,-,-,67.200
'34:24:44.408',-0.040,-,-,67.200
'34:24:44.416',-0.040,-,-,66.400
'34:24:44.424',-0.048,-,-,66.400
'34:24:44.432',-0.048,-,-,66.400
'34:24:44.440',-0.048,-,-,65.600
'34:24:44.448',-0.056,-,-,65.600
'34:24:44.456',-0.056,-,-,64.800
'34:24:44.464',-0.056,-,-,64.800
'34:24:44.472',-0.056,-,-,64.000
'34:24:44.480',-0.056,-,-,64.000
'34:24:44.488',-0.056,-,-,63.200
'34:24:44.496',-0.056,-,-,62.400
'34:24:44.504',-0.048,-,-,62.400
'34:24:44.512',-0.048,-,-,61.600
'34:24:44.520',-0.048,-,-,61.600
'34:24:44.528',-0.048,-,-,60.800
'34:24:44.536',-0.048,-,-,60.800
'34:24:44.544',-0.048,-,-,60.000
'34:24:44.552',-0.040,-,-,59.200
'34:24:44.560',-0.040,-,-,59.200
'34:24:44.568',0.000,-,-,58.400
'34:24:44.576',0.104,-,-,58.400
'34:24:44.584',0.248,-,-,57.600
'34:24:44.592',0.376,-,-,57.600
'34:24:44.600',0.416,-,-,56.800
'34:24:44.608',0.392,-,-,56.800
'34:24:44.616',0.328,-,-,56.000
'34:24:44.624',0.208,-,-,56.000
'34:24:44.632',0.064,-,-,55.200
'34:24:44.640',-0.024,-,-,55.200
'34:24:44.648',-0.064,-,-,55.200
'34:24:44.656',-0.064,-,-,54.400
'34:24:44.664',-0.048,-,-,54.400
'34:24:44.672',-0.040,-,-,53.600
'34:24:44.680',-0.040,-,-,53.600
'34:24:44.688',-0.040,-,-,53.600
'34:24:44.696',-0.040,-,-,53.600
'34:24:44.704',-0.040,-,-,52.800
'34:24:44.712',-0.032,-,-,52.800
'34:24:44.720',-0.032,-,-,52.800
'34:24:44.728',-0.024,-,-,52.800
'34:24:44.736',-0.016,-,-,52.800
'34:24:44.744',-0.008,-,-,52.800
'34:24:44.752',-0.008,-,-,53.600
'34:24:44.760',-0.008,-,-,54.400
'34:24:44.768',-0.008,-,-,56.000
'34:24:44.776',0.000,-,-,57.600
'34:24:44.784',0.016,-,-,60.800
'34:24:44.792',0.032,-,-,64.000
'34:24:44.800',0.040,-,-,68.000
'34:24:44.808',0.048,-,-,72.800
'34:24:44.816',0.056,-,-,77.600
'34:24:44.824',0.064,-,-,82.400
'34:24:44.832',0.072,-,-,87.200
'34:24:44.840',0.072,-,-,92.000
'34:24:44.848',0.080,-,-,96.000
'34:24:44.856',0.080,-,-,100.000
'34:24:44.864',0.080,-,-,102.400
'34:24:44.872',0.072,-,-,104.800
'34:24:44.880',0.064,-,-,106.400
'34:24:44.888',0.048,-,-,107.200
'34:24:44.896',0.032,-,-,108.000
'34:24:44.904',0.008,-,-,107.200
'34:24:44.912',-0.016,-,-,107.200
'34:24:44.920',-0.040,-,-,105.600
'34:24:44.928',-0.056,-,-,104.800
'34:24:44.936',-0.064,-,-,103.200
'34:24:44.944',-0.064,-,-,100.800
'34:24:44.952',-0.064,-,-,99.200
'34:24:44.960',-0.056,-,-,96.800
'34:24:44.968',-0.056,-,-,93.600
'34:24:44.976',-0.048,-,-,91.200
'34:24:44.984',-0.048,-,-,88.000
'34:24:44.992',-0.048,-,-,84.800
'34:24:45.000',-0.048,-,-,81.600
'34:24:45.008',-0.048,-,-,78.400
'34:24:45.016',-0.040,-,-,75.200
'34:24:45.024',-0.040,-,-,72.800
'34:24:45.032',-0.040,-,-,69.600
'34:24:45.040',-0.040,-,-,68.000
'34:24:45.048',-0.040,-,-,66.400
'34:24:45.056',-0.048,-,-,64.800
'34:24:45.064',-0.056,-,-,64.000
'34:24:45.072',-0.056,-,-,63.200
'34:24:45.080',-0.064,-,-,62.400
'34:24:45.088',-0.072,-,-,62.400
'34:24:45.096',-0.072,-,-,62.400
'34:24:45.104',-0.072,-,-,63.200
'34:24:45.112',-0.072,-,-,63.200
'34:24:45.120',-0.072,-,-,63.200
'34:24:45.128',-0.064,-,-,64.000
'34:24:45.136',-0.064,-,-,64.000
'34:24:45.144',-0.056,-,-,64.000
'34:24:45.152',-0.056,-,-,64.000
'34:24:45.160',-0.048,-,-,64.800
'34:24:45.168',-0.048,-,-,64.800
'34:24:45.176',-0.056,-,-,64.800
'34:24:45.184',-0.056,-,-,64.800
'34:24:45.192',-0.056,-,-,64.800
'34:24:45.200',-0.056,-,-,64.000
'34:24:45.208',-0.064,-,-,64.000
'34:24:45.216',-0.064,-,-,64.000
'34:24:45.224',-0.064,-,-,63.200
'34:24:45.232',-0.064,-,-,62.400
'34:24:45.240',-0.064,-,-,62.400
'34:24:45.248',-0.064,-,-,61.600
'34:24:45.256',-0.064,-,-,60.800
'34:24:45.264',-0.056,-,-,60.000
'34:24:45.272',-0.056,-,-,59.200
'34:24:45.280',-0.056,-,-,58.400
'34:24:45.288',-0.056,-,-,58.400
'34:24:45.296',-0.056,-,-,57.600
'34:24:45.304',-0.056,-,-,56.800
'34:24:45.312',-0.056,-,-,56.800
'34:24:45.320',-0.056,-,-,56.000
'34:24:45.328',-0.024,-,-,56.000
'34:24:45.336',0.080,-,-,55.200
'34:24:45.344',0.248,-,-,55.200
'34:24:45.352',0.376,-,-,54.400
'34:24:45.360',0.432,-,-,54.400
'34:24:45.368',0.416,-,-,54.400
'34:24:45.376',0.344,-,-,54.400
'34:24:45.384',0.208,-,-,53.600
'34:24:45.392',0.064,-,-,53.600
'34:24:45.400',-0.032,-,-,53.600
'34:24:45.408',-0.072,-,-,53.600
'34:24:45.416',-0.080,-,-,53.600
'34:24:45.424',-0.064,-,-,53.600
'34:24:45.432',-0.056,-,-,53.600
'34:24:45.440',-0.048,-,-,53.600
'34:24:45.448',-0.048,-,-,53.600
'34:24:45.456',-0.048,-,-,52.800
'34:24:45.464',-0.040,-,-,52.800
'34:24:45.472',-0.040,-,-,52.800
'34:24:45.480',-0.032,-,-,52.800
'34:24:45.488',-0.032,-,-,52.800
'34:24:45.496',-0.032,-,-,52.800
'34:24:45.504',-0.024,-,-,53.600
'34:24:45.512',-0.016,-,-,53.600
'34:24:45.520',-0.008,-,-,54.400
'34:24:45.528',-0.008,-,-,56.000
'34:24:45.536',0.000,-,-,57.600
'34:24:45.544',0.016,-,-,60.800
'34:24:45.552',0.024,-,-,64.800
'34:24:45.560',0.040,-,-,68.800
'34:24:45.568',0.048,-,-,73.600
'34:24:45.576',0.064,-,-,78.400
'34:24:45.584',0.072,-,-,83.200
'34:24:45.592',0.080,-,-,88.000
'34:24:45.600',0.088,-,-,92.800
'34:24:45.608',0.088,-,-,96.800
'34:24:45.616',0.088,-,-,100.800
'34:24:45.624',0.080,-,-,104.000
'34:24:45.632',0.072,-,-,105.600
'34:24:45.640',0.064,-,-,107.200
'34:24:45.648',0.056,-,-,108.800
'34:24:45.656',0.040,-,-,108.800
'34:24:45.664',0.024,-,-,108.000
'34:24:45.672',0.008,-,-,107.200
'34:24:45.680',-0.008,-,-,106.400
'34:24:45.688',-0.032,-,-,104.800
'34:24:45.696',-0.048,-,-,103.200
'34:24:45.704',-0.048,-,-,100.800
'34:24:45.712',-0.056,-,-,98.400
'34:24:45.720',-0.056,-,-,96.000
'34:24:45.728',-0.048,-,-,92.800
'34:24:45.736',-0.048,-,-,89.600
'34:24:45.744',-0.040,-,-,86.400
'34:24:45.752',-0.040,-,-,83.200
'34:24:45.760',-0.032,-,-,80.000
'34:24:45.768',-0.032,-,-,76.800
'34:24:45.776',-0.032,-,-,73.600
'34:24:45.784',-0.032,-,-,71.200
'34:24:45.792',-0.024,-,-,69.600
'34:24:45.800',-0.016,-,-,67.200
'34:24:45.808',-0.008,-,-,66.400
'34:24:45.816',0.008,-,-,64.800
'34:24:45.824',0.024,-,-,64.000
'34:24:45.832',0.056,-,-,64.000
'34:24:45.840',0.088,-,-,64.000
'34:24:45.848',0.128,-,-,64.000
'34:24:45.856',0.168,-,-,64.000
'34:24:45.864',0.192,-,-,64.000
'34:24:45.872',0.224,-,-,64.800
'34:24:45.880',0.256,-,-,64.800
'34:24:45.888',0.304,-,-,64.800
'34:24:45.896',0.360,-,-,65.600
'34:24:45.904',0.392,-,-,65.600
'34:24:45.912',0.384,-,-,65.600
'34:24:45.920',0.392,-,-,65.600
'34:24:45.928',0.360,-,-,65.600
'34:24:45.936',0.216,-,-,65.600
'34:24:45.944',0.016,-,-,65.600
'34:24:45.952',-0.128,-,-,64.800
'34:24:45.960',-0.200,-,-,64.800
'34:24:45.968',-0.224,-,-,64.000
'34:24:45.976',-0.216,-,-,64.000
'34:24:45.984',-0.200,-,-,63.200
'34:24:45.992',-0.184,-,-,62.400
'34:24:46.000',-0.176,-,-,62.400
'34:24:46.008',-0.168,-,-,61.600
'34:24:46.016',-0.168,-,-,61.600
'34:24:46.024',-0.176,-,-,60.800
'34:24:46.032',-0.168,-,-,60.800
'34:24:46.040',-0.152,-,-,60.000
'34:24:46.048',-0.144,-,-,59.200
'34:24:46.056',-0.136,-,-,59.200
'34:24:46.064',-0.120,-,-,58.400
'34:24:46.072',-0.112,-,-,58.400
'34:24:46.080',-0.096,-,-,58.400
'34:24:46.088',-0.080,-,-,58.400
'34:24:46.096',-0.064,-,-,58.400
'34:24:46.104',-0.056,-,-,59.200
'34:24:46.112',-0.040,-,-,60.000
'34:24:46.120',-0.032,-,-,60.800
'34:24:46.128',-0.016,-,-,63.200
'34:24:46.136',-0.008,-,-,64.800
'34:24:46.144',0.000,-,-,67.200
'34:24:46.152',0.008,-,-,69.600
'34:24:46.160',0.016,-,-,72.000
'34:24:46.168',0.024,-,-,74.400
'34:24:46.176',0.024,-,-,76.800
'34:24:46.184',0.024,-,-,79.200
'34:24:46.192',0.016,-,-,80.800
'34:24:46.200',0.016,-,-,82.400
'34:24:46.208',0.016,-,-,83.200
'34:24:46.216',0.016,-,-,83.200
'34:24:46.224',0.016,-,-,83.200
'34:24:46.232',0.008,-,-,82.400
'34:24:46.240',0.008,-,-,80.800
'34:24:46.248',0.000,-,-,79.200
'34:24:46.256',-0.008,-,-,76.800
'34:24:46.264',-0.016,-,-,74.400
'34:24:46.272',-0.024,-,-,72.000
'34:24:46.280',-0.024,-,-,68.800
'34:24:46.288',-0.032,-,-,66.400
'34:24:46.296',-0.032,-,-,63.200
'34:24:46.304',-0.032,-,-,60.800
'34:24:46.312',-0.040,-,-,59.200
'34:24:46.320',-0.048,-,-,56.800
'34:24:46.328',-0.048,-,-,55.200
'34:24:46.336',-0.056,-,-,54.400
'34:24:46.344',-0.064,-,-,53.600
'34:24:46.352',-0.064,-,-,52.800
'34:24:46.360',-0.064,-,-,52.000
'34:24:46.368',-0.064,-,-,52.000
'34:24:46.376',-0.072,-,-,52.000
'34:24:46.384',-0.072,-,-,52.000
'34:24:46.392',-0.064,-,-,52.000
'34:24:46.400',-0.072,-,-,52.800
'34:24:46.408',-0.064,-,-,52.800
'34:24:46.416',-0.056,-,-,53.600
'34:24:46.424',-0.056,-,-,53.600
'34:24:46.432',-0.056,-,-,54.400
'34:24:46.440',-0.056,-,-,54.400
'34:24:46.448',-0.056,-,-,54.400
'34:24:46.456',-0.056,-,-,55.200
'34:24:46.464',-0.056,-,-,55.200
'34:24:46.472',-0.056,-,-,55.200
'34:24:46.480',-0.056,-,-,55.200
'34:24:46.488',-0.056,-,-,54.400
'34:24:46.496',-0.064,-,-,54.400
'34:24:46.504',-0.064,-,-,54.400
'34:24:46.512',-0.072,-,-,53.600
'34:24:46.520',-0.072,-,-,53.600
'34:24:46.528',-0.072,-,-,53.600
'34:24:46.536',-0.072,-,-,52.800
'34:24:46.544',-0.072,-,-,52.800
'34:24:46.552',-0.072,-,-,52.000
'34:24:46.560',-0.072,-,-,52.000
'34:24:46.568',-0.064,-,-,51.200
'34:24:46.576',-0.056,-,-,51.200
'34:24:46.584',-0.048,-,-,51.200
'34:24:46.592',-0.040,-,-,50.400
'34:24:46.600',-0.024,-,-,49.600
'34:24:46.608',0.040,-,-,49.600
'34:24:46.616',0.160,-,-,49.600
'34:24:46.624',0.312,-,-,48.800
'34:24:46.632',0.408,-,-,48.800
'34:24:46.640',0.432,-,-,48.800
'34:24:46.648',0.392,-,-,48.000
'34:24:46.656',0.304,-,-,48.000
'34:24:46.664',0.176,-,-,48.000
'34:24:46.672',0.032,-,-,47.200
'34:24:46.680',-0.048,-,-,47.200
'34:24:46.688',-0.088,-,-,47.200
'34:24:46.696',-0.096,-,-,47.200
'34:24:46.704',-0.080,-,-,46.400
'34:24:46.712',-0.072,-,-,46.400
'34:24:46.720',-0.072,-,-,46.400
'34:24:46.728',-0.072,-,-,46.400
'34:24:46.736',-0.064,-,-,45.600
'34:24:46.744',-0.056,-,-,45.600
'34:24:46.752',-0.048,-,-,45.600
'34:24:46.760',-0.040,-,-,45.600
'34:24:46.768',-0.032,-,-,45.600
'34:24:46.776',-0.024,-,-,45.600
'34:24:46.784',-0.024,-,-,46.400
'34:24:46.792',-0.024,-,-,47.200
'34:24:46.800',-0.024,-,-,49.600
'34:24:46.808',-0.016,-,-,52.000
'34:24:46.816',-0.016,-,-,56.000
'34:24:46.824',-0.008,-,-,60.800
'34:24:46.832',0.000,-,-,65.600
'34:24:46.840',0.000,-,-,71.200
'34:24:46.848',0.000,-,-,76.800
'34:24:46.856',0.008,-,-,82.400
'34:24:46.864',0.024,-,-,88.000
'34:24:46.872',0.032,-,-,92.800
'34:24:46.880',0.032,-,-,96.800
'34:24:46.888',0.032,-,-,100.800
'34:24:46.896',0.040,-,-,104.000
'34:24:46.904',0.048,-,-,105.600
'34:24:46.912',0.056,-,-,107.200
'34:24:46.920',0.056,-,-,108.000
'34:24:46.928',0.048,-,-,108.000
'34:24:46.936',0.040,-,-,107.200
'34:24:46.944',0.032,-,-,106.400
'34:24:46.952',0.008,-,-,105.600
'34:24:46.960',-0.008,-,-,104.000
'34:24:46.968',-0.024,-,-,102.400
'34:24:46.976',-0.040,-,-,100.000
'34:24:46.984',-0.048,-,-,97.600
'34:24:46.992',-0.056,-,-,95.200
'34:24:47.000',-0.064,-,-,92.000
'34:24:47.008',-0.064,-,-,88.800
'34:24:47.016',-0.064,-,-,84.800
'34:24:47.024',-0.064,-,-,81.600
'34:24:47.032',-0.056,-,-,78.400
'34:24:47.040',-0.056,-,-,75.200
'34:24:47.048',-0.024,-,-,72.000
'34:24:47.056',0.064,-,-,69.600
'34:24:47.064',0.208,-,-,67.200
'34:24:47.072',0.344,-,-,65.600
'34:24:47.080',0.424,-,-,64.000
'34:24:47.088',0.432,-,-,63.200
'34:24:47.096',0.304,-,-,62.400
'34:24:47.104',0.112,-,-,61.600
'34:24:47.112',-0.040,-,-,61.600
'34:24:47.120',-0.096,-,-,61.600
'34:24:47.128',-0.096,-,-,62.400
'34:24:47.136',-0.080,-,-,62.400
'34:24:47.144',-0.080,-,-,62.400
'34:24:47.152',-0.088,-,-,63.200
'34:24:47.160',-0.088,-,-,63.200
'34:24:47.168',-0.088,-,-,64.000
'34:24:47.176',-0.088,-,-,64.000
'34:24:47.184',-0.088,-,-,64.800
'34:24:47.192',-0.080,-,-,64.800
'34:24:47.200',-0.072,-,-,65.600
'34:24:47.208',-0.064,-,-,65.600
'34:24:47.216',-0.056,-,-,66.400
'34:24:47.224',-0.048,-,-,66.400
'34:24:47.232',-0.032,-,-,66.400
'34:24:47.240',-0.024,-,-,66.400
'34:24:47.248',-0.016,-,-,65.600
'34:24:47.256',-0.008,-,-,65.600
'34:24:47.264',0.000,-,-,64.800
'34:24:47.272',0.000,-,-,64.800
'34:24:47.280',0.000,-,-,65.600
'34:24:47.288',0.000,-,-,66.400
'34:24:47.296',-0.008,-,-,67.200
'34:24:47.304',-0.008,-,-,68.800
'34:24:47.312',-0.008,-,-,71.200
'34:24:47.320',-0.008,-,-,73.600
'34:24:47.328',0.000,-,-,75.200
'34:24:47.336',0.000,-,-,77.600
'34:24:47.344',0.000,-,-,80.800
'34:24:47.352',-0.008,-,-,82.400
'34:24:47.360',-0.008,-,-,84.800
'34:24:47.368',-0.016,-,-,86.400
'34:24:47.376',-0.016,-,-,87.200
'34:24:47.384',-0.024,-,-,88.000
'34:24:47.392',-0.032,-,-,87.200
'34:24:47.400',-0.032,-,-,86.400
'34:24:47.408',-0.040,-,-,85.600
'34:24:47.416',-0.040,-,-,83.200
'34:24:47.424',-0.040,-,-,80.800
'34:24:47.432',-0.040,-,-,78.400
'34:24:47.440',-0.040,-,-,75.200
'34:24:47.448',-0.048,-,-,72.000
'34:24:47.456',-0.056,-,-,68.800
'34:24:47.464',-0.064,-,-,66.400
'34:24:47.472',-0.064,-,-,64.000
'34:24:47.480',-0.056,-,-,61.600
'34:24:47.488',-0.056,-,-,59.200
'34:24:47.496',-0.048,-,-,57.600
'34:24:47.504',-0.048,-,-,56.000
'34:24:47.512',-0.040,-,-,55.200
'34:24:47.520',-0.040,-,-,54.400
'34:24:47.528',-0.040,-,-,54.400
'34:24:47.536',-0.032,-,-,54.400
'34:24:47.544',-0.032,-,-,54.400
'34:24:47.552',-0.040,-,-,54.400
'34:24:47.560',-0.040,-,-,55.200
'34:24:47.568',-0.040,-,-,56.000
'34:24:47.576',-0.048,-,-,56.000
'34:24:47.584',-0.048,-,-,56.800
'34:24:47.592',-0.048,-,-,56.800
'34:24:47.600',-0.048,-,-,57.600
'34:24:47.608',-0.056,-,-,57.600
'34:24:47.616',-0.064,-,-,58.400
'34:24:47.624',-0.064,-,-,58.400
'34:24:47.632',-0.072,-,-,58.400
'34:24:47.640',-0.072,-,-,58.400
'34:24:47.648',-0.064,-,-,58.400
'34:24:47.656',-0.064,-,-,58.400
'34:24:47.664',-0.064,-,-,57.600
'34:24:47.672',-0.064,-,-,57.600
'34:24:47.680',-0.064,-,-,57.600
'34:24:47.688',-0.064,-,-,56.800
'34:24:47.696',-0.064,-,-,56.800
'34:24:47.704',-0.064,-,-,56.000
'34:24:47.712',-0.064,-,-,56.000
'34:24:47.720',-0.064,-,-,55.200
'34:24:47.728',-0.064,-,-,54.400
'34:24:47.736',-0.064,-,-,54.400
'34:24:47.744',-0.064,-,-,53.600
'34:24:47.752',-0.064,-,-,53.600
'34:24:47.760',-0.064,-,-,52.800
'34:24:47.768',-0.072,-,-,52.800
'34:24:47.776',-0.072,-,-,52.800
'34:24:47.784',-0.064,-,-,52.000
'34:24:47.792',-0.072,-,-,52.000
'34:24:47.800',-0.072,-,-,51.200
'34:24:47.808',-0.032,-,-,51.200
'34:24:47.816',0.056,-,-,51.200
'34:24:47.824',0.200,-,-,51.200
'34:24:47.832',0.344,-,-,50.400
'34:24:47.840',0.432,-,-,50.400
'34:24:47.848',0.456,-,-,50.400
'34:24:47.856',0.424,-,-,49.600
'34:24:47.864',0.312,-,-,49.600
'34:24:47.872',0.152,-,-,49.600
'34:24:47.880',0.016,-,-,49.600
'34:24:47.888',-0.048,-,-,49.600
'34:24:47.896',-0.072,-,-,48.800
'34:24:47.904',-0.072,-,-,48.800
'34:24:47.912',-0.064,-,-,48.800
'34:24:47.920',-0.072,-,-,48.800
'34:24:47.928',-0.064,-,-,48.800
'34:24:47.936',-0.056,-,-,48.800
'34:24:47.944',-0.056,-,-,48.000
'34:24:47.952',-0.056,-,-,48.000
'34:24:47.960',-0.056,-,-,48.000
'34:24:47.968',-0.048,-,-,48.800
'34:24:47.976',-0.048,-,-,49.600
'34:24:47.984',-0.040,-,-,51.200
'34:24:47.992',-0.040,-,-,53.600
'34:24:48.000',-0.024,-,-,56.800
'34:24:48.008',-0.016,-,-,61.600
'34:24:48.016',-0.008,-,-,67.200
'34:24:48.024',0.000,-,-,72.800
'34:24:48.032',0.008,-,-,79.200
'34:24:48.040',0.008,-,-,85.600
'34:24:48.048',0.016,-,-,91.200
'34:24:48.056',0.016,-,-,96.800
'34:24:48.064',0.008,-,-,102.400
'34:24:48.072',0.008,-,-,106.400
'34:24:48.080',0.008,-,-,110.400
'34:24:48.088',0.016,-,-,112.800
'34:24:48.096',0.016,-,-,114.400
'34:24:48.104',0.016,-,-,116.000
'34:24:48.112',0.016,-,-,116.000
'34:24:48.120',0.016,-,-,116.000
'34:24:48.128',0.024,-,-,116.000
'34:24:48.136',0.032,-,-,114.400
'34:24:48.144',0.040,-,-,113.600
'34:24:48.152',0.032,-,-,112.000
'34:24:48.160',0.024,-,-,110.400
'34:24:48.168',0.024,-,-,108.000
'34:24:48.176',0.016,-,-,105.600
'34:24:48.184',0.008,-,-,102.400
'34:24:48.192',0.000,-,-,99.200
'34:24:48.200',0.000,-,-,96.000
'34:24:48.208',-0.008,-,-,92.800
'34:24:48.216',-0.016,-,-,88.800
'34:24:48.224',-0.024,-,-,85.600
'34:24:48.232',-0.024,-,-,81.600
'34:24:48.240',-0.032,-,-,78.400
'34:24:48.248',-0.032,-,-,76.000
'34:24:48.256',-0.032,-,-,73.600
'34:24:48.264',-0.032,-,-,71.200
'34:24:48.272',-0.032,-,-,69.600
'34:24:48.280',-0.032,-,-,68.000
