'Elapsed time','II','III','AVF','V','ABP'
'14:03:01.736',0.000,-,-,-0.028,70.400
'14:03:01.744',0.014,-,-,-0.028,78.400
'14:03:01.752',0.014,-,-,-0.028,88.800
'14:03:01.760',0.014,-,-,-0.056,100.800
'14:03:01.768',0.028,-,-,-0.056,111.200
'14:03:01.776',0.014,-,-,-0.070,118.400
'14:03:01.784',0.014,-,-,-0.070,122.400
'14:03:01.792',0.028,-,-,-0.070,123.200
'14:03:01.800',0.014,-,-,-0.113,122.400
'14:03:01.808',0.014,-,-,-0.127,120.800
'14:03:01.816',0.000,-,-,-0.127,118.400
'14:03:01.824',0.014,-,-,-0.113,116.800
'14:03:01.832',0.014,-,-,-0.127,115.200
'14:03:01.840',0.014,-,-,-0.113,113.600
'14:03:01.848',0.028,-,-,-0.113,112.800
'14:03:01.856',0.028,-,-,-0.113,111.200
'14:03:01.864',0.028,-,-,-0.127,109.600
'14:03:01.872',0.028,-,-,-0.113,107.200
'14:03:01.880',0.028,-,-,-0.113,105.600
'14:03:01.888',0.042,-,-,-0.070,103.200
'14:03:01.896',0.028,-,-,-0.056,100.800
'14:03:01.904',0.028,-,-,-0.028,98.400
'14:03:01.912',0.028,-,-,-0.014,95.200
'14:03:01.920',0.028,-,-,-0.014,92.000
'14:03:01.928',0.028,-,-,0.000,89.600
'14:03:01.936',0.028,-,-,0.028,86.400
'14:03:01.944',0.042,-,-,0.042,84.000
'14:03:01.952',0.056,-,-,0.056,83.200
'14:03:01.960',0.056,-,-,0.056,81.600
'14:03:01.968',0.069,-,-,0.070,81.600
'14:03:01.976',0.069,-,-,0.085,82.400
'14:03:01.984',0.056,-,-,0.085,82.400
'14:03:01.992',0.056,-,-,0.085,83.200
'14:03:02.000',0.069,-,-,0.113,83.200
'14:03:02.008',0.069,-,-,0.113,83.200
'14:03:02.016',0.069,-,-,0.085,82.400
'14:03:02.024',0.069,-,-,0.085,81.600
'14:03:02.032',0.069,-,-,0.085,80.800
'14:03:02.040',0.069,-,-,0.085,80.000
'14:03:02.048',0.069,-,-,0.085,79.200
'14:03:02.056',0.056,-,-,0.070,78.400
'14:03:02.064',0.056,-,-,0.070,77.600
'14:03:02.072',0.042,-,-,0.056,76.800
'14:03:02.080',0.042,-,-,0.042,76.000
'14:03:02.088',0.042,-,-,0.042,75.200
'14:03:02.096',0.056,-,-,0.042,74.400
'14:03:02.104',0.181,-,-,0.169,73.600
'14:03:02.112',0.403,-,-,0.380,73.600
'14:03:02.120',0.542,-,-,0.465,72.800
'14:03:02.128',0.347,-,-,-0.028,72.000
'14:03:02.136',0.014,-,-,-0.394,72.000
'14:03:02.144',-0.097,-,-,-0.408,71.200
'14:03:02.152',-0.125,-,-,-0.254,70.400
'14:03:02.160',-0.083,-,-,-0.085,70.400
'14:03:02.168',-0.069,-,-,0.000,69.600
'14:03:02.176',-0.056,-,-,0.000,68.800
'14:03:02.184',-0.069,-,-,0.000,68.800
'14:03:02.192',-0.097,-,-,0.014,68.000
'14:03:02.200',-0.125,-,-,0.000,68.000
'14:03:02.208',-0.125,-,-,0.000,67.200
'14:03:02.216',-0.139,-,-,-0.014,67.200
'14:03:02.224',-0.153,-,-,-0.028,68.000
'14:03:02.232',-0.153,-,-,-0.042,69.600
'14:03:02.240',-0.153,-,-,-0.056,74.400
'14:03:02.248',-0.167,-,-,-0.070,81.600
'14:03:02.256',-0.167,-,-,-0.085,91.200
'14:03:02.264',-0.167,-,-,-0.070,102.400
'14:03:02.272',-0.181,-,-,-0.127,112.800
'14:03:02.280',-0.181,-,-,-0.141,120.800
'14:03:02.288',-0.181,-,-,-0.141,124.800
'14:03:02.296',-0.194,-,-,-0.169,125.600
'14:03:02.304',-0.194,-,-,-0.169,124.800
'14:03:02.312',-0.181,-,-,-0.183,122.400
'14:03:02.320',-0.181,-,-,-0.183,120.000
'14:03:02.328',-0.167,-,-,-0.169,118.400
'14:03:02.336',-0.153,-,-,-0.169,116.000
'14:03:02.344',-0.153,-,-,-0.169,115.200
'14:03:02.352',-0.139,-,-,-0.169,113.600
'14:03:02.360',-0.125,-,-,-0.141,112.000
'14:03:02.368',-0.083,-,-,-0.127,110.400
'14:03:02.376',-0.056,-,-,-0.113,108.800
'14:03:02.384',-0.042,-,-,-0.070,106.400
'14:03:02.392',-0.028,-,-,-0.056,104.000
'14:03:02.400',-0.028,-,-,-0.028,101.600
'14:03:02.408',-0.014,-,-,0.000,99.200
'14:03:02.416',0.000,-,-,0.000,96.000
'14:03:02.424',0.000,-,-,0.028,92.800
'14:03:02.432',0.014,-,-,0.014,89.600
'14:03:02.440',0.014,-,-,0.042,86.400
'14:03:02.448',0.028,-,-,0.056,84.800
'14:03:02.456',0.028,-,-,0.056,83.200
'14:03:02.464',0.042,-,-,0.056,83.200
'14:03:02.472',0.056,-,-,0.070,83.200
'14:03:02.480',0.069,-,-,0.085,84.000
'14:03:02.488',0.069,-,-,0.085,84.000
'14:03:02.496',0.069,-,-,0.085,84.000
'14:03:02.504',0.069,-,-,0.085,84.000
'14:03:02.512',0.069,-,-,0.085,83.200
'14:03:02.520',0.069,-,-,0.085,82.400
'14:03:02.528',0.069,-,-,0.113,81.600
'14:03:02.536',0.083,-,-,0.113,80.800
'14:03:02.544',0.069,-,-,0.085,80.000
'14:03:02.552',0.056,-,-,0.113,79.200
'14:03:02.560',0.042,-,-,0.085,78.400
'14:03:02.568',0.042,-,-,0.085,77.600
'14:03:02.576',0.042,-,-,0.070,77.600
'14:03:02.584',0.042,-,-,0.056,76.800
'14:03:02.592',0.042,-,-,0.070,76.000
'14:03:02.600',0.028,-,-,0.056,75.200
'14:03:02.608',0.028,-,-,0.056,74.400
'14:03:02.616',0.042,-,-,0.056,73.600
'14:03:02.624',0.042,-,-,0.056,72.800
'14:03:02.632',0.028,-,-,0.042,72.000
'14:03:02.640',0.028,-,-,0.056,72.000
'14:03:02.648',0.028,-,-,0.056,71.200
'14:03:02.656',0.028,-,-,0.042,70.400
'14:03:02.664',0.028,-,-,0.042,69.600
'14:03:02.672',0.028,-,-,0.056,69.600
'14:03:02.680',0.028,-,-,0.042,68.800
'14:03:02.688',0.028,-,-,0.056,68.000
'14:03:02.696',0.028,-,-,0.085,68.000
'14:03:02.704',0.028,-,-,0.056,67.200
'14:03:02.712',0.028,-,-,0.056,66.400
'14:03:02.720',0.014,-,-,0.085,66.400
'14:03:02.728',0.014,-,-,0.056,65.600
'14:03:02.736',0.014,-,-,0.070,64.800
'14:03:02.744',0.028,-,-,0.085,64.800
'14:03:02.752',0.014,-,-,0.056,64.000
'14:03:02.760',0.014,-,-,0.056,64.000
'14:03:02.768',0.014,-,-,0.056,64.000
'14:03:02.776',0.014,-,-,0.042,63.200
'14:03:02.784',-0.014,-,-,0.056,63.200
'14:03:02.792',-0.014,-,-,0.042,63.200
'14:03:02.800',0.014,-,-,-0.028,62.400
'14:03:02.808',0.014,-,-,0.070,62.400
'14:03:02.816',-0.153,-,-,0.056,61.600
'14:03:02.824',-0.319,-,-,0.000,61.600
'14:03:02.832',-0.542,-,-,-0.183,60.800
'14:03:02.840',-0.764,-,-,-0.507,60.800
'14:03:02.848',-1.028,-,-,-0.845,60.000
'14:03:02.856',-1.208,-,-,-1.141,60.000
'14:03:02.864',-1.264,-,-,-1.254,59.200
'14:03:02.872',-1.056,-,-,-1.169,58.400
'14:03:02.880',-0.736,-,-,-0.972,58.400
'14:03:02.888',-0.417,-,-,-0.563,58.400
'14:03:02.896',-0.181,-,-,-0.268,57.600
'14:03:02.904',-0.028,-,-,-0.085,57.600
'14:03:02.912',0.097,-,-,0.085,57.600
'14:03:02.920',0.208,-,-,0.197,56.800
'14:03:02.928',0.250,-,-,0.239,56.800
'14:03:02.936',0.250,-,-,0.254,56.800
'14:03:02.944',0.278,-,-,0.239,56.000
'14:03:02.952',0.292,-,-,0.254,56.000
'14:03:02.960',0.306,-,-,0.239,56.000
'14:03:02.968',0.306,-,-,0.239,56.800
'14:03:02.976',0.319,-,-,0.239,57.600
'14:03:02.984',0.347,-,-,0.225,60.800
'14:03:02.992',0.347,-,-,0.239,65.600
'14:03:03.000',0.361,-,-,0.225,74.400
'14:03:03.008',0.361,-,-,0.225,84.800
'14:03:03.016',0.361,-,-,0.197,95.200
'14:03:03.024',0.375,-,-,0.239,104.000
'14:03:03.032',0.389,-,-,0.225,110.400
'14:03:03.040',0.403,-,-,0.225,113.600
'14:03:03.048',0.403,-,-,0.197,114.400
'14:03:03.056',0.431,-,-,0.239,113.600
'14:03:03.064',0.458,-,-,0.254,112.000
'14:03:03.072',0.486,-,-,0.239,109.600
'14:03:03.080',0.500,-,-,0.268,107.200
'14:03:03.088',0.486,-,-,0.254,105.600
'14:03:03.096',0.500,-,-,0.268,104.000
'14:03:03.104',0.486,-,-,0.268,102.400
'14:03:03.112',0.458,-,-,0.268,101.600
'14:03:03.120',0.403,-,-,0.254,100.000
'14:03:03.128',0.389,-,-,0.268,98.400
'14:03:03.136',0.347,-,-,0.239,96.800
'14:03:03.144',0.278,-,-,0.197,94.400
'14:03:03.152',0.208,-,-,0.155,92.800
'14:03:03.160',0.181,-,-,0.127,89.600
'14:03:03.168',0.153,-,-,0.113,87.200
'14:03:03.176',0.125,-,-,0.085,84.000
'14:03:03.184',0.097,-,-,0.113,81.600
'14:03:03.192',0.083,-,-,0.056,79.200
'14:03:03.200',0.069,-,-,0.056,76.800
'14:03:03.208',0.069,-,-,0.056,76.000
'14:03:03.216',0.069,-,-,0.042,76.000
'14:03:03.224',0.056,-,-,0.070,76.000
'14:03:03.232',0.056,-,-,0.056,76.800
'14:03:03.240',0.056,-,-,0.042,76.800
'14:03:03.248',0.056,-,-,0.056,77.600
'14:03:03.256',0.042,-,-,0.056,77.600
'14:03:03.264',0.028,-,-,0.085,76.800
'14:03:03.272',0.028,-,-,0.056,76.800
'14:03:03.280',0.042,-,-,0.056,76.000
'14:03:03.288',0.042,-,-,0.085,75.200
'14:03:03.296',0.042,-,-,0.085,74.400
'14:03:03.304',0.042,-,-,0.056,73.600
'14:03:03.312',0.028,-,-,0.070,72.800
'14:03:03.320',0.000,-,-,0.056,72.000
'14:03:03.328',-0.014,-,-,0.028,72.000
'14:03:03.336',-0.014,-,-,0.042,71.200
'14:03:03.344',-0.014,-,-,0.056,71.200
'14:03:03.352',-0.014,-,-,0.042,70.400
'14:03:03.360',-0.042,-,-,0.042,70.400
'14:03:03.368',-0.056,-,-,0.014,69.600
'14:03:03.376',-0.083,-,-,0.000,69.600
'14:03:03.384',-0.097,-,-,0.000,69.600
'14:03:03.392',-0.125,-,-,-0.014,68.800
'14:03:03.400',-0.125,-,-,-0.028,68.800
'14:03:03.408',-0.097,-,-,-0.028,68.000
'14:03:03.416',-0.139,-,-,-0.014,68.000
'14:03:03.424',-0.153,-,-,-0.028,67.200
'14:03:03.432',-0.097,-,-,-0.070,67.200
'14:03:03.440',-0.097,-,-,0.000,67.200
'14:03:03.448',-0.250,-,-,0.000,67.200
'14:03:03.456',-0.403,-,-,-0.014,66.400
'14:03:03.464',-0.597,-,-,-0.169,66.400
'14:03:03.472',-0.833,-,-,-0.479,66.400
'14:03:03.480',-1.083,-,-,-0.831,65.600
'14:03:03.488',-1.292,-,-,-1.155,65.600
'14:03:03.496',-1.347,-,-,-1.310,64.800
'14:03:03.504',-1.153,-,-,-1.338,64.800
'14:03:03.512',-0.819,-,-,-1.056,64.800
'14:03:03.520',-0.486,-,-,-0.620,64.000
'14:03:03.528',-0.250,-,-,-0.310,64.000
'14:03:03.536',-0.069,-,-,-0.113,64.000
'14:03:03.544',0.042,-,-,0.042,63.200
'14:03:03.552',0.153,-,-,0.155,63.200
'14:03:03.560',0.181,-,-,0.197,63.200
'14:03:03.568',0.194,-,-,0.197,62.400
'14:03:03.576',0.181,-,-,0.197,62.400
'14:03:03.584',0.181,-,-,0.169,62.400
'14:03:03.592',0.194,-,-,0.155,62.400
'14:03:03.600',0.194,-,-,0.141,62.400
'14:03:03.608',0.208,-,-,0.127,62.400
'14:03:03.616',0.250,-,-,0.127,63.200
'14:03:03.624',0.278,-,-,0.155,65.600
'14:03:03.632',0.306,-,-,0.127,70.400
'14:03:03.640',0.361,-,-,0.155,76.800
'14:03:03.648',0.389,-,-,0.169,84.800
'14:03:03.656',0.403,-,-,0.183,93.600
'14:03:03.664',0.417,-,-,0.197,100.800
'14:03:03.672',0.431,-,-,0.197,107.200
'14:03:03.680',0.458,-,-,0.197,110.400
'14:03:03.688',0.472,-,-,0.225,112.000
'14:03:03.696',0.472,-,-,0.197,112.000
'14:03:03.704',0.486,-,-,0.239,111.200
'14:03:03.712',0.472,-,-,0.239,109.600
'14:03:03.720',0.431,-,-,0.239,108.000
'14:03:03.728',0.403,-,-,0.225,106.400
'14:03:03.736',0.375,-,-,0.197,104.800
'14:03:03.744',0.347,-,-,0.183,103.200
'14:03:03.752',0.292,-,-,0.169,102.400
'14:03:03.760',0.250,-,-,0.127,100.000
'14:03:03.768',0.194,-,-,0.113,98.400
'14:03:03.776',0.167,-,-,0.085,96.000
'14:03:03.784',0.139,-,-,0.085,93.600
'14:03:03.792',0.125,-,-,0.085,91.200
'14:03:03.800',0.097,-,-,0.056,88.000
'14:03:03.808',0.083,-,-,0.085,85.600
'14:03:03.816',0.083,-,-,0.056,82.400
'14:03:03.824',0.083,-,-,0.056,80.000
'14:03:03.832',0.083,-,-,0.056,78.400
'14:03:03.840',0.083,-,-,0.056,77.600
'14:03:03.848',0.083,-,-,0.056,77.600
'14:03:03.856',0.083,-,-,0.056,77.600
'14:03:03.864',0.083,-,-,0.056,77.600
'14:03:03.872',0.083,-,-,0.042,77.600
'14:03:03.880',0.083,-,-,0.056,78.400
'14:03:03.888',0.083,-,-,0.042,78.400
'14:03:03.896',0.097,-,-,0.070,78.400
'14:03:03.904',0.097,-,-,0.085,77.600
'14:03:03.912',0.097,-,-,0.070,77.600
'14:03:03.920',0.083,-,-,0.085,76.800
'14:03:03.928',0.083,-,-,0.056,76.000
'14:03:03.936',0.097,-,-,0.056,76.000
'14:03:03.944',0.125,-,-,0.085,75.200
'14:03:03.952',0.083,-,-,0.085,74.400
'14:03:03.960',0.069,-,-,0.070,73.600
'14:03:03.968',0.069,-,-,0.056,73.600
'14:03:03.976',0.069,-,-,0.085,72.800
'14:03:03.984',0.069,-,-,0.113,72.000
'14:03:03.992',0.097,-,-,0.028,71.200
'14:03:04.000',0.097,-,-,0.113,70.400
'14:03:04.008',-0.014,-,-,0.113,69.600
'14:03:04.016',-0.167,-,-,0.056,69.600
'14:03:04.024',-0.375,-,-,-0.014,68.800
'14:03:04.032',-0.597,-,-,-0.310,68.800
'14:03:04.040',-0.847,-,-,-0.704,68.000
'14:03:04.048',-1.097,-,-,-1.056,67.200
'14:03:04.056',-1.194,-,-,-1.268,67.200
'14:03:04.064',-1.056,-,-,-1.310,66.400
'14:03:04.072',-0.736,-,-,-1.070,66.400
'14:03:04.080',-0.389,-,-,-0.676,65.600
'14:03:04.088',-0.125,-,-,-0.310,65.600
'14:03:04.096',0.042,-,-,-0.127,64.800
'14:03:04.104',0.181,-,-,0.056,64.800
'14:03:04.112',0.292,-,-,0.183,64.800
'14:03:04.120',0.347,-,-,0.254,64.000
'14:03:04.128',0.375,-,-,0.268,64.000
'14:03:04.136',0.389,-,-,0.282,64.000
'14:03:04.144',0.403,-,-,0.282,63.200
'14:03:04.152',0.403,-,-,0.268,63.200
'14:03:04.160',0.417,-,-,0.282,63.200
'14:03:04.168',0.431,-,-,0.282,63.200
'14:03:04.176',0.431,-,-,0.268,64.000
'14:03:04.184',0.458,-,-,0.268,67.200
'14:03:04.192',0.458,-,-,0.254,71.200
'14:03:04.200',0.472,-,-,0.254,78.400
'14:03:04.208',0.486,-,-,0.254,87.200
'14:03:04.216',0.500,-,-,0.239,96.000
'14:03:04.224',0.500,-,-,0.254,104.000
'14:03:04.232',0.514,-,-,0.254,109.600
'14:03:04.240',0.528,-,-,0.239,113.600
'14:03:04.248',0.528,-,-,0.254,114.400
'14:03:04.256',0.542,-,-,0.239,114.400
'14:03:04.264',0.528,-,-,0.239,113.600
'14:03:04.272',0.514,-,-,0.254,112.000
'14:03:04.280',0.500,-,-,0.254,110.400
'14:03:04.288',0.486,-,-,0.239,108.800
'14:03:04.296',0.431,-,-,0.239,108.000
'14:03:04.304',0.389,-,-,0.225,107.200
'14:03:04.312',0.347,-,-,0.183,105.600
'14:03:04.320',0.292,-,-,0.169,104.800
'14:03:04.328',0.250,-,-,0.141,102.400
'14:03:04.336',0.194,-,-,0.127,100.800
'14:03:04.344',0.181,-,-,0.113,98.400
'14:03:04.352',0.153,-,-,0.127,95.200
'14:03:04.360',0.139,-,-,0.113,92.000
'14:03:04.368',0.125,-,-,0.085,88.800
'14:03:04.376',0.097,-,-,0.070,85.600
'14:03:04.384',0.097,-,-,0.085,82.400
'14:03:04.392',0.083,-,-,0.070,80.000
'14:03:04.400',0.083,-,-,0.085,79.200
'14:03:04.408',0.083,-,-,0.056,78.400
'14:03:04.416',0.083,-,-,0.056,78.400
'14:03:04.424',0.083,-,-,0.056,79.200
'14:03:04.432',0.083,-,-,0.042,79.200
'14:03:04.440',0.069,-,-,0.056,80.000
'14:03:04.448',0.069,-,-,0.042,80.000
'14:03:04.456',0.069,-,-,0.056,80.000
'14:03:04.464',0.069,-,-,0.028,79.200
'14:03:04.472',0.056,-,-,0.042,79.200
'14:03:04.480',0.056,-,-,0.042,78.400
'14:03:04.488',0.056,-,-,0.056,77.600
'14:03:04.496',0.056,-,-,0.028,76.800
'14:03:04.504',0.042,-,-,0.042,76.000
'14:03:04.512',0.028,-,-,0.042,76.000
'14:03:04.520',0.014,-,-,0.028,75.200
'14:03:04.528',0.014,-,-,0.028,74.400
'14:03:04.536',0.000,-,-,0.028,73.600
'14:03:04.544',0.000,-,-,0.028,73.600
'14:03:04.552',0.000,-,-,0.014,72.800
'14:03:04.560',-0.014,-,-,0.014,72.000
'14:03:04.568',-0.014,-,-,0.014,72.000
'14:03:04.576',0.000,-,-,0.028,71.200
'14:03:04.584',0.000,-,-,0.014,70.400
'14:03:04.592',0.014,-,-,0.028,70.400
'14:03:04.600',0.083,-,-,0.056,69.600
'14:03:04.608',0.292,-,-,0.268,69.600
'14:03:04.616',0.528,-,-,0.479,68.800
'14:03:04.624',0.569,-,-,0.521,68.000
'14:03:04.632',0.194,-,-,-0.239,68.000
'14:03:04.640',0.000,-,-,-0.451,67.200
'14:03:04.648',-0.083,-,-,-0.352,67.200
'14:03:04.656',-0.125,-,-,-0.254,66.400
'14:03:04.664',-0.097,-,-,-0.113,66.400
'14:03:04.672',-0.097,-,-,-0.028,65.600
'14:03:04.680',-0.125,-,-,-0.028,65.600
'14:03:04.688',-0.139,-,-,-0.028,65.600
'14:03:04.696',-0.153,-,-,-0.042,64.800
'14:03:04.704',-0.153,-,-,-0.056,64.800
'14:03:04.712',-0.167,-,-,-0.056,64.000
'14:03:04.720',-0.194,-,-,-0.070,64.800
'14:03:04.728',-0.208,-,-,-0.070,65.600
'14:03:04.736',-0.181,-,-,-0.127,68.000
'14:03:04.744',-0.167,-,-,-0.070,74.400
'14:03:04.752',-0.194,-,-,-0.113,83.200
'14:03:04.760',-0.194,-,-,-0.127,94.400
'14:03:04.768',-0.194,-,-,-0.113,105.600
'14:03:04.776',-0.208,-,-,-0.155,114.400
