'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'34:43:47.312',-,0.000,-,-,-0.016,-,107.520,-
'34:43:47.320',-,0.000,-,-,0.000,-,107.520,-
'34:43:47.328',-,0.000,-,-,-0.008,-,106.560,-
'34:43:47.336',-,-0.064,-,-,0.016,-,106.560,-
'34:43:47.344',-,-0.032,-,-,0.008,-,105.120,-
'34:43:47.352',-,-0.064,-,-,0.016,-,105.120,-
'34:43:47.360',-,0.000,-,-,0.000,-,104.160,-
'34:43:47.368',-,-0.032,-,-,0.008,-,104.160,-
'34:43:47.376',-,0.168,-,-,-0.064,-,102.720,-
'34:43:47.384',-,0.200,-,-,-0.080,-,102.720,-
'34:43:47.392',-,0.096,-,-,-0.040,-,101.760,-
'34:43:47.400',-,0.064,-,-,-0.128,-,100.320,-
'34:43:47.408',-,0.096,-,-,-0.144,-,100.320,-
'34:43:47.416',-,0.064,-,-,-0.112,-,100.320,-
'34:43:47.424',-,0.096,-,-,-0.112,-,99.360,-
'34:43:47.432',-,-0.032,-,-,-0.080,-,99.360,-
'34:43:47.440',-,-0.096,-,-,-0.088,-,99.360,-
'34:43:47.448',-,-0.200,-,-,-0.064,-,99.360,-
'34:43:47.456',-,-0.448,-,-,0.000,-,99.360,-
'34:43:47.464',-,-0.512,-,-,0.032,-,97.920,-
'34:43:47.472',-,-0.616,-,-,0.096,-,97.920,-
'34:43:47.480',-,-0.544,-,-,0.128,-,97.920,-
'34:43:47.488',-,-0.376,-,-,0.112,-,96.960,-
'34:43:47.496',-,-0.200,-,-,0.080,-,96.960,-
'34:43:47.504',-,-0.136,-,-,0.072,-,96.960,-
'34:43:47.512',-,-0.064,-,-,0.064,-,95.520,-
'34:43:47.520',-,-0.064,-,-,0.072,-,95.520,-
'34:43:47.528',-,-0.136,-,-,0.096,-,94.560,-
'34:43:47.536',-,-0.168,-,-,0.112,-,94.560,-
'34:43:47.544',-,-0.064,-,-,0.080,-,94.560,-
'34:43:47.552',-,-0.064,-,-,0.080,-,94.560,-
'34:43:47.560',-,-0.064,-,-,0.088,-,94.560,-
'34:43:47.568',-,-0.096,-,-,0.080,-,96.960,-
'34:43:47.576',-,-0.136,-,-,0.112,-,99.360,-
'34:43:47.584',-,0.000,-,-,0.072,-,101.760,-
'34:43:47.592',-,0.000,-,-,0.080,-,105.120,-
'34:43:47.600',-,-0.032,-,-,0.088,-,108.960,-
'34:43:47.608',-,-0.064,-,-,0.096,-,111.360,-
'34:43:47.616',-,0.000,-,-,0.104,-,114.720,-
'34:43:47.624',-,0.000,-,-,0.088,-,117.120,-
'34:43:47.632',-,0.000,-,-,0.112,-,118.560,-
'34:43:47.640',-,-0.064,-,-,0.104,-,119.520,-
'34:43:47.648',-,0.000,-,-,0.088,-,120.960,-
'34:43:47.656',-,0.000,-,-,0.096,-,120.960,-
'34:43:47.664',-,0.032,-,-,0.072,-,119.520,-
'34:43:47.672',-,0.000,-,-,0.080,-,119.520,-
'34:43:47.680',-,0.064,-,-,0.032,-,118.560,-
'34:43:47.688',-,0.136,-,-,0.008,-,116.160,-
'34:43:47.696',-,0.168,-,-,-0.008,-,114.720,-
'34:43:47.704',-,0.032,-,-,0.016,-,112.320,-
'34:43:47.712',-,0.200,-,-,-0.032,-,109.920,-
'34:43:47.720',-,0.200,-,-,-0.040,-,107.520,-
'34:43:47.728',-,0.136,-,-,-0.024,-,105.120,-
'34:43:47.736',-,0.136,-,-,-0.016,-,102.720,-
'34:43:47.744',-,0.136,-,-,-0.016,-,100.320,-
'34:43:47.752',-,0.096,-,-,-0.016,-,99.360,-
'34:43:47.760',-,0.136,-,-,-0.080,-,96.960,-
'34:43:47.768',-,0.168,-,-,-0.096,-,95.520,-
'34:43:47.776',-,0.200,-,-,-0.096,-,94.560,-
'34:43:47.784',-,0.064,-,-,-0.064,-,94.560,-
'34:43:47.792',-,0.168,-,-,-0.088,-,94.560,-
'34:43:47.800',-,0.200,-,-,-0.080,-,95.520,-
'34:43:47.808',-,0.032,-,-,-0.032,-,96.960,-
'34:43:47.816',-,0.000,-,-,0.000,-,97.920,-
'34:43:47.824',-,-0.064,-,-,0.008,-,99.360,-
'34:43:47.832',-,0.000,-,-,0.000,-,100.320,-
'34:43:47.840',-,-0.064,-,-,0.016,-,100.320,-
'34:43:47.848',-,-0.096,-,-,0.016,-,100.320,-
'34:43:47.856',-,-0.064,-,-,0.000,-,100.320,-
'34:43:47.864',-,-0.032,-,-,0.008,-,100.320,-
'34:43:47.872',-,-0.064,-,-,0.016,-,100.320,-
'34:43:47.880',-,-0.096,-,-,0.016,-,99.360,-
'34:43:47.888',-,-0.096,-,-,0.016,-,97.920,-
'34:43:47.896',-,-0.064,-,-,0.024,-,96.960,-
'34:43:47.904',-,-0.096,-,-,0.016,-,95.520,-
'34:43:47.912',-,-0.064,-,-,0.024,-,95.520,-
'34:43:47.920',-,-0.096,-,-,0.024,-,94.560,-
'34:43:47.928',-,-0.064,-,-,0.016,-,93.120,-
'34:43:47.936',-,-0.168,-,-,0.048,-,92.160,-
'34:43:47.944',-,-0.096,-,-,0.024,-,90.720,-
'34:43:47.952',-,-0.136,-,-,0.032,-,89.760,-
'34:43:47.960',-,0.168,-,-,-0.064,-,88.320,-
'34:43:47.968',-,0.240,-,-,-0.080,-,87.360,-
'34:43:47.976',-,0.064,-,-,-0.040,-,85.920,-
'34:43:47.984',-,0.136,-,-,-0.144,-,84.960,-
'34:43:47.992',-,0.096,-,-,-0.152,-,83.520,-
'34:43:48.000',-,0.136,-,-,-0.112,-,83.520,-
'34:43:48.008',-,0.136,-,-,-0.112,-,82.560,-
'34:43:48.016',-,0.000,-,-,-0.088,-,82.560,-
'34:43:48.024',-,-0.064,-,-,-0.112,-,82.560,-
'34:43:48.032',-,-0.272,-,-,-0.040,-,82.560,-
'34:43:48.040',-,-0.408,-,-,-0.008,-,82.560,-
'34:43:48.048',-,-0.512,-,-,0.032,-,82.560,-
'34:43:48.056',-,-0.616,-,-,0.096,-,82.560,-
'34:43:48.064',-,-0.448,-,-,0.112,-,83.520,-
'34:43:48.072',-,-0.376,-,-,0.096,-,83.520,-
'34:43:48.080',-,-0.168,-,-,0.072,-,83.520,-
'34:43:48.088',-,-0.032,-,-,0.048,-,83.520,-
'34:43:48.096',-,-0.032,-,-,0.064,-,84.960,-
'34:43:48.104',-,-0.032,-,-,0.048,-,84.960,-
'34:43:48.112',-,0.000,-,-,0.072,-,84.960,-
'34:43:48.120',-,-0.032,-,-,0.064,-,84.960,-
'34:43:48.128',-,0.000,-,-,0.048,-,85.920,-
'34:43:48.136',-,-0.032,-,-,0.072,-,85.920,-
'34:43:48.144',-,0.000,-,-,0.064,-,88.320,-
'34:43:48.152',-,-0.032,-,-,0.072,-,90.720,-
'34:43:48.160',-,-0.032,-,-,0.072,-,94.560,-
'34:43:48.168',-,0.000,-,-,0.080,-,97.920,-
'34:43:48.176',-,-0.032,-,-,0.072,-,101.760,-
'34:43:48.184',-,0.000,-,-,0.096,-,106.560,-
'34:43:48.192',-,-0.136,-,-,0.112,-,109.920,-
'34:43:48.200',-,-0.064,-,-,0.112,-,113.760,-
'34:43:48.208',-,0.032,-,-,0.072,-,117.120,-
'34:43:48.216',-,0.064,-,-,0.048,-,118.560,-
'34:43:48.224',-,0.000,-,-,0.080,-,120.960,-
'34:43:48.232',-,0.032,-,-,0.072,-,120.960,-
'34:43:48.240',-,0.096,-,-,0.032,-,120.960,-
'34:43:48.248',-,0.096,-,-,0.024,-,120.960,-
'34:43:48.256',-,0.136,-,-,0.016,-,119.520,-
'34:43:48.264',-,0.136,-,-,0.000,-,118.560,-
'34:43:48.272',-,0.136,-,-,0.008,-,117.120,-
'34:43:48.280',-,0.168,-,-,-0.016,-,114.720,-
'34:43:48.288',-,0.136,-,-,0.000,-,113.760,-
'34:43:48.296',-,0.136,-,-,-0.032,-,111.360,-
'34:43:48.304',-,0.096,-,-,-0.016,-,108.960,-
'34:43:48.312',-,0.136,-,-,-0.024,-,106.560,-
'34:43:48.320',-,0.136,-,-,-0.016,-,104.160,-
'34:43:48.328',-,0.168,-,-,-0.032,-,100.320,-
'34:43:48.336',-,0.136,-,-,-0.024,-,97.920,-
'34:43:48.344',-,0.136,-,-,-0.080,-,95.520,-
'34:43:48.352',-,0.096,-,-,-0.088,-,93.120,-
'34:43:48.360',-,0.168,-,-,-0.096,-,92.160,-
'34:43:48.368',-,0.200,-,-,-0.112,-,90.720,-
'34:43:48.376',-,0.168,-,-,-0.096,-,90.720,-
'34:43:48.384',-,0.096,-,-,-0.064,-,90.720,-
'34:43:48.392',-,0.064,-,-,-0.040,-,92.160,-
'34:43:48.400',-,0.000,-,-,0.000,-,93.120,-
'34:43:48.408',-,0.000,-,-,-0.016,-,94.560,-
'34:43:48.416',-,-0.064,-,-,0.008,-,95.520,-
'34:43:48.424',-,-0.032,-,-,0.000,-,96.960,-
'34:43:48.432',-,0.000,-,-,0.000,-,96.960,-
'34:43:48.440',-,-0.136,-,-,0.016,-,97.920,-
'34:43:48.448',-,-0.168,-,-,0.032,-,97.920,-
'34:43:48.456',-,0.000,-,-,-0.016,-,97.920,-
'34:43:48.464',-,0.000,-,-,-0.008,-,96.960,-
'34:43:48.472',-,0.000,-,-,0.000,-,96.960,-
'34:43:48.480',-,0.000,-,-,0.000,-,96.960,-
'34:43:48.488',-,0.000,-,-,0.000,-,95.520,-
'34:43:48.496',-,-0.064,-,-,-0.008,-,95.520,-
'34:43:48.504',-,-0.096,-,-,0.024,-,94.560,-
'34:43:48.512',-,-0.032,-,-,0.008,-,94.560,-
'34:43:48.520',-,0.000,-,-,0.000,-,94.560,-
'34:43:48.528',-,-0.064,-,-,0.016,-,93.120,-
'34:43:48.536',-,-0.032,-,-,0.000,-,93.120,-
'34:43:48.544',-,0.136,-,-,-0.064,-,92.160,-
'34:43:48.552',-,0.168,-,-,-0.064,-,92.160,-
'34:43:48.560',-,0.096,-,-,-0.064,-,90.720,-
'34:43:48.568',-,0.032,-,-,-0.112,-,90.720,-
'34:43:48.576',-,0.064,-,-,-0.136,-,89.760,-
'34:43:48.584',-,0.096,-,-,-0.112,-,89.760,-
'34:43:48.592',-,0.064,-,-,-0.112,-,88.320,-
'34:43:48.600',-,0.000,-,-,-0.096,-,88.320,-
'34:43:48.608',-,-0.096,-,-,-0.096,-,88.320,-
'34:43:48.616',-,-0.240,-,-,-0.064,-,87.360,-
'34:43:48.624',-,-0.448,-,-,0.000,-,87.360,-
'34:43:48.632',-,-0.544,-,-,0.032,-,87.360,-
'34:43:48.640',-,-0.616,-,-,0.080,-,87.360,-
'34:43:48.648',-,-0.448,-,-,0.104,-,87.360,-
'34:43:48.656',-,-0.344,-,-,0.088,-,87.360,-
'34:43:48.664',-,-0.200,-,-,0.072,-,87.360,-
'34:43:48.672',-,-0.064,-,-,0.048,-,85.920,-
'34:43:48.680',-,-0.064,-,-,0.072,-,85.920,-
'34:43:48.688',-,-0.032,-,-,0.064,-,85.920,-
'34:43:48.696',-,0.000,-,-,0.048,-,85.920,-
'34:43:48.704',-,-0.064,-,-,0.072,-,85.920,-
'34:43:48.712',-,0.000,-,-,0.048,-,85.920,-
'34:43:48.720',-,-0.032,-,-,0.072,-,85.920,-
'34:43:48.728',-,0.000,-,-,0.064,-,87.360,-
'34:43:48.736',-,-0.064,-,-,0.072,-,89.760,-
'34:43:48.744',-,0.000,-,-,0.072,-,93.120,-
'34:43:48.752',-,-0.032,-,-,0.080,-,95.520,-
'34:43:48.760',-,0.000,-,-,0.072,-,100.320,-
'34:43:48.768',-,0.000,-,-,0.072,-,104.160,-
'34:43:48.776',-,0.000,-,-,0.072,-,108.960,-
'34:43:48.784',-,0.000,-,-,0.080,-,112.320,-
'34:43:48.792',-,0.000,-,-,0.072,-,114.720,-
'34:43:48.800',-,0.000,-,-,0.072,-,117.120,-
'34:43:48.808',-,0.000,-,-,0.064,-,119.520,-
'34:43:48.816',-,0.032,-,-,0.072,-,119.520,-
'34:43:48.824',-,0.064,-,-,0.048,-,119.520,-
'34:43:48.832',-,0.064,-,-,0.032,-,119.520,-
'34:43:48.840',-,0.096,-,-,0.016,-,118.560,-
'34:43:48.848',-,0.136,-,-,0.008,-,117.120,-
'34:43:48.856',-,0.136,-,-,-0.008,-,114.720,-
'34:43:48.864',-,0.136,-,-,-0.016,-,113.760,-
'34:43:48.872',-,0.136,-,-,-0.032,-,109.920,-
'34:43:48.880',-,0.136,-,-,-0.040,-,107.520,-
'34:43:48.888',-,0.096,-,-,-0.032,-,105.120,-
'34:43:48.896',-,0.096,-,-,-0.024,-,101.760,-
'34:43:48.904',-,0.136,-,-,-0.032,-,99.360,-
'34:43:48.912',-,0.136,-,-,-0.040,-,96.960,-
'34:43:48.920',-,0.168,-,-,-0.072,-,93.120,-
'34:43:48.928',-,0.200,-,-,-0.096,-,90.720,-
'34:43:48.936',-,0.168,-,-,-0.128,-,88.320,-
'34:43:48.944',-,0.200,-,-,-0.144,-,85.920,-
'34:43:48.952',-,0.200,-,-,-0.112,-,84.960,-
'34:43:48.960',-,0.136,-,-,-0.096,-,84.960,-
'34:43:48.968',-,0.096,-,-,-0.080,-,84.960,-
'34:43:48.976',-,0.032,-,-,-0.064,-,84.960,-
'34:43:48.984',-,-0.032,-,-,-0.016,-,84.960,-
'34:43:48.992',-,-0.032,-,-,-0.008,-,85.920,-
'34:43:49.000',-,0.000,-,-,-0.008,-,87.360,-
'34:43:49.008',-,-0.032,-,-,-0.016,-,87.360,-
'34:43:49.016',-,-0.064,-,-,0.000,-,88.320,-
'34:43:49.024',-,-0.064,-,-,-0.008,-,88.320,-
'34:43:49.032',-,-0.168,-,-,0.000,-,88.320,-
'34:43:49.040',-,-0.168,-,-,0.016,-,87.360,-
'34:43:49.048',-,-0.064,-,-,0.048,-,87.360,-
'34:43:49.056',-,0.000,-,-,0.072,-,87.360,-
'34:43:49.064',-,0.096,-,-,0.112,-,85.920,-
'34:43:49.072',-,0.240,-,-,0.136,-,84.960,-
'34:43:49.080',-,0.448,-,-,0.168,-,84.960,-
'34:43:49.088',-,0.512,-,-,0.200,-,83.520,-
'34:43:49.096',-,0.544,-,-,0.256,-,82.560,-
'34:43:49.104',-,0.168,-,-,0.320,-,82.560,-
'34:43:49.112',-,0.000,-,-,0.336,-,81.120,-
'34:43:49.120',-,0.032,-,-,0.288,-,80.160,-
'34:43:49.128',-,0.136,-,-,0.224,-,80.160,-
'34:43:49.136',-,0.136,-,-,0.192,-,78.720,-
'34:43:49.144',-,-0.064,-,-,0.144,-,78.720,-
'34:43:49.152',-,-0.168,-,-,0.032,-,77.760,-
'34:43:49.160',-,-0.200,-,-,-0.016,-,77.760,-
'34:43:49.168',-,-0.200,-,-,-0.040,-,76.320,-
'34:43:49.176',-,-0.200,-,-,-0.040,-,76.320,-
'34:43:49.184',-,-0.200,-,-,-0.040,-,76.320,-
'34:43:49.192',-,-0.240,-,-,-0.064,-,75.360,-
'34:43:49.200',-,-0.200,-,-,-0.040,-,75.360,-
'34:43:49.208',-,-0.168,-,-,-0.064,-,76.320,-
'34:43:49.216',-,-0.200,-,-,-0.040,-,76.320,-
'34:43:49.224',-,-0.168,-,-,-0.064,-,77.760,-
'34:43:49.232',-,-0.240,-,-,-0.040,-,80.160,-
'34:43:49.240',-,-0.200,-,-,-0.080,-,83.520,-
'34:43:49.248',-,-0.168,-,-,-0.240,-,88.320,-
'34:43:49.256',-,-0.240,-,-,-0.152,-,93.120,-
'34:43:49.264',-,-0.240,-,-,-0.136,-,96.960,-
'34:43:49.272',-,-0.272,-,-,-0.160,-,101.760,-
'34:43:49.280',-,-0.240,-,-,-0.152,-,105.120,-
'34:43:49.288',-,-0.272,-,-,-0.176,-,107.520,-
'34:43:49.296',-,-0.240,-,-,-0.176,-,108.960,-
'34:43:49.304',-,-0.272,-,-,-0.192,-,109.920,-
'34:43:49.312',-,-0.200,-,-,-0.192,-,108.960,-
'34:43:49.320',-,-0.168,-,-,-0.192,-,108.960,-
'34:43:49.328',-,-0.168,-,-,-0.168,-,106.560,-
'34:43:49.336',-,-0.136,-,-,-0.160,-,104.160,-
'34:43:49.344',-,-0.096,-,-,-0.152,-,101.760,-
'34:43:49.352',-,-0.064,-,-,-0.144,-,99.360,-
'34:43:49.360',-,-0.064,-,-,-0.136,-,95.520,-
'34:43:49.368',-,-0.064,-,-,-0.112,-,92.160,-
'34:43:49.376',-,-0.064,-,-,-0.096,-,88.320,-
'34:43:49.384',-,-0.064,-,-,-0.080,-,84.960,-
'34:43:49.392',-,-0.064,-,-,-0.064,-,81.120,-
'34:43:49.400',-,-0.064,-,-,-0.040,-,78.720,-
'34:43:49.408',-,-0.064,-,-,-0.024,-,76.320,-
'34:43:49.416',-,-0.064,-,-,-0.008,-,75.360,-
'34:43:49.424',-,-0.064,-,-,0.000,-,73.920,-
'34:43:49.432',-,-0.064,-,-,-0.008,-,73.920,-
'34:43:49.440',-,-0.032,-,-,0.000,-,75.360,-
'34:43:49.448',-,-0.064,-,-,0.016,-,76.320,-
'34:43:49.456',-,-0.032,-,-,0.008,-,77.760,-
'34:43:49.464',-,-0.032,-,-,0.016,-,78.720,-
'34:43:49.472',-,0.000,-,-,0.016,-,80.160,-
'34:43:49.480',-,0.000,-,-,0.024,-,81.120,-
'34:43:49.488',-,0.000,-,-,0.016,-,82.560,-
'34:43:49.496',-,0.032,-,-,0.016,-,82.560,-
'34:43:49.504',-,0.064,-,-,-0.016,-,82.560,-
'34:43:49.512',-,0.064,-,-,-0.064,-,82.560,-
'34:43:49.520',-,0.064,-,-,-0.064,-,81.120,-
'34:43:49.528',-,0.200,-,-,-0.016,-,81.120,-
'34:43:49.536',-,0.344,-,-,0.008,-,80.160,-
'34:43:49.544',-,0.304,-,-,0.072,-,78.720,-
'34:43:49.552',-,0.168,-,-,0.176,-,78.720,-
'34:43:49.560',-,0.000,-,-,0.336,-,77.760,-
'34:43:49.568',-,-0.168,-,-,0.440,-,76.320,-
'34:43:49.576',-,-0.032,-,-,0.392,-,76.320,-
'34:43:49.584',-,0.000,-,-,0.344,-,76.320,-
'34:43:49.592',-,-0.032,-,-,0.304,-,75.360,-
'34:43:49.600',-,-0.096,-,-,0.280,-,75.360,-
'34:43:49.608',-,-0.136,-,-,0.232,-,75.360,-
'34:43:49.616',-,-0.168,-,-,0.216,-,75.360,-
'34:43:49.624',-,-0.064,-,-,0.160,-,75.360,-
'34:43:49.632',-,-0.096,-,-,0.112,-,75.360,-
'34:43:49.640',-,-0.064,-,-,0.048,-,75.360,-
'34:43:49.648',-,-0.064,-,-,-0.016,-,75.360,-
'34:43:49.656',-,-0.032,-,-,-0.064,-,73.920,-
'34:43:49.664',-,-0.032,-,-,-0.080,-,73.920,-
'34:43:49.672',-,-0.032,-,-,-0.080,-,73.920,-
'34:43:49.680',-,-0.032,-,-,-0.072,-,75.360,-
'34:43:49.688',-,-0.064,-,-,-0.080,-,75.360,-
'34:43:49.696',-,-0.032,-,-,-0.072,-,76.320,-
'34:43:49.704',-,-0.064,-,-,-0.080,-,78.720,-
'34:43:49.712',-,0.000,-,-,-0.096,-,81.120,-
'34:43:49.720',-,-0.064,-,-,-0.080,-,84.960,-
'34:43:49.728',-,-0.064,-,-,-0.096,-,88.320,-
'34:43:49.736',-,-0.064,-,-,-0.088,-,93.120,-
'34:43:49.744',-,-0.064,-,-,-0.112,-,96.960,-
'34:43:49.752',-,-0.032,-,-,-0.144,-,100.320,-
'34:43:49.760',-,0.000,-,-,-0.168,-,102.720,-
'34:43:49.768',-,0.000,-,-,-0.176,-,105.120,-
'34:43:49.776',-,0.000,-,-,-0.176,-,106.560,-
'34:43:49.784',-,0.064,-,-,-0.200,-,106.560,-
'34:43:49.792',-,0.096,-,-,-0.208,-,106.560,-
'34:43:49.800',-,0.096,-,-,-0.200,-,105.120,-
'34:43:49.808',-,0.136,-,-,-0.192,-,104.160,-
'34:43:49.816',-,0.136,-,-,-0.200,-,100.320,-
'34:43:49.824',-,0.168,-,-,-0.176,-,97.920,-
'34:43:49.832',-,0.136,-,-,-0.160,-,94.560,-
'34:43:49.840',-,0.168,-,-,-0.144,-,90.720,-
'34:43:49.848',-,0.136,-,-,-0.128,-,87.360,-
'34:43:49.856',-,0.096,-,-,-0.096,-,82.560,-
'34:43:49.864',-,0.136,-,-,-0.096,-,80.160,-
'34:43:49.872',-,0.136,-,-,-0.088,-,77.760,-
'34:43:49.880',-,0.096,-,-,-0.072,-,76.320,-
'34:43:49.888',-,0.136,-,-,-0.064,-,76.320,-
'34:43:49.896',-,0.168,-,-,-0.080,-,76.320,-
'34:43:49.904',-,0.200,-,-,-0.064,-,76.320,-
'34:43:49.912',-,0.136,-,-,-0.072,-,78.720,-
'34:43:49.920',-,0.136,-,-,-0.040,-,80.160,-
'34:43:49.928',-,0.064,-,-,-0.016,-,81.120,-
'34:43:49.936',-,0.032,-,-,-0.016,-,82.560,-
'34:43:49.944',-,0.000,-,-,-0.016,-,83.520,-
'34:43:49.952',-,0.000,-,-,0.000,-,83.520,-
'34:43:49.960',-,-0.032,-,-,0.016,-,84.960,-
'34:43:49.968',-,-0.064,-,-,0.016,-,84.960,-
'34:43:49.976',-,-0.096,-,-,0.032,-,83.520,-
'34:43:49.984',-,-0.096,-,-,0.024,-,83.520,-
'34:43:49.992',-,-0.168,-,-,0.048,-,83.520,-
'34:43:50.000',-,-0.168,-,-,0.064,-,82.560,-
'34:43:50.008',-,-0.200,-,-,0.048,-,81.120,-
'34:43:50.016',-,-0.168,-,-,0.072,-,81.120,-
'34:43:50.024',-,-0.240,-,-,0.072,-,81.120,-
'34:43:50.032',-,-0.200,-,-,0.072,-,80.160,-
'34:43:50.040',-,-0.168,-,-,0.064,-,80.160,-
