'Elapsed time','I','AVF','MCL1','ABP'
'34:11:41.976',-0.040,-,-,51.200
'34:11:41.984',-0.032,-,-,51.200
'34:11:41.992',-0.032,-,-,51.200
'34:11:42.000',-0.024,-,-,51.200
'34:11:42.008',-0.032,-,-,51.200
'34:11:42.016',-0.032,-,-,51.200
'34:11:42.024',-0.024,-,-,51.200
'34:11:42.032',-0.024,-,-,51.200
'34:11:42.040',-0.024,-,-,52.000
'34:11:42.048',-0.024,-,-,52.800
'34:11:42.056',-0.016,-,-,55.200
'34:11:42.064',-0.008,-,-,57.600
'34:11:42.072',-0.008,-,-,61.600
'34:11:42.080',0.000,-,-,65.600
'34:11:42.088',0.008,-,-,71.200
'34:11:42.096',0.024,-,-,76.000
'34:11:42.104',0.032,-,-,81.600
'34:11:42.112',0.048,-,-,87.200
'34:11:42.120',0.056,-,-,92.800
'34:11:42.128',0.064,-,-,97.600
'34:11:42.136',0.080,-,-,101.600
'34:11:42.144',0.080,-,-,105.600
'34:11:42.152',0.088,-,-,108.000
'34:11:42.160',0.080,-,-,110.400
'34:11:42.168',0.080,-,-,111.200
'34:11:42.176',0.072,-,-,111.200
'34:11:42.184',0.056,-,-,111.200
'34:11:42.192',0.040,-,-,109.600
'34:11:42.200',0.024,-,-,108.800
'34:11:42.208',0.008,-,-,107.200
'34:11:42.216',-0.008,-,-,104.800
'34:11:42.224',-0.032,-,-,102.400
'34:11:42.232',-0.048,-,-,100.000
'34:11:42.240',-0.056,-,-,97.600
'34:11:42.248',-0.064,-,-,95.200
'34:11:42.256',-0.064,-,-,92.000
'34:11:42.264',-0.064,-,-,88.800
'34:11:42.272',-0.056,-,-,85.600
'34:11:42.280',-0.048,-,-,82.400
'34:11:42.288',-0.040,-,-,79.200
'34:11:42.296',-0.032,-,-,76.000
'34:11:42.304',-0.032,-,-,72.800
'34:11:42.312',-0.024,-,-,69.600
'34:11:42.320',-0.024,-,-,67.200
'34:11:42.328',-0.024,-,-,65.600
'34:11:42.336',-0.024,-,-,63.200
'34:11:42.344',-0.032,-,-,62.400
'34:11:42.352',-0.040,-,-,61.600
'34:11:42.360',-0.040,-,-,61.600
'34:11:42.368',-0.048,-,-,60.800
'34:11:42.376',-0.048,-,-,61.600
'34:11:42.384',-0.056,-,-,61.600
'34:11:42.392',-0.056,-,-,62.400
'34:11:42.400',-0.064,-,-,63.200
'34:11:42.408',-0.072,-,-,63.200
'34:11:42.416',-0.072,-,-,64.000
'34:11:42.424',-0.080,-,-,64.800
'34:11:42.432',-0.080,-,-,64.800
'34:11:42.440',-0.072,-,-,65.600
'34:11:42.448',-0.072,-,-,65.600
'34:11:42.456',-0.072,-,-,65.600
'34:11:42.464',-0.064,-,-,65.600
'34:11:42.472',-0.056,-,-,65.600
'34:11:42.480',-0.048,-,-,64.800
'34:11:42.488',-0.048,-,-,64.800
'34:11:42.496',-0.048,-,-,64.000
'34:11:42.504',-0.048,-,-,64.000
'34:11:42.512',-0.048,-,-,63.200
'34:11:42.520',-0.056,-,-,62.400
'34:11:42.528',-0.056,-,-,61.600
'34:11:42.536',-0.056,-,-,60.800
'34:11:42.544',-0.064,-,-,60.000
'34:11:42.552',-0.072,-,-,59.200
'34:11:42.560',-0.072,-,-,58.400
'34:11:42.568',-0.072,-,-,57.600
'34:11:42.576',-0.072,-,-,56.800
'34:11:42.584',-0.072,-,-,56.000
'34:11:42.592',-0.064,-,-,56.000
'34:11:42.600',-0.040,-,-,55.200
'34:11:42.608',0.040,-,-,54.400
'34:11:42.616',0.192,-,-,53.600
'34:11:42.624',0.336,-,-,53.600
'34:11:42.632',0.408,-,-,52.800
'34:11:42.640',0.408,-,-,52.800
'34:11:42.648',0.352,-,-,52.000
'34:11:42.656',0.240,-,-,52.000
'34:11:42.664',0.096,-,-,52.000
'34:11:42.672',-0.008,-,-,51.200
'34:11:42.680',-0.064,-,-,51.200
'34:11:42.688',-0.072,-,-,51.200
'34:11:42.696',-0.056,-,-,51.200
'34:11:42.704',-0.048,-,-,51.200
'34:11:42.712',-0.048,-,-,51.200
'34:11:42.720',-0.048,-,-,51.200
'34:11:42.728',-0.056,-,-,51.200
'34:11:42.736',-0.056,-,-,51.200
'34:11:42.744',-0.056,-,-,51.200
'34:11:42.752',-0.056,-,-,51.200
'34:11:42.760',-0.048,-,-,51.200
'34:11:42.768',-0.048,-,-,51.200
'34:11:42.776',-0.040,-,-,52.000
'34:11:42.784',-0.032,-,-,52.000
'34:11:42.792',-0.024,-,-,52.000
'34:11:42.800',-0.016,-,-,53.600
'34:11:42.808',-0.008,-,-,55.200
'34:11:42.816',0.008,-,-,57.600
'34:11:42.824',0.016,-,-,60.800
'34:11:42.832',0.032,-,-,64.800
'34:11:42.840',0.040,-,-,69.600
'34:11:42.848',0.048,-,-,74.400
'34:11:42.856',0.056,-,-,80.000
'34:11:42.864',0.064,-,-,85.600
'34:11:42.872',0.064,-,-,90.400
'34:11:42.880',0.064,-,-,95.200
'34:11:42.888',0.064,-,-,99.200
'34:11:42.896',0.064,-,-,103.200
'34:11:42.904',0.056,-,-,105.600
'34:11:42.912',0.056,-,-,108.000
'34:11:42.920',0.040,-,-,108.800
'34:11:42.928',0.032,-,-,108.800
'34:11:42.936',0.016,-,-,108.800
'34:11:42.944',0.008,-,-,108.000
'34:11:42.952',-0.008,-,-,106.400
'34:11:42.960',-0.016,-,-,104.800
'34:11:42.968',-0.032,-,-,103.200
'34:11:42.976',-0.040,-,-,100.800
'34:11:42.984',-0.048,-,-,98.400
'34:11:42.992',-0.048,-,-,96.000
'34:11:43.000',-0.056,-,-,92.800
'34:11:43.008',-0.056,-,-,90.400
'34:11:43.016',-0.048,-,-,87.200
'34:11:43.024',-0.048,-,-,83.200
'34:11:43.032',-0.040,-,-,80.000
'34:11:43.040',-0.040,-,-,76.800
'34:11:43.048',-0.040,-,-,73.600
'34:11:43.056',-0.040,-,-,71.200
'34:11:43.064',-0.040,-,-,68.800
'34:11:43.072',-0.040,-,-,66.400
'34:11:43.080',-0.040,-,-,64.800
'34:11:43.088',-0.040,-,-,63.200
'34:11:43.096',-0.040,-,-,62.400
'34:11:43.104',-0.032,-,-,62.400
'34:11:43.112',-0.016,-,-,61.600
'34:11:43.120',0.016,-,-,62.400
'34:11:43.128',0.048,-,-,62.400
'34:11:43.136',0.088,-,-,63.200
'34:11:43.144',0.136,-,-,63.200
'34:11:43.152',0.176,-,-,64.000
'34:11:43.160',0.200,-,-,64.800
'34:11:43.168',0.216,-,-,65.600
'34:11:43.176',0.240,-,-,65.600
'34:11:43.184',0.272,-,-,66.400
'34:11:43.192',0.328,-,-,66.400
'34:11:43.200',0.352,-,-,66.400
'34:11:43.208',0.344,-,-,66.400
'34:11:43.216',0.344,-,-,66.400
'34:11:43.224',0.320,-,-,65.600
'34:11:43.232',0.208,-,-,65.600
'34:11:43.240',0.024,-,-,64.800
'34:11:43.248',-0.136,-,-,64.000
'34:11:43.256',-0.216,-,-,64.000
'34:11:43.264',-0.240,-,-,63.200
'34:11:43.272',-0.232,-,-,62.400
'34:11:43.280',-0.208,-,-,61.600
'34:11:43.288',-0.192,-,-,60.800
'34:11:43.296',-0.176,-,-,60.000
'34:11:43.304',-0.160,-,-,59.200
'34:11:43.312',-0.152,-,-,59.200
'34:11:43.320',-0.152,-,-,58.400
'34:11:43.328',-0.144,-,-,57.600
'34:11:43.336',-0.136,-,-,57.600
'34:11:43.344',-0.120,-,-,56.800
'34:11:43.352',-0.112,-,-,56.800
'34:11:43.360',-0.096,-,-,56.000
'34:11:43.368',-0.088,-,-,56.000
'34:11:43.376',-0.088,-,-,56.000
'34:11:43.384',-0.080,-,-,56.800
'34:11:43.392',-0.072,-,-,57.600
'34:11:43.400',-0.064,-,-,58.400
'34:11:43.408',-0.064,-,-,60.800
'34:11:43.416',-0.056,-,-,63.200
'34:11:43.424',-0.048,-,-,66.400
'34:11:43.432',-0.032,-,-,69.600
'34:11:43.440',-0.024,-,-,72.800
'34:11:43.448',-0.016,-,-,76.800
'34:11:43.456',0.000,-,-,80.000
'34:11:43.464',0.016,-,-,83.200
'34:11:43.472',0.032,-,-,86.400
'34:11:43.480',0.040,-,-,88.800
'34:11:43.488',0.048,-,-,90.400
'34:11:43.496',0.048,-,-,91.200
'34:11:43.504',0.048,-,-,92.000
'34:11:43.512',0.048,-,-,91.200
'34:11:43.520',0.040,-,-,90.400
'34:11:43.528',0.040,-,-,88.800
'34:11:43.536',0.032,-,-,86.400
'34:11:43.544',0.024,-,-,83.200
'34:11:43.552',0.016,-,-,80.000
'34:11:43.560',0.008,-,-,76.800
'34:11:43.568',0.000,-,-,73.600
'34:11:43.576',-0.016,-,-,69.600
'34:11:43.584',-0.024,-,-,66.400
'34:11:43.592',-0.040,-,-,63.200
'34:11:43.600',-0.048,-,-,60.800
'34:11:43.608',-0.056,-,-,58.400
'34:11:43.616',-0.064,-,-,56.000
'34:11:43.624',-0.064,-,-,54.400
'34:11:43.632',-0.056,-,-,53.600
'34:11:43.640',-0.048,-,-,52.800
'34:11:43.648',-0.040,-,-,52.000
'34:11:43.656',-0.040,-,-,52.000
'34:11:43.664',-0.048,-,-,52.000
'34:11:43.672',-0.048,-,-,52.800
'34:11:43.680',-0.048,-,-,53.600
'34:11:43.688',-0.048,-,-,54.400
'34:11:43.696',-0.040,-,-,55.200
'34:11:43.704',-0.032,-,-,56.000
'34:11:43.712',-0.032,-,-,56.800
'34:11:43.720',-0.032,-,-,56.800
'34:11:43.728',-0.032,-,-,57.600
'34:11:43.736',-0.040,-,-,58.400
'34:11:43.744',-0.048,-,-,59.200
'34:11:43.752',-0.056,-,-,59.200
'34:11:43.760',-0.064,-,-,59.200
'34:11:43.768',-0.072,-,-,59.200
'34:11:43.776',-0.072,-,-,59.200
'34:11:43.784',-0.072,-,-,58.400
'34:11:43.792',-0.080,-,-,58.400
'34:11:43.800',-0.072,-,-,57.600
'34:11:43.808',-0.072,-,-,57.600
'34:11:43.816',-0.064,-,-,56.800
'34:11:43.824',-0.064,-,-,56.000
'34:11:43.832',-0.072,-,-,56.000
'34:11:43.840',-0.072,-,-,55.200
'34:11:43.848',-0.064,-,-,54.400
'34:11:43.856',-0.056,-,-,54.400
'34:11:43.864',-0.040,-,-,53.600
'34:11:43.872',-0.032,-,-,52.800
'34:11:43.880',-0.024,-,-,52.800
'34:11:43.888',-0.016,-,-,52.000
'34:11:43.896',-0.016,-,-,52.000
'34:11:43.904',-0.016,-,-,51.200
'34:11:43.912',-0.016,-,-,51.200
'34:11:43.920',-0.016,-,-,50.400
'34:11:43.928',-0.024,-,-,50.400
'34:11:43.936',-0.032,-,-,49.600
'34:11:43.944',-0.040,-,-,49.600
'34:11:43.952',-0.040,-,-,49.600
'34:11:43.960',-0.040,-,-,48.800
'34:11:43.968',-0.040,-,-,48.800
'34:11:43.976',-0.048,-,-,48.800
'34:11:43.984',-0.056,-,-,48.800
'34:11:43.992',-0.056,-,-,48.800
'34:11:44.000',-0.056,-,-,48.800
'34:11:44.008',-0.056,-,-,48.000
'34:11:44.016',-0.048,-,-,48.000
'34:11:44.024',-0.040,-,-,48.000
'34:11:44.032',-0.032,-,-,48.000
'34:11:44.040',-0.024,-,-,48.000
'34:11:44.048',-0.016,-,-,48.000
'34:11:44.056',-0.008,-,-,48.000
'34:11:44.064',0.000,-,-,47.200
'34:11:44.072',0.008,-,-,47.200
'34:11:44.080',0.008,-,-,47.200
'34:11:44.088',0.008,-,-,47.200
'34:11:44.096',0.008,-,-,47.200
'34:11:44.104',0.000,-,-,47.200
'34:11:44.112',-0.008,-,-,47.200
'34:11:44.120',-0.016,-,-,47.200
'34:11:44.128',-0.016,-,-,47.200
'34:11:44.136',-0.024,-,-,46.400
'34:11:44.144',-0.024,-,-,46.400
'34:11:44.152',-0.032,-,-,46.400
'34:11:44.160',-0.032,-,-,46.400
'34:11:44.168',-0.016,-,-,46.400
'34:11:44.176',0.056,-,-,46.400
'34:11:44.184',0.184,-,-,45.600
'34:11:44.192',0.328,-,-,45.600
'34:11:44.200',0.448,-,-,45.600
'34:11:44.208',0.512,-,-,45.600
'34:11:44.216',0.528,-,-,44.800
'34:11:44.224',0.408,-,-,44.800
'34:11:44.232',0.232,-,-,44.800
'34:11:44.240',0.080,-,-,44.800
'34:11:44.248',0.000,-,-,44.000
'34:11:44.256',-0.016,-,-,44.000
'34:11:44.264',-0.008,-,-,44.000
'34:11:44.272',-0.016,-,-,43.200
'34:11:44.280',-0.024,-,-,43.200
'34:11:44.288',-0.032,-,-,43.200
'34:11:44.296',-0.040,-,-,43.200
'34:11:44.304',-0.048,-,-,42.400
'34:11:44.312',-0.048,-,-,42.400
'34:11:44.320',-0.048,-,-,42.400
'34:11:44.328',-0.040,-,-,42.400
'34:11:44.336',-0.040,-,-,43.200
'34:11:44.344',-0.032,-,-,44.000
'34:11:44.352',-0.032,-,-,46.400
'34:11:44.360',-0.016,-,-,48.800
'34:11:44.368',-0.008,-,-,53.600
'34:11:44.376',0.008,-,-,59.200
'34:11:44.384',0.016,-,-,64.800
'34:11:44.392',0.024,-,-,71.200
'34:11:44.400',0.040,-,-,77.600
'34:11:44.408',0.056,-,-,84.800
'34:11:44.416',0.064,-,-,91.200
'34:11:44.424',0.064,-,-,97.600
'34:11:44.432',0.072,-,-,102.400
'34:11:44.440',0.072,-,-,107.200
'34:11:44.448',0.064,-,-,110.400
'34:11:44.456',0.056,-,-,113.600
'34:11:44.464',0.048,-,-,114.400
'34:11:44.472',0.040,-,-,115.200
'34:11:44.480',0.032,-,-,115.200
'34:11:44.488',0.032,-,-,115.200
'34:11:44.496',0.024,-,-,114.400
'34:11:44.504',0.024,-,-,112.800
'34:11:44.512',0.024,-,-,111.200
'34:11:44.520',0.016,-,-,108.800
'34:11:44.528',0.016,-,-,107.200
'34:11:44.536',0.008,-,-,104.800
'34:11:44.544',0.008,-,-,101.600
'34:11:44.552',0.008,-,-,99.200
'34:11:44.560',0.008,-,-,96.000
'34:11:44.568',0.008,-,-,92.800
'34:11:44.576',0.008,-,-,89.600
'34:11:44.584',0.008,-,-,85.600
'34:11:44.592',0.008,-,-,82.400
'34:11:44.600',0.000,-,-,79.200
'34:11:44.608',0.000,-,-,75.200
'34:11:44.616',-0.008,-,-,72.800
'34:11:44.624',-0.016,-,-,69.600
'34:11:44.632',-0.024,-,-,68.000
'34:11:44.640',-0.032,-,-,65.600
'34:11:44.648',-0.040,-,-,64.800
'34:11:44.656',-0.040,-,-,63.200
'34:11:44.664',-0.040,-,-,63.200
'34:11:44.672',-0.032,-,-,62.400
'34:11:44.680',-0.040,-,-,62.400
'34:11:44.688',-0.040,-,-,63.200
'34:11:44.696',-0.040,-,-,63.200
'34:11:44.704',-0.040,-,-,64.000
'34:11:44.712',-0.040,-,-,64.800
'34:11:44.720',-0.040,-,-,64.800
'34:11:44.728',-0.040,-,-,65.600
'34:11:44.736',-0.040,-,-,66.400
'34:11:44.744',-0.040,-,-,66.400
'34:11:44.752',-0.032,-,-,67.200
'34:11:44.760',-0.032,-,-,67.200
'34:11:44.768',-0.040,-,-,67.200
'34:11:44.776',-0.032,-,-,67.200
'34:11:44.784',-0.040,-,-,66.400
'34:11:44.792',-0.040,-,-,66.400
'34:11:44.800',-0.048,-,-,65.600
'34:11:44.808',-0.048,-,-,65.600
'34:11:44.816',-0.056,-,-,64.800
'34:11:44.824',-0.056,-,-,64.000
'34:11:44.832',-0.056,-,-,63.200
'34:11:44.840',-0.056,-,-,62.400
'34:11:44.848',-0.056,-,-,61.600
'34:11:44.856',-0.048,-,-,60.800
'34:11:44.864',-0.048,-,-,60.000
'34:11:44.872',-0.048,-,-,59.200
'34:11:44.880',-0.048,-,-,58.400
'34:11:44.888',-0.048,-,-,58.400
'34:11:44.896',-0.056,-,-,57.600
'34:11:44.904',-0.056,-,-,56.800
'34:11:44.912',-0.056,-,-,56.000
'34:11:44.920',-0.048,-,-,56.000
'34:11:44.928',-0.040,-,-,55.200
'34:11:44.936',-0.040,-,-,55.200
'34:11:44.944',-0.040,-,-,54.400
'34:11:44.952',-0.040,-,-,54.400
'34:11:44.960',-0.040,-,-,53.600
'34:11:44.968',-0.040,-,-,53.600
'34:11:44.976',-0.040,-,-,53.600
'34:11:44.984',-0.048,-,-,53.600
'34:11:44.992',-0.048,-,-,52.800
'34:11:45.000',-0.048,-,-,52.800
'34:11:45.008',-0.056,-,-,52.800
'34:11:45.016',-0.040,-,-,52.800
'34:11:45.024',0.016,-,-,52.800
'34:11:45.032',0.144,-,-,52.800
'34:11:45.040',0.288,-,-,52.800
'34:11:45.048',0.376,-,-,52.800
'34:11:45.056',0.400,-,-,52.800
'34:11:45.064',0.384,-,-,52.800
'34:11:45.072',0.296,-,-,52.000
'34:11:45.080',0.144,-,-,52.000
'34:11:45.088',0.016,-,-,52.000
'34:11:45.096',-0.040,-,-,52.000
'34:11:45.104',-0.048,-,-,52.000
'34:11:45.112',-0.040,-,-,52.000
'34:11:45.120',-0.024,-,-,52.000
'34:11:45.128',-0.016,-,-,51.200
'34:11:45.136',-0.016,-,-,51.200
'34:11:45.144',-0.016,-,-,51.200
'34:11:45.152',-0.016,-,-,51.200
'34:11:45.160',-0.024,-,-,51.200
'34:11:45.168',-0.024,-,-,51.200
'34:11:45.176',-0.024,-,-,51.200
'34:11:45.184',-0.032,-,-,51.200
'34:11:45.192',-0.032,-,-,51.200
'34:11:45.200',-0.024,-,-,51.200
'34:11:45.208',-0.024,-,-,52.000
'34:11:45.216',-0.016,-,-,53.600
'34:11:45.224',-0.008,-,-,56.000
'34:11:45.232',0.000,-,-,59.200
'34:11:45.240',0.008,-,-,63.200
'34:11:45.248',0.016,-,-,67.200
'34:11:45.256',0.032,-,-,72.800
'34:11:45.264',0.040,-,-,77.600
'34:11:45.272',0.056,-,-,83.200
'34:11:45.280',0.064,-,-,88.800
