'Elapsed time','I','II','III','MCL1','ABP','PAP'
'38:12:22.144',-0.048,-,-,0.000,106.320,30.000
'38:12:22.152',-0.048,-,-,0.030,108.720,28.400
'38:12:22.160',-0.038,-,-,0.000,111.960,26.800
'38:12:22.168',-0.038,-,-,0.000,113.520,26.000
'38:12:22.176',-0.038,-,-,0.000,114.360,26.000
'38:12:22.184',-0.038,-,-,0.030,115.080,25.600
'38:12:22.192',-0.038,-,-,0.000,115.920,26.000
'38:12:22.200',-0.038,-,-,0.000,115.920,26.000
'38:12:22.208',-0.038,-,-,0.000,116.760,26.800
'38:12:22.216',-0.038,-,-,0.000,117.480,28.000
'38:12:22.224',-0.038,-,-,0.000,118.320,28.400
'38:12:22.232',-0.038,-,-,0.000,119.880,28.000
'38:12:22.240',-0.038,-,-,0.000,120.720,27.600
'38:12:22.248',-0.038,-,-,0.000,121.560,26.800
'38:12:22.256',-0.038,-,-,0.000,122.280,26.800
'38:12:22.264',-0.029,-,-,0.000,122.280,26.400
'38:12:22.272',-0.029,-,-,0.000,123.120,26.800
'38:12:22.280',-0.029,-,-,0.000,122.280,27.200
'38:12:22.288',-0.029,-,-,0.030,122.280,27.600
'38:12:22.296',-0.029,-,-,0.030,121.560,28.000
'38:12:22.304',-0.019,-,-,0.000,119.880,28.000
'38:12:22.312',-0.019,-,-,0.000,119.160,27.600
'38:12:22.320',0.000,-,-,0.000,117.480,27.200
'38:12:22.328',0.010,-,-,0.000,115.920,26.800
'38:12:22.336',0.029,-,-,0.000,115.080,26.800
'38:12:22.344',0.029,-,-,-0.030,113.520,26.800
'38:12:22.352',0.019,-,-,-0.030,111.960,27.200
'38:12:22.360',0.010,-,-,0.000,111.120,28.000
'38:12:22.368',-0.010,-,-,0.000,109.560,28.400
'38:12:22.376',-0.029,-,-,0.000,107.880,28.400
'38:12:22.384',-0.038,-,-,0.000,106.320,28.400
'38:12:22.392',-0.038,-,-,0.000,104.760,27.600
'38:12:22.400',-0.048,-,-,0.000,103.080,26.400
'38:12:22.408',-0.087,-,-,0.000,101.520,24.400
'38:12:22.416',-0.125,-,-,0.109,98.280,23.600
'38:12:22.424',-0.144,-,-,0.139,95.160,24.800
'38:12:22.432',-0.019,-,-,0.109,91.920,26.800
'38:12:22.440',0.163,-,-,0.000,88.680,28.800
'38:12:22.448',0.298,-,-,-0.327,85.560,30.000
'38:12:22.456',0.240,-,-,-0.436,83.160,30.000
'38:12:22.464',0.096,-,-,-0.139,80.760,29.200
'38:12:22.472',0.019,-,-,0.000,78.360,28.800
'38:12:22.480',0.010,-,-,0.000,76.680,29.600
'38:12:22.488',0.019,-,-,0.000,75.120,30.000
'38:12:22.496',0.019,-,-,0.000,75.120,27.600
'38:12:22.504',0.010,-,-,0.000,75.120,22.000
'38:12:22.512',0.019,-,-,0.000,77.520,16.400
'38:12:22.520',0.019,-,-,0.000,81.480,18.000
'38:12:22.528',0.019,-,-,0.000,87.120,28.800
'38:12:22.536',0.019,-,-,-0.030,94.320,44.400
'38:12:22.544',0.019,-,-,-0.030,101.520,56.400
'38:12:22.552',0.019,-,-,-0.030,107.880,60.800
'38:12:22.560',0.029,-,-,-0.030,112.680,57.200
'38:12:22.568',0.029,-,-,-0.030,115.920,49.600
'38:12:22.576',0.038,-,-,-0.069,118.320,42.400
'38:12:22.584',0.038,-,-,-0.030,119.880,40.000
'38:12:22.592',0.038,-,-,-0.069,119.880,41.200
'38:12:22.600',0.048,-,-,-0.069,119.880,45.200
'38:12:22.608',0.048,-,-,-0.069,119.880,51.200
'38:12:22.616',0.058,-,-,-0.030,119.880,56.000
'38:12:22.624',0.058,-,-,-0.069,120.720,57.200
'38:12:22.632',0.048,-,-,-0.069,123.120,54.000
'38:12:22.640',0.048,-,-,-0.030,126.360,49.600
'38:12:22.648',0.048,-,-,-0.030,131.160,46.800
'38:12:22.656',0.038,-,-,-0.069,134.280,46.400
'38:12:22.664',0.019,-,-,0.000,136.680,48.000
'38:12:22.672',0.000,-,-,0.000,136.680,49.600
'38:12:22.680',-0.019,-,-,0.000,135.120,50.000
'38:12:22.688',-0.038,-,-,0.000,131.880,48.800
'38:12:22.696',-0.058,-,-,0.030,127.920,46.400
'38:12:22.704',-0.067,-,-,0.030,124.680,44.000
'38:12:22.712',-0.077,-,-,0.069,120.720,42.000
'38:12:22.720',-0.077,-,-,0.069,116.760,40.800
'38:12:22.728',-0.077,-,-,0.069,112.680,40.400
'38:12:22.736',-0.067,-,-,0.069,109.560,40.000
'38:12:22.744',-0.067,-,-,0.030,107.880,39.600
'38:12:22.752',-0.058,-,-,0.030,105.480,39.200
'38:12:22.760',-0.048,-,-,0.030,104.760,37.600
'38:12:22.768',-0.038,-,-,0.000,103.920,34.000
'38:12:22.776',-0.038,-,-,0.000,103.080,30.000
'38:12:22.784',-0.038,-,-,0.000,103.080,29.600
'38:12:22.792',-0.029,-,-,0.000,103.080,32.000
'38:12:22.800',-0.019,-,-,0.000,104.760,35.600
'38:12:22.808',-0.019,-,-,0.000,107.160,38.800
'38:12:22.816',-0.019,-,-,0.000,109.560,40.800
'38:12:22.824',-0.019,-,-,0.000,112.680,40.400
'38:12:22.832',-0.019,-,-,0.000,115.080,38.400
'38:12:22.840',-0.019,-,-,0.000,116.760,35.200
'38:12:22.848',-0.019,-,-,0.000,117.480,32.400
'38:12:22.856',-0.019,-,-,0.000,118.320,30.800
'38:12:22.864',-0.010,-,-,0.000,118.320,30.400
'38:12:22.872',-0.019,-,-,0.000,119.160,31.600
'38:12:22.880',-0.019,-,-,0.000,119.880,33.200
'38:12:22.888',-0.019,-,-,0.000,120.720,34.400
'38:12:22.896',-0.019,-,-,0.000,121.560,34.800
'38:12:22.904',-0.019,-,-,0.000,123.120,34.000
'38:12:22.912',-0.019,-,-,0.000,123.960,32.800
'38:12:22.920',-0.019,-,-,0.000,124.680,31.200
'38:12:22.928',-0.019,-,-,0.000,124.680,30.000
'38:12:22.936',-0.019,-,-,0.000,125.520,29.600
'38:12:22.944',-0.010,-,-,0.000,125.520,30.000
'38:12:22.952',-0.010,-,-,0.000,124.680,30.400
'38:12:22.960',-0.010,-,-,0.000,123.960,31.200
'38:12:22.968',0.000,-,-,0.000,123.120,31.600
'38:12:22.976',0.000,-,-,0.000,122.280,31.600
'38:12:22.984',0.010,-,-,0.000,120.720,31.200
'38:12:22.992',0.010,-,-,0.000,119.880,30.400
'38:12:23.000',0.029,-,-,0.000,118.320,30.000
'38:12:23.008',0.038,-,-,-0.030,117.480,29.600
'38:12:23.016',0.048,-,-,-0.069,115.920,29.600
'38:12:23.024',0.038,-,-,-0.069,114.360,29.600
'38:12:23.032',0.029,-,-,-0.030,113.520,29.200
'38:12:23.040',0.010,-,-,0.000,111.960,29.200
'38:12:23.048',-0.010,-,-,0.000,110.280,29.200
'38:12:23.056',-0.019,-,-,0.000,108.720,28.800
'38:12:23.064',-0.019,-,-,0.000,107.880,28.000
'38:12:23.072',-0.029,-,-,0.000,106.320,26.800
'38:12:23.080',-0.058,-,-,0.000,105.480,25.600
'38:12:23.088',-0.106,-,-,0.069,104.760,26.400
'38:12:23.096',-0.144,-,-,0.139,103.080,28.800
'38:12:23.104',-0.067,-,-,0.139,101.520,31.600
'38:12:23.112',0.096,-,-,0.030,99.120,33.600
'38:12:23.120',0.308,-,-,-0.257,95.880,33.600
'38:12:23.128',0.356,-,-,-0.515,92.760,32.400
'38:12:23.136',0.202,-,-,-0.327,89.520,30.000
'38:12:23.144',0.058,-,-,-0.069,86.280,28.000
'38:12:23.152',0.019,-,-,0.000,83.880,26.000
'38:12:23.160',0.029,-,-,-0.030,81.480,25.600
'38:12:23.168',0.029,-,-,-0.030,79.080,26.400
'38:12:23.176',0.019,-,-,0.000,79.080,28.400
'38:12:23.184',0.029,-,-,0.000,79.920,29.200
'38:12:23.192',0.029,-,-,-0.030,82.320,28.800
'38:12:23.200',0.029,-,-,0.000,86.280,30.400
'38:12:23.208',0.029,-,-,-0.030,91.920,34.800
'38:12:23.216',0.029,-,-,0.000,98.280,40.800
'38:12:23.224',0.038,-,-,-0.030,103.920,46.800
'38:12:23.232',0.038,-,-,-0.030,108.720,51.600
'38:12:23.240',0.038,-,-,-0.030,112.680,52.400
'38:12:23.248',0.048,-,-,-0.030,115.920,50.000
'38:12:23.256',0.048,-,-,-0.030,118.320,46.800
'38:12:23.264',0.048,-,-,-0.030,119.880,45.200
'38:12:23.272',0.058,-,-,-0.069,119.880,45.200
'38:12:23.280',0.058,-,-,-0.030,120.720,47.200
'38:12:23.288',0.067,-,-,-0.069,120.720,49.200
'38:12:23.296',0.067,-,-,-0.069,120.720,49.600
'38:12:23.304',0.067,-,-,-0.069,122.280,48.400
'38:12:23.312',0.067,-,-,-0.069,125.520,47.600
'38:12:23.320',0.058,-,-,-0.069,128.760,48.000
'38:12:23.328',0.048,-,-,-0.030,131.880,48.800
'38:12:23.336',0.029,-,-,-0.030,134.280,48.000
'38:12:23.344',0.010,-,-,0.000,135.120,46.400
'38:12:23.352',-0.010,-,-,0.000,134.280,45.200
'38:12:23.360',-0.029,-,-,0.000,132.720,43.600
'38:12:23.368',-0.048,-,-,0.030,129.480,42.000
'38:12:23.376',-0.058,-,-,0.030,126.360,40.800
'38:12:23.384',-0.067,-,-,0.069,122.280,40.000
'38:12:23.392',-0.077,-,-,0.069,118.320,39.200
'38:12:23.400',-0.077,-,-,0.069,114.360,38.000
'38:12:23.408',-0.067,-,-,0.069,111.120,36.400
'38:12:23.416',-0.067,-,-,0.069,107.880,34.000
'38:12:23.424',-0.058,-,-,0.030,105.480,32.400
'38:12:23.432',-0.048,-,-,0.030,104.760,31.200
'38:12:23.440',-0.038,-,-,0.030,103.080,31.600
'38:12:23.448',-0.038,-,-,0.000,102.360,33.200
'38:12:23.456',-0.029,-,-,0.000,102.360,35.200
'38:12:23.464',-0.019,-,-,0.000,101.520,36.000
'38:12:23.472',-0.019,-,-,0.000,102.360,36.400
'38:12:23.480',-0.019,-,-,0.000,103.080,35.600
'38:12:23.488',-0.019,-,-,0.000,105.480,34.400
'38:12:23.496',-0.019,-,-,0.000,107.880,33.200
'38:12:23.504',-0.019,-,-,0.000,111.120,32.000
'38:12:23.512',-0.019,-,-,0.000,113.520,31.200
'38:12:23.520',-0.019,-,-,0.000,115.080,30.800
'38:12:23.528',-0.019,-,-,0.000,115.920,30.400
'38:12:23.536',-0.019,-,-,0.000,115.920,30.400
'38:12:23.544',-0.019,-,-,0.000,115.920,29.600
'38:12:23.552',-0.019,-,-,0.000,115.920,29.200
'38:12:23.560',-0.019,-,-,0.000,116.760,28.400
'38:12:23.568',-0.010,-,-,0.000,117.480,27.600
'38:12:23.576',-0.010,-,-,0.000,118.320,26.800
'38:12:23.584',-0.010,-,-,0.000,119.160,26.000
'38:12:23.592',-0.019,-,-,0.000,119.880,25.200
'38:12:23.600',-0.010,-,-,0.000,119.880,24.000
'38:12:23.608',-0.010,-,-,0.000,120.720,23.200
'38:12:23.616',-0.010,-,-,0.000,120.720,22.800
'38:12:23.624',-0.010,-,-,0.000,120.720,23.200
'38:12:23.632',-0.010,-,-,0.000,119.880,23.200
'38:12:23.640',-0.010,-,-,0.000,119.160,22.800
'38:12:23.648',0.000,-,-,0.000,117.480,22.400
'38:12:23.656',0.010,-,-,0.000,116.760,22.000
'38:12:23.664',0.010,-,-,0.000,115.080,20.800
'38:12:23.672',0.019,-,-,0.000,113.520,20.000
'38:12:23.680',0.029,-,-,0.000,111.960,19.200
'38:12:23.688',0.038,-,-,-0.030,111.120,18.800
'38:12:23.696',0.048,-,-,-0.069,109.560,18.800
'38:12:23.704',0.058,-,-,-0.069,107.880,19.600
'38:12:23.712',0.048,-,-,-0.069,106.320,20.400
'38:12:23.720',0.029,-,-,-0.069,104.760,20.000
'38:12:23.728',0.010,-,-,-0.030,103.080,18.400
'38:12:23.736',-0.019,-,-,0.000,102.360,16.400
'38:12:23.744',-0.029,-,-,0.000,101.520,15.200
'38:12:23.752',-0.029,-,-,0.000,99.960,14.800
'38:12:23.760',-0.029,-,-,0.000,99.120,14.800
'38:12:23.768',-0.077,-,-,0.000,96.720,16.000
'38:12:23.776',-0.144,-,-,0.109,94.320,17.600
'38:12:23.784',-0.154,-,-,0.139,91.080,19.600
'38:12:23.792',-0.019,-,-,0.109,87.120,20.800
'38:12:23.800',0.202,-,-,-0.030,83.160,20.800
'38:12:23.808',0.365,-,-,-0.406,79.920,20.400
'38:12:23.816',0.375,-,-,-0.584,76.680,19.600
'38:12:23.824',0.154,-,-,-0.257,75.120,18.400
'38:12:23.832',0.048,-,-,0.000,72.720,16.800
'38:12:23.840',0.029,-,-,0.000,71.160,16.000
'38:12:23.848',0.038,-,-,-0.030,70.320,16.400
'38:12:23.856',0.029,-,-,-0.030,69.480,18.000
'38:12:23.864',0.029,-,-,-0.030,69.480,18.800
'38:12:23.872',0.029,-,-,-0.030,71.160,17.600
'38:12:23.880',0.038,-,-,-0.030,75.120,14.800
'38:12:23.888',0.038,-,-,-0.030,80.760,14.000
'38:12:23.896',0.038,-,-,-0.030,87.120,17.200
'38:12:23.904',0.038,-,-,-0.030,93.480,24.000
'38:12:23.912',0.048,-,-,-0.069,99.960,33.200
'38:12:23.920',0.048,-,-,-0.030,105.480,42.000
'38:12:23.928',0.058,-,-,-0.069,108.720,46.400
'38:12:23.936',0.058,-,-,-0.069,111.120,44.400
'38:12:23.944',0.058,-,-,-0.069,112.680,37.600
'38:12:23.952',0.067,-,-,-0.069,112.680,31.600
'38:12:23.960',0.067,-,-,-0.069,112.680,27.600
'38:12:23.968',0.067,-,-,-0.069,111.960,27.200
'38:12:23.976',0.067,-,-,-0.069,111.960,29.600
'38:12:23.984',0.077,-,-,-0.069,112.680,33.200
'38:12:23.992',0.077,-,-,-0.069,114.360,36.400
'38:12:24.000',0.077,-,-,-0.069,117.480,37.200
'38:12:24.008',0.067,-,-,-0.069,121.560,35.600
'38:12:24.016',0.048,-,-,-0.069,124.680,33.600
'38:12:24.024',0.038,-,-,-0.069,127.080,31.200
'38:12:24.032',0.019,-,-,0.000,127.080,29.200
'38:12:24.040',0.000,-,-,0.000,126.360,28.400
'38:12:24.048',-0.029,-,-,0.000,123.960,28.000
'38:12:24.056',-0.048,-,-,0.000,119.880,28.000
'38:12:24.064',-0.058,-,-,0.030,115.920,27.600
'38:12:24.072',-0.067,-,-,0.030,111.960,26.000
'38:12:24.080',-0.067,-,-,0.069,107.880,23.600
'38:12:24.088',-0.067,-,-,0.030,103.920,20.800
'38:12:24.096',-0.067,-,-,0.030,100.680,18.000
'38:12:24.104',-0.067,-,-,0.030,98.280,17.200
'38:12:24.112',-0.058,-,-,0.030,96.720,18.400
'38:12:24.120',-0.048,-,-,0.000,95.880,20.800
'38:12:24.128',-0.038,-,-,0.000,95.160,23.600
'38:12:24.136',-0.038,-,-,0.000,95.160,24.800
'38:12:24.144',-0.029,-,-,0.000,95.160,24.800
'38:12:24.152',-0.029,-,-,0.000,95.160,23.600
'38:12:24.160',-0.029,-,-,0.000,95.160,22.000
'38:12:24.168',-0.029,-,-,0.000,96.720,20.000
'38:12:24.176',-0.029,-,-,0.000,99.120,18.800
'38:12:24.184',-0.019,-,-,0.000,101.520,18.400
'38:12:24.192',-0.029,-,-,0.000,104.760,18.800
'38:12:24.200',-0.029,-,-,0.000,107.160,18.800
'38:12:24.208',-0.029,-,-,0.000,108.720,18.000
'38:12:24.216',-0.029,-,-,0.000,109.560,17.600
'38:12:24.224',-0.029,-,-,0.000,110.280,17.200
'38:12:24.232',-0.019,-,-,0.000,111.120,16.800
'38:12:24.240',-0.029,-,-,0.000,111.960,16.400
'38:12:24.248',-0.029,-,-,0.000,111.960,16.400
'38:12:24.256',-0.019,-,-,0.000,112.680,16.000
'38:12:24.264',-0.019,-,-,0.000,113.520,15.600
'38:12:24.272',-0.019,-,-,0.000,114.360,15.200
'38:12:24.280',-0.019,-,-,0.000,115.920,14.400
'38:12:24.288',-0.019,-,-,0.000,115.920,14.000
'38:12:24.296',-0.019,-,-,0.000,116.760,14.000
'38:12:24.304',-0.029,-,-,0.000,116.760,14.000
'38:12:24.312',-0.019,-,-,0.000,116.760,14.000
'38:12:24.320',-0.019,-,-,0.000,116.760,14.400
'38:12:24.328',-0.019,-,-,0.000,115.920,14.400
'38:12:24.336',-0.010,-,-,0.000,115.080,14.400
'38:12:24.344',-0.010,-,-,0.000,113.520,14.000
'38:12:24.352',-0.010,-,-,0.000,112.680,13.600
'38:12:24.360',-0.010,-,-,0.000,111.120,13.200
'38:12:24.368',0.000,-,-,0.000,109.560,12.800
'38:12:24.376',0.010,-,-,0.000,107.880,12.800
'38:12:24.384',0.029,-,-,0.000,106.320,12.400
'38:12:24.392',0.038,-,-,-0.030,104.760,12.400
'38:12:24.400',0.048,-,-,-0.069,103.080,12.400
'38:12:24.408',0.029,-,-,-0.069,102.360,12.800
'38:12:24.416',0.019,-,-,-0.030,100.680,13.600
'38:12:24.424',0.000,-,-,-0.030,100.680,15.600
'38:12:24.432',-0.019,-,-,0.000,99.960,16.400
'38:12:24.440',-0.038,-,-,0.000,99.120,15.600
'38:12:24.448',-0.038,-,-,0.000,98.280,12.800
'38:12:24.456',-0.038,-,-,0.000,97.560,9.200
'38:12:24.464',-0.077,-,-,0.000,95.880,6.000
'38:12:24.472',-0.125,-,-,0.109,94.320,5.600
'38:12:24.480',-0.154,-,-,0.139,91.920,8.800
'38:12:24.488',-0.048,-,-,0.109,89.520,14.000
'38:12:24.496',0.144,-,-,0.000,86.280,17.600
'38:12:24.504',0.298,-,-,-0.327,83.160,18.800
'38:12:24.512',0.317,-,-,-0.475,80.760,17.600
'38:12:24.520',0.115,-,-,-0.178,77.520,16.400
'38:12:24.528',0.038,-,-,-0.030,75.120,16.000
'38:12:24.536',0.029,-,-,0.000,73.560,16.800
'38:12:24.544',0.029,-,-,-0.030,71.880,18.000
'38:12:24.552',0.019,-,-,-0.030,70.320,18.800
'38:12:24.560',0.019,-,-,0.000,69.480,18.400
'38:12:24.568',0.019,-,-,0.000,70.320,19.600
'38:12:24.576',0.019,-,-,0.000,72.720,24.800
'38:12:24.584',0.019,-,-,0.000,77.520,31.600
'38:12:24.592',0.029,-,-,0.000,83.160,36.800
'38:12:24.600',0.029,-,-,0.000,88.680,40.400
'38:12:24.608',0.029,-,-,0.000,95.160,43.200
'38:12:24.616',0.029,-,-,0.000,99.960,44.800
'38:12:24.624',0.038,-,-,-0.030,104.760,46.800
'38:12:24.632',0.038,-,-,-0.030,107.880,48.400
'38:12:24.640',0.048,-,-,-0.030,110.280,48.400
'38:12:24.648',0.048,-,-,-0.030,111.120,47.600
'38:12:24.656',0.058,-,-,-0.030,111.960,48.400
'38:12:24.664',0.058,-,-,-0.030,111.960,50.000
'38:12:24.672',0.058,-,-,-0.030,111.960,51.200
'38:12:24.680',0.067,-,-,-0.030,112.680,50.800
'38:12:24.688',0.077,-,-,-0.030,114.360,49.200
'38:12:24.696',0.077,-,-,-0.069,117.480,48.000
'38:12:24.704',0.067,-,-,-0.030,120.720,48.000
'38:12:24.712',0.058,-,-,-0.030,123.960,48.400
'38:12:24.720',0.038,-,-,0.000,125.520,48.400
'38:12:24.728',0.019,-,-,0.000,125.520,48.800
'38:12:24.736',0.000,-,-,0.000,123.960,48.400
'38:12:24.744',-0.029,-,-,0.030,121.560,48.000
'38:12:24.752',-0.048,-,-,0.069,118.320,47.200
'38:12:24.760',-0.067,-,-,0.069,114.360,45.600
'38:12:24.768',-0.077,-,-,0.069,111.120,44.400
'38:12:24.776',-0.087,-,-,0.109,107.160,42.800
'38:12:24.784',-0.087,-,-,0.109,103.920,41.200
'38:12:24.792',-0.077,-,-,0.069,100.680,40.400
'38:12:24.800',-0.077,-,-,0.109,99.120,39.600
'38:12:24.808',-0.067,-,-,0.069,98.280,39.200
'38:12:24.816',-0.058,-,-,0.069,97.560,38.400
'38:12:24.824',-0.048,-,-,0.069,97.560,38.400
'38:12:24.832',-0.048,-,-,0.030,97.560,38.000
'38:12:24.840',-0.038,-,-,0.030,97.560,35.200
'38:12:24.848',-0.038,-,-,0.030,96.720,30.400
'38:12:24.856',-0.038,-,-,0.030,96.720,26.800
'38:12:24.864',-0.029,-,-,0.000,97.560,28.000
'38:12:24.872',-0.029,-,-,0.030,99.120,32.400
'38:12:24.880',-0.029,-,-,0.000,101.520,37.600
'38:12:24.888',-0.029,-,-,0.000,104.760,40.800
'38:12:24.896',-0.019,-,-,0.000,107.160,42.000
'38:12:24.904',-0.019,-,-,0.000,109.560,39.200
'38:12:24.912',-0.019,-,-,0.000,111.120,34.000
'38:12:24.920',-0.019,-,-,0.000,111.960,30.000
'38:12:24.928',-0.019,-,-,0.000,112.680,27.600
'38:12:24.936',-0.019,-,-,0.000,112.680,27.200
'38:12:24.944',-0.019,-,-,0.000,113.520,29.200
'38:12:24.952',-0.019,-,-,0.000,115.080,31.600
'38:12:24.960',-0.019,-,-,0.000,115.920,33.600
'38:12:24.968',-0.029,-,-,0.000,116.760,33.600
'38:12:24.976',-0.019,-,-,0.000,117.480,32.400
'38:12:24.984',-0.019,-,-,0.000,118.320,30.800
'38:12:24.992',-0.019,-,-,-0.030,119.160,29.600
'38:12:25.000',-0.019,-,-,0.000,119.880,29.200
'38:12:25.008',-0.019,-,-,-0.030,119.880,29.200
'38:12:25.016',-0.019,-,-,-0.030,119.880,30.000
'38:12:25.024',-0.019,-,-,0.000,119.160,30.400
'38:12:25.032',-0.019,-,-,0.000,118.320,30.400
'38:12:25.040',-0.010,-,-,0.000,117.480,30.400
'38:12:25.048',-0.010,-,-,-0.030,115.920,29.600
'38:12:25.056',-0.010,-,-,-0.069,114.360,28.800
'38:12:25.064',0.010,-,-,-0.030,113.520,28.000
'38:12:25.072',0.019,-,-,-0.069,111.960,27.600
'38:12:25.080',0.029,-,-,-0.109,110.280,27.600
'38:12:25.088',0.029,-,-,-0.109,108.720,28.000
'38:12:25.096',0.029,-,-,-0.109,107.880,28.400
'38:12:25.104',0.019,-,-,-0.069,106.320,28.000
'38:12:25.112',0.000,-,-,-0.069,105.480,27.600
'38:12:25.120',-0.029,-,-,0.000,104.760,27.600
'38:12:25.128',-0.038,-,-,0.000,103.920,27.200
'38:12:25.136',-0.038,-,-,0.000,103.080,26.800
'38:12:25.144',-0.048,-,-,0.000,102.360,26.000
'38:12:25.152',-0.077,-,-,0.000,101.520,25.600
'38:12:25.160',-0.125,-,-,0.109,100.680,26.000
'38:12:25.168',-0.144,-,-,0.178,99.960,27.600
'38:12:25.176',-0.048,-,-,0.139,98.280,29.600
'38:12:25.184',0.144,-,-,0.030,96.720,30.400
'38:12:25.192',0.317,-,-,-0.327,95.160,30.400
'38:12:25.200',0.327,-,-,-0.436,92.760,29.200
'38:12:25.208',0.115,-,-,-0.178,89.520,27.200
'38:12:25.216',0.019,-,-,0.000,86.280,24.800
'38:12:25.224',0.010,-,-,0.000,83.880,24.000
'38:12:25.232',0.019,-,-,0.000,80.760,25.200
'38:12:25.240',0.019,-,-,0.000,79.080,27.200
'38:12:25.248',0.019,-,-,0.000,78.360,27.600
'38:12:25.256',0.019,-,-,0.000,79.080,27.200
'38:12:25.264',0.019,-,-,0.000,81.480,28.400
'38:12:25.272',0.019,-,-,0.000,85.560,33.200
'38:12:25.280',0.019,-,-,0.000,91.080,39.600
'38:12:25.288',0.019,-,-,0.000,96.720,45.200
'38:12:25.296',0.029,-,-,0.000,102.360,50.400
'38:12:25.304',0.029,-,-,0.000,107.160,53.200
'38:12:25.312',0.038,-,-,0.000,111.120,52.400
'38:12:25.320',0.048,-,-,-0.030,113.520,49.200
'38:12:25.328',0.048,-,-,-0.030,115.920,46.000
'38:12:25.336',0.048,-,-,-0.030,116.760,44.800
'38:12:25.344',0.048,-,-,-0.030,117.480,46.400
'38:12:25.352',0.058,-,-,-0.069,117.480,49.600
'38:12:25.360',0.067,-,-,-0.069,117.480,51.200
'38:12:25.368',0.067,-,-,-0.069,118.320,51.200
'38:12:25.376',0.058,-,-,-0.069,118.320,50.400
'38:12:25.384',0.058,-,-,-0.069,120.720,49.600
'38:12:25.392',0.058,-,-,-0.069,123.120,48.800
'38:12:25.400',0.048,-,-,-0.030,126.360,48.000
'38:12:25.408',0.029,-,-,-0.030,129.480,47.600
'38:12:25.416',0.010,-,-,0.000,130.320,48.000
'38:12:25.424',-0.010,-,-,0.000,130.320,48.000
'38:12:25.432',-0.029,-,-,0.000,128.760,47.600
'38:12:25.440',-0.058,-,-,0.000,126.360,45.600
'38:12:25.448',-0.077,-,-,0.069,123.120,44.000
'38:12:25.456',-0.087,-,-,0.069,119.160,42.000
'38:12:25.464',-0.087,-,-,0.069,115.080,40.000
'38:12:25.472',-0.087,-,-,0.069,111.120,38.000
'38:12:25.480',-0.087,-,-,0.069,107.160,36.800
'38:12:25.488',-0.077,-,-,0.069,104.760,36.400
'38:12:25.496',-0.077,-,-,0.069,103.080,36.800
'38:12:25.504',-0.067,-,-,0.069,101.520,35.200
'38:12:25.512',-0.058,-,-,0.030,101.520,32.800
'38:12:25.520',-0.048,-,-,0.030,100.680,31.200
'38:12:25.528',-0.038,-,-,0.000,100.680,32.000
'38:12:25.536',-0.038,-,-,0.000,100.680,34.000
'38:12:25.544',-0.038,-,-,0.000,99.960,36.400
