'Elapsed time','II','III','AVF','V','ABP'
'14:35:45.400',0.125,-,-,0.085,117.600
'14:35:45.408',0.125,-,-,0.056,116.000
'14:35:45.416',0.125,-,-,0.113,115.200
'14:35:45.424',0.097,-,-,0.085,113.600
'14:35:45.432',0.069,-,-,0.056,112.000
'14:35:45.440',0.056,-,-,0.056,111.200
'14:35:45.448',0.042,-,-,0.127,109.600
'14:35:45.456',0.042,-,-,0.028,108.800
'14:35:45.464',0.056,-,-,0.056,108.000
'14:35:45.472',0.097,-,-,0.000,107.200
'14:35:45.480',0.097,-,-,-0.028,106.400
'14:35:45.488',0.097,-,-,0.113,106.400
'14:35:45.496',0.083,-,-,0.000,105.600
'14:35:45.504',0.069,-,-,0.085,105.600
'14:35:45.512',0.056,-,-,0.141,105.600
'14:35:45.520',0.097,-,-,0.000,105.600
'14:35:45.528',0.194,-,-,0.113,105.600
'14:35:45.536',0.389,-,-,0.268,105.600
'14:35:45.544',0.542,-,-,0.310,105.600
'14:35:45.552',0.569,-,-,0.352,105.600
'14:35:45.560',0.306,-,-,0.042,104.800
'14:35:45.568',0.139,-,-,-0.014,104.800
'14:35:45.576',0.056,-,-,0.028,104.800
'14:35:45.584',0.014,-,-,-0.070,104.800
'14:35:45.592',0.028,-,-,0.028,105.600
'14:35:45.600',0.056,-,-,0.028,104.800
'14:35:45.608',0.083,-,-,0.042,104.800
'14:35:45.616',0.083,-,-,0.028,104.800
'14:35:45.624',0.028,-,-,0.000,104.800
'14:35:45.632',0.028,-,-,0.028,105.600
'14:35:45.640',0.042,-,-,-0.028,107.200
'14:35:45.648',0.028,-,-,0.028,111.200
'14:35:45.656',0.014,-,-,0.042,118.400
'14:35:45.664',0.014,-,-,-0.014,128.000
'14:35:45.672',0.014,-,-,0.000,138.400
'14:35:45.680',0.014,-,-,-0.028,147.200
'14:35:45.688',0.014,-,-,-0.042,152.000
'14:35:45.696',0.014,-,-,0.000,153.600
'14:35:45.704',0.028,-,-,-0.028,154.400
'14:35:45.712',0.042,-,-,-0.042,154.400
'14:35:45.720',0.028,-,-,-0.070,154.400
'14:35:45.728',0.042,-,-,-0.028,154.400
'14:35:45.736',0.014,-,-,-0.070,153.600
'14:35:45.744',0.014,-,-,-0.028,152.800
'14:35:45.752',0.028,-,-,-0.113,152.000
'14:35:45.760',0.042,-,-,-0.070,151.200
'14:35:45.768',0.056,-,-,-0.028,149.600
'14:35:45.776',0.083,-,-,-0.014,147.200
'14:35:45.784',0.125,-,-,-0.056,145.600
'14:35:45.792',0.139,-,-,-0.070,143.200
'14:35:45.800',0.153,-,-,-0.014,140.000
'14:35:45.808',0.153,-,-,0.000,137.600
'14:35:45.816',0.139,-,-,0.000,133.600
'14:35:45.824',0.181,-,-,-0.014,129.600
'14:35:45.832',0.208,-,-,0.014,125.600
'14:35:45.840',0.208,-,-,0.000,121.600
'14:35:45.848',0.208,-,-,0.056,118.400
'14:35:45.856',0.208,-,-,0.085,116.800
'14:35:45.864',0.194,-,-,0.056,116.800
'14:35:45.872',0.236,-,-,0.113,116.800
'14:35:45.880',0.250,-,-,0.085,116.800
'14:35:45.888',0.250,-,-,0.127,116.000
'14:35:45.896',0.250,-,-,0.127,115.200
'14:35:45.904',0.250,-,-,0.113,113.600
'14:35:45.912',0.278,-,-,0.127,112.000
'14:35:45.920',0.278,-,-,0.113,111.200
'14:35:45.928',0.250,-,-,0.085,109.600
'14:35:45.936',0.236,-,-,0.127,108.800
'14:35:45.944',0.250,-,-,0.127,108.000
'14:35:45.952',0.208,-,-,0.113,107.200
'14:35:45.960',0.208,-,-,0.113,106.400
'14:35:45.968',0.278,-,-,0.169,105.600
'14:35:45.976',0.431,-,-,0.268,104.800
'14:35:45.984',0.583,-,-,0.338,104.800
'14:35:45.992',0.611,-,-,0.239,104.000
'14:35:46.000',0.403,-,-,0.056,103.200
'14:35:46.008',0.250,-,-,-0.028,102.400
'14:35:46.016',0.139,-,-,0.028,101.600
'14:35:46.024',0.069,-,-,0.000,100.800
'14:35:46.032',0.028,-,-,0.028,100.800
'14:35:46.040',0.014,-,-,0.042,100.000
'14:35:46.048',0.028,-,-,0.000,99.200
'14:35:46.056',0.056,-,-,0.042,99.200
'14:35:46.064',0.056,-,-,0.056,98.400
'14:35:46.072',0.014,-,-,0.000,97.600
'14:35:46.080',0.000,-,-,0.028,98.400
'14:35:46.088',0.014,-,-,0.028,99.200
'14:35:46.096',0.014,-,-,0.000,102.400
'14:35:46.104',0.000,-,-,0.014,108.800
'14:35:46.112',0.000,-,-,0.000,117.600
'14:35:46.120',0.000,-,-,-0.028,128.000
'14:35:46.128',-0.028,-,-,0.000,136.800
'14:35:46.136',-0.028,-,-,-0.014,143.200
'14:35:46.144',-0.042,-,-,-0.028,145.600
'14:35:46.152',-0.056,-,-,0.000,147.200
'14:35:46.160',-0.069,-,-,-0.113,147.200
'14:35:46.168',-0.097,-,-,-0.070,147.200
'14:35:46.176',-0.125,-,-,-0.113,147.200
'14:35:46.184',-0.097,-,-,-0.070,147.200
'14:35:46.192',-0.083,-,-,-0.141,147.200
'14:35:46.200',-0.139,-,-,-0.127,146.400
'14:35:46.208',-0.181,-,-,-0.070,145.600
'14:35:46.216',-0.181,-,-,-0.113,144.000
'14:35:46.224',-0.097,-,-,-0.169,142.400
'14:35:46.232',-0.042,-,-,-0.169,140.800
'14:35:46.240',-0.014,-,-,-0.028,138.400
'14:35:46.248',-0.014,-,-,-0.141,135.200
'14:35:46.256',-0.014,-,-,-0.028,132.000
'14:35:46.264',-0.014,-,-,0.028,128.800
'14:35:46.272',0.014,-,-,-0.028,125.600
'14:35:46.280',0.028,-,-,0.028,123.200
'14:35:46.288',0.042,-,-,0.000,121.600
'14:35:46.296',0.056,-,-,0.085,122.400
'14:35:46.304',0.056,-,-,0.085,123.200
'14:35:46.312',0.056,-,-,0.000,124.000
'14:35:46.320',0.056,-,-,0.113,124.800
'14:35:46.328',0.069,-,-,0.070,124.000
'14:35:46.336',0.083,-,-,0.085,123.200
'14:35:46.344',0.069,-,-,0.028,122.400
'14:35:46.352',0.069,-,-,0.155,121.600
'14:35:46.360',0.083,-,-,0.056,120.800
'14:35:46.368',0.056,-,-,0.085,120.000
'14:35:46.376',0.042,-,-,0.000,120.000
'14:35:46.384',0.042,-,-,0.085,119.200
'14:35:46.392',0.056,-,-,0.127,118.400
'14:35:46.400',0.069,-,-,0.000,117.600
'14:35:46.408',0.069,-,-,0.042,116.800
'14:35:46.416',0.056,-,-,0.085,116.000
'14:35:46.424',0.042,-,-,0.000,115.200
'14:35:46.432',0.028,-,-,0.056,114.400
'14:35:46.440',0.042,-,-,0.070,113.600
'14:35:46.448',0.069,-,-,0.042,112.800
'14:35:46.456',0.056,-,-,0.070,112.000
'14:35:46.464',0.069,-,-,0.014,112.000
'14:35:46.472',0.056,-,-,0.056,111.200
'14:35:46.480',0.042,-,-,0.042,109.600
'14:35:46.488',0.056,-,-,0.070,108.800
'14:35:46.496',0.056,-,-,0.042,108.000
'14:35:46.504',0.042,-,-,0.028,107.200
'14:35:46.512',0.056,-,-,0.070,106.400
'14:35:46.520',0.056,-,-,0.056,106.400
'14:35:46.528',0.069,-,-,0.070,105.600
'14:35:46.536',0.056,-,-,0.028,104.800
'14:35:46.544',0.028,-,-,0.056,104.000
'14:35:46.552',0.014,-,-,0.028,103.200
'14:35:46.560',0.028,-,-,0.056,102.400
'14:35:46.568',0.042,-,-,0.028,102.400
'14:35:46.576',0.042,-,-,0.056,101.600
'14:35:46.584',0.000,-,-,0.070,100.800
'14:35:46.592',0.000,-,-,0.028,100.000
'14:35:46.600',0.042,-,-,0.014,99.200
'14:35:46.608',0.028,-,-,0.056,98.400
'14:35:46.616',0.000,-,-,0.000,97.600
'14:35:46.624',-0.014,-,-,0.028,97.600
'14:35:46.632',-0.014,-,-,0.000,96.800
'14:35:46.640',-0.028,-,-,0.000,96.000
'14:35:46.648',-0.056,-,-,0.014,95.200
'14:35:46.656',-0.056,-,-,0.000,95.200
'14:35:46.664',0.028,-,-,0.042,94.400
'14:35:46.672',0.042,-,-,0.000,94.400
'14:35:46.680',0.014,-,-,0.028,93.600
'14:35:46.688',0.000,-,-,0.042,93.600
'14:35:46.696',0.000,-,-,-0.056,93.600
'14:35:46.704',0.000,-,-,0.056,93.600
'14:35:46.712',0.000,-,-,0.014,94.400
'14:35:46.720',0.014,-,-,0.056,94.400
'14:35:46.728',0.028,-,-,0.028,95.200
'14:35:46.736',0.000,-,-,-0.028,95.200
'14:35:46.744',0.000,-,-,0.127,96.000
'14:35:46.752',0.042,-,-,-0.113,96.000
'14:35:46.760',0.056,-,-,0.127,96.000
'14:35:46.768',0.042,-,-,0.000,96.000
'14:35:46.776',0.028,-,-,0.056,96.000
'14:35:46.784',0.056,-,-,0.014,96.000
'14:35:46.792',0.056,-,-,0.000,96.000
'14:35:46.800',0.042,-,-,0.042,96.000
'14:35:46.808',0.056,-,-,0.042,96.000
'14:35:46.816',0.042,-,-,0.113,96.000
'14:35:46.824',0.028,-,-,-0.028,96.000
'14:35:46.832',0.069,-,-,0.070,96.000
'14:35:46.840',0.194,-,-,0.155,96.000
'14:35:46.848',0.389,-,-,0.127,96.000
'14:35:46.856',0.472,-,-,0.338,96.000
'14:35:46.864',0.292,-,-,0.056,96.000
'14:35:46.872',0.097,-,-,0.000,96.000
'14:35:46.880',-0.014,-,-,-0.113,96.000
'14:35:46.888',-0.083,-,-,0.000,96.000
'14:35:46.896',-0.097,-,-,-0.141,96.000
'14:35:46.904',-0.056,-,-,0.028,96.000
'14:35:46.912',-0.069,-,-,-0.014,96.000
'14:35:46.920',-0.069,-,-,-0.141,96.000
'14:35:46.928',-0.056,-,-,0.014,96.800
'14:35:46.936',-0.056,-,-,-0.056,99.200
'14:35:46.944',-0.069,-,-,-0.014,105.600
'14:35:46.952',-0.083,-,-,-0.056,116.800
'14:35:46.960',-0.083,-,-,-0.014,131.200
'14:35:46.968',-0.097,-,-,-0.056,144.800
'14:35:46.976',-0.069,-,-,-0.028,155.200
'14:35:46.984',-0.056,-,-,-0.113,160.000
'14:35:46.992',-0.069,-,-,-0.028,161.600
'14:35:47.000',-0.083,-,-,-0.113,161.600
'14:35:47.008',-0.069,-,-,-0.028,162.400
'14:35:47.016',-0.083,-,-,-0.141,163.200
'14:35:47.024',-0.097,-,-,-0.014,164.000
'14:35:47.032',-0.139,-,-,-0.169,164.800
'14:35:47.040',-0.153,-,-,-0.169,165.600
'14:35:47.048',-0.097,-,-,-0.070,165.600
'14:35:47.056',-0.083,-,-,-0.169,164.800
'14:35:47.064',-0.097,-,-,-0.197,164.000
'14:35:47.072',-0.125,-,-,-0.113,163.200
'14:35:47.080',-0.139,-,-,-0.197,161.600
'14:35:47.088',-0.181,-,-,-0.085,160.000
'14:35:47.096',-0.181,-,-,-0.254,158.400
'14:35:47.104',-0.194,-,-,-0.070,156.800
'14:35:47.112',-0.236,-,-,-0.254,154.400
'14:35:47.120',-0.250,-,-,-0.141,152.000
'14:35:47.128',-0.236,-,-,-0.197,149.600
'14:35:47.136',-0.250,-,-,-0.141,146.400
'14:35:47.144',-0.278,-,-,-0.127,143.200
'14:35:47.152',-0.278,-,-,-0.254,139.200
'14:35:47.160',-0.292,-,-,-0.113,135.200
'14:35:47.168',-0.292,-,-,-0.070,132.000
'14:35:47.176',-0.292,-,-,-0.113,130.400
'14:35:47.184',-0.319,-,-,-0.169,129.600
'14:35:47.192',-0.375,-,-,-0.042,130.400
'14:35:47.200',-0.375,-,-,-0.070,131.200
'14:35:47.208',-0.347,-,-,-0.028,132.000
'14:35:47.216',-0.347,-,-,-0.141,130.400
'14:35:47.224',-0.375,-,-,0.000,129.600
'14:35:47.232',-0.389,-,-,-0.085,128.000
'14:35:47.240',-0.417,-,-,-0.028,127.200
'14:35:47.248',-0.417,-,-,-0.113,125.600
'14:35:47.256',-0.389,-,-,-0.085,124.800
'14:35:47.264',-0.389,-,-,-0.169,124.000
'14:35:47.272',-0.417,-,-,-0.056,123.200
'14:35:47.280',-0.458,-,-,-0.239,122.400
'14:35:47.288',-0.458,-,-,-0.070,121.600
'14:35:47.296',-0.431,-,-,-0.197,120.800
'14:35:47.304',-0.417,-,-,-0.197,120.000
'14:35:47.312',-0.403,-,-,-0.070,119.200
'14:35:47.320',-0.431,-,-,-0.141,118.400
'14:35:47.328',-0.417,-,-,-0.085,118.400
'14:35:47.336',-0.389,-,-,-0.169,117.600
'14:35:47.344',-0.389,-,-,-0.056,116.800
'14:35:47.352',-0.375,-,-,-0.085,116.800
'14:35:47.360',-0.375,-,-,-0.155,116.000
'14:35:47.368',-0.389,-,-,-0.113,115.200
'14:35:47.376',-0.389,-,-,-0.113,115.200
'14:35:47.384',-0.361,-,-,-0.014,114.400
'14:35:47.392',-0.319,-,-,-0.127,114.400
'14:35:47.400',-0.319,-,-,-0.042,113.600
'14:35:47.408',-0.361,-,-,-0.070,112.800
'14:35:47.416',-0.361,-,-,0.000,112.000
'14:35:47.424',-0.306,-,-,-0.085,111.200
'14:35:47.432',-0.278,-,-,-0.070,110.400
'14:35:47.440',-0.292,-,-,-0.127,109.600
'14:35:47.448',-0.306,-,-,-0.028,108.800
'14:35:47.456',-0.292,-,-,-0.014,108.800
'14:35:47.464',-0.264,-,-,-0.113,108.000
'14:35:47.472',-0.250,-,-,-0.042,107.200
'14:35:47.480',-0.278,-,-,-0.113,107.200
'14:35:47.488',-0.292,-,-,-0.056,106.400
'14:35:47.496',-0.278,-,-,-0.070,105.600
'14:35:47.504',-0.264,-,-,-0.070,104.800
'14:35:47.512',-0.250,-,-,-0.085,104.000
'14:35:47.520',-0.264,-,-,-0.042,103.200
'14:35:47.528',-0.264,-,-,-0.070,102.400
'14:35:47.536',-0.264,-,-,-0.085,101.600
'14:35:47.544',-0.236,-,-,-0.014,100.000
'14:35:47.552',-0.167,-,-,-0.113,99.200
'14:35:47.560',-0.153,-,-,0.000,98.400
'14:35:47.568',-0.194,-,-,-0.070,96.800
'14:35:47.576',-0.236,-,-,-0.085,96.000
'14:35:47.584',-0.181,-,-,0.028,95.200
'14:35:47.592',-0.097,-,-,-0.056,94.400
'14:35:47.600',-0.042,-,-,0.000,93.600
'14:35:47.608',-0.014,-,-,-0.028,93.600
'14:35:47.616',-0.014,-,-,0.000,92.800
'14:35:47.624',-0.042,-,-,0.042,92.800
'14:35:47.632',0.000,-,-,-0.113,92.800
'14:35:47.640',0.000,-,-,0.028,92.800
'14:35:47.648',-0.139,-,-,0.000,92.800
'14:35:47.656',-0.264,-,-,-0.085,93.600
'14:35:47.664',-0.458,-,-,-0.380,93.600
'14:35:47.672',-0.681,-,-,-0.606,93.600
'14:35:47.680',-0.875,-,-,-0.817,94.400
'14:35:47.688',-1.042,-,-,-1.155,94.400
'14:35:47.696',-1.056,-,-,-1.183,94.400
'14:35:47.704',-0.750,-,-,-1.028,95.200
'14:35:47.712',-0.389,-,-,-0.718,95.200
'14:35:47.720',-0.042,-,-,-0.254,94.400
'14:35:47.728',0.167,-,-,0.085,94.400
'14:35:47.736',0.236,-,-,0.183,94.400
'14:35:47.744',0.236,-,-,0.127,94.400
'14:35:47.752',0.250,-,-,0.225,94.400
'14:35:47.760',0.264,-,-,0.169,93.600
'14:35:47.768',0.278,-,-,0.225,93.600
'14:35:47.776',0.264,-,-,0.197,94.400
'14:35:47.784',0.278,-,-,0.239,96.000
'14:35:47.792',0.278,-,-,0.197,100.000
'14:35:47.800',0.306,-,-,0.239,107.200
'14:35:47.808',0.347,-,-,0.239,117.600
'14:35:47.816',0.361,-,-,0.239,129.600
'14:35:47.824',0.361,-,-,0.268,139.200
'14:35:47.832',0.375,-,-,0.169,144.800
'14:35:47.840',0.389,-,-,0.239,148.000
'14:35:47.848',0.403,-,-,0.296,148.800
'14:35:47.856',0.389,-,-,0.239,148.800
'14:35:47.864',0.375,-,-,0.268,148.800
'14:35:47.872',0.403,-,-,0.254,148.800
'14:35:47.880',0.431,-,-,0.239,148.800
'14:35:47.888',0.472,-,-,0.296,148.000
'14:35:47.896',0.472,-,-,0.296,148.000
'14:35:47.904',0.472,-,-,0.268,147.200
'14:35:47.912',0.458,-,-,0.282,145.600
'14:35:47.920',0.431,-,-,0.254,144.800
'14:35:47.928',0.403,-,-,0.239,143.200
'14:35:47.936',0.389,-,-,0.239,141.600
'14:35:47.944',0.389,-,-,0.225,140.000
'14:35:47.952',0.375,-,-,0.239,137.600
'14:35:47.960',0.361,-,-,0.183,136.000
'14:35:47.968',0.319,-,-,0.155,132.800
'14:35:47.976',0.306,-,-,0.127,129.600
'14:35:47.984',0.292,-,-,0.113,126.400
'14:35:47.992',0.278,-,-,0.085,121.600
'14:35:48.000',0.264,-,-,0.085,117.600
'14:35:48.008',0.250,-,-,0.070,114.400
'14:35:48.016',0.236,-,-,0.085,112.000
'14:35:48.024',0.208,-,-,0.056,111.200
'14:35:48.032',0.194,-,-,0.056,111.200
'14:35:48.040',0.181,-,-,0.085,111.200
'14:35:48.048',0.167,-,-,0.056,110.400
'14:35:48.056',0.167,-,-,0.085,108.800
'14:35:48.064',0.167,-,-,0.056,107.200
'14:35:48.072',0.167,-,-,0.056,105.600
'14:35:48.080',0.181,-,-,0.056,104.000
'14:35:48.088',0.181,-,-,0.070,101.600
'14:35:48.096',0.181,-,-,0.056,100.000
'14:35:48.104',0.167,-,-,0.042,98.400
'14:35:48.112',0.167,-,-,0.056,96.800
'14:35:48.120',0.153,-,-,0.056,95.200
'14:35:48.128',0.139,-,-,0.042,94.400
'14:35:48.136',0.125,-,-,0.056,92.800
'14:35:48.144',0.125,-,-,0.042,92.000
'14:35:48.152',0.125,-,-,0.042,91.200
'14:35:48.160',0.139,-,-,0.056,90.400
'14:35:48.168',0.139,-,-,0.028,89.600
'14:35:48.176',0.181,-,-,0.042,88.800
'14:35:48.184',0.306,-,-,0.197,88.000
'14:35:48.192',0.500,-,-,0.296,87.200
'14:35:48.200',0.569,-,-,0.338,86.400
'14:35:48.208',0.389,-,-,0.042,86.400
'14:35:48.216',0.208,-,-,-0.113,85.600
'14:35:48.224',0.083,-,-,-0.127,84.800
'14:35:48.232',0.014,-,-,-0.113,84.000
'14:35:48.240',0.014,-,-,-0.070,83.200
'14:35:48.248',0.014,-,-,0.000,83.200
'14:35:48.256',0.014,-,-,-0.014,82.400
'14:35:48.264',0.014,-,-,-0.014,81.600
'14:35:48.272',0.014,-,-,0.000,80.800
'14:35:48.280',0.000,-,-,-0.028,80.000
'14:35:48.288',-0.014,-,-,-0.056,79.200
'14:35:48.296',-0.028,-,-,-0.028,79.200
'14:35:48.304',-0.028,-,-,-0.056,80.000
'14:35:48.312',-0.028,-,-,-0.056,81.600
'14:35:48.320',-0.042,-,-,-0.070,86.400
'14:35:48.328',-0.042,-,-,-0.070,92.800
'14:35:48.336',-0.069,-,-,-0.113,102.400
'14:35:48.344',-0.097,-,-,-0.127,112.000
'14:35:48.352',-0.139,-,-,-0.113,120.000
'14:35:48.360',-0.153,-,-,-0.155,124.800
'14:35:48.368',-0.167,-,-,-0.183,127.200
'14:35:48.376',-0.181,-,-,-0.197,128.000
'14:35:48.384',-0.194,-,-,-0.197,127.200
'14:35:48.392',-0.194,-,-,-0.254,127.200
'14:35:48.400',-0.194,-,-,-0.254,126.400
'14:35:48.408',-0.208,-,-,-0.239,125.600
'14:35:48.416',-0.208,-,-,-0.254,125.600
'14:35:48.424',-0.181,-,-,-0.254,124.800
'14:35:48.432',-0.153,-,-,-0.254,123.200
'14:35:48.440',-0.139,-,-,-0.254,121.600
'14:35:48.448',-0.139,-,-,-0.197,120.000
'14:35:48.456',-0.125,-,-,-0.169,117.600
'14:35:48.464',-0.083,-,-,-0.169,115.200
'14:35:48.472',-0.069,-,-,-0.141,112.000
'14:35:48.480',-0.056,-,-,-0.127,108.800
'14:35:48.488',-0.042,-,-,-0.070,104.800
'14:35:48.496',-0.028,-,-,-0.085,100.800
'14:35:48.504',-0.014,-,-,-0.056,97.600
'14:35:48.512',0.000,-,-,-0.028,95.200
'14:35:48.520',-0.028,-,-,-0.014,93.600
'14:35:48.528',-0.028,-,-,0.000,93.600
'14:35:48.536',-0.014,-,-,-0.014,93.600
'14:35:48.544',0.000,-,-,0.000,94.400
'14:35:48.552',-0.014,-,-,0.000,94.400
'14:35:48.560',-0.014,-,-,0.000,93.600
'14:35:48.568',0.000,-,-,-0.014,92.800
'14:35:48.576',0.000,-,-,-0.014,92.000
'14:35:48.584',0.000,-,-,0.000,91.200
'14:35:48.592',0.000,-,-,-0.014,89.600
'14:35:48.600',0.000,-,-,0.000,88.800
'14:35:48.608',0.000,-,-,0.000,88.000
'14:35:48.616',0.000,-,-,-0.014,87.200
'14:35:48.624',0.000,-,-,-0.028,87.200
'14:35:48.632',0.000,-,-,0.000,86.400
'14:35:48.640',-0.028,-,-,-0.028,85.600
'14:35:48.648',-0.056,-,-,-0.042,84.800
'14:35:48.656',-0.069,-,-,-0.014,84.000
'14:35:48.664',-0.056,-,-,-0.042,84.000
'14:35:48.672',-0.056,-,-,-0.028,83.200
'14:35:48.680',-0.069,-,-,-0.014,82.400
'14:35:48.688',-0.069,-,-,-0.042,81.600
'14:35:48.696',-0.083,-,-,-0.028,81.600
'14:35:48.704',-0.083,-,-,-0.014,80.800
'14:35:48.712',-0.069,-,-,-0.028,80.000
'14:35:48.720',-0.069,-,-,-0.014,80.000
'14:35:48.728',-0.069,-,-,0.000,79.200
