'Elapsed time','II','III','AVF','V','ABP'
'14:26:55.304',-0.083,-,-,-0.070,100.800
'14:26:55.312',-0.056,-,-,-0.127,99.200
'14:26:55.320',-0.042,-,-,-0.113,96.800
'14:26:55.328',-0.042,-,-,-0.070,95.200
'14:26:55.336',-0.042,-,-,-0.113,94.400
'14:26:55.344',-0.042,-,-,-0.070,92.800
'14:26:55.352',-0.014,-,-,-0.070,91.200
'14:26:55.360',0.000,-,-,-0.070,88.800
'14:26:55.368',0.014,-,-,-0.014,86.400
'14:26:55.376',0.028,-,-,0.000,83.200
'14:26:55.384',0.028,-,-,0.014,80.800
'14:26:55.392',0.042,-,-,0.028,78.400
'14:26:55.400',0.042,-,-,0.056,76.800
'14:26:55.408',0.056,-,-,0.085,76.000
'14:26:55.416',0.056,-,-,0.085,75.200
'14:26:55.424',0.069,-,-,0.085,75.200
'14:26:55.432',0.083,-,-,0.113,75.200
'14:26:55.440',0.083,-,-,0.127,75.200
'14:26:55.448',0.097,-,-,0.113,75.200
'14:26:55.456',0.097,-,-,0.127,75.200
'14:26:55.464',0.083,-,-,0.127,74.400
'14:26:55.472',0.083,-,-,0.127,73.600
'14:26:55.480',0.069,-,-,0.085,72.800
'14:26:55.488',0.042,-,-,0.113,72.800
'14:26:55.496',0.042,-,-,0.056,72.000
'14:26:55.504',0.042,-,-,0.070,71.200
'14:26:55.512',0.028,-,-,0.042,71.200
'14:26:55.520',0.014,-,-,0.056,70.400
'14:26:55.528',0.000,-,-,0.042,70.400
'14:26:55.536',0.042,-,-,0.042,69.600
'14:26:55.544',0.194,-,-,0.169,69.600
'14:26:55.552',0.431,-,-,0.338,69.600
'14:26:55.560',0.528,-,-,0.423,68.800
'14:26:55.568',0.347,-,-,0.042,68.800
'14:26:55.576',0.097,-,-,-0.282,68.000
'14:26:55.584',-0.042,-,-,-0.338,68.000
'14:26:55.592',-0.139,-,-,-0.197,67.200
'14:26:55.600',-0.153,-,-,-0.113,67.200
'14:26:55.608',-0.125,-,-,0.000,66.400
'14:26:55.616',-0.083,-,-,0.028,66.400
'14:26:55.624',-0.083,-,-,0.028,65.600
'14:26:55.632',-0.083,-,-,0.014,65.600
'14:26:55.640',-0.083,-,-,0.000,64.800
'14:26:55.648',-0.083,-,-,0.000,64.800
'14:26:55.656',-0.097,-,-,0.000,64.800
'14:26:55.664',-0.097,-,-,0.000,65.600
'14:26:55.672',-0.125,-,-,-0.014,68.000
'14:26:55.680',-0.139,-,-,-0.028,72.800
'14:26:55.688',-0.153,-,-,-0.042,81.600
'14:26:55.696',-0.181,-,-,-0.070,92.800
'14:26:55.704',-0.181,-,-,-0.113,104.000
'14:26:55.712',-0.194,-,-,-0.141,112.000
'14:26:55.720',-0.194,-,-,-0.155,116.800
'14:26:55.728',-0.194,-,-,-0.169,117.600
'14:26:55.736',-0.181,-,-,-0.169,116.000
'14:26:55.744',-0.167,-,-,-0.183,113.600
'14:26:55.752',-0.153,-,-,-0.169,110.400
'14:26:55.760',-0.139,-,-,-0.169,108.800
'14:26:55.768',-0.125,-,-,-0.169,107.200
'14:26:55.776',-0.083,-,-,-0.155,105.600
'14:26:55.784',-0.069,-,-,-0.155,104.800
'14:26:55.792',-0.042,-,-,-0.141,104.000
'14:26:55.800',-0.014,-,-,-0.127,103.200
'14:26:55.808',0.000,-,-,-0.113,101.600
'14:26:55.816',0.028,-,-,-0.056,100.000
'14:26:55.824',0.042,-,-,-0.028,97.600
'14:26:55.832',0.042,-,-,0.000,96.000
'14:26:55.840',0.056,-,-,0.000,92.800
'14:26:55.848',0.056,-,-,0.000,90.400
'14:26:55.856',0.056,-,-,0.028,88.000
'14:26:55.864',0.056,-,-,0.042,85.600
'14:26:55.872',0.056,-,-,0.056,83.200
'14:26:55.880',0.069,-,-,0.056,82.400
'14:26:55.888',0.069,-,-,0.056,81.600
'14:26:55.896',0.069,-,-,0.056,81.600
'14:26:55.904',0.069,-,-,0.056,81.600
'14:26:55.912',0.069,-,-,0.056,81.600
'14:26:55.920',0.069,-,-,0.056,81.600
'14:26:55.928',0.069,-,-,0.056,81.600
'14:26:55.936',0.083,-,-,0.056,80.800
'14:26:55.944',0.083,-,-,0.056,80.000
'14:26:55.952',0.083,-,-,0.056,79.200
'14:26:55.960',0.083,-,-,0.056,78.400
'14:26:55.968',0.097,-,-,0.070,77.600
'14:26:55.976',0.083,-,-,0.056,76.800
'14:26:55.984',0.083,-,-,0.070,76.800
'14:26:55.992',0.083,-,-,0.056,76.000
'14:26:56.000',0.083,-,-,0.085,75.200
'14:26:56.008',0.069,-,-,0.070,75.200
'14:26:56.016',0.056,-,-,0.056,74.400
'14:26:56.024',0.056,-,-,0.056,73.600
'14:26:56.032',0.056,-,-,0.056,73.600
'14:26:56.040',0.083,-,-,0.070,72.800
'14:26:56.048',0.208,-,-,0.183,72.800
'14:26:56.056',0.472,-,-,0.394,72.000
'14:26:56.064',0.597,-,-,0.535,71.200
'14:26:56.072',0.417,-,-,0.042,71.200
'14:26:56.080',0.125,-,-,-0.423,70.400
'14:26:56.088',-0.056,-,-,-0.493,69.600
'14:26:56.096',-0.125,-,-,-0.338,69.600
'14:26:56.104',-0.125,-,-,-0.141,68.800
'14:26:56.112',-0.069,-,-,-0.014,68.800
'14:26:56.120',-0.056,-,-,0.000,68.000
'14:26:56.128',-0.056,-,-,0.000,68.000
'14:26:56.136',-0.056,-,-,0.014,67.200
'14:26:56.144',-0.056,-,-,0.000,67.200
'14:26:56.152',-0.056,-,-,0.000,66.400
'14:26:56.160',-0.056,-,-,0.000,67.200
'14:26:56.168',-0.056,-,-,0.000,68.800
'14:26:56.176',-0.056,-,-,0.000,72.800
'14:26:56.184',-0.069,-,-,0.000,80.800
'14:26:56.192',-0.083,-,-,-0.014,92.800
'14:26:56.200',-0.097,-,-,-0.028,105.600
'14:26:56.208',-0.097,-,-,-0.042,116.800
'14:26:56.216',-0.097,-,-,-0.070,124.000
'14:26:56.224',-0.125,-,-,-0.070,126.400
'14:26:56.232',-0.125,-,-,-0.113,125.600
'14:26:56.240',-0.139,-,-,-0.113,123.200
'14:26:56.248',-0.125,-,-,-0.127,120.000
'14:26:56.256',-0.139,-,-,-0.141,117.600
'14:26:56.264',-0.125,-,-,-0.141,116.000
'14:26:56.272',-0.125,-,-,-0.141,114.400
'14:26:56.280',-0.097,-,-,-0.155,113.600
'14:26:56.288',-0.069,-,-,-0.155,112.800
'14:26:56.296',-0.056,-,-,-0.141,112.000
'14:26:56.304',-0.028,-,-,-0.127,110.400
'14:26:56.312',-0.014,-,-,-0.113,108.800
'14:26:56.320',0.000,-,-,-0.070,106.400
'14:26:56.328',0.014,-,-,-0.056,104.000
'14:26:56.336',0.028,-,-,-0.028,101.600
'14:26:56.344',0.028,-,-,-0.014,99.200
'14:26:56.352',0.028,-,-,0.000,96.000
'14:26:56.360',0.042,-,-,0.028,92.800
'14:26:56.368',0.042,-,-,0.056,90.400
'14:26:56.376',0.056,-,-,0.056,88.000
'14:26:56.384',0.056,-,-,0.085,85.600
'14:26:56.392',0.056,-,-,0.085,84.800
'14:26:56.400',0.069,-,-,0.113,84.800
'14:26:56.408',0.069,-,-,0.085,84.800
'14:26:56.416',0.069,-,-,0.085,84.800
'14:26:56.424',0.069,-,-,0.070,84.800
'14:26:56.432',0.069,-,-,0.085,84.800
'14:26:56.440',0.083,-,-,0.085,84.000
'14:26:56.448',0.083,-,-,0.085,83.200
'14:26:56.456',0.083,-,-,0.085,82.400
'14:26:56.464',0.083,-,-,0.070,81.600
'14:26:56.472',0.069,-,-,0.085,80.800
'14:26:56.480',0.069,-,-,0.070,80.000
'14:26:56.488',0.069,-,-,0.085,79.200
'14:26:56.496',0.069,-,-,0.085,78.400
'14:26:56.504',0.056,-,-,0.085,77.600
'14:26:56.512',0.042,-,-,0.085,76.800
'14:26:56.520',0.042,-,-,0.070,76.800
'14:26:56.528',0.042,-,-,0.056,76.000
'14:26:56.536',0.042,-,-,0.056,75.200
'14:26:56.544',0.042,-,-,0.056,74.400
'14:26:56.552',0.042,-,-,0.070,74.400
'14:26:56.560',0.042,-,-,0.070,73.600
'14:26:56.568',0.056,-,-,0.070,72.800
'14:26:56.576',0.153,-,-,0.141,72.000
'14:26:56.584',0.375,-,-,0.366,72.000
'14:26:56.592',0.569,-,-,0.521,71.200
'14:26:56.600',0.583,-,-,0.254,70.400
'14:26:56.608',0.181,-,-,-0.310,70.400
'14:26:56.616',-0.028,-,-,-0.465,69.600
'14:26:56.624',-0.125,-,-,-0.352,69.600
'14:26:56.632',-0.125,-,-,-0.225,68.800
'14:26:56.640',-0.083,-,-,-0.056,68.000
'14:26:56.648',-0.069,-,-,0.000,68.000
'14:26:56.656',-0.069,-,-,0.000,67.200
'14:26:56.664',-0.069,-,-,0.000,67.200
'14:26:56.672',-0.056,-,-,0.000,67.200
'14:26:56.680',-0.056,-,-,0.000,66.400
'14:26:56.688',-0.056,-,-,0.000,66.400
'14:26:56.696',-0.056,-,-,0.000,68.000
'14:26:56.704',-0.069,-,-,0.000,71.200
'14:26:56.712',-0.083,-,-,-0.014,78.400
'14:26:56.720',-0.097,-,-,-0.014,88.800
'14:26:56.728',-0.097,-,-,-0.028,101.600
'14:26:56.736',-0.125,-,-,-0.056,113.600
'14:26:56.744',-0.125,-,-,-0.070,121.600
'14:26:56.752',-0.139,-,-,-0.085,124.800
'14:26:56.760',-0.153,-,-,-0.113,124.800
'14:26:56.768',-0.153,-,-,-0.127,123.200
'14:26:56.776',-0.153,-,-,-0.141,120.000
'14:26:56.784',-0.153,-,-,-0.155,117.600
'14:26:56.792',-0.139,-,-,-0.141,116.000
'14:26:56.800',-0.125,-,-,-0.169,115.200
'14:26:56.808',-0.097,-,-,-0.155,114.400
'14:26:56.816',-0.097,-,-,-0.169,113.600
'14:26:56.824',-0.069,-,-,-0.155,112.800
'14:26:56.832',-0.056,-,-,-0.169,111.200
'14:26:56.840',-0.028,-,-,-0.141,109.600
'14:26:56.848',0.000,-,-,-0.113,107.200
'14:26:56.856',0.028,-,-,-0.070,104.800
'14:26:56.864',0.042,-,-,-0.028,102.400
'14:26:56.872',0.056,-,-,0.000,100.000
'14:26:56.880',0.069,-,-,0.028,96.800
'14:26:56.888',0.069,-,-,0.042,94.400
'14:26:56.896',0.083,-,-,0.056,91.200
'14:26:56.904',0.083,-,-,0.085,88.800
'14:26:56.912',0.083,-,-,0.085,86.400
'14:26:56.920',0.083,-,-,0.113,85.600
'14:26:56.928',0.083,-,-,0.113,84.800
'14:26:56.936',0.069,-,-,0.085,84.800
'14:26:56.944',0.069,-,-,0.085,85.600
'14:26:56.952',0.083,-,-,0.085,85.600
'14:26:56.960',0.083,-,-,0.085,85.600
'14:26:56.968',0.097,-,-,0.113,84.800
'14:26:56.976',0.097,-,-,0.085,84.000
'14:26:56.984',0.083,-,-,0.085,83.200
'14:26:56.992',0.083,-,-,0.085,81.600
'14:26:57.000',0.083,-,-,0.085,80.800
'14:26:57.008',0.083,-,-,0.085,80.000
'14:26:57.016',0.083,-,-,0.085,79.200
'14:26:57.024',0.083,-,-,0.085,78.400
'14:26:57.032',0.083,-,-,0.085,77.600
'14:26:57.040',0.083,-,-,0.085,76.800
'14:26:57.048',0.083,-,-,0.085,76.000
'14:26:57.056',0.083,-,-,0.085,75.200
'14:26:57.064',0.083,-,-,0.085,75.200
'14:26:57.072',0.083,-,-,0.127,74.400
'14:26:57.080',0.069,-,-,0.113,73.600
'14:26:57.088',0.069,-,-,0.085,72.800
'14:26:57.096',0.139,-,-,0.127,72.800
'14:26:57.104',0.292,-,-,0.296,72.000
'14:26:57.112',0.514,-,-,0.493,72.000
'14:26:57.120',0.597,-,-,0.563,71.200
'14:26:57.128',0.319,-,-,-0.028,70.400
'14:26:57.136',0.069,-,-,-0.352,70.400
'14:26:57.144',-0.042,-,-,-0.352,69.600
'14:26:57.152',-0.097,-,-,-0.197,68.800
'14:26:57.160',-0.097,-,-,-0.070,68.000
'14:26:57.168',-0.069,-,-,0.000,68.000
'14:26:57.176',-0.069,-,-,0.028,67.200
'14:26:57.184',-0.056,-,-,0.014,66.400
'14:26:57.192',-0.042,-,-,0.028,66.400
'14:26:57.200',-0.042,-,-,0.014,65.600
'14:26:57.208',-0.042,-,-,0.028,65.600
'14:26:57.216',-0.056,-,-,0.028,65.600
'14:26:57.224',-0.056,-,-,0.014,67.200
'14:26:57.232',-0.069,-,-,0.000,71.200
'14:26:57.240',-0.083,-,-,0.000,79.200
'14:26:57.248',-0.083,-,-,0.000,89.600
'14:26:57.256',-0.083,-,-,-0.028,102.400
'14:26:57.264',-0.125,-,-,-0.042,113.600
'14:26:57.272',-0.153,-,-,-0.056,120.800
'14:26:57.280',-0.153,-,-,-0.085,123.200
'14:26:57.288',-0.153,-,-,-0.113,122.400
'14:26:57.296',-0.153,-,-,-0.113,120.000
'14:26:57.304',-0.167,-,-,-0.127,116.800
'14:26:57.312',-0.167,-,-,-0.141,115.200
'14:26:57.320',-0.167,-,-,-0.127,113.600
'14:26:57.328',-0.167,-,-,-0.141,112.000
'14:26:57.336',-0.167,-,-,-0.155,111.200
'14:26:57.344',-0.139,-,-,-0.141,111.200
'14:26:57.352',-0.097,-,-,-0.141,109.600
'14:26:57.360',-0.056,-,-,-0.113,108.000
'14:26:57.368',-0.042,-,-,-0.113,106.400
'14:26:57.376',-0.028,-,-,-0.070,104.000
'14:26:57.384',0.000,-,-,-0.028,101.600
'14:26:57.392',0.014,-,-,-0.014,99.200
'14:26:57.400',0.014,-,-,0.014,96.000
'14:26:57.408',0.028,-,-,0.042,93.600
'14:26:57.416',0.028,-,-,0.042,90.400
'14:26:57.424',0.028,-,-,0.042,87.200
'14:26:57.432',0.028,-,-,0.056,84.800
'14:26:57.440',0.028,-,-,0.056,83.200
'14:26:57.448',0.028,-,-,0.085,81.600
'14:26:57.456',0.042,-,-,0.085,81.600
'14:26:57.464',0.042,-,-,0.070,82.400
'14:26:57.472',0.056,-,-,0.085,82.400
'14:26:57.480',0.056,-,-,0.070,82.400
'14:26:57.488',0.042,-,-,0.085,82.400
'14:26:57.496',0.042,-,-,0.085,81.600
'14:26:57.504',0.028,-,-,0.070,80.800
'14:26:57.512',0.028,-,-,0.085,80.000
'14:26:57.520',0.028,-,-,0.056,79.200
'14:26:57.528',0.028,-,-,0.085,78.400
'14:26:57.536',0.028,-,-,0.056,77.600
'14:26:57.544',0.028,-,-,0.056,76.000
'14:26:57.552',0.028,-,-,0.070,76.000
'14:26:57.560',0.028,-,-,0.085,75.200
'14:26:57.568',0.028,-,-,0.085,74.400
'14:26:57.576',0.028,-,-,0.056,73.600
'14:26:57.584',0.014,-,-,0.070,72.800
'14:26:57.592',0.000,-,-,0.056,72.800
'14:26:57.600',-0.014,-,-,0.056,72.000
'14:26:57.608',-0.028,-,-,0.056,72.000
'14:26:57.616',-0.028,-,-,0.042,71.200
'14:26:57.624',-0.028,-,-,0.056,70.400
'14:26:57.632',-0.028,-,-,0.028,70.400
'14:26:57.640',-0.028,-,-,0.028,69.600
'14:26:57.648',-0.028,-,-,0.028,69.600
'14:26:57.656',-0.028,-,-,0.014,68.800
'14:26:57.664',-0.014,-,-,0.028,68.000
'14:26:57.672',-0.028,-,-,0.113,68.000
'14:26:57.680',-0.028,-,-,0.000,67.200
'14:26:57.688',-0.028,-,-,0.028,67.200
'14:26:57.696',-0.028,-,-,0.028,66.400
'14:26:57.704',-0.014,-,-,0.028,66.400
'14:26:57.712',-0.014,-,-,0.042,65.600
'14:26:57.720',-0.014,-,-,0.028,65.600
'14:26:57.728',-0.028,-,-,0.028,64.800
'14:26:57.736',-0.014,-,-,0.028,64.800
'14:26:57.744',-0.014,-,-,0.042,64.800
'14:26:57.752',-0.014,-,-,0.042,64.000
'14:26:57.760',-0.014,-,-,0.042,64.000
'14:26:57.768',0.000,-,-,0.042,63.200
'14:26:57.776',-0.014,-,-,0.028,63.200
'14:26:57.784',-0.028,-,-,0.028,63.200
'14:26:57.792',-0.028,-,-,0.028,62.400
'14:26:57.800',-0.028,-,-,0.028,62.400
'14:26:57.808',-0.028,-,-,0.014,62.400
'14:26:57.816',-0.014,-,-,0.028,61.600
'14:26:57.824',-0.014,-,-,0.028,61.600
'14:26:57.832',0.000,-,-,0.028,61.600
'14:26:57.840',0.000,-,-,0.014,60.800
'14:26:57.848',0.000,-,-,0.028,60.800
'14:26:57.856',0.000,-,-,0.014,60.000
'14:26:57.864',0.000,-,-,0.000,60.000
'14:26:57.872',0.000,-,-,0.000,60.000
'14:26:57.880',-0.028,-,-,0.000,59.200
'14:26:57.888',-0.028,-,-,0.000,59.200
'14:26:57.896',0.000,-,-,-0.056,59.200
'14:26:57.904',0.014,-,-,0.028,59.200
'14:26:57.912',-0.153,-,-,0.028,59.200
'14:26:57.920',-0.292,-,-,0.000,59.200
'14:26:57.928',-0.389,-,-,-0.070,59.200
'14:26:57.936',-0.403,-,-,-0.254,59.200
'14:26:57.944',-0.458,-,-,-0.563,59.200
'14:26:57.952',-0.486,-,-,-0.803,59.200
'14:26:57.960',-0.389,-,-,-0.676,58.400
'14:26:57.968',-0.208,-,-,-0.408,58.400
'14:26:57.976',-0.056,-,-,-0.155,58.400
'14:26:57.984',0.028,-,-,0.000,58.400
'14:26:57.992',0.056,-,-,0.028,58.400
'14:26:58.000',0.069,-,-,0.042,57.600
'14:26:58.008',0.069,-,-,0.042,57.600
'14:26:58.016',0.083,-,-,0.056,57.600
'14:26:58.024',0.083,-,-,0.042,56.800
'14:26:58.032',0.083,-,-,0.042,56.800
'14:26:58.040',0.083,-,-,0.028,57.600
'14:26:58.048',0.083,-,-,0.028,59.200
'14:26:58.056',0.097,-,-,0.014,64.000
'14:26:58.064',0.097,-,-,0.000,72.000
'14:26:58.072',0.097,-,-,0.000,83.200
'14:26:58.080',0.097,-,-,0.000,95.200
'14:26:58.088',0.097,-,-,0.000,105.600
'14:26:58.096',0.097,-,-,-0.014,112.800
'14:26:58.104',0.097,-,-,-0.028,116.000
'14:26:58.112',0.097,-,-,-0.028,116.000
'14:26:58.120',0.097,-,-,-0.042,113.600
'14:26:58.128',0.097,-,-,-0.056,111.200
'14:26:58.136',0.125,-,-,-0.056,108.800
'14:26:58.144',0.125,-,-,-0.056,106.400
'14:26:58.152',0.139,-,-,-0.042,104.800
'14:26:58.160',0.153,-,-,-0.056,103.200
'14:26:58.168',0.167,-,-,-0.028,102.400
'14:26:58.176',0.181,-,-,-0.028,100.800
'14:26:58.184',0.181,-,-,-0.028,100.000
'14:26:58.192',0.181,-,-,-0.014,98.400
'14:26:58.200',0.194,-,-,-0.014,96.800
'14:26:58.208',0.181,-,-,0.000,94.400
'14:26:58.216',0.181,-,-,0.000,92.800
'14:26:58.224',0.167,-,-,0.000,91.200
'14:26:58.232',0.153,-,-,0.028,88.800
'14:26:58.240',0.139,-,-,0.028,87.200
'14:26:58.248',0.125,-,-,0.028,84.800
'14:26:58.256',0.125,-,-,0.042,83.200
'14:26:58.264',0.125,-,-,0.042,80.800
'14:26:58.272',0.097,-,-,0.056,79.200
'14:26:58.280',0.083,-,-,0.056,77.600
'14:26:58.288',0.069,-,-,0.056,77.600
'14:26:58.296',0.069,-,-,0.042,77.600
'14:26:58.304',0.069,-,-,0.056,77.600
'14:26:58.312',0.069,-,-,0.056,77.600
'14:26:58.320',0.069,-,-,0.056,77.600
'14:26:58.328',0.069,-,-,0.056,77.600
'14:26:58.336',0.069,-,-,0.056,77.600
'14:26:58.344',0.069,-,-,0.056,77.600
'14:26:58.352',0.069,-,-,0.042,76.800
'14:26:58.360',0.069,-,-,0.056,76.000
'14:26:58.368',0.069,-,-,0.042,75.200
'14:26:58.376',0.056,-,-,0.056,74.400
'14:26:58.384',0.056,-,-,0.056,74.400
'14:26:58.392',0.056,-,-,0.056,73.600
'14:26:58.400',0.056,-,-,0.042,72.800
'14:26:58.408',0.042,-,-,0.056,72.000
'14:26:58.416',0.042,-,-,0.042,72.000
'14:26:58.424',0.042,-,-,0.042,71.200
'14:26:58.432',0.042,-,-,0.042,70.400
'14:26:58.440',0.042,-,-,0.042,70.400
'14:26:58.448',0.042,-,-,0.042,69.600
'14:26:58.456',0.042,-,-,0.056,69.600
'14:26:58.464',0.042,-,-,0.042,68.800
'14:26:58.472',0.042,-,-,0.056,68.800
'14:26:58.480',0.042,-,-,0.056,68.000
'14:26:58.488',0.028,-,-,0.056,68.000
'14:26:58.496',0.028,-,-,0.042,67.200
'14:26:58.504',0.028,-,-,0.056,67.200
'14:26:58.512',0.014,-,-,0.028,66.400
'14:26:58.520',0.014,-,-,0.028,66.400
'14:26:58.528',0.014,-,-,0.028,65.600
'14:26:58.536',0.014,-,-,0.028,65.600
'14:26:58.544',0.028,-,-,0.028,64.800
'14:26:58.552',0.014,-,-,0.042,64.800
'14:26:58.560',0.000,-,-,0.028,64.800
'14:26:58.568',0.014,-,-,0.028,64.000
'14:26:58.576',0.083,-,-,0.085,64.000
'14:26:58.584',0.306,-,-,0.296,64.000
'14:26:58.592',0.486,-,-,0.465,63.200
'14:26:58.600',0.500,-,-,0.183,63.200
'14:26:58.608',0.097,-,-,-0.352,63.200
'14:26:58.616',-0.083,-,-,-0.493,63.200
'14:26:58.624',-0.153,-,-,-0.366,62.400
'14:26:58.632',-0.167,-,-,-0.239,62.400
'14:26:58.640',-0.125,-,-,-0.070,62.400
'14:26:58.648',-0.097,-,-,-0.014,61.600
'14:26:58.656',-0.083,-,-,0.000,61.600
'14:26:58.664',-0.083,-,-,0.000,60.800
'14:26:58.672',-0.097,-,-,0.000,60.800
'14:26:58.680',-0.097,-,-,-0.014,60.800
'14:26:58.688',-0.125,-,-,-0.014,60.000
'14:26:58.696',-0.125,-,-,-0.028,60.800
'14:26:58.704',-0.139,-,-,-0.042,62.400
'14:26:58.712',-0.139,-,-,-0.056,66.400
'14:26:58.720',-0.153,-,-,-0.070,72.800
'14:26:58.728',-0.153,-,-,-0.085,83.200
'14:26:58.736',-0.167,-,-,-0.113,95.200
