'Elapsed time','I','AVF','MCL1','ABP'
'34:59:31.136',-0.064,-,-,59.200
'34:59:31.144',-0.064,-,-,59.200
'34:59:31.152',-0.056,-,-,58.400
'34:59:31.160',-0.048,-,-,57.600
'34:59:31.168',-0.040,-,-,57.600
'34:59:31.176',-0.032,-,-,56.800
'34:59:31.184',-0.032,-,-,56.800
'34:59:31.192',-0.032,-,-,56.000
'34:59:31.200',0.000,-,-,56.000
'34:59:31.208',0.096,-,-,55.200
'34:59:31.216',0.256,-,-,55.200
'34:59:31.224',0.384,-,-,54.400
'34:59:31.232',0.424,-,-,54.400
'34:59:31.240',0.392,-,-,54.400
'34:59:31.248',0.328,-,-,53.600
'34:59:31.256',0.224,-,-,53.600
'34:59:31.264',0.080,-,-,53.600
'34:59:31.272',-0.032,-,-,53.600
'34:59:31.280',-0.080,-,-,52.800
'34:59:31.288',-0.088,-,-,52.800
'34:59:31.296',-0.080,-,-,52.800
'34:59:31.304',-0.064,-,-,52.800
'34:59:31.312',-0.064,-,-,52.000
'34:59:31.320',-0.056,-,-,52.000
'34:59:31.328',-0.048,-,-,52.000
'34:59:31.336',-0.040,-,-,52.000
'34:59:31.344',-0.032,-,-,52.000
'34:59:31.352',-0.032,-,-,51.200
'34:59:31.360',-0.024,-,-,51.200
'34:59:31.368',-0.016,-,-,52.000
'34:59:31.376',-0.016,-,-,52.000
'34:59:31.384',-0.008,-,-,52.000
'34:59:31.392',-0.008,-,-,52.800
'34:59:31.400',-0.008,-,-,54.400
'34:59:31.408',-0.008,-,-,57.600
'34:59:31.416',0.000,-,-,60.800
'34:59:31.424',0.000,-,-,64.800
'34:59:31.432',0.008,-,-,69.600
'34:59:31.440',0.016,-,-,74.400
'34:59:31.448',0.024,-,-,80.000
'34:59:31.456',0.024,-,-,84.800
'34:59:31.464',0.032,-,-,89.600
'34:59:31.472',0.032,-,-,93.600
'34:59:31.480',0.040,-,-,97.600
'34:59:31.488',0.048,-,-,100.800
'34:59:31.496',0.048,-,-,104.000
'34:59:31.504',0.040,-,-,105.600
'34:59:31.512',0.040,-,-,106.400
'34:59:31.520',0.040,-,-,106.400
'34:59:31.528',0.040,-,-,106.400
'34:59:31.536',0.032,-,-,105.600
'34:59:31.544',0.016,-,-,104.800
'34:59:31.552',0.000,-,-,104.000
'34:59:31.560',-0.016,-,-,101.600
'34:59:31.568',-0.032,-,-,100.000
'34:59:31.576',-0.048,-,-,98.400
'34:59:31.584',-0.064,-,-,96.000
'34:59:31.592',-0.064,-,-,92.800
'34:59:31.600',-0.064,-,-,90.400
'34:59:31.608',-0.064,-,-,87.200
'34:59:31.616',-0.056,-,-,84.000
'34:59:31.624',-0.056,-,-,80.800
'34:59:31.632',-0.048,-,-,77.600
'34:59:31.640',-0.048,-,-,74.400
'34:59:31.648',-0.040,-,-,72.000
'34:59:31.656',-0.040,-,-,69.600
'34:59:31.664',-0.032,-,-,67.200
'34:59:31.672',-0.032,-,-,65.600
'34:59:31.680',-0.024,-,-,64.800
'34:59:31.688',-0.016,-,-,63.200
'34:59:31.696',0.008,-,-,63.200
'34:59:31.704',0.032,-,-,62.400
'34:59:31.712',0.072,-,-,62.400
'34:59:31.720',0.120,-,-,62.400
'34:59:31.728',0.168,-,-,63.200
'34:59:31.736',0.200,-,-,63.200
'34:59:31.744',0.216,-,-,63.200
'34:59:31.752',0.232,-,-,64.000
'34:59:31.760',0.256,-,-,64.000
'34:59:31.768',0.312,-,-,64.000
'34:59:31.776',0.368,-,-,64.800
'34:59:31.784',0.392,-,-,64.800
'34:59:31.792',0.376,-,-,64.800
'34:59:31.800',0.368,-,-,64.800
'34:59:31.808',0.304,-,-,64.800
'34:59:31.816',0.128,-,-,64.000
'34:59:31.824',-0.064,-,-,64.000
'34:59:31.832',-0.184,-,-,63.200
'34:59:31.840',-0.232,-,-,63.200
'34:59:31.848',-0.240,-,-,62.400
'34:59:31.856',-0.224,-,-,62.400
'34:59:31.864',-0.208,-,-,61.600
'34:59:31.872',-0.192,-,-,60.800
'34:59:31.880',-0.176,-,-,60.800
'34:59:31.888',-0.160,-,-,60.000
'34:59:31.896',-0.152,-,-,59.200
'34:59:31.904',-0.136,-,-,59.200
'34:59:31.912',-0.136,-,-,58.400
'34:59:31.920',-0.136,-,-,58.400
'34:59:31.928',-0.144,-,-,57.600
'34:59:31.936',-0.144,-,-,57.600
'34:59:31.944',-0.136,-,-,56.800
'34:59:31.952',-0.120,-,-,56.800
'34:59:31.960',-0.112,-,-,56.000
'34:59:31.968',-0.096,-,-,56.000
'34:59:31.976',-0.088,-,-,56.000
'34:59:31.984',-0.080,-,-,56.000
'34:59:31.992',-0.064,-,-,56.000
'34:59:32.000',-0.048,-,-,56.800
'34:59:32.008',-0.040,-,-,57.600
'34:59:32.016',-0.024,-,-,58.400
'34:59:32.024',-0.008,-,-,60.000
'34:59:32.032',0.008,-,-,62.400
'34:59:32.040',0.024,-,-,64.000
'34:59:32.048',0.032,-,-,66.400
'34:59:32.056',0.040,-,-,68.000
'34:59:32.064',0.048,-,-,70.400
'34:59:32.072',0.048,-,-,72.000
'34:59:32.080',0.048,-,-,73.600
'34:59:32.088',0.040,-,-,75.200
'34:59:32.096',0.024,-,-,76.000
'34:59:32.104',0.008,-,-,76.000
'34:59:32.112',0.000,-,-,76.000
'34:59:32.120',-0.008,-,-,75.200
'34:59:32.128',-0.016,-,-,74.400
'34:59:32.136',-0.024,-,-,72.800
'34:59:32.144',-0.032,-,-,71.200
'34:59:32.152',-0.040,-,-,68.800
'34:59:32.160',-0.040,-,-,66.400
'34:59:32.168',-0.048,-,-,64.800
'34:59:32.176',-0.048,-,-,62.400
'34:59:32.184',-0.048,-,-,60.000
'34:59:32.192',-0.040,-,-,57.600
'34:59:32.200',-0.032,-,-,56.000
'34:59:32.208',-0.016,-,-,54.400
'34:59:32.216',-0.008,-,-,53.600
'34:59:32.224',0.016,-,-,52.800
'34:59:32.232',0.048,-,-,52.000
'34:59:32.240',0.112,-,-,51.200
'34:59:32.248',0.200,-,-,51.200
'34:59:32.256',0.296,-,-,51.200
'34:59:32.264',0.400,-,-,51.200
'34:59:32.272',0.512,-,-,51.200
'34:59:32.280',0.616,-,-,51.200
'34:59:32.288',0.712,-,-,51.200
'34:59:32.296',0.752,-,-,52.000
'34:59:32.304',0.712,-,-,52.000
'34:59:32.312',0.624,-,-,52.800
'34:59:32.320',0.552,-,-,52.800
'34:59:32.328',0.520,-,-,52.800
'34:59:32.336',0.464,-,-,52.800
'34:59:32.344',0.288,-,-,52.800
'34:59:32.352',0.064,-,-,53.600
'34:59:32.360',-0.120,-,-,53.600
'34:59:32.368',-0.224,-,-,53.600
'34:59:32.376',-0.272,-,-,52.800
'34:59:32.384',-0.296,-,-,52.800
'34:59:32.392',-0.304,-,-,52.800
'34:59:32.400',-0.312,-,-,52.800
'34:59:32.408',-0.320,-,-,52.800
'34:59:32.416',-0.328,-,-,52.800
'34:59:32.424',-0.328,-,-,52.800
'34:59:32.432',-0.336,-,-,52.800
'34:59:32.440',-0.344,-,-,52.800
'34:59:32.448',-0.352,-,-,52.800
'34:59:32.456',-0.368,-,-,52.800
'34:59:32.464',-0.376,-,-,52.800
'34:59:32.472',-0.376,-,-,53.600
'34:59:32.480',-0.376,-,-,54.400
'34:59:32.488',-0.376,-,-,56.000
'34:59:32.496',-0.384,-,-,57.600
'34:59:32.504',-0.384,-,-,60.800
'34:59:32.512',-0.384,-,-,64.000
'34:59:32.520',-0.376,-,-,67.200
'34:59:32.528',-0.368,-,-,70.400
'34:59:32.536',-0.352,-,-,74.400
'34:59:32.544',-0.336,-,-,77.600
'34:59:32.552',-0.312,-,-,80.800
'34:59:32.560',-0.288,-,-,84.000
'34:59:32.568',-0.264,-,-,86.400
'34:59:32.576',-0.224,-,-,88.800
'34:59:32.584',-0.192,-,-,89.600
'34:59:32.592',-0.152,-,-,90.400
'34:59:32.600',-0.128,-,-,91.200
'34:59:32.608',-0.112,-,-,90.400
'34:59:32.616',-0.096,-,-,89.600
'34:59:32.624',-0.080,-,-,88.000
'34:59:32.632',-0.064,-,-,85.600
'34:59:32.640',-0.048,-,-,83.200
'34:59:32.648',-0.032,-,-,80.000
'34:59:32.656',-0.016,-,-,76.800
'34:59:32.664',-0.008,-,-,73.600
'34:59:32.672',0.008,-,-,70.400
'34:59:32.680',0.008,-,-,67.200
'34:59:32.688',0.016,-,-,64.800
'34:59:32.696',0.016,-,-,61.600
'34:59:32.704',0.016,-,-,60.000
'34:59:32.712',0.008,-,-,57.600
'34:59:32.720',0.000,-,-,56.000
'34:59:32.728',0.000,-,-,55.200
'34:59:32.736',-0.008,-,-,54.400
'34:59:32.744',-0.016,-,-,53.600
'34:59:32.752',-0.016,-,-,53.600
'34:59:32.760',-0.016,-,-,54.400
'34:59:32.768',-0.024,-,-,54.400
'34:59:32.776',-0.024,-,-,55.200
'34:59:32.784',-0.024,-,-,55.200
'34:59:32.792',-0.024,-,-,56.000
'34:59:32.800',-0.024,-,-,56.800
'34:59:32.808',-0.016,-,-,57.600
'34:59:32.816',-0.008,-,-,58.400
'34:59:32.824',0.000,-,-,58.400
'34:59:32.832',0.000,-,-,58.400
'34:59:32.840',0.000,-,-,59.200
'34:59:32.848',0.000,-,-,59.200
'34:59:32.856',0.000,-,-,59.200
'34:59:32.864',0.008,-,-,59.200
'34:59:32.872',0.008,-,-,58.400
'34:59:32.880',0.008,-,-,58.400
'34:59:32.888',0.000,-,-,57.600
'34:59:32.896',-0.008,-,-,57.600
'34:59:32.904',-0.008,-,-,56.800
'34:59:32.912',-0.016,-,-,56.800
'34:59:32.920',-0.024,-,-,56.000
'34:59:32.928',-0.024,-,-,56.000
'34:59:32.936',-0.024,-,-,55.200
'34:59:32.944',-0.032,-,-,55.200
'34:59:32.952',-0.040,-,-,54.400
'34:59:32.960',-0.040,-,-,54.400
'34:59:32.968',-0.040,-,-,53.600
'34:59:32.976',-0.040,-,-,53.600
'34:59:32.984',-0.032,-,-,52.800
'34:59:32.992',-0.024,-,-,52.800
'34:59:33.000',-0.024,-,-,52.000
'34:59:33.008',-0.016,-,-,52.000
'34:59:33.016',-0.008,-,-,52.000
'34:59:33.024',0.000,-,-,51.200
'34:59:33.032',0.000,-,-,51.200
'34:59:33.040',0.008,-,-,50.400
'34:59:33.048',0.008,-,-,50.400
'34:59:33.056',0.000,-,-,50.400
'34:59:33.064',-0.008,-,-,49.600
'34:59:33.072',-0.016,-,-,49.600
'34:59:33.080',-0.024,-,-,49.600
'34:59:33.088',-0.024,-,-,49.600
'34:59:33.096',-0.024,-,-,49.600
'34:59:33.104',-0.024,-,-,49.600
'34:59:33.112',-0.016,-,-,48.800
'34:59:33.120',-0.016,-,-,48.800
'34:59:33.128',-0.016,-,-,48.800
'34:59:33.136',-0.016,-,-,48.800
'34:59:33.144',-0.016,-,-,48.800
'34:59:33.152',-0.008,-,-,48.800
'34:59:33.160',-0.008,-,-,48.000
'34:59:33.168',-0.008,-,-,48.000
'34:59:33.176',0.000,-,-,48.000
'34:59:33.184',0.056,-,-,48.000
'34:59:33.192',0.168,-,-,48.000
'34:59:33.200',0.320,-,-,48.000
'34:59:33.208',0.432,-,-,48.000
'34:59:33.216',0.472,-,-,47.200
'34:59:33.224',0.456,-,-,47.200
'34:59:33.232',0.392,-,-,47.200
'34:59:33.240',0.248,-,-,47.200
'34:59:33.248',0.088,-,-,47.200
'34:59:33.256',-0.008,-,-,47.200
'34:59:33.264',-0.040,-,-,46.400
'34:59:33.272',-0.040,-,-,46.400
'34:59:33.280',-0.024,-,-,46.400
'34:59:33.288',-0.024,-,-,46.400
'34:59:33.296',-0.024,-,-,46.400
'34:59:33.304',-0.024,-,-,45.600
'34:59:33.312',-0.016,-,-,45.600
'34:59:33.320',-0.016,-,-,45.600
'34:59:33.328',-0.016,-,-,45.600
'34:59:33.336',-0.016,-,-,45.600
'34:59:33.344',-0.008,-,-,45.600
'34:59:33.352',-0.008,-,-,46.400
'34:59:33.360',0.000,-,-,48.000
'34:59:33.368',0.008,-,-,50.400
'34:59:33.376',0.008,-,-,54.400
'34:59:33.384',0.016,-,-,59.200
'34:59:33.392',0.024,-,-,64.000
'34:59:33.400',0.024,-,-,69.600
'34:59:33.408',0.024,-,-,76.000
'34:59:33.416',0.032,-,-,81.600
'34:59:33.424',0.032,-,-,88.000
'34:59:33.432',0.032,-,-,92.800
'34:59:33.440',0.040,-,-,98.400
'34:59:33.448',0.056,-,-,102.400
'34:59:33.456',0.056,-,-,105.600
'34:59:33.464',0.064,-,-,108.000
'34:59:33.472',0.064,-,-,109.600
'34:59:33.480',0.064,-,-,111.200
'34:59:33.488',0.064,-,-,111.200
'34:59:33.496',0.064,-,-,111.200
'34:59:33.504',0.072,-,-,110.400
'34:59:33.512',0.064,-,-,109.600
'34:59:33.520',0.064,-,-,108.000
'34:59:33.528',0.048,-,-,106.400
'34:59:33.536',0.040,-,-,104.800
'34:59:33.544',0.040,-,-,102.400
'34:59:33.552',0.024,-,-,100.000
'34:59:33.560',0.016,-,-,96.800
'34:59:33.568',0.008,-,-,93.600
'34:59:33.576',0.008,-,-,90.400
'34:59:33.584',0.008,-,-,87.200
'34:59:33.592',0.000,-,-,83.200
'34:59:33.600',-0.008,-,-,80.000
'34:59:33.608',-0.008,-,-,76.800
'34:59:33.616',-0.008,-,-,73.600
'34:59:33.624',-0.016,-,-,71.200
'34:59:33.632',-0.016,-,-,68.800
'34:59:33.640',-0.016,-,-,67.200
'34:59:33.648',-0.016,-,-,65.600
'34:59:33.656',-0.016,-,-,64.800
'34:59:33.664',-0.016,-,-,64.000
'34:59:33.672',-0.024,-,-,64.000
'34:59:33.680',-0.024,-,-,64.000
'34:59:33.688',-0.032,-,-,64.000
'34:59:33.696',-0.032,-,-,64.800
'34:59:33.704',-0.040,-,-,64.800
'34:59:33.712',-0.032,-,-,64.800
'34:59:33.720',-0.024,-,-,65.600
'34:59:33.728',-0.024,-,-,65.600
'34:59:33.736',-0.032,-,-,65.600
'34:59:33.744',-0.032,-,-,65.600
'34:59:33.752',-0.040,-,-,65.600
'34:59:33.760',-0.040,-,-,65.600
'34:59:33.768',-0.040,-,-,65.600
'34:59:33.776',-0.048,-,-,64.800
'34:59:33.784',-0.056,-,-,64.800
'34:59:33.792',-0.064,-,-,64.000
'34:59:33.800',-0.072,-,-,64.000
'34:59:33.808',-0.072,-,-,63.200
'34:59:33.816',-0.072,-,-,62.400
'34:59:33.824',-0.072,-,-,62.400
'34:59:33.832',-0.072,-,-,61.600
'34:59:33.840',-0.072,-,-,60.800
'34:59:33.848',-0.064,-,-,60.800
'34:59:33.856',-0.064,-,-,60.000
'34:59:33.864',-0.064,-,-,59.200
'34:59:33.872',-0.056,-,-,59.200
'34:59:33.880',-0.048,-,-,58.400
'34:59:33.888',-0.040,-,-,57.600
'34:59:33.896',-0.032,-,-,57.600
'34:59:33.904',-0.032,-,-,56.800
'34:59:33.912',-0.032,-,-,56.800
'34:59:33.920',-0.032,-,-,56.000
'34:59:33.928',-0.024,-,-,56.000
'34:59:33.936',-0.024,-,-,55.200
'34:59:33.944',-0.032,-,-,55.200
'34:59:33.952',-0.040,-,-,54.400
'34:59:33.960',-0.048,-,-,54.400
'34:59:33.968',-0.056,-,-,54.400
'34:59:33.976',-0.024,-,-,53.600
'34:59:33.984',0.080,-,-,53.600
'34:59:33.992',0.240,-,-,52.800
'34:59:34.000',0.384,-,-,52.800
'34:59:34.008',0.440,-,-,52.800
'34:59:34.016',0.416,-,-,52.800
'34:59:34.024',0.336,-,-,52.000
'34:59:34.032',0.208,-,-,52.000
'34:59:34.040',0.064,-,-,52.000
'34:59:34.048',-0.024,-,-,51.200
'34:59:34.056',-0.064,-,-,51.200
'34:59:34.064',-0.056,-,-,51.200
'34:59:34.072',-0.040,-,-,51.200
'34:59:34.080',-0.032,-,-,50.400
'34:59:34.088',-0.024,-,-,50.400
'34:59:34.096',-0.024,-,-,50.400
'34:59:34.104',-0.024,-,-,50.400
'34:59:34.112',-0.024,-,-,50.400
'34:59:34.120',-0.024,-,-,50.400
'34:59:34.128',-0.032,-,-,50.400
'34:59:34.136',-0.032,-,-,50.400
'34:59:34.144',-0.032,-,-,50.400
'34:59:34.152',-0.040,-,-,50.400
'34:59:34.160',-0.032,-,-,50.400
'34:59:34.168',-0.032,-,-,51.200
'34:59:34.176',-0.024,-,-,52.000
'34:59:34.184',-0.016,-,-,53.600
'34:59:34.192',-0.008,-,-,55.200
'34:59:34.200',0.000,-,-,58.400
'34:59:34.208',0.016,-,-,62.400
'34:59:34.216',0.032,-,-,66.400
'34:59:34.224',0.048,-,-,70.400
'34:59:34.232',0.056,-,-,75.200
'34:59:34.240',0.064,-,-,79.200
'34:59:34.248',0.064,-,-,84.000
'34:59:34.256',0.072,-,-,88.000
'34:59:34.264',0.072,-,-,92.000
'34:59:34.272',0.072,-,-,95.200
'34:59:34.280',0.064,-,-,97.600
'34:59:34.288',0.056,-,-,99.200
'34:59:34.296',0.048,-,-,100.800
'34:59:34.304',0.032,-,-,101.600
'34:59:34.312',0.016,-,-,101.600
'34:59:34.320',0.008,-,-,100.800
'34:59:34.328',-0.008,-,-,100.000
'34:59:34.336',-0.024,-,-,98.400
'34:59:34.344',-0.032,-,-,96.800
'34:59:34.352',-0.040,-,-,95.200
'34:59:34.360',-0.048,-,-,93.600
'34:59:34.368',-0.056,-,-,91.200
'34:59:34.376',-0.056,-,-,88.000
'34:59:34.384',-0.056,-,-,84.800
'34:59:34.392',-0.048,-,-,81.600
'34:59:34.400',-0.048,-,-,78.400
'34:59:34.408',-0.040,-,-,76.000
'34:59:34.416',-0.040,-,-,72.800
'34:59:34.424',-0.032,-,-,70.400
'34:59:34.432',-0.032,-,-,68.000
'34:59:34.440',-0.024,-,-,65.600
'34:59:34.448',-0.024,-,-,64.000
'34:59:34.456',-0.024,-,-,63.200
'34:59:34.464',-0.024,-,-,62.400
'34:59:34.472',-0.032,-,-,61.600
'34:59:34.480',-0.040,-,-,60.800
'34:59:34.488',-0.048,-,-,60.800
'34:59:34.496',-0.056,-,-,60.800
'34:59:34.504',-0.056,-,-,61.600
'34:59:34.512',-0.056,-,-,61.600
'34:59:34.520',-0.056,-,-,62.400
'34:59:34.528',-0.056,-,-,62.400
'34:59:34.536',-0.056,-,-,63.200
'34:59:34.544',-0.056,-,-,63.200
'34:59:34.552',-0.056,-,-,63.200
'34:59:34.560',-0.048,-,-,63.200
'34:59:34.568',-0.048,-,-,64.000
'34:59:34.576',-0.056,-,-,63.200
'34:59:34.584',-0.056,-,-,63.200
'34:59:34.592',-0.056,-,-,63.200
'34:59:34.600',-0.048,-,-,63.200
'34:59:34.608',-0.048,-,-,62.400
'34:59:34.616',-0.048,-,-,62.400
'34:59:34.624',-0.048,-,-,61.600
'34:59:34.632',-0.048,-,-,60.800
'34:59:34.640',-0.056,-,-,60.800
'34:59:34.648',-0.064,-,-,60.000
'34:59:34.656',-0.016,-,-,60.000
'34:59:34.664',0.096,-,-,59.200
'34:59:34.672',0.248,-,-,58.400
'34:59:34.680',0.360,-,-,58.400
'34:59:34.688',0.384,-,-,57.600
'34:59:34.696',0.344,-,-,57.600
'34:59:34.704',0.280,-,-,56.800
'34:59:34.712',0.160,-,-,56.000
'34:59:34.720',0.040,-,-,56.000
'34:59:34.728',-0.040,-,-,55.200
'34:59:34.736',-0.072,-,-,55.200
'34:59:34.744',-0.072,-,-,54.400
'34:59:34.752',-0.056,-,-,54.400
'34:59:34.760',-0.048,-,-,53.600
'34:59:34.768',-0.048,-,-,53.600
'34:59:34.776',-0.048,-,-,53.600
'34:59:34.784',-0.048,-,-,52.800
'34:59:34.792',-0.048,-,-,52.800
'34:59:34.800',-0.048,-,-,52.800
'34:59:34.808',-0.040,-,-,52.800
'34:59:34.816',-0.032,-,-,52.800
'34:59:34.824',-0.024,-,-,52.800
'34:59:34.832',-0.016,-,-,52.800
'34:59:34.840',-0.008,-,-,52.800
'34:59:34.848',-0.008,-,-,53.600
'34:59:34.856',0.008,-,-,55.200
'34:59:34.864',0.016,-,-,56.800
'34:59:34.872',0.024,-,-,60.000
'34:59:34.880',0.032,-,-,63.200
'34:59:34.888',0.040,-,-,67.200
'34:59:34.896',0.048,-,-,72.000
'34:59:34.904',0.056,-,-,76.800
'34:59:34.912',0.064,-,-,81.600
'34:59:34.920',0.064,-,-,85.600
'34:59:34.928',0.064,-,-,90.400
'34:59:34.936',0.056,-,-,94.400
'34:59:34.944',0.048,-,-,97.600
'34:59:34.952',0.048,-,-,100.000
'34:59:34.960',0.048,-,-,102.400
'34:59:34.968',0.048,-,-,104.000
'34:59:34.976',0.040,-,-,104.800
'34:59:34.984',0.032,-,-,104.800
'34:59:34.992',0.024,-,-,104.000
'34:59:35.000',0.016,-,-,104.000
'34:59:35.008',0.008,-,-,102.400
'34:59:35.016',0.000,-,-,101.600
'34:59:35.024',-0.016,-,-,99.200
'34:59:35.032',-0.024,-,-,97.600
'34:59:35.040',-0.032,-,-,95.200
'34:59:35.048',-0.032,-,-,92.800
'34:59:35.056',-0.032,-,-,90.400
'34:59:35.064',-0.032,-,-,87.200
'34:59:35.072',-0.032,-,-,84.000
'34:59:35.080',-0.040,-,-,80.800
'34:59:35.088',-0.040,-,-,77.600
'34:59:35.096',-0.040,-,-,74.400
'34:59:35.104',-0.048,-,-,72.000
'34:59:35.112',-0.056,-,-,69.600
'34:59:35.120',-0.056,-,-,67.200
'34:59:35.128',-0.056,-,-,65.600
'34:59:35.136',-0.056,-,-,64.000
'34:59:35.144',-0.056,-,-,63.200
'34:59:35.152',-0.048,-,-,62.400
'34:59:35.160',-0.040,-,-,62.400
'34:59:35.168',-0.040,-,-,62.400
'34:59:35.176',-0.040,-,-,62.400
'34:59:35.184',-0.024,-,-,62.400
'34:59:35.192',0.040,-,-,63.200
'34:59:35.200',0.160,-,-,64.000
'34:59:35.208',0.288,-,-,64.000
'34:59:35.216',0.360,-,-,64.800
'34:59:35.224',0.368,-,-,64.800
'34:59:35.232',0.320,-,-,64.800
'34:59:35.240',0.224,-,-,64.800
'34:59:35.248',0.096,-,-,64.800
'34:59:35.256',-0.024,-,-,64.800
'34:59:35.264',-0.080,-,-,64.800
'34:59:35.272',-0.104,-,-,64.000
'34:59:35.280',-0.104,-,-,64.000
