'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP','CVP'
'37:40:25.688',-,0.024,-,-,-,-,98.400,49.560,45.000
'37:40:25.696',-,0.040,-,-,-,-,106.800,49.560,45.000
'37:40:25.704',-,0.040,-,-,-,-,112.800,49.560,45.000
'37:40:25.712',-,0.040,-,-,-,-,116.400,49.080,45.000
'37:40:25.720',-,0.040,-,-,-,-,118.800,48.720,45.000
'37:40:25.728',-,0.040,-,-,-,-,118.800,48.720,45.000
'37:40:25.736',-,0.040,-,-,-,-,118.800,48.720,45.000
'37:40:25.744',-,0.040,-,-,-,-,117.600,48.720,45.000
'37:40:25.752',-,0.040,-,-,-,-,116.400,48.720,45.000
'37:40:25.760',-,0.024,-,-,-,-,115.200,47.520,45.000
'37:40:25.768',-,0.024,-,-,-,-,114.000,46.320,45.000
'37:40:25.776',-,0.024,-,-,-,-,112.800,45.120,45.000
'37:40:25.784',-,0.008,-,-,-,-,111.600,43.920,45.000
'37:40:25.792',-,0.008,-,-,-,-,110.400,43.080,45.000
'37:40:25.800',-,0.008,-,-,-,-,109.200,42.720,45.000
'37:40:25.808',-,0.000,-,-,-,-,108.000,42.720,45.000
'37:40:25.816',-,0.000,-,-,-,-,106.800,43.560,45.000
'37:40:25.824',-,0.000,-,-,-,-,104.400,43.920,45.000
'37:40:25.832',-,0.000,-,-,-,-,102.000,43.920,45.000
'37:40:25.840',-,0.000,-,-,-,-,99.600,43.080,45.000
'37:40:25.848',-,-0.008,-,-,-,-,97.200,42.360,45.000
'37:40:25.856',-,-0.008,-,-,-,-,94.800,41.160,45.000
'37:40:25.864',-,-0.008,-,-,-,-,91.200,39.960,45.000
'37:40:25.872',-,0.000,-,-,-,-,88.800,38.760,45.000
'37:40:25.880',-,0.000,-,-,-,-,84.000,37.920,45.000
'37:40:25.888',-,0.000,-,-,-,-,80.400,37.560,45.000
'37:40:25.896',-,0.000,-,-,-,-,76.800,37.920,45.000
'37:40:25.904',-,0.000,-,-,-,-,74.400,39.120,45.000
'37:40:25.912',-,0.008,-,-,-,-,73.200,40.320,45.000
'37:40:25.920',-,0.008,-,-,-,-,73.200,41.160,45.000
'37:40:25.928',-,0.008,-,-,-,-,75.600,41.520,45.000
'37:40:25.936',-,0.024,-,-,-,-,76.800,41.520,45.000
'37:40:25.944',-,0.024,-,-,-,-,76.800,40.680,45.000
'37:40:25.952',-,0.008,-,-,-,-,76.800,39.960,45.000
'37:40:25.960',-,0.008,-,-,-,-,76.800,39.120,45.000
'37:40:25.968',-,0.008,-,-,-,-,76.800,38.280,45.000
'37:40:25.976',-,0.008,-,-,-,-,76.800,37.560,45.000
'37:40:25.984',-,0.000,-,-,-,-,76.800,37.080,45.000
'37:40:25.992',-,0.000,-,-,-,-,76.800,37.080,45.000
'37:40:26.000',-,0.000,-,-,-,-,76.800,36.720,45.000
'37:40:26.008',-,0.000,-,-,-,-,76.800,36.720,45.000
'37:40:26.016',-,0.000,-,-,-,-,76.800,36.720,45.000
'37:40:26.024',-,-0.008,-,-,-,-,75.600,36.720,45.000
'37:40:26.032',-,-0.008,-,-,-,-,75.600,36.360,45.000
'37:40:26.040',-,-0.008,-,-,-,-,74.400,36.720,45.000
'37:40:26.048',-,-0.008,-,-,-,-,74.400,36.720,45.000
'37:40:26.056',-,-0.008,-,-,-,-,74.400,37.080,45.000
'37:40:26.064',-,-0.008,-,-,-,-,73.200,37.080,45.000
'37:40:26.072',-,0.000,-,-,-,-,73.200,37.080,45.000
'37:40:26.080',-,0.000,-,-,-,-,72.000,37.080,45.000
'37:40:26.088',-,0.000,-,-,-,-,72.000,36.720,45.000
'37:40:26.096',-,0.000,-,-,-,-,72.000,36.360,45.000
'37:40:26.104',-,0.000,-,-,-,-,72.000,35.880,45.000
'37:40:26.112',-,0.000,-,-,-,-,70.800,35.880,45.000
'37:40:26.120',-,0.000,-,-,-,-,70.800,35.520,45.000
'37:40:26.128',-,0.000,-,-,-,-,70.800,35.520,45.000
'37:40:26.136',-,0.000,-,-,-,-,69.600,35.520,45.000
'37:40:26.144',-,-0.008,-,-,-,-,69.600,35.160,45.000
'37:40:26.152',-,-0.008,-,-,-,-,69.600,35.160,45.000
'37:40:26.160',-,-0.008,-,-,-,-,68.400,35.160,45.000
'37:40:26.168',-,-0.008,-,-,-,-,68.400,35.160,45.000
'37:40:26.176',-,-0.008,-,-,-,-,68.400,35.160,45.000
'37:40:26.184',-,0.000,-,-,-,-,67.200,35.160,45.000
'37:40:26.192',-,0.000,-,-,-,-,67.200,35.160,45.000
'37:40:26.200',-,0.000,-,-,-,-,67.200,34.680,45.000
'37:40:26.208',-,0.000,-,-,-,-,66.000,34.680,45.000
'37:40:26.216',-,0.000,-,-,-,-,66.000,34.320,45.000
'37:40:26.224',-,-0.008,-,-,-,-,66.000,34.320,45.000
'37:40:26.232',-,-0.040,-,-,-,-,64.800,34.320,45.000
'37:40:26.240',-,-0.056,-,-,-,-,64.800,34.320,45.000
'37:40:26.248',-,0.008,-,-,-,-,64.800,34.320,45.000
'37:40:26.256',-,0.024,-,-,-,-,64.800,34.320,45.000
'37:40:26.264',-,0.000,-,-,-,-,63.600,33.960,45.000
'37:40:26.272',-,0.000,-,-,-,-,63.600,33.960,45.000
'37:40:26.280',-,0.008,-,-,-,-,62.400,33.480,45.000
'37:40:26.288',-,0.024,-,-,-,-,62.400,33.480,45.000
'37:40:26.296',-,0.040,-,-,-,-,62.400,32.760,45.000
'37:40:26.304',-,0.040,-,-,-,-,61.200,32.280,45.000
'37:40:26.312',-,0.040,-,-,-,-,61.200,32.280,45.000
'37:40:26.320',-,0.040,-,-,-,-,61.200,31.920,45.000
'37:40:26.328',-,0.024,-,-,-,-,60.000,31.920,45.000
'37:40:26.336',-,0.008,-,-,-,-,60.000,31.080,45.000
'37:40:26.344',-,0.000,-,-,-,-,60.000,30.720,45.000
'37:40:26.352',-,-0.024,-,-,-,-,58.800,30.360,45.000
'37:40:26.360',-,-0.056,-,-,-,-,58.800,30.360,45.000
'37:40:26.368',-,-0.064,-,-,-,-,58.800,30.360,45.000
'37:40:26.376',-,-0.064,-,-,-,-,57.600,30.720,45.000
'37:40:26.384',-,-0.064,-,-,-,-,57.600,30.720,45.000
'37:40:26.392',-,-0.064,-,-,-,-,57.600,30.720,45.000
'37:40:26.400',-,-0.064,-,-,-,-,57.600,30.360,45.000
'37:40:26.408',-,-0.080,-,-,-,-,56.400,29.520,45.000
'37:40:26.416',-,-0.080,-,-,-,-,56.400,29.160,45.000
'37:40:26.424',-,-0.112,-,-,-,-,56.400,29.160,45.000
'37:40:26.432',-,-0.152,-,-,-,-,56.400,28.680,45.000
'37:40:26.440',-,-0.200,-,-,-,-,56.400,28.680,45.000
'37:40:26.448',-,-0.200,-,-,-,-,56.400,28.680,45.000
'37:40:26.456',-,-0.152,-,-,-,-,56.400,28.680,45.000
'37:40:26.464',-,-0.064,-,-,-,-,56.400,29.160,45.000
'37:40:26.472',-,0.024,-,-,-,-,56.400,29.880,45.000
'37:40:26.480',-,0.128,-,-,-,-,56.400,31.560,45.000
'37:40:26.488',-,0.152,-,-,-,-,55.200,33.120,45.000
'37:40:26.496',-,0.112,-,-,-,-,55.200,34.680,45.000
'37:40:26.504',-,0.040,-,-,-,-,55.200,34.320,45.000
'37:40:26.512',-,0.000,-,-,-,-,55.200,30.720,45.000
'37:40:26.520',-,-0.008,-,-,-,-,54.000,25.920,45.000
'37:40:26.528',-,0.008,-,-,-,-,54.000,21.960,45.000
'37:40:26.536',-,0.040,-,-,-,-,54.000,21.120,45.000
'37:40:26.544',-,0.040,-,-,-,-,54.000,23.520,45.000
'37:40:26.552',-,0.040,-,-,-,-,54.000,28.320,45.000
'37:40:26.560',-,0.024,-,-,-,-,52.800,34.320,45.000
'37:40:26.568',-,0.024,-,-,-,-,52.800,40.320,45.000
'37:40:26.576',-,0.008,-,-,-,-,52.800,44.760,45.000
'37:40:26.584',-,0.000,-,-,-,-,52.800,47.160,45.000
'37:40:26.592',-,0.008,-,-,-,-,52.800,47.520,45.000
'37:40:26.600',-,0.008,-,-,-,-,52.800,47.520,45.000
'37:40:26.608',-,0.008,-,-,-,-,52.800,47.880,45.000
'37:40:26.616',-,0.008,-,-,-,-,52.800,48.720,45.000
'37:40:26.624',-,0.008,-,-,-,-,52.800,49.920,45.000
'37:40:26.632',-,0.008,-,-,-,-,52.800,51.120,45.000
'37:40:26.640',-,0.024,-,-,-,-,52.800,51.960,45.000
'37:40:26.648',-,0.024,-,-,-,-,54.000,51.960,45.000
'37:40:26.656',-,0.024,-,-,-,-,58.800,51.480,45.000
'37:40:26.664',-,0.040,-,-,-,-,67.200,50.760,45.000
'37:40:26.672',-,0.024,-,-,-,-,76.800,49.920,45.000
'37:40:26.680',-,0.040,-,-,-,-,88.800,49.080,45.000
'37:40:26.688',-,0.040,-,-,-,-,98.400,49.080,45.000
'37:40:26.696',-,0.040,-,-,-,-,106.800,49.080,45.000
'37:40:26.704',-,0.040,-,-,-,-,112.800,49.080,45.000
'37:40:26.712',-,0.040,-,-,-,-,116.400,48.360,45.000
'37:40:26.720',-,0.056,-,-,-,-,118.800,47.160,45.000
'37:40:26.728',-,0.056,-,-,-,-,118.800,45.960,45.000
'37:40:26.736',-,0.056,-,-,-,-,118.800,45.120,45.000
'37:40:26.744',-,0.056,-,-,-,-,117.600,44.760,45.000
'37:40:26.752',-,0.056,-,-,-,-,116.400,44.280,45.000
'37:40:26.760',-,0.056,-,-,-,-,115.200,44.280,45.000
'37:40:26.768',-,0.040,-,-,-,-,115.200,43.920,45.000
'37:40:26.776',-,0.040,-,-,-,-,114.000,43.560,45.000
'37:40:26.784',-,0.040,-,-,-,-,111.600,42.720,45.000
'37:40:26.792',-,0.040,-,-,-,-,110.400,41.880,45.000
'37:40:26.800',-,0.040,-,-,-,-,109.200,40.320,45.000
'37:40:26.808',-,0.024,-,-,-,-,108.000,39.480,45.000
'37:40:26.816',-,0.024,-,-,-,-,105.600,39.480,45.000
'37:40:26.824',-,0.024,-,-,-,-,104.400,39.960,45.000
'37:40:26.832',-,0.024,-,-,-,-,102.000,39.960,45.000
'37:40:26.840',-,0.024,-,-,-,-,99.600,39.960,45.000
'37:40:26.848',-,0.008,-,-,-,-,97.200,39.120,45.000
'37:40:26.856',-,0.008,-,-,-,-,93.600,37.920,45.000
'37:40:26.864',-,0.024,-,-,-,-,91.200,36.360,45.000
'37:40:26.872',-,0.024,-,-,-,-,86.400,35.160,45.000
'37:40:26.880',-,0.024,-,-,-,-,82.800,34.320,45.000
'37:40:26.888',-,0.024,-,-,-,-,79.200,34.680,45.000
'37:40:26.896',-,0.024,-,-,-,-,76.800,35.520,45.000
'37:40:26.904',-,0.024,-,-,-,-,74.400,36.360,45.000
'37:40:26.912',-,0.024,-,-,-,-,74.400,37.080,45.000
'37:40:26.920',-,0.040,-,-,-,-,74.400,37.560,45.000
'37:40:26.928',-,0.040,-,-,-,-,75.600,37.560,45.000
'37:40:26.936',-,0.040,-,-,-,-,76.800,37.080,45.000
'37:40:26.944',-,0.040,-,-,-,-,76.800,36.360,45.000
'37:40:26.952',-,0.040,-,-,-,-,76.800,35.880,45.000
'37:40:26.960',-,0.040,-,-,-,-,76.800,35.160,45.000
'37:40:26.968',-,0.040,-,-,-,-,76.800,34.320,45.000
'37:40:26.976',-,0.024,-,-,-,-,76.800,33.960,45.000
'37:40:26.984',-,0.024,-,-,-,-,76.800,33.480,45.000
'37:40:26.992',-,0.024,-,-,-,-,76.800,33.120,45.000
'37:40:27.000',-,0.024,-,-,-,-,76.800,33.120,45.000
'37:40:27.008',-,0.008,-,-,-,-,76.800,32.760,45.000
'37:40:27.016',-,0.008,-,-,-,-,75.600,32.280,45.000
'37:40:27.024',-,0.008,-,-,-,-,75.600,32.280,45.000
'37:40:27.032',-,0.008,-,-,-,-,74.400,31.920,45.000
'37:40:27.040',-,0.008,-,-,-,-,74.400,31.920,45.000
'37:40:27.048',-,0.008,-,-,-,-,73.200,31.920,45.000
'37:40:27.056',-,0.000,-,-,-,-,73.200,31.920,45.000
'37:40:27.064',-,0.000,-,-,-,-,73.200,31.920,45.000
'37:40:27.072',-,0.000,-,-,-,-,72.000,31.920,45.000
'37:40:27.080',-,0.000,-,-,-,-,72.000,31.560,45.000
'37:40:27.088',-,0.000,-,-,-,-,72.000,31.080,45.000
'37:40:27.096',-,0.000,-,-,-,-,70.800,31.080,45.000
'37:40:27.104',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:27.112',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:27.120',-,0.000,-,-,-,-,69.600,30.720,45.000
'37:40:27.128',-,0.000,-,-,-,-,69.600,30.360,45.000
'37:40:27.136',-,0.000,-,-,-,-,69.600,30.360,45.000
'37:40:27.144',-,0.000,-,-,-,-,68.400,29.880,45.000
'37:40:27.152',-,0.000,-,-,-,-,68.400,29.520,45.000
'37:40:27.160',-,0.000,-,-,-,-,67.200,29.160,45.000
'37:40:27.168',-,0.000,-,-,-,-,67.200,28.680,45.000
'37:40:27.176',-,0.000,-,-,-,-,67.200,28.680,45.000
'37:40:27.184',-,0.000,-,-,-,-,66.000,28.680,45.000
'37:40:27.192',-,0.000,-,-,-,-,66.000,28.680,45.000
'37:40:27.200',-,0.000,-,-,-,-,66.000,28.320,45.000
'37:40:27.208',-,0.000,-,-,-,-,64.800,28.320,45.000
'37:40:27.216',-,0.000,-,-,-,-,64.800,28.320,45.000
'37:40:27.224',-,0.000,-,-,-,-,64.800,27.960,45.000
'37:40:27.232',-,-0.024,-,-,-,-,63.600,27.480,45.000
'37:40:27.240',-,-0.024,-,-,-,-,63.600,27.480,45.000
'37:40:27.248',-,0.024,-,-,-,-,62.400,27.120,45.000
'37:40:27.256',-,0.040,-,-,-,-,62.400,27.120,45.000
'37:40:27.264',-,0.008,-,-,-,-,62.400,26.760,45.000
'37:40:27.272',-,0.008,-,-,-,-,61.200,26.760,45.000
'37:40:27.280',-,0.024,-,-,-,-,61.200,26.760,45.000
'37:40:27.288',-,0.040,-,-,-,-,61.200,26.760,45.000
'37:40:27.296',-,0.040,-,-,-,-,60.000,26.280,45.000
'37:40:27.304',-,0.056,-,-,-,-,60.000,26.280,45.000
'37:40:27.312',-,0.056,-,-,-,-,60.000,26.280,45.000
'37:40:27.320',-,0.064,-,-,-,-,58.800,26.280,45.000
'37:40:27.328',-,0.040,-,-,-,-,58.800,25.920,45.000
'37:40:27.336',-,0.024,-,-,-,-,58.800,25.560,45.000
'37:40:27.344',-,0.000,-,-,-,-,58.800,25.560,45.000
'37:40:27.352',-,-0.008,-,-,-,-,57.600,25.560,45.000
'37:40:27.360',-,-0.040,-,-,-,-,57.600,25.560,45.000
'37:40:27.368',-,-0.056,-,-,-,-,57.600,25.560,45.000
'37:40:27.376',-,-0.056,-,-,-,-,57.600,25.560,45.000
'37:40:27.384',-,-0.056,-,-,-,-,57.600,25.080,45.000
'37:40:27.392',-,-0.056,-,-,-,-,56.400,24.360,45.000
'37:40:27.400',-,-0.056,-,-,-,-,56.400,23.880,45.000
'37:40:27.408',-,-0.064,-,-,-,-,56.400,23.520,45.000
'37:40:27.416',-,-0.080,-,-,-,-,56.400,23.520,45.000
'37:40:27.424',-,-0.112,-,-,-,-,56.400,23.520,45.000
'37:40:27.432',-,-0.168,-,-,-,-,56.400,23.520,45.000
'37:40:27.440',-,-0.208,-,-,-,-,56.400,23.880,45.000
'37:40:27.448',-,-0.208,-,-,-,-,55.200,24.360,45.000
'37:40:27.456',-,-0.152,-,-,-,-,55.200,24.720,45.000
'37:40:27.464',-,-0.064,-,-,-,-,55.200,25.920,45.000
'37:40:27.472',-,0.024,-,-,-,-,55.200,28.680,45.000
'37:40:27.480',-,0.112,-,-,-,-,55.200,31.920,45.000
'37:40:27.488',-,0.136,-,-,-,-,55.200,33.960,45.000
'37:40:27.496',-,0.080,-,-,-,-,54.000,32.280,45.000
'37:40:27.504',-,0.024,-,-,-,-,54.000,26.760,45.000
'37:40:27.512',-,-0.024,-,-,-,-,54.000,19.560,45.000
'37:40:27.520',-,-0.024,-,-,-,-,54.000,15.120,45.000
'37:40:27.528',-,0.008,-,-,-,-,54.000,15.120,45.000
'37:40:27.536',-,0.024,-,-,-,-,52.800,19.560,45.000
'37:40:27.544',-,0.040,-,-,-,-,52.800,26.280,45.000
'37:40:27.552',-,0.040,-,-,-,-,52.800,33.960,45.000
'37:40:27.560',-,0.040,-,-,-,-,52.800,40.320,45.000
'37:40:27.568',-,0.040,-,-,-,-,52.800,44.280,45.000
'37:40:27.576',-,0.024,-,-,-,-,52.800,45.960,45.000
'37:40:27.584',-,0.024,-,-,-,-,51.600,45.120,45.000
'37:40:27.592',-,0.024,-,-,-,-,51.600,43.080,45.000
'37:40:27.600',-,0.024,-,-,-,-,51.600,41.880,45.000
'37:40:27.608',-,0.024,-,-,-,-,51.600,42.360,45.000
'37:40:27.616',-,0.024,-,-,-,-,51.600,44.280,45.000
'37:40:27.624',-,0.024,-,-,-,-,51.600,47.520,45.000
'37:40:27.632',-,0.024,-,-,-,-,51.600,50.280,45.000
'37:40:27.640',-,0.024,-,-,-,-,51.600,52.320,45.000
'37:40:27.648',-,0.024,-,-,-,-,52.800,52.680,45.000
'37:40:27.656',-,0.024,-,-,-,-,56.400,51.960,45.000
'37:40:27.664',-,0.024,-,-,-,-,63.600,50.280,45.000
'37:40:27.672',-,0.024,-,-,-,-,74.400,48.720,45.000
'37:40:27.680',-,0.040,-,-,-,-,85.200,47.520,45.000
'37:40:27.688',-,0.040,-,-,-,-,96.000,47.160,45.000
'37:40:27.696',-,0.040,-,-,-,-,104.400,46.680,45.000
'37:40:27.704',-,0.040,-,-,-,-,110.400,46.320,45.000
'37:40:27.712',-,0.056,-,-,-,-,114.000,45.960,45.000
'37:40:27.720',-,0.056,-,-,-,-,116.400,45.480,45.000
'37:40:27.728',-,0.056,-,-,-,-,117.600,45.480,45.000
'37:40:27.736',-,0.056,-,-,-,-,117.600,45.120,45.000
'37:40:27.744',-,0.056,-,-,-,-,116.400,44.760,45.000
'37:40:27.752',-,0.056,-,-,-,-,115.200,43.920,45.000
'37:40:27.760',-,0.040,-,-,-,-,114.000,43.080,45.000
'37:40:27.768',-,0.040,-,-,-,-,112.800,42.360,45.000
'37:40:27.776',-,0.040,-,-,-,-,110.400,41.520,45.000
'37:40:27.784',-,0.024,-,-,-,-,109.200,41.160,45.000
'37:40:27.792',-,0.024,-,-,-,-,108.000,40.320,45.000
'37:40:27.800',-,0.024,-,-,-,-,106.800,39.480,45.000
'37:40:27.808',-,0.024,-,-,-,-,104.400,38.760,45.000
'37:40:27.816',-,0.024,-,-,-,-,103.200,38.280,45.000
'37:40:27.824',-,0.008,-,-,-,-,100.800,38.280,45.000
'37:40:27.832',-,0.008,-,-,-,-,99.600,38.760,45.000
'37:40:27.840',-,0.008,-,-,-,-,97.200,38.760,45.000
'37:40:27.848',-,0.008,-,-,-,-,94.800,37.920,45.000
'37:40:27.856',-,0.000,-,-,-,-,91.200,37.080,45.000
'37:40:27.864',-,0.008,-,-,-,-,88.800,35.880,45.000
'37:40:27.872',-,0.008,-,-,-,-,85.200,34.680,45.000
'37:40:27.880',-,0.008,-,-,-,-,81.600,33.960,45.000
'37:40:27.888',-,0.008,-,-,-,-,76.800,33.960,45.000
'37:40:27.896',-,0.024,-,-,-,-,74.400,34.320,45.000
'37:40:27.904',-,0.024,-,-,-,-,72.000,35.160,45.000
'37:40:27.912',-,0.040,-,-,-,-,70.800,35.520,45.000
'37:40:27.920',-,0.024,-,-,-,-,72.000,35.520,45.000
'37:40:27.928',-,0.024,-,-,-,-,74.400,35.880,45.000
'37:40:27.936',-,0.040,-,-,-,-,75.600,35.880,45.000
'37:40:27.944',-,0.040,-,-,-,-,75.600,35.880,45.000
'37:40:27.952',-,0.024,-,-,-,-,75.600,35.520,45.000
'37:40:27.960',-,0.024,-,-,-,-,75.600,35.160,45.000
'37:40:27.968',-,0.024,-,-,-,-,75.600,34.680,45.000
'37:40:27.976',-,0.024,-,-,-,-,75.600,33.480,45.000
'37:40:27.984',-,0.008,-,-,-,-,75.600,32.760,45.000
'37:40:27.992',-,0.008,-,-,-,-,75.600,31.920,45.000
'37:40:28.000',-,0.008,-,-,-,-,75.600,31.560,45.000
'37:40:28.008',-,0.000,-,-,-,-,75.600,31.080,45.000
'37:40:28.016',-,0.000,-,-,-,-,74.400,31.080,45.000
'37:40:28.024',-,0.000,-,-,-,-,74.400,31.080,45.000
'37:40:28.032',-,0.000,-,-,-,-,73.200,31.560,45.000
'37:40:28.040',-,0.000,-,-,-,-,73.200,31.560,45.000
'37:40:28.048',-,0.000,-,-,-,-,72.000,31.080,45.000
'37:40:28.056',-,0.000,-,-,-,-,72.000,30.720,45.000
'37:40:28.064',-,0.000,-,-,-,-,72.000,30.720,45.000
'37:40:28.072',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:28.080',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:28.088',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:28.096',-,0.000,-,-,-,-,70.800,30.720,45.000
'37:40:28.104',-,0.000,-,-,-,-,69.600,30.720,45.000
'37:40:28.112',-,0.000,-,-,-,-,69.600,30.360,45.000
'37:40:28.120',-,0.000,-,-,-,-,69.600,29.880,45.000
'37:40:28.128',-,0.000,-,-,-,-,68.400,29.520,45.000
'37:40:28.136',-,0.000,-,-,-,-,68.400,29.520,45.000
'37:40:28.144',-,0.000,-,-,-,-,68.400,29.160,45.000
'37:40:28.152',-,0.000,-,-,-,-,67.200,28.680,45.000
'37:40:28.160',-,0.000,-,-,-,-,67.200,28.320,45.000
'37:40:28.168',-,0.000,-,-,-,-,67.200,28.320,45.000
'37:40:28.176',-,0.000,-,-,-,-,66.000,27.960,45.000
'37:40:28.184',-,0.000,-,-,-,-,66.000,27.480,45.000
'37:40:28.192',-,0.000,-,-,-,-,66.000,27.480,45.000
'37:40:28.200',-,0.000,-,-,-,-,64.800,27.120,45.000
'37:40:28.208',-,0.000,-,-,-,-,64.800,27.120,45.000
