'Elapsed time','II','III','AVF','V','ABP'
'14:27:06.056',0.292,-,-,0.085,76.000
'14:27:06.064',0.278,-,-,0.085,75.200
'14:27:06.072',0.264,-,-,0.141,74.400
'14:27:06.080',0.264,-,-,0.113,73.600
'14:27:06.088',0.250,-,-,0.127,73.600
'14:27:06.096',0.250,-,-,0.085,72.800
'14:27:06.104',0.250,-,-,0.113,72.800
'14:27:06.112',0.250,-,-,0.085,73.600
'14:27:06.120',0.264,-,-,0.056,75.200
'14:27:06.128',0.250,-,-,0.028,77.600
'14:27:06.136',0.250,-,-,0.028,80.800
'14:27:06.144',0.250,-,-,0.028,85.600
'14:27:06.152',0.236,-,-,0.000,90.400
'14:27:06.160',0.250,-,-,0.028,93.600
'14:27:06.168',0.250,-,-,0.000,95.200
'14:27:06.176',0.264,-,-,0.028,96.000
'14:27:06.184',0.278,-,-,0.014,95.200
'14:27:06.192',0.292,-,-,0.042,93.600
'14:27:06.200',0.306,-,-,0.000,91.200
'14:27:06.208',0.306,-,-,0.000,88.800
'14:27:06.216',0.306,-,-,0.014,87.200
'14:27:06.224',0.306,-,-,0.028,84.800
'14:27:06.232',0.306,-,-,0.056,83.200
'14:27:06.240',0.306,-,-,0.085,80.800
'14:27:06.248',0.306,-,-,0.127,78.400
'14:27:06.256',0.319,-,-,0.113,76.800
'14:27:06.264',0.319,-,-,0.127,75.200
'14:27:06.272',0.319,-,-,0.141,73.600
'14:27:06.280',0.319,-,-,0.169,73.600
'14:27:06.288',0.319,-,-,0.169,72.800
'14:27:06.296',0.306,-,-,0.239,72.800
'14:27:06.304',0.306,-,-,0.239,72.800
'14:27:06.312',0.306,-,-,0.155,72.800
'14:27:06.320',0.292,-,-,0.127,72.000
'14:27:06.328',0.292,-,-,0.155,72.000
'14:27:06.336',0.278,-,-,0.169,71.200
'14:27:06.344',0.278,-,-,0.141,71.200
'14:27:06.352',0.278,-,-,0.169,70.400
'14:27:06.360',0.264,-,-,0.127,70.400
'14:27:06.368',0.264,-,-,0.169,69.600
'14:27:06.376',0.264,-,-,0.141,69.600
'14:27:06.384',0.264,-,-,0.141,68.800
'14:27:06.392',0.236,-,-,0.155,68.800
'14:27:06.400',0.208,-,-,0.155,68.000
'14:27:06.408',0.208,-,-,0.127,68.000
'14:27:06.416',0.208,-,-,0.141,67.200
'14:27:06.424',0.208,-,-,0.127,67.200
'14:27:06.432',0.208,-,-,0.141,67.200
'14:27:06.440',0.194,-,-,0.127,66.400
'14:27:06.448',0.194,-,-,0.113,66.400
'14:27:06.456',0.181,-,-,0.085,65.600
'14:27:06.464',0.167,-,-,0.085,65.600
'14:27:06.472',0.167,-,-,0.085,64.800
'14:27:06.480',0.153,-,-,0.070,64.800
'14:27:06.488',0.139,-,-,0.070,64.000
'14:27:06.496',0.139,-,-,0.085,64.000
'14:27:06.504',0.139,-,-,0.070,63.200
'14:27:06.512',0.139,-,-,0.056,63.200
'14:27:06.520',0.153,-,-,0.113,62.400
'14:27:06.528',0.153,-,-,0.155,62.400
'14:27:06.536',0.125,-,-,0.028,61.600
'14:27:06.544',0.125,-,-,0.042,61.600
'14:27:06.552',0.125,-,-,0.056,61.600
'14:27:06.560',0.139,-,-,0.085,61.600
'14:27:06.568',0.139,-,-,0.070,61.600
'14:27:06.576',0.153,-,-,0.085,61.600
'14:27:06.584',0.153,-,-,0.085,61.600
'14:27:06.592',0.153,-,-,0.113,60.800
'14:27:06.600',0.153,-,-,0.127,60.800
'14:27:06.608',0.139,-,-,0.113,60.800
'14:27:06.616',0.139,-,-,0.113,60.000
'14:27:06.624',0.125,-,-,0.085,60.000
'14:27:06.632',0.097,-,-,0.056,59.200
'14:27:06.640',0.083,-,-,0.056,59.200
'14:27:06.648',0.069,-,-,0.042,58.400
'14:27:06.656',0.056,-,-,0.028,58.400
'14:27:06.664',0.042,-,-,0.056,57.600
'14:27:06.672',0.042,-,-,0.028,57.600
'14:27:06.680',0.042,-,-,0.056,57.600
'14:27:06.688',0.042,-,-,0.042,56.800
'14:27:06.696',0.042,-,-,0.056,56.800
'14:27:06.704',0.042,-,-,0.028,56.800
'14:27:06.712',0.028,-,-,0.028,56.800
'14:27:06.720',0.014,-,-,0.042,56.000
'14:27:06.728',0.000,-,-,0.042,56.000
'14:27:06.736',0.000,-,-,0.056,56.000
'14:27:06.744',0.028,-,-,0.042,55.200
'14:27:06.752',0.042,-,-,-0.028,55.200
'14:27:06.760',-0.014,-,-,0.085,55.200
'14:27:06.768',-0.153,-,-,0.085,54.400
'14:27:06.776',-0.319,-,-,0.028,54.400
'14:27:06.784',-0.528,-,-,-0.197,54.400
'14:27:06.792',-0.764,-,-,-0.535,53.600
'14:27:06.800',-1.042,-,-,-0.915,53.600
'14:27:06.808',-1.236,-,-,-1.239,53.600
'14:27:06.816',-1.264,-,-,-1.296,52.800
'14:27:06.824',-1.056,-,-,-1.197,52.800
'14:27:06.832',-0.736,-,-,-0.944,52.800
'14:27:06.840',-0.417,-,-,-0.521,52.000
'14:27:06.848',-0.194,-,-,-0.254,52.000
'14:27:06.856',-0.042,-,-,-0.056,52.000
'14:27:06.864',0.056,-,-,0.113,51.200
'14:27:06.872',0.125,-,-,0.197,51.200
'14:27:06.880',0.153,-,-,0.239,51.200
'14:27:06.888',0.167,-,-,0.239,51.200
'14:27:06.896',0.153,-,-,0.225,50.400
'14:27:06.904',0.167,-,-,0.239,50.400
'14:27:06.912',0.181,-,-,0.197,51.200
'14:27:06.920',0.194,-,-,0.197,52.000
'14:27:06.928',0.208,-,-,0.197,55.200
'14:27:06.936',0.250,-,-,0.197,60.800
'14:27:06.944',0.264,-,-,0.225,68.800
'14:27:06.952',0.278,-,-,0.225,78.400
'14:27:06.960',0.278,-,-,0.239,87.200
'14:27:06.968',0.292,-,-,0.225,95.200
'14:27:06.976',0.306,-,-,0.239,100.800
'14:27:06.984',0.306,-,-,0.239,104.000
'14:27:06.992',0.306,-,-,0.197,104.800
'14:27:07.000',0.306,-,-,0.225,104.800
'14:27:07.008',0.306,-,-,0.239,104.000
'14:27:07.016',0.306,-,-,0.225,103.200
'14:27:07.024',0.319,-,-,0.197,101.600
'14:27:07.032',0.319,-,-,0.239,100.800
'14:27:07.040',0.292,-,-,0.239,100.000
'14:27:07.048',0.264,-,-,0.239,99.200
'14:27:07.056',0.236,-,-,0.197,98.400
'14:27:07.064',0.194,-,-,0.197,97.600
'14:27:07.072',0.181,-,-,0.183,96.800
'14:27:07.080',0.153,-,-,0.169,95.200
'14:27:07.088',0.097,-,-,0.141,93.600
'14:27:07.096',0.056,-,-,0.113,91.200
'14:27:07.104',0.028,-,-,0.085,88.800
'14:27:07.112',0.000,-,-,0.070,86.400
'14:27:07.120',-0.028,-,-,0.085,84.000
'14:27:07.128',-0.042,-,-,0.042,81.600
'14:27:07.136',-0.056,-,-,0.056,78.400
'14:27:07.144',-0.069,-,-,0.028,76.800
'14:27:07.152',-0.097,-,-,0.000,75.200
'14:27:07.160',-0.125,-,-,0.000,74.400
'14:27:07.168',-0.153,-,-,-0.014,74.400
'14:27:07.176',-0.153,-,-,-0.014,74.400
'14:27:07.184',-0.153,-,-,-0.028,75.200
'14:27:07.192',-0.153,-,-,0.000,75.200
'14:27:07.200',-0.167,-,-,-0.014,75.200
'14:27:07.208',-0.167,-,-,0.000,75.200
'14:27:07.216',-0.167,-,-,0.000,74.400
'14:27:07.224',-0.181,-,-,-0.014,73.600
'14:27:07.232',-0.181,-,-,0.000,72.800
'14:27:07.240',-0.194,-,-,0.000,72.000
'14:27:07.248',-0.236,-,-,0.000,71.200
'14:27:07.256',-0.236,-,-,0.000,70.400
'14:27:07.264',-0.250,-,-,-0.014,70.400
'14:27:07.272',-0.264,-,-,-0.042,69.600
'14:27:07.280',-0.278,-,-,-0.056,68.800
'14:27:07.288',-0.292,-,-,-0.028,68.800
'14:27:07.296',-0.292,-,-,-0.028,68.800
'14:27:07.304',-0.319,-,-,-0.042,68.000
'14:27:07.312',-0.347,-,-,-0.014,68.000
'14:27:07.320',-0.347,-,-,-0.042,68.000
'14:27:07.328',-0.347,-,-,-0.028,67.200
'14:27:07.336',-0.347,-,-,-0.042,67.200
'14:27:07.344',-0.361,-,-,-0.070,66.400
'14:27:07.352',-0.375,-,-,-0.113,66.400
'14:27:07.360',-0.375,-,-,-0.070,65.600
'14:27:07.368',-0.375,-,-,-0.113,65.600
'14:27:07.376',-0.375,-,-,-0.070,64.800
'14:27:07.384',-0.361,-,-,-0.070,64.800
'14:27:07.392',-0.347,-,-,-0.070,64.000
'14:27:07.400',-0.319,-,-,-0.070,64.000
'14:27:07.408',-0.306,-,-,-0.056,63.200
'14:27:07.416',-0.292,-,-,-0.056,63.200
'14:27:07.424',-0.278,-,-,-0.028,62.400
'14:27:07.432',-0.278,-,-,-0.014,62.400
'14:27:07.440',-0.264,-,-,-0.028,61.600
'14:27:07.448',-0.264,-,-,-0.028,61.600
'14:27:07.456',-0.250,-,-,-0.056,61.600
'14:27:07.464',-0.250,-,-,-0.028,60.800
'14:27:07.472',-0.250,-,-,-0.028,60.800
'14:27:07.480',-0.236,-,-,-0.042,60.800
'14:27:07.488',-0.264,-,-,-0.028,60.800
'14:27:07.496',-0.264,-,-,-0.113,60.000
'14:27:07.504',-0.236,-,-,-0.028,60.000
'14:27:07.512',-0.292,-,-,-0.028,60.000
'14:27:07.520',-0.417,-,-,-0.014,60.000
'14:27:07.528',-0.597,-,-,-0.070,59.200
'14:27:07.536',-0.806,-,-,-0.310,59.200
'14:27:07.544',-1.042,-,-,-0.676,59.200
'14:27:07.552',-1.264,-,-,-1.028,58.400
'14:27:07.560',-1.389,-,-,-1.296,58.400
'14:27:07.568',-1.403,-,-,-1.338,58.400
'14:27:07.576',-1.056,-,-,-1.169,57.600
'14:27:07.584',-0.708,-,-,-0.901,57.600
'14:27:07.592',-0.389,-,-,-0.493,57.600
'14:27:07.600',-0.167,-,-,-0.254,56.800
'14:27:07.608',0.000,-,-,-0.028,56.800
'14:27:07.616',0.125,-,-,0.085,56.800
'14:27:07.624',0.194,-,-,0.169,56.800
'14:27:07.632',0.250,-,-,0.239,56.800
'14:27:07.640',0.250,-,-,0.225,56.800
'14:27:07.648',0.264,-,-,0.183,56.800
'14:27:07.656',0.250,-,-,0.197,56.800
'14:27:07.664',0.250,-,-,0.169,56.800
'14:27:07.672',0.236,-,-,0.169,56.800
'14:27:07.680',0.250,-,-,0.155,58.400
'14:27:07.688',0.250,-,-,0.183,60.800
'14:27:07.696',0.264,-,-,0.155,65.600
'14:27:07.704',0.278,-,-,0.113,72.800
'14:27:07.712',0.292,-,-,0.113,80.800
'14:27:07.720',0.306,-,-,0.085,89.600
'14:27:07.728',0.319,-,-,0.113,96.800
'14:27:07.736',0.347,-,-,0.127,101.600
'14:27:07.744',0.361,-,-,0.127,104.000
'14:27:07.752',0.375,-,-,0.155,104.800
'14:27:07.760',0.389,-,-,0.169,104.800
'14:27:07.768',0.403,-,-,0.197,103.200
'14:27:07.776',0.403,-,-,0.169,101.600
'14:27:07.784',0.403,-,-,0.141,100.000
'14:27:07.792',0.389,-,-,0.155,98.400
'14:27:07.800',0.389,-,-,0.169,97.600
'14:27:07.808',0.361,-,-,0.183,96.800
'14:27:07.816',0.347,-,-,0.169,96.000
'14:27:07.824',0.306,-,-,0.169,95.200
'14:27:07.832',0.264,-,-,0.183,93.600
'14:27:07.840',0.208,-,-,0.141,92.000
'14:27:07.848',0.153,-,-,0.113,90.400
'14:27:07.856',0.097,-,-,0.085,88.000
'14:27:07.864',0.069,-,-,0.070,85.600
'14:27:07.872',0.042,-,-,0.056,83.200
'14:27:07.880',0.028,-,-,0.042,80.000
'14:27:07.888',0.014,-,-,0.028,77.600
'14:27:07.896',0.000,-,-,0.042,76.000
'14:27:07.904',0.000,-,-,0.000,74.400
'14:27:07.912',0.000,-,-,0.000,74.400
'14:27:07.920',0.000,-,-,0.000,74.400
'14:27:07.928',0.000,-,-,0.000,74.400
'14:27:07.936',0.000,-,-,0.000,75.200
'14:27:07.944',0.014,-,-,0.000,75.200
'14:27:07.952',0.000,-,-,0.042,75.200
'14:27:07.960',0.014,-,-,0.028,75.200
'14:27:07.968',0.014,-,-,0.000,74.400
'14:27:07.976',0.014,-,-,0.000,74.400
'14:27:07.984',0.028,-,-,0.000,73.600
'14:27:07.992',0.014,-,-,0.028,72.800
'14:27:08.000',0.028,-,-,0.028,72.000
'14:27:08.008',0.028,-,-,0.042,71.200
'14:27:08.016',0.042,-,-,0.056,70.400
'14:27:08.024',0.042,-,-,0.056,70.400
'14:27:08.032',0.028,-,-,0.056,69.600
'14:27:08.040',0.014,-,-,0.056,68.800
'14:27:08.048',0.014,-,-,0.056,68.000
'14:27:08.056',0.014,-,-,0.042,68.000
'14:27:08.064',0.000,-,-,0.056,67.200
'14:27:08.072',0.000,-,-,0.042,67.200
'14:27:08.080',-0.014,-,-,0.028,66.400
'14:27:08.088',-0.014,-,-,0.000,66.400
'14:27:08.096',-0.014,-,-,0.000,65.600
'14:27:08.104',-0.014,-,-,0.000,65.600
'14:27:08.112',0.000,-,-,0.014,65.600
'14:27:08.120',0.083,-,-,0.085,64.800
'14:27:08.128',0.292,-,-,0.310,64.800
'14:27:08.136',0.486,-,-,0.479,64.800
'14:27:08.144',0.500,-,-,0.127,64.000
'14:27:08.152',0.083,-,-,-0.465,64.000
'14:27:08.160',-0.097,-,-,-0.592,63.200
'14:27:08.168',-0.194,-,-,-0.451,63.200
'14:27:08.176',-0.194,-,-,-0.268,62.400
'14:27:08.184',-0.153,-,-,-0.113,62.400
'14:27:08.192',-0.125,-,-,0.000,61.600
'14:27:08.200',-0.097,-,-,0.000,61.600
'14:27:08.208',-0.097,-,-,-0.014,61.600
'14:27:08.216',-0.083,-,-,0.000,60.800
'14:27:08.224',-0.083,-,-,0.000,60.800
'14:27:08.232',-0.097,-,-,0.000,60.800
'14:27:08.240',-0.125,-,-,-0.014,60.800
'14:27:08.248',-0.125,-,-,-0.028,63.200
'14:27:08.256',-0.139,-,-,-0.042,68.000
'14:27:08.264',-0.139,-,-,-0.056,76.000
'14:27:08.272',-0.153,-,-,-0.070,86.400
'14:27:08.280',-0.153,-,-,-0.113,97.600
'14:27:08.288',-0.153,-,-,-0.127,107.200
'14:27:08.296',-0.167,-,-,-0.127,114.400
'14:27:08.304',-0.167,-,-,-0.141,117.600
'14:27:08.312',-0.181,-,-,-0.169,118.400
'14:27:08.320',-0.208,-,-,-0.183,116.800
'14:27:08.328',-0.236,-,-,-0.197,115.200
'14:27:08.336',-0.250,-,-,-0.239,113.600
'14:27:08.344',-0.264,-,-,-0.225,112.800
'14:27:08.352',-0.250,-,-,-0.254,112.800
'14:27:08.360',-0.236,-,-,-0.268,112.000
'14:27:08.368',-0.208,-,-,-0.268,112.000
'14:27:08.376',-0.181,-,-,-0.254,112.000
'14:27:08.384',-0.153,-,-,-0.239,110.400
'14:27:08.392',-0.139,-,-,-0.197,108.800
'14:27:08.400',-0.097,-,-,-0.169,107.200
'14:27:08.408',-0.069,-,-,-0.127,104.800
'14:27:08.416',-0.042,-,-,-0.056,102.400
'14:27:08.424',-0.014,-,-,-0.028,100.000
'14:27:08.432',0.000,-,-,-0.014,96.800
'14:27:08.440',0.014,-,-,0.000,93.600
'14:27:08.448',0.028,-,-,0.028,90.400
'14:27:08.456',0.042,-,-,0.042,88.000
'14:27:08.464',0.042,-,-,0.085,84.800
'14:27:08.472',0.056,-,-,0.070,83.200
'14:27:08.480',0.069,-,-,0.070,82.400
'14:27:08.488',0.069,-,-,0.056,81.600
'14:27:08.496',0.056,-,-,0.070,81.600
'14:27:08.504',0.056,-,-,0.056,82.400
'14:27:08.512',0.042,-,-,0.085,82.400
'14:27:08.520',0.042,-,-,0.070,82.400
'14:27:08.528',0.042,-,-,0.085,81.600
'14:27:08.536',0.042,-,-,0.042,80.800
'14:27:08.544',0.042,-,-,0.056,80.000
'14:27:08.552',0.056,-,-,0.042,79.200
'14:27:08.560',0.139,-,-,0.113,78.400
'14:27:08.568',0.361,-,-,0.338,77.600
'14:27:08.576',0.528,-,-,0.507,76.800
'14:27:08.584',0.542,-,-,0.197,76.000
'14:27:08.592',0.153,-,-,-0.352,75.200
'14:27:08.600',-0.042,-,-,-0.479,74.400
'14:27:08.608',-0.097,-,-,-0.310,73.600
'14:27:08.616',-0.125,-,-,-0.113,72.800
'14:27:08.624',-0.069,-,-,0.000,72.800
'14:27:08.632',-0.056,-,-,0.028,72.000
'14:27:08.640',-0.056,-,-,0.028,71.200
'14:27:08.648',-0.042,-,-,0.042,70.400
'14:27:08.656',-0.042,-,-,0.028,70.400
'14:27:08.664',-0.042,-,-,0.028,69.600
'14:27:08.672',-0.042,-,-,0.014,68.800
'14:27:08.680',-0.042,-,-,0.000,68.800
'14:27:08.688',-0.056,-,-,0.000,69.600
'14:27:08.696',-0.056,-,-,-0.014,71.200
'14:27:08.704',-0.056,-,-,-0.028,75.200
'14:27:08.712',-0.069,-,-,-0.028,81.600
'14:27:08.720',-0.069,-,-,-0.042,90.400
'14:27:08.728',-0.083,-,-,-0.070,99.200
'14:27:08.736',-0.097,-,-,-0.113,108.000
'14:27:08.744',-0.125,-,-,-0.113,113.600
'14:27:08.752',-0.125,-,-,-0.113,116.800
'14:27:08.760',-0.125,-,-,-0.127,116.800
'14:27:08.768',-0.125,-,-,-0.113,115.200
'14:27:08.776',-0.097,-,-,-0.127,112.800
