'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'35:18:57.360',-,-0.064,-,-,0.072,-,59.520,-
'35:18:57.368',-,-0.032,-,-,0.072,-,60.960,-
'35:18:57.376',-,-0.064,-,-,0.072,-,61.920,-
'35:18:57.384',-,-0.032,-,-,0.080,-,64.320,-
'35:18:57.392',-,-0.064,-,-,0.080,-,66.720,-
'35:18:57.400',-,-0.032,-,-,0.088,-,70.560,-
'35:18:57.408',-,-0.032,-,-,0.072,-,72.960,-
'35:18:57.416',-,0.000,-,-,0.088,-,76.320,-
'35:18:57.424',-,0.000,-,-,0.080,-,78.720,-
'35:18:57.432',-,0.000,-,-,0.088,-,82.560,-
'35:18:57.440',-,0.000,-,-,0.072,-,83.520,-
'35:18:57.448',-,0.032,-,-,0.072,-,85.920,-
'35:18:57.456',-,0.064,-,-,0.064,-,87.360,-
'35:18:57.464',-,0.064,-,-,0.032,-,88.320,-
'35:18:57.472',-,0.096,-,-,0.024,-,88.320,-
'35:18:57.480',-,0.136,-,-,0.016,-,88.320,-
'35:18:57.488',-,0.136,-,-,0.000,-,88.320,-
'35:18:57.496',-,0.136,-,-,-0.016,-,87.360,-
'35:18:57.504',-,0.136,-,-,-0.024,-,85.920,-
'35:18:57.512',-,0.096,-,-,-0.032,-,84.960,-
'35:18:57.520',-,0.064,-,-,-0.040,-,82.560,-
'35:18:57.528',-,0.064,-,-,-0.032,-,81.120,-
'35:18:57.536',-,0.064,-,-,-0.032,-,78.720,-
'35:18:57.544',-,0.064,-,-,-0.024,-,76.320,-
'35:18:57.552',-,0.096,-,-,-0.032,-,73.920,-
'35:18:57.560',-,0.136,-,-,-0.024,-,70.560,-
'35:18:57.568',-,0.136,-,-,-0.064,-,68.160,-
'35:18:57.576',-,0.200,-,-,-0.096,-,66.720,-
'35:18:57.584',-,0.200,-,-,-0.112,-,64.320,-
'35:18:57.592',-,0.200,-,-,-0.128,-,63.360,-
'35:18:57.600',-,0.200,-,-,-0.112,-,63.360,-
'35:18:57.608',-,0.168,-,-,-0.096,-,61.920,-
'35:18:57.616',-,0.096,-,-,-0.072,-,61.920,-
'35:18:57.624',-,0.032,-,-,-0.040,-,61.920,-
'35:18:57.632',-,0.000,-,-,-0.016,-,61.920,-
'35:18:57.640',-,-0.032,-,-,0.000,-,63.360,-
'35:18:57.648',-,-0.032,-,-,0.000,-,63.360,-
'35:18:57.656',-,-0.032,-,-,0.000,-,63.360,-
'35:18:57.664',-,-0.064,-,-,0.000,-,64.320,-
'35:18:57.672',-,-0.032,-,-,0.000,-,64.320,-
'35:18:57.680',-,-0.032,-,-,0.000,-,64.320,-
'35:18:57.688',-,-0.064,-,-,0.000,-,64.320,-
'35:18:57.696',-,-0.032,-,-,0.000,-,64.320,-
'35:18:57.704',-,-0.032,-,-,0.008,-,64.320,-
'35:18:57.712',-,-0.064,-,-,0.000,-,64.320,-
'35:18:57.720',-,-0.032,-,-,0.008,-,64.320,-
'35:18:57.728',-,-0.064,-,-,0.008,-,64.320,-
'35:18:57.736',-,-0.032,-,-,0.000,-,64.320,-
'35:18:57.744',-,-0.032,-,-,0.008,-,63.360,-
'35:18:57.752',-,-0.032,-,-,0.000,-,63.360,-
'35:18:57.760',-,0.000,-,-,0.008,-,63.360,-
'35:18:57.768',-,0.136,-,-,-0.040,-,63.360,-
'35:18:57.776',-,0.136,-,-,-0.064,-,61.920,-
'35:18:57.784',-,0.096,-,-,-0.080,-,61.920,-
'35:18:57.792',-,0.032,-,-,-0.152,-,61.920,-
'35:18:57.800',-,0.064,-,-,-0.176,-,60.960,-
'35:18:57.808',-,0.168,-,-,-0.080,-,60.960,-
'35:18:57.816',-,0.272,-,-,-0.088,-,60.960,-
'35:18:57.824',-,0.304,-,-,-0.080,-,59.520,-
'35:18:57.832',-,0.136,-,-,-0.080,-,59.520,-
'35:18:57.840',-,-0.136,-,-,0.024,-,58.560,-
'35:18:57.848',-,-0.240,-,-,0.080,-,58.560,-
'35:18:57.856',-,-0.168,-,-,0.072,-,58.560,-
'35:18:57.864',-,-0.168,-,-,0.072,-,57.120,-
'35:18:57.872',-,-0.168,-,-,0.072,-,57.120,-
'35:18:57.880',-,-0.168,-,-,0.072,-,57.120,-
'35:18:57.888',-,-0.136,-,-,0.072,-,57.120,-
'35:18:57.896',-,-0.136,-,-,0.072,-,56.160,-
'35:18:57.904',-,-0.136,-,-,0.072,-,56.160,-
'35:18:57.912',-,-0.136,-,-,0.064,-,56.160,-
'35:18:57.920',-,-0.136,-,-,0.064,-,56.160,-
'35:18:57.928',-,-0.096,-,-,0.064,-,57.120,-
'35:18:57.936',-,-0.136,-,-,0.064,-,57.120,-
'35:18:57.944',-,-0.136,-,-,0.048,-,59.520,-
'35:18:57.952',-,-0.096,-,-,0.048,-,61.920,-
'35:18:57.960',-,-0.136,-,-,0.048,-,64.320,-
'35:18:57.968',-,-0.096,-,-,0.064,-,68.160,-
'35:18:57.976',-,-0.136,-,-,0.048,-,72.960,-
'35:18:57.984',-,-0.096,-,-,0.064,-,76.320,-
'35:18:57.992',-,-0.136,-,-,0.064,-,80.160,-
'35:18:58.000',-,-0.096,-,-,0.064,-,83.520,-
'35:18:58.008',-,-0.136,-,-,0.048,-,87.360,-
'35:18:58.016',-,-0.096,-,-,0.048,-,89.760,-
'35:18:58.024',-,-0.096,-,-,0.048,-,92.160,-
'35:18:58.032',-,-0.064,-,-,0.032,-,93.120,-
'35:18:58.040',-,-0.064,-,-,0.032,-,94.560,-
'35:18:58.048',-,-0.064,-,-,0.016,-,94.560,-
'35:18:58.056',-,-0.032,-,-,0.016,-,94.560,-
'35:18:58.064',-,0.000,-,-,0.000,-,94.560,-
'35:18:58.072',-,0.000,-,-,0.000,-,94.560,-
'35:18:58.080',-,0.000,-,-,-0.016,-,93.120,-
'35:18:58.088',-,0.000,-,-,-0.016,-,92.160,-
'35:18:58.096',-,0.000,-,-,-0.024,-,89.760,-
'35:18:58.104',-,0.000,-,-,-0.032,-,87.360,-
'35:18:58.112',-,0.032,-,-,-0.024,-,84.960,-
'35:18:58.120',-,0.000,-,-,-0.024,-,82.560,-
'35:18:58.128',-,0.032,-,-,-0.024,-,80.160,-
'35:18:58.136',-,0.032,-,-,-0.016,-,76.320,-
'35:18:58.144',-,0.064,-,-,-0.016,-,73.920,-
'35:18:58.152',-,0.064,-,-,-0.016,-,71.520,-
'35:18:58.160',-,0.136,-,-,-0.024,-,69.120,-
'35:18:58.168',-,0.168,-,-,-0.064,-,68.160,-
'35:18:58.176',-,0.200,-,-,-0.096,-,66.720,-
'35:18:58.184',-,0.200,-,-,-0.128,-,66.720,-
'35:18:58.192',-,0.240,-,-,-0.136,-,65.760,-
'35:18:58.200',-,0.200,-,-,-0.112,-,65.760,-
'35:18:58.208',-,0.136,-,-,-0.088,-,65.760,-
'35:18:58.216',-,0.096,-,-,-0.064,-,65.760,-
'35:18:58.224',-,0.000,-,-,-0.024,-,66.720,-
'35:18:58.232',-,0.000,-,-,-0.008,-,66.720,-
'35:18:58.240',-,0.000,-,-,0.000,-,66.720,-
'35:18:58.248',-,-0.032,-,-,0.000,-,66.720,-
'35:18:58.256',-,-0.032,-,-,0.000,-,66.720,-
'35:18:58.264',-,-0.032,-,-,0.000,-,68.160,-
'35:18:58.272',-,-0.032,-,-,0.000,-,68.160,-
'35:18:58.280',-,-0.032,-,-,0.000,-,68.160,-
'35:18:58.288',-,-0.032,-,-,0.000,-,68.160,-
'35:18:58.296',-,-0.032,-,-,0.008,-,68.160,-
'35:18:58.304',-,-0.032,-,-,0.016,-,66.720,-
'35:18:58.312',-,-0.032,-,-,0.008,-,66.720,-
'35:18:58.320',-,-0.032,-,-,0.008,-,66.720,-
'35:18:58.328',-,-0.032,-,-,0.008,-,66.720,-
'35:18:58.336',-,-0.032,-,-,0.008,-,65.760,-
'35:18:58.344',-,0.000,-,-,0.016,-,65.760,-
'35:18:58.352',-,0.000,-,-,0.000,-,65.760,-
'35:18:58.360',-,0.000,-,-,-0.016,-,64.320,-
'35:18:58.368',-,0.136,-,-,-0.040,-,64.320,-
'35:18:58.376',-,0.168,-,-,-0.040,-,64.320,-
'35:18:58.384',-,0.136,-,-,-0.072,-,63.360,-
'35:18:58.392',-,0.096,-,-,-0.152,-,63.360,-
'35:18:58.400',-,0.136,-,-,-0.168,-,63.360,-
'35:18:58.408',-,0.136,-,-,-0.144,-,61.920,-
'35:18:58.416',-,0.136,-,-,-0.144,-,61.920,-
'35:18:58.424',-,0.032,-,-,-0.128,-,61.920,-
'35:18:58.432',-,-0.064,-,-,-0.112,-,60.960,-
'35:18:58.440',-,-0.240,-,-,-0.072,-,60.960,-
'35:18:58.448',-,-0.408,-,-,-0.024,-,59.520,-
'35:18:58.456',-,-0.544,-,-,0.016,-,59.520,-
'35:18:58.464',-,-0.584,-,-,0.072,-,59.520,-
'35:18:58.472',-,-0.448,-,-,0.088,-,58.560,-
'35:18:58.480',-,-0.304,-,-,0.080,-,58.560,-
'35:18:58.488',-,-0.168,-,-,0.072,-,58.560,-
'35:18:58.496',-,-0.064,-,-,0.064,-,58.560,-
'35:18:58.504',-,-0.064,-,-,0.072,-,58.560,-
'35:18:58.512',-,-0.032,-,-,0.072,-,58.560,-
'35:18:58.520',-,-0.064,-,-,0.080,-,57.120,-
'35:18:58.528',-,-0.032,-,-,0.088,-,57.120,-
'35:18:58.536',-,-0.032,-,-,0.080,-,57.120,-
'35:18:58.544',-,-0.032,-,-,0.088,-,57.120,-
'35:18:58.552',-,-0.032,-,-,0.080,-,58.560,-
'35:18:58.560',-,-0.032,-,-,0.088,-,59.520,-
'35:18:58.568',-,-0.032,-,-,0.072,-,60.960,-
'35:18:58.576',-,-0.032,-,-,0.088,-,63.360,-
'35:18:58.584',-,0.000,-,-,0.080,-,66.720,-
'35:18:58.592',-,-0.032,-,-,0.096,-,69.120,-
'35:18:58.600',-,0.000,-,-,0.088,-,72.960,-
'35:18:58.608',-,-0.032,-,-,0.104,-,76.320,-
'35:18:58.616',-,0.000,-,-,0.096,-,80.160,-
'35:18:58.624',-,0.000,-,-,0.104,-,82.560,-
'35:18:58.632',-,0.000,-,-,0.096,-,85.920,-
'35:18:58.640',-,0.000,-,-,0.088,-,88.320,-
'35:18:58.648',-,0.032,-,-,0.072,-,89.760,-
'35:18:58.656',-,0.064,-,-,0.080,-,90.720,-
'35:18:58.664',-,0.064,-,-,0.048,-,92.160,-
'35:18:58.672',-,0.096,-,-,0.032,-,93.120,-
'35:18:58.680',-,0.136,-,-,0.016,-,92.160,-
'35:18:58.688',-,0.136,-,-,0.008,-,92.160,-
'35:18:58.696',-,0.136,-,-,-0.008,-,90.720,-
'35:18:58.704',-,0.096,-,-,-0.016,-,89.760,-
'35:18:58.712',-,0.096,-,-,-0.024,-,88.320,-
'35:18:58.720',-,0.064,-,-,-0.024,-,85.920,-
'35:18:58.728',-,0.064,-,-,-0.024,-,83.520,-
'35:18:58.736',-,0.096,-,-,-0.024,-,81.120,-
'35:18:58.744',-,0.136,-,-,-0.032,-,78.720,-
'35:18:58.752',-,0.136,-,-,-0.040,-,76.320,-
'35:18:58.760',-,0.200,-,-,-0.080,-,73.920,-
'35:18:58.768',-,0.240,-,-,-0.136,-,71.520,-
'35:18:58.776',-,0.272,-,-,-0.168,-,69.120,-
'35:18:58.784',-,0.376,-,-,-0.176,-,66.720,-
'35:18:58.792',-,0.376,-,-,-0.160,-,65.760,-
'35:18:58.800',-,0.480,-,-,-0.144,-,64.320,-
'35:18:58.808',-,0.544,-,-,-0.112,-,64.320,-
'35:18:58.816',-,0.544,-,-,-0.080,-,64.320,-
'35:18:58.824',-,0.512,-,-,-0.040,-,64.320,-
'35:18:58.832',-,0.616,-,-,-0.008,-,64.320,-
'35:18:58.840',-,0.688,-,-,0.016,-,64.320,-
'35:18:58.848',-,0.688,-,-,0.016,-,65.760,-
'35:18:58.856',-,0.688,-,-,0.008,-,65.760,-
'35:18:58.864',-,0.720,-,-,-0.016,-,65.760,-
'35:18:58.872',-,0.896,-,-,-0.064,-,66.720,-
'35:18:58.880',-,1.064,-,-,-0.080,-,66.720,-
'35:18:58.888',-,0.960,-,-,-0.080,-,66.720,-
'35:18:58.896',-,0.584,-,-,-0.032,-,66.720,-
'35:18:58.904',-,0.032,-,-,0.048,-,66.720,-
'35:18:58.912',-,-0.272,-,-,0.072,-,66.720,-
'35:18:58.920',-,-0.448,-,-,0.048,-,66.720,-
'35:18:58.928',-,-0.480,-,-,0.048,-,66.720,-
'35:18:58.936',-,-0.512,-,-,0.048,-,65.760,-
'35:18:58.944',-,-0.544,-,-,0.048,-,65.760,-
'35:18:58.952',-,-0.512,-,-,0.048,-,65.760,-
'35:18:58.960',-,-0.544,-,-,0.048,-,64.320,-
'35:18:58.968',-,-0.544,-,-,0.064,-,64.320,-
'35:18:58.976',-,-0.544,-,-,0.064,-,64.320,-
'35:18:58.984',-,-0.584,-,-,0.048,-,63.360,-
'35:18:58.992',-,-0.584,-,-,0.064,-,63.360,-
'35:18:59.000',-,-0.616,-,-,0.048,-,63.360,-
'35:18:59.008',-,-0.616,-,-,0.048,-,63.360,-
'35:18:59.016',-,-0.616,-,-,0.048,-,63.360,-
'35:18:59.024',-,-0.648,-,-,0.048,-,63.360,-
'35:18:59.032',-,-0.648,-,-,0.032,-,64.320,-
'35:18:59.040',-,-0.688,-,-,0.032,-,66.720,-
'35:18:59.048',-,-0.688,-,-,0.032,-,68.160,-
'35:18:59.056',-,-0.688,-,-,0.032,-,70.560,-
'35:18:59.064',-,-0.688,-,-,0.024,-,72.960,-
'35:18:59.072',-,-0.688,-,-,0.032,-,73.920,-
'35:18:59.080',-,-0.648,-,-,0.016,-,76.320,-
'35:18:59.088',-,-0.616,-,-,0.024,-,77.760,-
'35:18:59.096',-,-0.584,-,-,0.016,-,78.720,-
'35:18:59.104',-,-0.512,-,-,0.008,-,78.720,-
'35:18:59.112',-,-0.448,-,-,0.000,-,80.160,-
'35:18:59.120',-,-0.376,-,-,0.000,-,78.720,-
'35:18:59.128',-,-0.304,-,-,0.000,-,78.720,-
'35:18:59.136',-,-0.240,-,-,-0.008,-,77.760,-
'35:18:59.144',-,-0.136,-,-,-0.016,-,76.320,-
'35:18:59.152',-,-0.064,-,-,-0.016,-,75.360,-
'35:18:59.160',-,0.000,-,-,-0.016,-,73.920,-
'35:18:59.168',-,0.000,-,-,-0.016,-,72.960,-
'35:18:59.176',-,0.000,-,-,-0.016,-,70.560,-
'35:18:59.184',-,0.032,-,-,-0.024,-,69.120,-
'35:18:59.192',-,0.032,-,-,-0.016,-,66.720,-
'35:18:59.200',-,0.064,-,-,-0.024,-,64.320,-
'35:18:59.208',-,0.064,-,-,-0.016,-,63.360,-
'35:18:59.216',-,0.064,-,-,-0.016,-,61.920,-
'35:18:59.224',-,0.064,-,-,-0.016,-,60.960,-
'35:18:59.232',-,0.064,-,-,-0.024,-,59.520,-
'35:18:59.240',-,0.064,-,-,-0.016,-,59.520,-
'35:18:59.248',-,0.064,-,-,-0.024,-,58.560,-
'35:18:59.256',-,0.064,-,-,-0.016,-,58.560,-
'35:18:59.264',-,0.064,-,-,-0.024,-,58.560,-
'35:18:59.272',-,0.064,-,-,-0.016,-,59.520,-
'35:18:59.280',-,0.064,-,-,-0.016,-,59.520,-
'35:18:59.288',-,0.064,-,-,-0.016,-,59.520,-
'35:18:59.296',-,0.064,-,-,-0.016,-,59.520,-
'35:18:59.304',-,0.064,-,-,-0.016,-,60.960,-
'35:18:59.312',-,0.064,-,-,-0.016,-,60.960,-
'35:18:59.320',-,0.096,-,-,-0.016,-,60.960,-
'35:18:59.328',-,0.136,-,-,-0.016,-,60.960,-
'35:18:59.336',-,0.168,-,-,-0.016,-,60.960,-
'35:18:59.344',-,0.200,-,-,-0.032,-,60.960,-
'35:18:59.352',-,0.272,-,-,-0.080,-,59.520,-
'35:18:59.360',-,0.272,-,-,-0.112,-,59.520,-
'35:18:59.368',-,0.304,-,-,-0.136,-,59.520,-
'35:18:59.376',-,0.304,-,-,-0.128,-,59.520,-
'35:18:59.384',-,0.272,-,-,-0.112,-,59.520,-
'35:18:59.392',-,0.200,-,-,-0.088,-,58.560,-
'35:18:59.400',-,0.136,-,-,-0.064,-,58.560,-
'35:18:59.408',-,0.064,-,-,-0.024,-,58.560,-
'35:18:59.416',-,0.000,-,-,-0.016,-,57.120,-
'35:18:59.424',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.432',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.440',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.448',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.456',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.464',-,0.000,-,-,0.000,-,57.120,-
'35:18:59.472',-,0.000,-,-,0.008,-,56.160,-
'35:18:59.480',-,0.000,-,-,0.000,-,56.160,-
'35:18:59.488',-,0.000,-,-,0.008,-,56.160,-
'35:18:59.496',-,0.000,-,-,0.000,-,56.160,-
'35:18:59.504',-,0.000,-,-,0.008,-,56.160,-
'35:18:59.512',-,0.000,-,-,0.000,-,56.160,-
'35:18:59.520',-,0.000,-,-,0.000,-,56.160,-
'35:18:59.528',-,0.000,-,-,0.008,-,56.160,-
'35:18:59.536',-,0.000,-,-,0.000,-,56.160,-
'35:18:59.544',-,0.064,-,-,-0.016,-,54.720,-
'35:18:59.552',-,0.200,-,-,-0.064,-,54.720,-
'35:18:59.560',-,0.200,-,-,-0.064,-,54.720,-
'35:18:59.568',-,0.136,-,-,-0.088,-,54.720,-
'35:18:59.576',-,0.136,-,-,-0.168,-,54.720,-
'35:18:59.584',-,0.136,-,-,-0.176,-,53.760,-
'35:18:59.592',-,0.136,-,-,-0.144,-,53.760,-
'35:18:59.600',-,0.168,-,-,-0.144,-,53.760,-
'35:18:59.608',-,0.032,-,-,-0.128,-,53.760,-
'35:18:59.616',-,-0.064,-,-,-0.096,-,53.760,-
'35:18:59.624',-,-0.240,-,-,-0.064,-,52.320,-
'35:18:59.632',-,-0.408,-,-,-0.008,-,52.320,-
'35:18:59.640',-,-0.544,-,-,0.024,-,52.320,-
'35:18:59.648',-,-0.544,-,-,0.080,-,52.320,-
'35:18:59.656',-,-0.408,-,-,0.096,-,52.320,-
'35:18:59.664',-,-0.272,-,-,0.080,-,52.320,-
'35:18:59.672',-,-0.136,-,-,0.072,-,52.320,-
'35:18:59.680',-,-0.064,-,-,0.064,-,52.320,-
'35:18:59.688',-,-0.032,-,-,0.072,-,52.320,-
'35:18:59.696',-,-0.032,-,-,0.072,-,51.360,-
'35:18:59.704',-,-0.032,-,-,0.080,-,52.320,-
'35:18:59.712',-,-0.032,-,-,0.080,-,52.320,-
'35:18:59.720',-,-0.032,-,-,0.088,-,53.760,-
'35:18:59.728',-,-0.032,-,-,0.080,-,54.720,-
'35:18:59.736',-,-0.032,-,-,0.088,-,57.120,-
'35:18:59.744',-,0.000,-,-,0.080,-,60.960,-
'35:18:59.752',-,-0.032,-,-,0.080,-,63.360,-
'35:18:59.760',-,-0.032,-,-,0.080,-,68.160,-
'35:18:59.768',-,0.000,-,-,0.088,-,71.520,-
'35:18:59.776',-,0.000,-,-,0.088,-,75.360,-
'35:18:59.784',-,0.000,-,-,0.096,-,80.160,-
'35:18:59.792',-,0.000,-,-,0.096,-,83.520,-
'35:18:59.800',-,0.000,-,-,0.096,-,87.360,-
'35:18:59.808',-,0.000,-,-,0.104,-,89.760,-
'35:18:59.816',-,0.000,-,-,0.096,-,92.160,-
'35:18:59.824',-,0.000,-,-,0.096,-,94.560,-
'35:18:59.832',-,0.032,-,-,0.088,-,96.960,-
'35:18:59.840',-,0.064,-,-,0.072,-,96.960,-
'35:18:59.848',-,0.064,-,-,0.064,-,97.920,-
'35:18:59.856',-,0.096,-,-,0.032,-,97.920,-
'35:18:59.864',-,0.136,-,-,0.016,-,97.920,-
'35:18:59.872',-,0.136,-,-,0.016,-,97.920,-
'35:18:59.880',-,0.136,-,-,0.000,-,96.960,-
'35:18:59.888',-,0.136,-,-,-0.008,-,95.520,-
'35:18:59.896',-,0.096,-,-,-0.024,-,93.120,-
'35:18:59.904',-,0.136,-,-,-0.016,-,90.720,-
'35:18:59.912',-,0.096,-,-,-0.032,-,88.320,-
'35:18:59.920',-,0.136,-,-,-0.032,-,85.920,-
'35:18:59.928',-,0.168,-,-,-0.040,-,82.560,-
'35:18:59.936',-,0.200,-,-,-0.072,-,80.160,-
'35:18:59.944',-,0.200,-,-,-0.096,-,76.320,-
'35:18:59.952',-,0.200,-,-,-0.136,-,73.920,-
'35:18:59.960',-,0.240,-,-,-0.144,-,71.520,-
'35:18:59.968',-,0.200,-,-,-0.128,-,70.560,-
'35:18:59.976',-,0.168,-,-,-0.112,-,69.120,-
'35:18:59.984',-,0.096,-,-,-0.080,-,68.160,-
'35:18:59.992',-,0.064,-,-,-0.064,-,68.160,-
'35:19:00.000',-,0.000,-,-,-0.032,-,68.160,-
'35:19:00.008',-,0.000,-,-,-0.016,-,68.160,-
'35:19:00.016',-,-0.032,-,-,-0.016,-,68.160,-
'35:19:00.024',-,-0.032,-,-,-0.008,-,69.120,-
'35:19:00.032',-,-0.032,-,-,-0.016,-,69.120,-
'35:19:00.040',-,-0.064,-,-,-0.008,-,69.120,-
'35:19:00.048',-,-0.032,-,-,-0.016,-,70.560,-
