'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'6:41.848',-0.096,0.250,-,-,-,81.600,44.880
'6:41.856',0.017,0.275,-,-,-,76.000,44.880
'6:41.864',0.104,0.250,-,-,-,71.200,44.880
'6:41.872',0.104,0.175,-,-,-,66.400,44.880
'6:41.880',0.043,0.075,-,-,-,62.400,44.880
'6:41.888',0.017,0.000,-,-,-,59.200,44.880
'6:41.896',0.017,-0.025,-,-,-,56.800,44.880
'6:41.904',0.017,-0.050,-,-,-,55.200,44.880
'6:41.912',0.017,-0.050,-,-,-,53.600,44.880
'6:41.920',0.009,-0.075,-,-,-,53.600,44.880
'6:41.928',0.017,-0.075,-,-,-,54.400,44.880
'6:41.936',0.017,-0.075,-,-,-,56.000,44.880
'6:41.944',0.009,-0.075,-,-,-,57.600,44.880
'6:41.952',0.009,-0.075,-,-,-,60.000,44.880
'6:41.960',0.009,-0.050,-,-,-,62.400,44.880
'6:41.968',0.009,-0.050,-,-,-,64.800,44.880
'6:41.976',0.009,-0.025,-,-,-,67.200,44.880
'6:41.984',0.009,-0.025,-,-,-,69.600,44.880
'6:41.992',0.009,-0.025,-,-,-,70.400,44.880
'6:42.000',0.000,-0.025,-,-,-,72.000,44.880
'6:42.008',0.000,-0.025,-,-,-,72.800,44.880
'6:42.016',0.000,0.000,-,-,-,74.400,44.880
'6:42.024',-0.009,0.000,-,-,-,75.200,44.880
'6:42.032',-0.017,0.025,-,-,-,76.000,44.880
'6:42.040',-0.009,0.025,-,-,-,76.800,44.880
'6:42.048',-0.009,0.050,-,-,-,77.600,44.880
'6:42.056',0.000,0.075,-,-,-,77.600,44.880
'6:42.064',0.000,0.100,-,-,-,77.600,44.880
'6:42.072',-0.009,0.100,-,-,-,77.600,44.880
'6:42.080',-0.009,0.100,-,-,-,77.600,44.880
'6:42.088',-0.009,0.100,-,-,-,77.600,44.880
'6:42.096',-0.009,0.100,-,-,-,77.600,44.880
'6:42.104',-0.009,0.075,-,-,-,77.600,44.880
'6:42.112',-0.009,0.050,-,-,-,76.800,44.880
'6:42.120',-0.009,0.050,-,-,-,76.800,44.880
'6:42.128',-0.009,0.050,-,-,-,76.800,44.880
'6:42.136',-0.017,0.025,-,-,-,77.600,44.880
'6:42.144',-0.017,0.025,-,-,-,77.600,44.880
'6:42.152',-0.009,0.050,-,-,-,78.400,44.880
'6:42.160',-0.009,0.050,-,-,-,78.400,44.880
'6:42.168',0.000,0.050,-,-,-,79.200,44.880
'6:42.176',0.009,0.075,-,-,-,80.000,44.880
'6:42.184',0.009,0.100,-,-,-,81.600,44.880
'6:42.192',0.009,0.100,-,-,-,82.400,44.880
'6:42.200',0.009,0.075,-,-,-,84.000,44.880
'6:42.208',0.009,0.050,-,-,-,85.600,44.880
'6:42.216',0.009,0.050,-,-,-,86.400,44.880
'6:42.224',-0.009,0.025,-,-,-,87.200,44.880
'6:42.232',-0.009,0.000,-,-,-,87.200,44.880
'6:42.240',-0.017,-0.025,-,-,-,88.000,44.880
'6:42.248',-0.035,-0.075,-,-,-,88.800,44.880
'6:42.256',-0.035,-0.075,-,-,-,90.400,44.880
'6:42.264',-0.043,-0.075,-,-,-,92.000,44.880
'6:42.272',-0.043,-0.075,-,-,-,93.600,44.880
'6:42.280',-0.035,-0.075,-,-,-,95.200,44.880
'6:42.288',-0.035,-0.075,-,-,-,95.200,44.880
'6:42.296',-0.035,-0.075,-,-,-,92.000,44.880
'6:42.304',-0.043,-0.075,-,-,-,86.400,44.880
'6:42.312',-0.070,0.000,-,-,-,79.200,44.880
'6:42.320',-0.096,0.100,-,-,-,72.000,44.880
'6:42.328',-0.070,0.175,-,-,-,65.600,44.880
'6:42.336',0.017,0.200,-,-,-,60.000,44.880
'6:42.344',0.104,0.150,-,-,-,54.400,44.880
'6:42.352',0.113,0.075,-,-,-,50.400,44.880
'6:42.360',0.052,-0.025,-,-,-,47.200,44.880
'6:42.368',0.017,-0.100,-,-,-,44.800,44.880
'6:42.376',0.017,-0.125,-,-,-,42.400,44.880
'6:42.384',0.017,-0.125,-,-,-,41.600,44.880
'6:42.392',0.009,-0.125,-,-,-,41.600,44.880
'6:42.400',0.000,-0.150,-,-,-,42.400,44.880
'6:42.408',-0.009,-0.150,-,-,-,42.400,44.880
'6:42.416',-0.009,-0.100,-,-,-,43.200,44.880
'6:42.424',-0.017,-0.075,-,-,-,44.000,44.880
'6:42.432',-0.017,-0.075,-,-,-,45.600,44.880
'6:42.440',0.000,-0.050,-,-,-,48.000,44.880
'6:42.448',0.009,-0.025,-,-,-,51.200,44.880
'6:42.456',0.009,-0.025,-,-,-,54.400,44.880
'6:42.464',0.009,-0.025,-,-,-,56.800,44.880
'6:42.472',-0.009,0.000,-,-,-,59.200,44.880
'6:42.480',-0.017,0.000,-,-,-,60.000,44.880
'6:42.488',-0.043,0.000,-,-,-,60.800,44.880
'6:42.496',-0.052,0.025,-,-,-,61.600,44.880
'6:42.504',-0.052,0.050,-,-,-,61.600,44.880
'6:42.512',-0.070,0.075,-,-,-,61.600,44.880
'6:42.520',-0.078,0.050,-,-,-,61.600,44.880
'6:42.528',-0.078,0.050,-,-,-,62.400,44.880
'6:42.536',-0.070,0.050,-,-,-,64.000,44.880
'6:42.544',-0.070,0.075,-,-,-,65.600,44.880
'6:42.552',-0.070,0.075,-,-,-,67.200,44.880
'6:42.560',-0.052,0.075,-,-,-,69.600,44.880
'6:42.568',-0.070,0.050,-,-,-,71.200,44.880
'6:42.576',-0.070,0.025,-,-,-,72.800,44.880
'6:42.584',-0.070,0.000,-,-,-,73.600,44.880
'6:42.592',-0.052,0.000,-,-,-,73.600,44.880
'6:42.600',-0.052,0.025,-,-,-,73.600,44.880
'6:42.608',-0.052,0.000,-,-,-,72.800,44.880
'6:42.616',-0.052,0.000,-,-,-,72.000,44.880
'6:42.624',-0.052,0.000,-,-,-,70.400,44.880
'6:42.632',-0.043,0.025,-,-,-,69.600,44.880
'6:42.640',-0.043,0.050,-,-,-,68.000,44.880
'6:42.648',-0.035,0.100,-,-,-,66.400,44.880
'6:42.656',-0.017,0.125,-,-,-,65.600,44.880
'6:42.664',-0.009,0.150,-,-,-,64.800,44.880
'6:42.672',0.000,0.175,-,-,-,63.200,44.880
'6:42.680',0.000,0.175,-,-,-,63.200,44.880
'6:42.688',0.009,0.175,-,-,-,63.200,44.880
'6:42.696',0.000,0.150,-,-,-,63.200,44.880
'6:42.704',-0.017,0.100,-,-,-,64.800,44.880
'6:42.712',-0.043,0.050,-,-,-,67.200,44.880
'6:42.720',-0.052,0.000,-,-,-,69.600,44.880
'6:42.728',-0.070,-0.025,-,-,-,72.800,44.880
'6:42.736',-0.070,-0.025,-,-,-,76.000,44.880
'6:42.744',-0.078,-0.050,-,-,-,78.400,44.880
'6:42.752',-0.096,-0.050,-,-,-,80.000,44.880
'6:42.760',-0.078,-0.075,-,-,-,81.600,44.880
'6:42.768',-0.096,-0.075,-,-,-,81.600,44.880
'6:42.776',-0.096,-0.075,-,-,-,80.800,44.880
'6:42.784',-0.113,-0.075,-,-,-,79.200,44.880
'6:42.792',-0.139,-0.025,-,-,-,76.000,44.880
'6:42.800',-0.157,0.075,-,-,-,73.600,44.880
'6:42.808',-0.139,0.175,-,-,-,70.400,44.880
'6:42.816',-0.070,0.200,-,-,-,67.200,44.880
'6:42.824',0.000,0.125,-,-,-,64.000,44.880
'6:42.832',0.009,0.025,-,-,-,60.800,44.880
'6:42.840',0.000,-0.050,-,-,-,58.400,44.880
'6:42.848',-0.009,-0.075,-,-,-,56.000,44.880
'6:42.856',-0.009,-0.100,-,-,-,54.400,44.880
'6:42.864',-0.009,-0.125,-,-,-,52.800,44.880
'6:42.872',0.000,-0.125,-,-,-,52.000,44.880
'6:42.880',0.000,-0.125,-,-,-,50.400,44.880
'6:42.888',0.009,-0.100,-,-,-,49.600,44.880
'6:42.896',0.009,-0.075,-,-,-,49.600,44.880
'6:42.904',0.009,-0.050,-,-,-,50.400,44.880
'6:42.912',0.009,-0.025,-,-,-,51.200,44.880
'6:42.920',0.009,0.000,-,-,-,52.800,44.880
'6:42.928',0.009,0.000,-,-,-,53.600,44.880
'6:42.936',0.009,-0.025,-,-,-,54.400,44.880
'6:42.944',0.017,-0.025,-,-,-,55.200,44.880
'6:42.952',0.017,-0.025,-,-,-,56.000,44.880
'6:42.960',0.035,-0.050,-,-,-,56.800,44.880
'6:42.968',0.017,-0.075,-,-,-,56.800,44.880
'6:42.976',0.009,-0.075,-,-,-,56.800,44.880
'6:42.984',-0.009,-0.050,-,-,-,56.000,44.880
'6:42.992',-0.017,0.000,-,-,-,56.000,44.880
'6:43.000',-0.035,0.000,-,-,-,55.200,44.880
'6:43.008',-0.035,0.000,-,-,-,54.400,44.880
'6:43.016',-0.052,0.025,-,-,-,53.600,44.880
'6:43.024',-0.070,0.025,-,-,-,52.800,44.880
'6:43.032',-0.070,0.050,-,-,-,52.800,44.880
'6:43.040',-0.070,0.075,-,-,-,51.200,44.880
'6:43.048',-0.070,0.050,-,-,-,50.400,44.880
'6:43.056',-0.070,0.050,-,-,-,49.600,44.880
'6:43.064',-0.052,0.025,-,-,-,49.600,44.880
'6:43.072',-0.043,0.025,-,-,-,50.400,44.880
'6:43.080',-0.035,0.025,-,-,-,51.200,44.880
'6:43.088',-0.035,0.025,-,-,-,52.000,44.880
'6:43.096',-0.017,0.000,-,-,-,53.600,44.880
'6:43.104',-0.009,0.000,-,-,-,56.000,44.880
'6:43.112',-0.009,0.025,-,-,-,57.600,44.880
'6:43.120',0.000,0.025,-,-,-,60.000,44.880
'6:43.128',0.000,0.050,-,-,-,62.400,44.880
'6:43.136',0.000,0.075,-,-,-,64.800,44.880
'6:43.144',0.000,0.100,-,-,-,68.000,44.880
'6:43.152',0.000,0.125,-,-,-,70.400,44.880
'6:43.160',0.000,0.100,-,-,-,73.600,44.880
'6:43.168',0.000,0.100,-,-,-,76.800,44.880
'6:43.176',0.009,0.050,-,-,-,79.200,44.880
'6:43.184',0.000,0.025,-,-,-,80.800,44.880
'6:43.192',-0.009,0.000,-,-,-,82.400,44.880
'6:43.200',-0.017,-0.025,-,-,-,82.400,44.880
'6:43.208',-0.035,-0.050,-,-,-,82.400,44.880
'6:43.216',-0.035,-0.050,-,-,-,81.600,44.880
'6:43.224',-0.043,-0.050,-,-,-,80.000,44.880
'6:43.232',-0.052,-0.050,-,-,-,77.600,44.880
'6:43.240',-0.052,-0.050,-,-,-,75.200,44.880
'6:43.248',-0.043,-0.050,-,-,-,72.000,44.880
'6:43.256',-0.052,-0.075,-,-,-,68.800,44.880
'6:43.264',-0.078,-0.050,-,-,-,65.600,44.880
'6:43.272',-0.104,-0.025,-,-,-,62.400,44.880
'6:43.280',-0.139,0.100,-,-,-,59.200,44.880
'6:43.288',-0.130,0.200,-,-,-,56.000,44.880
'6:43.296',-0.052,0.225,-,-,-,52.800,44.880
'6:43.304',0.000,0.150,-,-,-,49.600,44.880
'6:43.312',0.009,0.050,-,-,-,47.200,44.880
'6:43.320',-0.017,-0.050,-,-,-,44.800,44.880
'6:43.328',-0.017,-0.075,-,-,-,42.400,44.880
'6:43.336',-0.009,-0.100,-,-,-,40.800,44.880
'6:43.344',-0.017,-0.125,-,-,-,39.200,44.880
'6:43.352',-0.017,-0.125,-,-,-,38.400,44.880
'6:43.360',-0.009,-0.125,-,-,-,37.600,44.880
'6:43.368',-0.009,-0.150,-,-,-,38.400,44.880
'6:43.376',-0.009,-0.150,-,-,-,39.200,44.880
'6:43.384',-0.017,-0.150,-,-,-,41.600,44.880
'6:43.392',-0.017,-0.125,-,-,-,43.200,44.880
'6:43.400',-0.017,-0.125,-,-,-,45.600,44.880
'6:43.408',-0.035,-0.125,-,-,-,47.200,44.880
'6:43.416',-0.043,-0.150,-,-,-,49.600,44.880
'6:43.424',-0.043,-0.150,-,-,-,52.000,44.880
'6:43.432',-0.043,-0.150,-,-,-,54.400,44.880
'6:43.440',-0.043,-0.150,-,-,-,57.600,44.880
'6:43.448',-0.052,-0.150,-,-,-,60.000,44.880
'6:43.456',-0.052,-0.150,-,-,-,62.400,44.880
'6:43.464',-0.070,-0.125,-,-,-,64.800,44.880
'6:43.472',-0.070,-0.100,-,-,-,66.400,44.880
'6:43.480',-0.070,-0.100,-,-,-,68.000,44.880
'6:43.488',-0.070,-0.075,-,-,-,69.600,44.880
'6:43.496',-0.052,-0.050,-,-,-,72.000,44.880
'6:43.504',-0.052,-0.025,-,-,-,73.600,44.880
'6:43.512',-0.052,-0.050,-,-,-,75.200,44.880
'6:43.520',-0.052,-0.050,-,-,-,75.200,44.880
'6:43.528',-0.052,-0.050,-,-,-,75.200,44.880
'6:43.536',-0.043,-0.075,-,-,-,74.400,44.880
'6:43.544',-0.043,-0.075,-,-,-,72.800,44.880
'6:43.552',-0.043,-0.100,-,-,-,69.600,44.880
'6:43.560',-0.043,-0.100,-,-,-,67.200,44.880
'6:43.568',-0.043,-0.100,-,-,-,64.000,44.880
'6:43.576',-0.043,-0.125,-,-,-,61.600,44.880
'6:43.584',-0.035,-0.125,-,-,-,60.800,44.880
'6:43.592',-0.035,-0.125,-,-,-,62.400,44.880
'6:43.600',-0.035,-0.100,-,-,-,64.800,44.880
'6:43.608',-0.017,-0.075,-,-,-,68.000,44.880
'6:43.616',-0.009,-0.025,-,-,-,69.600,44.880
'6:43.624',-0.009,-0.025,-,-,-,71.200,44.880
'6:43.632',0.000,0.000,-,-,-,71.200,44.880
'6:43.640',-0.009,-0.025,-,-,-,70.400,44.880
'6:43.648',-0.009,-0.025,-,-,-,69.600,44.880
'6:43.656',-0.017,0.000,-,-,-,69.600,44.880
'6:43.664',-0.035,-0.025,-,-,-,71.200,44.880
'6:43.672',-0.052,-0.050,-,-,-,74.400,44.880
'6:43.680',-0.070,-0.075,-,-,-,77.600,44.880
'6:43.688',-0.078,-0.100,-,-,-,79.200,44.880
'6:43.696',-0.078,-0.125,-,-,-,80.000,44.880
'6:43.704',-0.078,-0.125,-,-,-,80.000,44.880
'6:43.712',-0.078,-0.125,-,-,-,80.800,44.880
'6:43.720',-0.070,-0.125,-,-,-,80.800,44.880
'6:43.728',-0.052,-0.125,-,-,-,81.600,44.880
'6:43.736',-0.070,-0.125,-,-,-,81.600,44.880
'6:43.744',-0.113,-0.125,-,-,-,80.800,44.880
'6:43.752',-0.157,-0.075,-,-,-,80.000,44.880
'6:43.760',-0.157,0.050,-,-,-,79.200,44.880
'6:43.768',-0.078,0.125,-,-,-,77.600,44.880
'6:43.776',0.009,0.150,-,-,-,76.000,44.880
'6:43.784',0.052,0.075,-,-,-,74.400,44.880
'6:43.792',0.035,0.000,-,-,-,72.800,44.880
'6:43.800',0.009,-0.050,-,-,-,71.200,44.880
'6:43.808',0.000,-0.075,-,-,-,69.600,44.880
'6:43.816',0.009,-0.100,-,-,-,68.800,44.880
'6:43.824',0.009,-0.100,-,-,-,68.000,44.880
'6:43.832',0.000,-0.100,-,-,-,66.400,44.880
'6:43.840',0.000,-0.100,-,-,-,64.000,44.880
'6:43.848',0.000,-0.100,-,-,-,61.600,44.880
'6:43.856',0.000,-0.125,-,-,-,58.400,44.880
'6:43.864',0.000,-0.125,-,-,-,56.800,44.880
'6:43.872',0.000,-0.100,-,-,-,56.000,44.880
